,Full Address,LAT_LONG
148,"200-12 WEST 127TH STREET                  New York, NY 10027",
149,"242 WEST 122 STREET                       New York, NY 10027",
150,"302A WEST 121 STREET                      New York, NY 10027",
151,"291 LENOX AVENUE                          New York, NY 10027",
152,"52 WEST 126 STREET                        New York, NY 10027",
153,"75 WEST 125 STREET New York, NY 10027",
154,"138-140 WEST 124TH STREET New York, NY 10027",
155,"140 WEST 124 STREET New York, NY 10027",
156,"13 WEST 126 STREET                        New York, NY 10027",
157,"317 WEST 120TH STREET                     New York, NY 10027",
158,"155 WEST 123RD ST                         New York, NY 10027",
159,"138 WEST 124 STREET New York, NY 10027",
160,"420 RIVERSIDE DR New York, NY 10025",
161,"420 RIVERSIDE DRIVE New York, NY 10025",
162,"215 WEST 122 STREET                       New York, NY 10027",
163,"305 WEST 120 STREET                       New York, NY 10027",
164,"2235 FREDERICK DOUGLASS B New York, NY 10027",
165,"2235 FREDRICK DOUGLASS BL New York, NY 10027",
166,"2235 FREDERICK DOUGLAS BO New York, NY 10027",
167,"259 WEST 121ST                            New York, NY 10027",
168,"600 WEST 115TH STREET New York, NY 10025",
169,"417 RIVERSIDE DRIVE New York, NY 10025",
170,"247 WEST 121 STREET                       New York, NY 10027",
171,"212 WEST 122 STREET                       New York, NY 10027",
172,"229 WEST 121 STREET                       New York, NY 10027",
173,"609 WEST 114TH New York, NY 10025",
174,"609 WEST 114 New York, NY 10025",
175,"117 WEST 123RD STREET                     New York, NY 10027",
176,"117 WEST 123 STREET New York, NY 10027",
177,"60 WEST 125 STREET New York, NY 10027",
178,"136 WEST 123 STREET                       New York, NY 10027",
179,"622 WEST 114TH ST New York, NY 10025",
180,"622 WEST 114TH STREET New York, NY 10025",
181,"161 WEST 122ND STREET                     New York, NY 10027",
182,"248 WEST 121 STREET                       New York, NY 10027",
183,"246 WEST 121 STREET                       New York, NY 10027",
184,"627 WEST 113TH STREET                     New York, NY 10025",
185,"157 WEST 122 STREET New York, NY 10027",
186,"625 WEST 113 STREET New York, NY 10025",
187,"615-617 WEST 113TH STREET New York, NY 10025",
188,"615 WEST 113TH STREET New York, NY 10025",
189,"35 WEST 124 STREET                        New York, NY 10027",
190,"35 WEST 124 STREET New York, NY 10027",
191,"131 WEST 122 STREET                       New York, NY 10027",
192,"131 WEST 122 STREET New York, NY 10027",
193,"264 LENOX AVE                             New York, NY 10027",
194,"152 WEST 122 STREET                       New York, NY 10027",
195,"206 WEST 121ST STREET New York, NY 10027",
196,"35 MT MORRIS PARK WEST                    New York, NY 10027",
197,"606 WEST 113TH STREET New York, NY 10025",
198,"400 RIVERSIDE DRIVE New York, NY 10025",
199,"54 MORNINGSIDE DRIVE New York, NY 10025",
200,"241 LENOX AVENUE New York, NY 10027",
201,"246 LENOX AVENUE                          New York, NY 10027",
202,"10 WEST 123 STREET                        New York, NY 10027",
203,"64 EAST 126 STREET                        New York, NY 10027",
204,"2 WEST 123RD STREET New York, NY 10027",
205,"50 MORNINGSIDE DRIVE New York, NY 10025",
206,"529 WEST 113 STREET New York, NY 10025",
207,"3 WEST 122ND STREET                       New York, NY 10027",
208,"3 WEST 122 STREET                         New York, NY 10027",
209,"390 RIVERSIDE DR New York, NY 10025",
210,"24 MT MORRIS PARK WEST                    New York, NY 10027",
211,"228 LENOX AVENUE                          New York, NY 10027",
212,"10 WEST 122 STREET New York, NY 10027",
213,"125 WEST 120 STREET New York, NY 10027",
214,"605 WEST 111TH STREET New York, NY 10025",
215,"140 WEST 120TH STREET                     New York, NY 10027",
216,"545 WEST 111TH ST New York, NY 10025",
217,"545 WEST 111 STREET New York, NY 10025",
218,"1 MOUNT MORRIS PARK WE New York, NY 10027",
219,"520 WEST 112TH STREET                     New York, NY 10025",
220,"520 WEST 112 STREET                       New York, NY 10025",
221,"536 WEST 111TH STREET New York, NY 10025",
222,"536 W 111TH ST New York, NY 10025",
223,"610 CATHEDRAL PARKWAY New York, NY 10025",
224,"532 WEST 111TH New York, NY 10025",
225,"532 WEST 111 STREET New York, NY 10025",
226,"5 WEST 120TH STREET                       New York, NY 10027",
227,"545 WEST 110TH STREET                     New York, NY 10025",
228,"610 WEST 110TH STREET New York, NY 10025",
229,"507 WEST 111 STREET New York, NY 10025",
230,"507 WEST 111TH STREET New York, NY 10025",
231,"545 CATHEDRAL PARKWAY New York, NY 10025",
232,"545 CATHEDRAL PARKWAY                     New York, NY 10025",
233,"535 WEST 110 STREET New York, NY 10025",
234,"58 WEST 120 STREET                        New York, NY 10027",
235,"42 WEST 120 STREET New York, NY 10027",
236,"42 WEST 120TH STREET New York, NY 10027",
237,"504 W 111TH STREET New York, NY 10025",
238,"527 W 110TH STREET New York, NY 10025",
239,"527 CATHEDRAL PARKWAY New York, NY 10025",
240,"360 RIVERSIDE DR. New York, NY 10025",
241,"360 RIVERSIDE DRIVE New York, NY 10025",
242,"329 WEST 108 STREET New York, NY 10025",
243,"26 WEST 120 STREET New York, NY 10027",
244,"514 CATHEDRAL PARKWAY New York, NY 10025",
245,"520 WEST 110TH STREET                     New York, NY 10025",
246,"520 W.110TH  STREET New York, NY 10025",
247,"301 WEST 108TH New York, NY 10025",
248,"301 WEST 108TH STREET New York, NY 10025",
249,"504 WEST 110TH New York, NY 10025",
250,"237 WEST 109 STREET New York, NY 10025",
251,"237 WEST 109TH ST New York, NY 10025",
252,"510 CATHEDRAL PARKWAY                     New York, NY 10025",
253,"330 WEST 108 STREET                       New York, NY 10025",
254,"353 RIVERSIDE DR New York, NY 10025",
255,"328 WEST 108TH STREET                     New York, NY 10025",
256,"324 WEST 108 STREET                       New York, NY 10025",
257,"300 WEST 108TH STREET New York, NY 10025",
258,"300 WEST 108 ST New York, NY 10025",
259,"242 WEST 109 STREET                       New York, NY 10025",
260,"255 WEST 108TH STREET New York, NY 10025",
261,"241 WEST 108TH STREET New York, NY 10025",
262,"235 WEST 108TH STREET New York, NY 10025",
263,"235 W 108 STREET New York, NY 10025",
264,"345 RIVERSIDE DRIVE New York, NY 10025",
265,"2790 BROADWAY New York, NY 10025",
266,"312 WEST 107TH STREET New York, NY 10025",
267,"200 WEST 109 STREET                       New York, NY 10025",
268,"340 RIVERSIDE DRIVE New York, NY 10025",
269,"319 WEST 106 STREET New York, NY 10025",
270,"245 W. 107TH STREET New York, NY 10025",
271,"245 WEST 107 STREET New York, NY 10025",
272,"245 WEST 107TH STREET New York, NY 10025",
273,"315 WEST 106TH New York, NY 10025",
274,"241 WEST 107 STREET                       New York, NY 10025",
275,"322 WEST 106 STREET                       New York, NY 10025",
276,"336 RIVERSIDE DRIVE                       New York, NY 10025",
277,"212 WEST 108TH STREET New York, NY 10025",
278,"200 WEST 108TH New York, NY 10025",
279,"333 RIVERSIDE DRIVE                       New York, NY 10025",
280,"211 WEST 107TH STREET New York, NY 10025",
281,"308 WEST 106 STREET New York, NY 10025",
282,"304 WEST 106 STREET New York, NY 10025",
283,"209 WEST 107TH STREET                     New York, NY 10025",
284,"207 WEST 107TH STREET                     New York, NY 10025",
285,"124 WEST 109TH STREET New York, NY 10025",
286,"203 WEST 107TH ST                         New York, NY 10025",
287,"964 AMSTERDAM AVENUE New York, NY 10025",
288,"325 RIVERSIDE DRIVE New York, NY 10025",
289,"305 WEST 105TH STREET New York, NY 10025",
290,"308 WEST 105TH STREET                     New York, NY 10025",
291,"59 WEST 109 STREET New York, NY 10025",
292,"238 WEST 106TH STREET New York, NY 10025",
293,"238 WEST 106 STREET New York, NY 10025",
294,"315 RIVERSIDE DRIVE New York, NY 10025",
295,"172 WEST 107 STREET                       New York, NY 10025",
296,"220 MANHATTAN AVE New York, NY 10025",
297,"220 MANHATTAN AVENUE New York, NY 10025",
298,"905 WEST END AVENUE                       New York, NY 10025",
299,"320 WEST 104TH STREET New York, NY 10025",
300,"943 AMSTERDAM AVENUE New York, NY 10025",
301,"314 WEST 104 STREET                       New York, NY 10025",
302,"155 WEST 106TH STREET New York, NY 10025",
303,"151 WEST 106TH STREET New York, NY 10025",
304,"245 WEST 104TH STREET New York, NY 10025",
305,"245 WEST 104TH New York, NY 10025",
306,"245 WEST 104TH ST New York, NY 10025",
307,"215 WEST 105TH STREET New York, NY 10025",
308,"315 WEST 103 STREET                       New York, NY 10025",
309,"230 WEST 105TH STREET New York, NY 10025",
310,"230 W 105 ST New York, NY 10025",
311,"307 WEST 103RD STREET                     New York, NY 10025",
312,"961 COLUMBUS AVENUE New York, NY 10025",
313,"485 CENTRAL PARK WEST New York, NY 10025",
314,"11 WEST 108TH STREET New York, NY 10025",
315,"11 WEST 108TH New York, NY 10025",
316,"308 WEST 103RD STREET New York, NY 10025",
317,"308 WEST 103RD New York, NY 10025",
318,"67 WEST 107 STREET                        New York, NY 10025",
319,"242 WEST 104 STREET New York, NY 10025",
320,"161 WEST 105TH STREET New York, NY 10025",
321,"161 WEST 105 New York, NY 10025",
322,"65 WEST 107 STREET                        New York, NY 10025",
323,"65 WEST 107TH STREET New York, NY 10025",
324,"63 WEST 107TH STREET                      New York, NY 10025",
325,"63 WEST 107 STREET                        New York, NY 10025",
326,"480 CENTRAL PARK WEST New York, NY 10025",
327,"875 WEST END AVENUE New York, NY 10025",
328,"478 CENTRAL PARK WEST New York, NY 10025",
329,"68 WEST 107 STREET New York, NY 10025",
330,"940 COLUMBUS AVENUE                       New York, NY 10025",
331,"66 WEST 107 STREET New York, NY 10025",
332,"309 WEST 102ND STREET New York, NY 10025",
333,"147 WEST 105TH STREET New York, NY 10025",
334,"60 WEST 107 STREET New York, NY 10025",
335,"292 RIVERSIDE DRIVE New York, NY 10025",
336,"246 WEST 103 STREET New York, NY 10025",
337,"69 WEST 106TH STREET New York, NY 10025",
338,"250 WEST 103 STREET New York, NY 10025",
339,"475 CENTRAL PARK WEST New York, NY 10025",
340,"61 WEST 106TH STREET                      New York, NY 10025",
341,"473 CENTRAL PARK WEST New York, NY 10025",
342,"5 WEST 107TH STREET New York, NY 10025",
343,"855 WEST END AVENUE New York, NY 10025",
344,"12 WEST 107TH STREET New York, NY 10025",
345,"851 WEST END AVENUE                       New York, NY 10025",
346,"205 WEST 103RD ST. New York, NY 10025",
347,"205 WEST 103RD STREET New York, NY 10025",
348,"327 WEST 101ST STREET                     New York, NY 10025",
349,"924 COLUMBUS AVENUE                       New York, NY 10025",
350,"235 WEST102ND STREET New York, NY 10025",
351,"332 WEST 101 New York, NY 10025",
352,"845 WEST END AVENUE                       New York, NY 10025",
353,"2681 BROADWAY New York, NY 10025",
354,"467 CENTRAL PARK WEST New York, NY 10025",
355,"210 WEST 103 STREET New York, NY 10025",
356,"210 WEST 103RD STREET New York, NY 10025",
357,"210 WEST 103 ST New York, NY 10025",
358,"50 WEST 106TH STREET New York, NY 10025",
359,"50 WEST 106TH New York, NY 10025",
360,"54 WEST 106TH STREET                      New York, NY 10025",
361,"320 WEST 101 STREET                       New York, NY 10025",
362,"44 WEST 106TH                             New York, NY 10025",
363,"325 WEST 100 STREET                       New York, NY 10025",
364,"839 WEST END AVENUE New York, NY 10025",
365,"249 WEST 101ST STREET New York, NY 10025",
366,"238-40 WEST 106TH STREET New York, NY 10025",
367,"238-40 WEST 106 New York, NY 10025",
368,"311 WEST 100TH STREET New York, NY 10025",
369,"825 WEST END AVENUE New York, NY 10025",
370,"318 WEST 100 STREET                       New York, NY 10025",
371,"318 WEST 100TH STREET New York, NY 10025",
372,"58 WEST 105 STREET New York, NY 10025",
373,"85 WEST 104 STREET                        New York, NY 10025",
374,"314 WEST 100 STREET                       New York, NY 10025",
375,"121 MANHATTAN AVENUE                      New York, NY 10025",
376,"83 WEST 104 STREET                        New York, NY 10025",
377,"817 WEST END AVENUE                       New York, NY 10025",
378,"817 WEST END AVE New York, NY 10025",
379,"455 CENTRAL PARK WEST New York, NY 10025",
380,"265 RIVERSIDE DRIVE New York, NY 10025",
381,"310 WEST 99TH STREET New York, NY 10025",
382,"4-6 WEST 105TH STREET New York, NY 10025",
383,"7 WEST 104 STREET                         New York, NY 10025",
384,"444 CENTRAL PARK WEST New York, NY 10025",
385,"245 WEST 99TH   STREET                    New York, NY 10025",
386,"305 W 98TH ST New York, NY 10025",
387,"305 WEST 98TH New York, NY 10025",
388,"258 RIVERSIDE DRIVE New York, NY 10025",
389,"233 WEST 99TH STREET New York, NY 10025",
390,"311 WEST 97TH STREET New York, NY 10025",
391,"251 WEST 98TH STREET                      New York, NY 10025",
392,"771 WEST END AVENUE New York, NY 10025",
393,"780 WEST END AVENUE New York, NY 10025",
394,"425 CENTRAL PARK WEST New York, NY 10025",
395,"240 WEST 98TH   STREET New York, NY 10025",
396,"240 WEST 98TH STREET New York, NY 10025",
397,"240 WEST 98 STREET New York, NY 10025",
398,"2600 BROADWAY New York, NY 10025",
399,"420 CENTRAL PARK WEST New York, NY 10025",
400,"788 AMSTERDAM AVENUE New York, NY 10025",
401,"203 WEST 98TH STREET New York, NY 10025",
402,"207 WEST 98TH STREET New York, NY 10025",
403,"241 WEST 97TH STREET New York, NY 10025",
404,"752 WEST END AVENUE                       New York, NY 10025",
405,"749 WEST END AVENUE New York, NY 10025",
406,"741 WEST END AVENUE New York, NY 10025",
407,"328 WEST 96TH STREET New York, NY 10025",
408,"328 WEST 96TH ST New York, NY 10025",
409,"418 CENTRAL PARK WEST New York, NY 10025",
410,"229 WEST 97TH STREET New York, NY 10025",
411,"317 WEST 95TH STREET New York, NY 10025",
412,"275 WEST 96 ST New York, NY 10025",
413,"275 WEST 96TH STREET New York, NY 10025",
414,"732 WEST END                              New York, NY 10025",
415,"222 RIVERSIDE DRIVE New York, NY 10025",
416,"410 CENTRAL PARK WEST New York, NY 10025",
417,"392 CENTRAL PARK WEST New York, NY 10025",
418,"392 CENTRAL PARK WEST                     New York, NY 10025",
419,"214 RIVERSIDE DRIVE New York, NY 10025",
420,"N/A WEST 97TH   STREET                    New York, NY 10025",
421,"255 WEST 95 STREET New York, NY 10025",
422,"272 WEST 95 STREET New York, NY 10025",
423,"314 WEST 94TH   STREET                    New York, NY 10025",
424,"314 WEST 94TH New York, NY 10025",
425,"314 WEST 94 New York, NY 10025",
426,"314 WEST 94TH STREET                      New York, NY 10025",
427,"107 WEST 97TH   STREET New York, NY 10025",
428,"310 WEST 94TH ST. New York, NY 10025",
429,"310 WEST 94TH STREET New York, NY 10025",
430,"210 RIVERSIDE DR New York, NY 10025",
431,"258 WEST 95TH STREET New York, NY 10025",
432,"210 WEST 96TH   STREET                    New York, NY 10025",
433,"8 POMANDER WALK New York, NY 10025",
434,"702 WEST END AVENUE New York, NY 10025",
435,"215 WEST 95TH   STREET                    New York, NY 10025",
436,"215 WEST 95TH STREET New York, NY 10025",
437,"215 WEST 95 STREET New York, NY 10025",
438,"215 WEST 95TH ST New York, NY 10025",
439,"317 WEST 93 STREET New York, NY 10025",
440,"309 WEST 93RD STREET New York, NY 10025",
441,"265 WEST 94TH STREET New York, NY 10025",
442,"162 EAST 109 STREET New York, NY 10027",
443,"127 WEST 96 STREET New York, NY 10025",
444,"722 AMSTERDAM AVENUE                      New York, NY 10025",
445,"685 WEST END AVENUE New York, NY 10025",
446,"382 CENTRAL PARK WEST New York, NY 10025",
447,"125 WEST 96 STREET New York, NY 10025",
448,"125 WEST 96TH STREET New York, NY 10025",
449,"214 WEST 95TH   STREET                    New York, NY 10025",
450,"169 WEST 95TH   STREET                    New York, NY 10025",
451,"113 WEST 96TH STREET New York, NY 10025",
452,"250 W 94 ST New York, NY 10025",
453,"250 WEST 94 New York, NY 10025",
454,"2511 BROADWAY New York, NY 10025",
455,"677 WEST END AVE. New York, NY 10025",
456,"265 WEST 93 STREET New York, NY 10025",
457,"263 WEST 93RD   STREET                    New York, NY 10025",
458,"317 WEST 92ND   STREET                    New York, NY 10025",
459,"128 WEST 96TH STREET New York, NY 10025",
460,"153 WEST 95TH STREET New York, NY 10025",
461,"194 RIVERSIDE DRIVE New York, NY 10025",
462,"49 WEST 96 STREET New York, NY 10025",
463,"49 WEST 96TH STREET New York, NY 10025",
464,"190 RIVERSIDE DRIVE New York, NY 10024",
465,"150 WEST 95TH STREET New York, NY 10025",
466,"255 WEST 92ND STREET New York, NY 10025",
467,"113 WEST 95TH STREET New York, NY 10025",
468,"113 WEST 95TH STREET                      New York, NY 10025",
469,"645 WEST END AVENUE New York, NY 10025",
470,"311 WEST 91ST STREET New York, NY 10024",
471,"26 WEST 97TH STREET New York, NY 10025",
472,"26 WEST 97TH   STREET                     New York, NY 10025",
473,"186 RIVERSIDE DRIVE New York, NY 10024",
474,"220 WEST 93RD STREET                      New York, NY 10025",
475,"650 WEST END AVENUE New York, NY 10025",
476,"176 WEST 94TH   STREET New York, NY 10025",
477,"148 WEST 94TH STREET New York, NY 10025",
478,"7 W 96TH STREET New York, NY 10025",
479,"7 WEST 96TH STREET New York, NY 10025",
480,"288 WEST 92ND STREET New York, NY 10025",
481,"175 WEST 93RD STREET New York, NY 10025",
482,"111 WEST 94TH ST New York, NY 10025",
483,"215 WEST 92ND STREET New York, NY 10025",
484,"215 W 92 New York, NY 10025",
485,"640 WEST END AVE                          New York, NY 10024",
486,"361 CENTRAL PARK WEST New York, NY 10025",
487,"44 WEST 96TH STREET New York, NY 10025",
488,"2480 BROADWAY New York, NY 10025",
489,"65 WEST 95TH STREET New York, NY 10025",
490,"321 WEST 90TH STREET New York, NY 10024",
491,"321 WEST 90TH New York, NY 10024",
492,"55 W 95TH STREET New York, NY 10025",
493,"55 WEST 95TH STREET New York, NY 10025",
494,"49 WEST 95TH   STREET                     New York, NY 10025",
495,"272 WEST 91ST STREET New York, NY 10024",
496,"180 WEST 93RD STREET New York, NY 10025",
497,"12 WEST 96TH   STREET                     New York, NY 10025",
498,"632 WEST END AVENUE New York, NY 10024",
499,"33 WEST 95TH                              New York, NY 10025",
500,"320 WEST 90TH STREET New York, NY 10024",
501,"316 WEST 90TH STREET New York, NY 10024",
502,"331 WEST 89TH STREET New York, NY 10024",
503,"100 WEST 94TH STREET New York, NY 10025",
504,"100 WEST 94TH   STREET New York, NY 10025",
505,"100 W. 94TH STREET New York, NY 10025",
506,"175 WEST 92ND New York, NY 10025",
507,"215 WEST 91ST STREET New York, NY 10025",
508,"215 WEST 91ST ST. New York, NY 10025",
509,"304 WEST 90TH STREET                      New York, NY 10024",
510,"123 WEST 93RD STREET New York, NY 10025",
511,"317 WEST 89TH   STREET                    New York, NY 10024",
512,"134 WEST 93RD STREET                      New York, NY 10025",
513,"134 WEST 93RD STREET New York, NY 10025",
514,"160 RIVERSIDE DRIVE New York, NY 10024",
515,"24 WEST 95TH   STREET New York, NY 10025",
516,"51 WEST 94TH   STREET                     New York, NY 10025",
517,"345 WEST 88TH STREET New York, NY 10024",
518,"47 WEST 94TH STREET New York, NY 10025",
519,"250 WEST 90TH   STREET                    New York, NY 10024",
520,"250 WEST 90TH STREET New York, NY 10024",
521,"255 WEST 90TH   STREET New York, NY 10024",
522,"255 WEST 90TH STREET New York, NY 10024",
523,"41 WEST 94TH STREET                       New York, NY 10025",
524,"601 WEST END AVENUE New York, NY 10024",
525,"320 WEST 89TH STREET New York, NY 10024",
526,"31 WEST 94TH STREET New York, NY 10025",
527,"25 WEST 94TH   STREET                     New York, NY 10025",
528,"100 WEST 93RD   STREET New York, NY 10025",
529,"100 WEST 93RD STREET New York, NY 10025",
530,"600 WEST END AVENUE New York, NY 10024",
531,"165 WEST 91ST   STREET New York, NY 10024",
532,"46 WEST 94TH STREET                       New York, NY 10025",
533,"57 WEST 93RD ST New York, NY 10025",
534,"57 WEST 93RD STREET New York, NY 10025",
535,"15 WEST 94TH STREET New York, NY 10025",
536,"215 WEST 90TH STREET New York, NY 10024",
537,"595 WEST END AVENUE New York, NY 10024",
538,"267 WEST 89TH STREET New York, NY 10024",
539,"210 WEST 90TH STREET New York, NY 10024",
540,"210 W 90TH STREET New York, NY 10024",
541,"251 WEST 89TH ST New York, NY 10024",
542,"251 WEST 89TH STREET New York, NY 10024",
543,"322 WEST 88TH STREET New York, NY 10024",
544,"336 CENTRAL PARK WEST New York, NY 10025",
