Full Address,LAT_LONG
"241 LAFAYETTE STREET New York, NY 10012","(40.7226952, -73.9966342496632)"
"118 EAST 1ST STREET                       New York, NY 10009","(40.72266005, -73.9865373550528)"
"217 EAST 3RD   STREET New York, NY 10009","(40.7225292, -73.9822054823825)"
"175 EAST 2ND   STREET New York, NY 10009","(40.7223349, -73.9846503431364)"
"196 ORCHARD STREET                        New York, NY 10002","(40.722304, -73.9879659)"
"305 EAST 4TH   STREET                     New York, NY 10009","(40.7222802, -73.9797020638179)"
"201 CHRYSTIE STREET New York, NY 10002","(40.72227315, -73.9920843516522)"
"214-218 MULBERRY ST                       New York, NY 10012","(40.722046, -73.996117)"
"209 EAST 2ND   STREET                     New York, NY 10009","(40.7219661, -73.9834334)"
"250 EAST HOUSTON STREET                   New York, NY 10002","(40.7219266, -73.9845187)"
"324 EAST 4TH   STREET                     New York, NY 10009","(40.72177445, -73.9793195160794)"
"326 EAST 4TH   STREET                     New York, NY 10009","(40.72173595, -73.97925435)"
"4 RIVINGTON STREET                        New York, NY 10002","(40.72163705, -73.9929021012001)"
"240 EAST 2ND   STREET                     New York, NY 10009","(40.7215952, -73.981872995757)"
"255 EAST HOUSTON STREET New York, NY 10002","(40.72158455, -73.9851987582308)"
"310 EAST HOUSTON STREET New York, NY 10002","(40.7215445, -73.9834185)"
"201 MULBERRY STREET                       New York, NY 10012","(40.721501, -73.9965632)"
"201 MULBERRY STREET New York, NY 10012","(40.721501, -73.9965632)"
"200 BOWERY                                New York, NY 10012","(40.7213946, -73.9938902)"
"24 SPRING STREET                          New York, NY 10012","(40.7213559, -73.9952560811401)"
"317 EAST 3RD STREET New York, NY 10009","(40.7213312753623, -73.9795636666667)"
"190 ALLEN STREET                          New York, NY 10002","(40.7213005454545, -73.9890754545455)"
"199 MOTT New York, NY 10012","(40.7212565, -73.9958873485406)"
"190 BOWERY                                New York, NY 10012","(40.7211707, -73.9939358)"
"309 EAST HOUSTON STREET New York, NY 10002","(40.7211459, -73.9834718)"
"173 CHRYSTIE STREET                       New York, NY 10002","(40.72091475, -73.9926437951228)"
"300 EAST 2ND   STREET                     New York, NY 10009","(40.7204559, -73.9792889693638)"
"38 DELANCEY STREET                        New York, NY 10002","(40.7200425, -73.9916542039798)"
"144 SUFFOLK STREET                        New York, NY 10002","(40.7199554, -73.98534095)"
"121 ESSEX STREET                          New York, NY 10002","(40.7196522, -73.9878929480683)"
"108 DELANCEY ST                           New York, NY 10002","(40.7189703, -73.9884402519075)"
"105 NORFOLK STREET                        New York, NY 10002","(40.7189043, -73.9874321329529)"
"210 RIVINGTON STREET                      New York, NY 10002","(40.7184451, -73.9826995)"
"92 LUDLOW STREET                          New York, NY 10002","(40.718386, -73.9889533530993)"
"102 FORSYTH STREET                        New York, NY 10002","(40.71832615, -73.9926049303908)"
"286 GRAND STREET                          New York, NY 10002","(40.7179189, -73.9923117208427)"
"236 BROOME STREET                         New York, NY 10002","(40.7179022857143, -73.9892105714286)"
"290 GRAND STREET                          New York, NY 10002","(40.7177236, -73.9920503)"
"314 GRAND STREET                          New York, NY 10002","(40.7173734, -73.9908837)"
"109 DELANCEY STREET                       New York, NY 10002","(40.7173398716343, -73.9857354755145)"
"330 GRAND STREET New York, NY 10002","(40.7171659, -73.9902111)"
"345 GRAND STREET                          New York, NY 10002","(40.71671055, -73.9897280540998)"
"349 GRAND STREET                          New York, NY 10002","(40.71670045, -73.9896052701113)"
"355 GRAND STREET                          New York, NY 10002","(40.7166749, -73.9893707)"
"49 ORCHARD STREET                         New York, NY 10002","(40.7164684, -73.9911908)"
"208 DELANCEY STREET New York, NY 10002","(40.7163275, -73.9804479285714)"
"2 RIVER TERRACE                           New York, NY 10280","(40.71573285, -74.0157505590536)"
"2 RIVER TERRACE New York, NY 10280","(40.71573285, -74.0157505590536)"
"27 ESSEX STREET                           New York, NY 10002","(40.715698, -73.989795)"
"383 GRAND STREET New York, NY 10002","(40.7156306, -73.9883323506526)"
"30 ORCHARD STREET                         New York, NY 10002","(40.715608, -73.9912780314162)"
"298-300 GRAND STREET                      New York, NY 10002","(40.7154632, -73.9851111)"
"24 LUDLOW STREET                          New York, NY 10002","(40.71538355, -73.99055225)"
"21 LUDLOW STREET                          New York, NY 10002","(40.7153778, -73.9908785)"
"19 ESSEX STREET                           New York, NY 10002","(40.7153429, -73.9901806018791)"
"28 FORSYTH STREET                         New York, NY 10002","(40.71520985, -73.9941719936387)"
"19 ELDRIDGE STREET                        New York, NY 10002","(40.71504105, -73.993835054848)"
"208 EAST BROADWAY New York, NY 10002","(40.7149217, -73.9875715)"
"51 CANAL STREET                           New York, NY 10002","(40.7149101428571, -73.991634)"
"37 CANAL STREET                           New York, NY 10002","(40.7147362, -73.9909568)"
"33 CANAL STREET New York, NY 10002","(40.71473275, -73.990790019686)"
"228 EAST BROADWAY                         New York, NY 10002","(40.7146778, -73.9875517)"
"268 EAST BROADWAY New York, NY 10002","(40.7146657, -73.985387)"
"2 ALLEN STREET New York, NY 10002","(40.7145136, -73.9924048)"
"271 HENRY STREET                          New York, NY 10002","(40.7143879, -73.9839765)"
"215 EAST BROADWAY New York, NY 10002","(40.7140854, -73.9874659041139)"
"2 PIKE STREET                             New York, NY 10002","(40.7140821, -73.9933141)"
"203 EAST BROADWAY                         New York, NY 10002","(40.71405945, -73.9880008314074)"
"201 EAST BROADWAY                         New York, NY 10002","(40.71403695, -73.9880875)"
"269 HENRY STREET New York, NY 10002","(40.7140302, -73.9843355159081)"
"223 HENRY STREET                          New York, NY 10002","(40.7138611, -73.9863893481198)"
"221 HENRY ST                              New York, NY 10002","(40.71386055, -73.9864714563197)"
"201 HENRY STREET New York, NY 10002","(40.71378125, -73.9875056958516)"
"21 CATHERINE STREET                       New York, NY 10038","(40.7136581, -73.9374853)"
"35-37 EAST BROADWAY                       New York, NY 10002","(40.7134578, -73.9964094)"
"22 CATHERINE STREET                       New York, NY 10038","(40.7130316, -73.9972984)"
"223 MADISON STREET New York, NY 10002","(40.71295375, -73.9887651951952)"
"207 MADISON STREET                        New York, NY 10002","(40.71292515, -73.989532155548)"
"197 MADISON STREET New York, NY 10002","(40.7127398, -73.9903079)"
"40 MARKET STREET                          New York, NY 10002","(40.7124273, -73.9942509)"
"148 MADISON  STREET                       New York, NY 10002","(40.7122932, -73.9928573)"
"48 MARKET STREET                          New York, NY 10002","(40.7118802, -73.994173)"
"36 PARK ROW                               New York, NY 10038","(40.7116674, -74.0065766)"
"34 PARK ROW                               New York, NY 10038","(40.7115595, -74.0070477)"
"150 NASSAU STREET                         New York, NY 10038","(40.7115311, -74.0059028)"
"33 PARK ROW                               New York, NY 10038","(40.7115293, -74.0071561)"
"29 PARK ROW                               New York, NY 10038","(40.711468, -74.0073956)"
"305 CHERRY STREET                         New York, NY 10002","(40.7112517, -73.9877492722533)"
"115 NASSAU STREET                         New York, NY 10038","(40.71103075, -74.0071914331903)"
"33 BEEKMAN STREET                         New York, NY 10038","(40.71043285, -74.0060367158817)"
"144 FULTON STREET                         New York, NY 10038","(40.71037795, -74.0085815384673)"
"257 SOUTH STREET                          New York, NY 10002","(40.7103003, -73.9883136)"
"165 WILLIAM STREET                        New York, NY 10038","(40.71026825, -74.0059599438442)"
"350 ALBANY STREET New York, NY 10280","(40.7101575918367, -74.0170293877551)"
"300 ALBANY STREET                         New York, NY 10280","(40.7099316, -74.0167823318225)"
"377 RECTOR PL                             New York, NY 10280","(40.70983015, -74.0179135073303)"
"377 RECTOR PLACE                          New York, NY 10280","(40.70983015, -74.0179135073303)"
"333 RECTOR PLACE                          New York, NY 10280","(40.709816, -74.01721)"
"333 PEARL ST New York, NY 10038","(40.7095459, -74.0024769)"
"225 RECTOR PLACE                          New York, NY 10280","(40.7092957, -74.0161233)"
"380 RECTOR PLACE New York, NY 10280","(40.70907625, -74.0181848231542)"
"330 PEARL STREET                          New York, NY 10038","(40.70906595, -74.0017217094703)"
"324 PEARL STREET                          New York, NY 10038","(40.70897115, -74.001852291566)"
"324 PEARL ST                              New York, NY 10038","(40.70897115, -74.001852291566)"
"275 WATER STREET New York, NY 10038","(40.7085476, -74.0009871524684)"
"200 RECTOR PLACE                          New York, NY 10280","(40.70848945, -74.0165122409836)"
"99 JOHN STREET                            New York, NY 10038","(40.7083321, -74.0060563899772)"
"34 CLIFF STREET                           New York, NY 10038","(40.7082751, -74.004898)"
"259 FRONT STREET                          New York, NY 10038","(40.7082323, -74.0005339)"
"33 PECK SLIP                              New York, NY 10038","(40.7079843, -74.0014434)"
"102 JOHN STREET                           New York, NY 10038","(40.707862, -74.0062166075144)"
"237 WATER STREET                          New York, NY 10038","(40.707841, -74.002567)"
"40 PECK SLIP                              New York, NY 10038","(40.7074037, -74.0016577152878)"
"341 LENOX AVENUE                          New York, NY 10027","(40.7072965, -73.5970302)"
"342 LENOX AVENUE                          New York, NY 10027","(40.7072885, -73.5972472)"
"345 LENOX AVENUE                          New York, NY 10027","(40.707189, -73.5970236)"
"363-367 LENOX AVENUE                      New York, NY 10027","(40.70670525, -73.5969939)"
"380 LENOX AVE                             New York, NY 10027","(40.7062050476191, -73.597181047619)"
"381 LENOX AVENUE                          New York, NY 10027","(40.70619246875, -73.59696390625)"
"80 SOUTH STREET                           New York, NY 10038","(40.7056075, -74.0043915)"
"50 HENRY STREET                           New York, NY 10002","(40.6995312, -73.9921773)"
"178 EAST 2ND STREET                       New York, NY 10009","(40.6769997837838, -73.9904284594595)"
"190 EAST 2ND   STREET                     New York, NY 10009","(40.6769075135135, -73.9902367837838)"
"372 5TH AVENUE New York, NY 10001","(40.6713695, -73.9846705)"
"66 EAST 11TH   STREET New York, NY 10003","(40.6708566708861, -73.9934600379747)"
"30 EAST 14TH   STREET                     New York, NY 10003","(40.6692291612903, -73.9953440645161)"
"217 EAST 96TH STREET New York, NY 10128","(40.6614784, -73.9215245242797)"
"32 EAST 2ND STREET New York, NY 10003","(40.6512185, -73.9801051942464)"
"39 EAST 10TH   STREET New York, NY 10003","(40.64754405, -73.9702660554645)"
"245 EAST 87TH STREET New York, NY 10128","(40.6473691, -73.9173247405073)"
"277 EAST 7TH   STREET                     New York, NY 10009","(40.6451303, -73.9727469557215)"
"200 EAST END New York, NY 10128","(40.643102, -73.714349)"
"341/2 SAINT MARKS PLACE                   New York, NY 10003","(40.6427279206349, -74.0785422857143)"
"66 EAST 11                                New York, NY 10003","(40.6135786, -73.7457546)"
"345 EAST 86 STREET New York, NY 10028","(40.5906494, -73.975127)"
"328 WEST 86 STREET New York, NY 10024","(40.5906494, -73.975127)"
"1771 1 AVENUE                             New York, NY 10128","(40.5904434285714, -73.9522537142857)"
"1681 3 AVENUE                             New York, NY 10128","(40.5903506262195, -73.953092544354)"
"1619 3 AVENUE                             New York, NY 10128","(40.5903286720868, -73.953294197129)"
"511 9 AVENUE                              New York, NY 10018","(40.5888541963234, -73.9667364066186)"
"497 9 AVENUE                              New York, NY 10018","(40.588791, -73.9673091428571)"
"530 9 AVENUE                              New York, NY 10018","(40.5887044892275, -73.9665847593834)"
"391 9 AVENUE                              New York, NY 10001","(40.5882804489796, -73.9719023877551)"
"389 8 AVENUE                              New York, NY 10001","(40.5882790612245, -73.9719147346939)"
"387 8 AVENUE                              New York, NY 10001","(40.5882776734694, -73.9719270816326)"
"371 7 AVENUE                              New York, NY 10001","(40.5882665714286, -73.9720258571429)"
"323 2 AVENUE New York, NY 10003","(40.5882332653061, -73.9723221836735)"
"315 7 AVENUE                              New York, NY 10001","(40.5882277142857, -73.9723715714286)"
"311 1 AVENUE New York, NY 10003","(40.5882249387755, -73.9723962653061)"
"305 1 AVENUE New York, NY 10003","(40.5882207755102, -73.9724333061225)"
"400 5 AVENUE                              New York, NY 10018","(40.5881905, -73.971199)"
"372 5 AVENUE New York, NY 10018","(40.5880754, -73.9722455)"
"370 8 AVENUE                              New York, NY 10001","(40.5880686, -73.972306)"
"370 7 AVENUE                              New York, NY 10001","(40.5880686, -73.972306)"
"314 5 AVENUE                              New York, NY 10001","(40.5880001104972, -73.9729350165746)"
"306 5 AVENUE New York, NY 10001","(40.5879969281768, -73.9729649392265)"
"292 5 AVENUE New York, NY 10001","(40.587991359116, -73.9730173038674)"
"291 7 AVENUE                              New York, NY 10001","(40.587990961326, -73.9730210441989)"
"260 5 AVENUE                              New York, NY 10001","(40.5879786298343, -73.9731369944751)"
"252 7 AVE                                 New York, NY 10001","(40.5879754475138, -73.9731669171271)"
"240 1 AVENUE                              New York, NY 10009","(40.5879706740332, -73.973211801105)"
"228 1 AVENUE                              New York, NY 10009","(40.5879659005525, -73.9732566850829)"
"199 2 AVENUE                              New York, NY 10003","(40.5879543646409, -73.9733651546961)"
"133 2 AVENUE                              New York, NY 10003","(40.5879281104972, -73.9736120165746)"
"122 2 AVENUE                              New York, NY 10003","(40.5879237348066, -73.973653160221)"
"118 2 AVENUE                              New York, NY 10003","(40.5879221436464, -73.973668121547)"
"62 3 AVENUE                               New York, NY 10003","(40.5878998674033, -73.9738775801105)"
"38 2 AVENUE                               New York, NY 10003","(40.5866064255319, -73.9855604680851)"
"29 2 AVENUE                               New York, NY 10003","(40.5866049893617, -73.9855746382979)"
"157 NORFOLK STREET                        New York, NY 10002","(40.5794625714286, -73.9388121428571)"
"296 EAST 2ND   STREET                     New York, NY 10009",
"212 EAST 85TH   STREET New York, NY 10028",
"2411 FREDERICK DOUGLASS B                 New York, NY 10027",
"266-268 EAST 78TH STREET                  New York, NY 10075",
"239 PARK AVENUE SOUTH                     New York, NY 10003",
"264 EAST 10TH STREET                      New York, NY 10009",
"300 EAST 62ND STREET                      New York, NY 10065",
"240 WEST 40TH   STREET                    New York, NY 10018",
"253 EAST 10TH   STREET                    New York, NY 10009",
"261 WEST 28TH   STREET                    New York, NY 10001",
"240 WEST 98TH   STREET                    New York, NY 10025",
"254 WEST 35TH   STREET                    New York, NY 10001",
"218 EAST 7TH   STREET                     New York, NY 10002",
"3 EAST 69TH   STREET New York, NY 10021",
"245 EAST 93RD   STREET                    New York, NY 10128",
"300 EST 93RD STREET                       New York, NY 10128",
"224 MULBERRY STREET                       New York, NY 10012",
"28 EAST 10TH   STREET                     New York, NY 10003",
"264 WEST 124 STREET                       New York, NY 10027",
"251 WEST 98TH   STREET                    New York, NY 10025",
"304 WEST 106 STREET                       New York, NY 10025",
"232 EAST BROADWAY                         New York, NY 10002",
"30 EAST 76 STREET                         New York, NY 10021",
"215 WEST 88TH STREET                      New York, NY 10024",
"224 EAST 68TH   STREET                    New York, NY 10065",
"23 EAST 10TH STREET                       New York, NY 10003",
"275 WEST 96TH STREET                      New York, NY 10025",
"261 WEST 25TH   STREET                    New York, NY 10001",
"254 WEST 88TH   STREET                    New York, NY 10024",
"228 EAST 6TH   STREET                     New York, NY 10003",
"227 EAST 7TH   STREET                     New York, NY 10009",
"240 WEST 123 STREET                       New York, NY 10027",
"251 WEST 39TH   STREET                    New York, NY 10018",
"245 EAST 93                               New York, NY 10128",
"276 5 AVENUE                              New York, NY 10001",
"250-254 EAST 4TH   STREET                 New York, NY 10009",
"22 WEST 32ND   STREET                     New York, NY 10001",
"288 8TH AVENUE                            New York, NY 10001",
"221-223 EAST 11TH STREET                  New York, NY 10003",
"301 EAST 79TH STREET                      New York, NY 10075",
"2280 FREDERICK DOUGLASS B                 New York, NY 10027",0
"235 EAST 62ND   STREET                    New York, NY 10065",0
"229 EAST 5TH   STREET                     New York, NY 10003",0
"26 LUDLOW STREET                          New York, NY 10002",0
"270 WEST 132 STREET                       New York, NY 10027",0
"251 WEST 89TH   STREET New York, NY 10024",0
"261 WEST 28TH ST                          New York, NY 10001",0
"224 EAST 83RD STREET                      New York, NY 10028",0
"234 EAST 9TH   STREET New York, NY 10003",0
"241 EAST 18TH STREET                      New York, NY 10003",0
"237 E 88TH STREET                         New York, NY 10128",0
"241 WEST 97TH STREET                      New York, NY 10025",0
"224 EAST 12TH   STREET                    New York, NY 10003",0
"305 EAST 70TH   STREET                    New York, NY 10021",0
"305 EAST 85TH   STREET                    New York, NY 10028",0
"230 EAST 75TH   STREET                    New York, NY 10021",0
"227 EAST 7TH STREET                       New York, NY 10009",0
"300 EAST 93RD   STREET New York, NY 10128",0
"215 EAST 72ND   STREET New York, NY 10021",0
"242 WEST 27TH   STREET                    New York, NY 10001",0
"241 E 76 ST                               New York, NY 10075",0
"301 EAST 66TH   STREET New York, NY 10065",0
"233 EAST 70TH STREET                      New York, NY 10021",0
"303 EAST 77TH STREET                      New York, NY 10075",0
"280 RECTOR PLACE                          New York, NY 10280",0
"309 EAST 87TH   STREET New York, NY 10128",0
"210 EAST 73RD   STREET New York, NY 10021",0
"215 EAST 81ST                             New York, NY 10028",0
"244 WEST 122 STREET                       New York, NY 10027",0
"25 BOND STREET                            New York, NY 10012",0
"215 WEST 78TH   STREET New York, NY 10024",0
"221 EAST 94TH   STREET                    New York, NY 10128",0
"251 EAST 61ST   STREET                    New York, NY 10065",0
"3 KING STREET                             New York, NY 10012",0
"220 E. 65TH ST                            New York, NY 10065",0
"2292 FREDERICK DOUGLAS BL                 New York, NY 10027",0
"236 EAST 6TH   STREET                     New York, NY 10003",0
"307 WEST 93RD   STREET                    New York, NY 10025",0
"247 BROOME STREET                         New York, NY 10002",0
"215 WEST 95TH ST                          New York, NY 10025",0
"264-266 WEST 25TH STREET                  New York, NY 10001",0
"308 EAST 72ND STREET                      New York, NY 10021",0
"225 EAST 86TH STREET                      New York, NY 10028",0
"27 EAST 11TH STREET                       New York, NY 10003",0
"23 WEST 35TH STREET                       New York, NY 10018",0
"309 EAST 75TH   STREET                    New York, NY 10021",0
"31 EAST 12TH   STREET New York, NY 10003",0
"292 ELIZABETH STREET                      New York, NY 10012",0
"220 MANHATTAN AVENUE                      New York, NY 10025",0
"273 EAST 7TH   STREET                     New York, NY 10009",0
"25 EAST 64TH   STREET                     New York, NY 10065",0
"254 EAST  7TH STREET New York, NY 10009",0
"2307 BROADWAY                             New York, NY 10024",0
"248 TENTH AVE                             New York, NY 10001",0
"215 WEST 28TH   STREET                    New York, NY 10001",0
"261 W 131 ST                              New York, NY 10027",0
"210 LAFAYETTE                             New York, NY 10012",0
"296 5 AVENUE                              New York, NY 10001",0
"307 W 126TH STREET                        New York, NY 10027",0
"305 EAST 61ST   STREET                    New York, NY 10065",0
"23 PARK ROW                               New York, NY 10038",0
"29 WEST 85TH STREET                       New York, NY 10024",0
"212 EAST 11TH STREET                      New York, NY 10003",0
"216 EAST 75TH   STREET New York, NY 10021",0
"215 WEST 29TH STREET                      New York, NY 10001",0
"253 WEST 101ST STREET                     New York, NY 10025",0
"247 WATER                                 New York, NY 10038",0
"250 WEST 90TH                             New York, NY 10024",0
"296 EAST 2ND STREET                       New York, NY 10009",0
"31 WEST 84TH STREET                       New York, NY 10024",0
"247 EAST BROADWAY                         New York, NY 10002",0
"212 EAST 95TH   STREET New York, NY 10128",0
"243 WEST 98TH                             New York, NY 10025",0
"235 CHERRY STREET                         New York, NY 10002",0
"261 7TH AVENUE                            New York, NY 10001",0
"229 WEST 28TH   STREET                    New York, NY 10001",0
"210 EAST 78TH   STREET New York, NY 10075",0
"2241-2249 BROADWAY                        New York, NY 10024",0
"2211 BROADWAY                             New York, NY 10024",0
"234 EAST 4TH   STREET                     New York, NY 10009",0
"212 EAST 84TH  STREET New York, NY 10028",0
"307 WEST 121 STREET                       New York, NY 10027",0
"219 WEST 25TH   STREET New York, NY 10001",0
"299 PEARL STREET                          New York, NY 10038",0
"2252 7TH AVENUE                           New York, NY 10027",0
"238 WEST 122 STREET                       New York, NY 10027",0
"27 EAST 61ST   STREET                     New York, NY 10065",0
"241 9 AVENUE                              New York, NY 10001",0
"280 8 AVENUE                              New York, NY 10001",0
"2450 FREDRICK DOUGLASS BL                 New York, NY 10027",0
"223 WEST 80TH   STREET New York, NY 10024",0
"249 EAST HOUSTON STREET                   New York, NY 10002",0
"255 WEST 85TH   STREET New York, NY 10024",0
"211 WEST 88 STREET                        New York, NY 10024",0
"235 EAST 5TH   STREET                     New York, NY 10003",0
"229 WEST 36TH   STREET New York, NY 10018",0
"216 LENOX AVENUE                          New York, NY 10027",0
"243 WEST 98TH STREET                      New York, NY 10025",0
"240 WEST 35TH STREET                      New York, NY 10001",0
"309 EAST 76TH   STREET                    New York, NY 10021",0
"255 WEST 36TH   STREET                    New York, NY 10018",0
"268 ELIZABETH STREET                      New York, NY 10012",0
"304 EAST 65TH STREET                      New York, NY 10065",0
"306-312 WEST 97TH   STREET                New York, NY 10025",0
"301 7 AVENUE                              New York, NY 10001",0
"230 EAST 83RD   STREET                    New York, NY 10028",0
"25 EAST 7TH   STREET                      New York, NY 10003",0
"227 EAST 11TH   STREET                    New York, NY 10003",0
"258 SAINT NICHOLAS AVENU                  New York, NY 10027",0
"223 EAST 74TH   STREET                    New York, NY 10021",0
"210 WEST 78TH STREET                      New York, NY 10024",0
"223 WEST 80TH STREET                      New York, NY 10024",0
"260-262 WEST 78TH   STREET                New York, NY 10024",0
"220 EAST 5TH   STREET New York, NY 10003",0
"250 WEST 89TH   STREET New York, NY 10024",0
"241 WEST 132 STREET                       New York, NY 10027",0
"304 8TH AVENUE                            New York, NY 10001",0
"30 WEST 126TH STREET                      New York, NY 10027",0
"30 EAST 65TH  STREET New York, NY 10065",0
"27 EAST 79TH   STREET                     New York, NY 10075",0
"25-27 PECK SLIP                           New York, NY 10038",0
"30 MORNINGSIDE DRIVE                      New York, NY 10025",0
"296 EAST 2ND   STREET New York, NY 10009",0
"221 EAST 76TH   STREET New York, NY 10021",0
"234 EAST 95TH   STREET                    New York, NY 10128",0
"28 WEST 96TH   STREET                     New York, NY 10025",0
"27 ALLEN STREET                           New York, NY 10002",0
"238 EAST 89TH   STREET                    New York, NY 10128",0
"250 WEST 39TH   STREET                    New York, NY 10018",0
"25-27 WEST 37TH   STREET                  New York, NY 10018",0
"211 EAST 13TH   STREET                    New York, NY 10003",0
"250 EAST 65TH   STREET New York, NY 10065",0
"245 WEST 131 STREET                       New York, NY 10027",0
"277 EAST 4TH   STREET                     New York, NY 10009",0
"267 WEST 124 STREET                       New York, NY 10027",0
"304 EAST 73RD   STREET New York, NY 10021",0
"215 EAST 73RD  STREET New York, NY 10021",0
"305 WEST 30TH   STREET                    New York, NY 10001",0
"233 WEST 99TH  STREET New York, NY 10025",0
"282 WEST 127TH STREET                     New York, NY 10027",0
"231 EAST 62ND   STREET                    New York, NY 10065",0
"263 WEST 132 STREET                       New York, NY 10027",0
"235 EAST 72ND   STREET                    New York, NY 10021",0
"215 EAST 96TH   STREET New York, NY 10128",0
"29 EAST 69TH   STREET                     New York, NY 10021",0
"301 EAST 87 New York, NY 10128",0
"300 EAST 71ST STREET                      New York, NY 10021",0
"214 EAST 70TH   STREET                    New York, NY 10021",0
"232 MOTT STREET                           New York, NY 10012",0
"258 ST NICHOLAS AVENUE                    New York, NY 10027",0
"305 EAST 72ND   STREET New York, NY 10021",0
"306 EAST 82ND STREET                      New York, NY 10028",0
"3 GREAT JONES STREET New York, NY 10012",0
"239 EAST  79TH STREET New York, NY 10075",0
"270 ST NICHOLAS AVENUE                    New York, NY 10027",0
"243 WEST 98TH   STREET New York, NY 10025",0
"213 EAST 88TH   STREET New York, NY 10128",0
"223 EAST 78TH STREET New York, NY 10075",0
"259 WEST 85TH   STREET                    New York, NY 10024",0
"244 EAST 7TH STREET New York, NY 10009",0
"246 EAST 68TH   STREET                    New York, NY 10065",0
"301 EAST 63 STREET New York, NY 10065",0
"26 EAST 93RD STREET New York, NY 10128",0
"240 EAST HOUSTON STREET                   New York, NY 10002",0
"264 WEST 25TH STREET                      New York, NY 10001",0
"285 LAFAYETTE STREET                      New York, NY 10012",0
"215 EAST 80TH STREET New York, NY 10075",0
"222 EAST 80TH ST New York, NY 10075",0
"23 EAST 17TH   STREET                     New York, NY 10003",0
"279 EAST 4TH   STREET                     New York, NY 10009",0
"233 EAST 88TH STREET New York, NY 10128",0
"280 LENOX AVENUE New York, NY 10027",0
"304 EAST 82ND   STREET                    New York, NY 10028",0
"210 EAST 84  STREET New York, NY 10028",0
"305 2ND AVENUE                            New York, NY 10003",0
"216 WEST 108 STREET New York, NY 10025",0
"222 RIVERSIDE DRIVE                       New York, NY 10025",0
"220 EAST 65TH STREET                      New York, NY 10065",0
"301 EAST 75TH STREE New York, NY 10021",0
"260 WEST 132 STREET                       New York, NY 10027",0
"239 HENRY STREET                          New York, NY 10002",0
"233 WEST 99 STREET New York, NY 10025",0
"282 GRAND STREET                          New York, NY 10002",0
"259 BOWERY New York, NY 10002",0
"229 WEST 97TH   STREET New York, NY 10025",0
"28 EAST 12TH   STREET                     New York, NY 10003",0
"211 EAST 76TH   STREET                    New York, NY 10021",0
"25 5TH AVENUE                             New York, NY 10003",0
"223-25 EAST 3RD STREET New York, NY 10009",0
"23 EAST 81ST   STREET                     New York, NY 10028",0
"299 PEARL  STREET New York, NY 10038",0
"251 EAST 10TH STREET New York, NY 10009",0
"225 WEST 83RD ST                          New York, NY 10024",0
"252 7TH AVE New York, NY 10001",0
"252 WEST 102ND New York, NY 10025",0
"280 9TH AVENUE New York, NY 10001",0
"264 EAST 7TH STREET                       New York, NY 10009",0
"26 WEST 39TH   STREET                     New York, NY 10018",0
"215 EAST BROADWAY                         New York, NY 10002",0
"241 EAST 76TH STREET New York, NY 10075",0
"215 WEST 105TH STREET                     New York, NY 10025",0
"271 EAST 7TH   STREET                     New York, NY 10009",0
"2294 FREDRICK DOUGLASS BL                 New York, NY 10027",0
"279 CENTRAL PARK WEST                     New York, NY 10024",0
"29 WEST 82ND STREET                       New York, NY 10024",0
"283 EAST 4TH STREET New York, NY 10009",0
"243 MULBERRY STREET New York, NY 10012",0
"308 WEST 40TH STREET                      New York, NY 10018",0
"304 WEST 88TH STREET New York, NY 10024",0
"26 WEST 97 STREET                         New York, NY 10025",0
"2861 BROADWAY                             New York, NY 10025",0
"264 WATER ST                              New York, NY 10038",0
"225 WEST 83RD   STREET                    New York, NY 10024",0
"261 MULBERRY STREET                       New York, NY 10012",0
"2788 BROADWAY New York, NY 10025",0
"211-213 EAST 60TH   STREET                New York, NY 10065",0
"306 WEST 97TH STREET                      New York, NY 10025",0
"287 EAST HOUSTON STREET                   New York, NY 10002",0
"225 HENRY STREET New York, NY 10002",0
"300 EIGHTH AVENUE                         New York, NY 10001",0
"307 1 AVENUE New York, NY 10003",0
"308 WEST 30TH STREET New York, NY 10001",0
"225 EAST 73RD   STREET New York, NY 10021",0
"300 EAST 79TH STREET                      New York, NY 10075",0
"261-263 WEST 34TH   STREET                New York, NY 10001",0
"2407 FREDRICK DOUGLASS BL                 New York, NY 10027",0
"233 MOTT STREET                           New York, NY 10012",0
"255 EAST 74TH STRET                       New York, NY 10021",0
"232 EAST 84TH STREET                      New York, NY 10028",0
"29 WEST 89TH   STREET New York, NY 10024",0
"221-223 WEST 82ND STREET New York, NY 10024",0
"250 EAST 65TH STREET                      New York, NY 10065",0
"270 RIVERSIDE DRIVE New York, NY 10025",0
"223 ST NICHOLAS AVENUE                    New York, NY 10027",0
"219 EAST 7 STREET New York, NY 10009",0
"304 WEST 78TH STREET New York, NY 10024",0
"2451 FREDRICK DOUGLASS BL                 New York, NY 10027",0
"291 CHERRY STREET New York, NY 10002",0
"301 EAST 64TH New York, NY 10065",0
"23 EAST 64TH STREET                       New York, NY 10065",0
"241 ELDRIDGE STREET New York, NY 10002",0
"309 WEST 86TH STREET New York, NY 10024",0
"304 WEST 89TH   STREET New York, NY 10024",0
"2401 8 AVENUE                             New York, NY 10027",0
"300 EAST 79TH   STREET                    New York, NY 10075",0
"300 EAST 77                               New York, NY 10075",0
"232 EAST 74TH STREET New York, NY 10021",0
"215 EAST 80 STREET New York, NY 10075",0
