Full Address,LAT_LONG
"1479 1 AVENUE                             New York, NY 10075","[40.7712328, -73.9537885]"
"50 EAST 72ND STREET                       New York, NY 10021","[40.7711487, -73.9646597]"
"343 EAST 76TH STREET                      New York, NY 10021","[40.771103, -73.9553842]"
"888 FIFTH AVENUE New York, NY 10021","[40.7709749, -73.96777999999999]"
"515 EAST 79 STREET New York, NY 10075","[40.7709564, -73.9487946]"
"175 EAST 73RD   STREET New York, NY 10021","[40.7709, -73.960633]"
"442 EAST 78TH   STREET New York, NY 10075","[40.7708956, -73.9517565]"
"207 E. 74TH STREET New York, NY 10021","[40.7708882, -73.95862149999999]"
"504 EAST 79TH   STREET New York, NY 10075","[40.7708687, -73.9498049]"
"200 EAST 74TH STREET New York, NY 10021","[40.7708195, -73.9595235]"
"1472 YORK AVENUE New York, NY 10075","[40.770818, -73.9506838]"
"740 PARK AVE New York, NY 10021","[40.7707469, -73.96468270000001]"
"214 EAST 74TH   STREET                    New York, NY 10021","[40.77072769999999, -73.9590371]"
"1461 1 AVENUE New York, NY 10075","[40.7707242, -73.9542132]"
"400 EAST 77 ST New York, NY 10075","[40.7707233, -73.95335039999999]"
"400 EAST 77TH STREET New York, NY 10075","[40.7707233, -73.95335039999999]"
"225 E. 74TH STREET New York, NY 10021","[40.7706555, -73.95807049999999]"
"880 5TH AVENUE New York, NY 10021","[40.77064110000001, -73.9679604]"
"880 FIFTH AVENUE New York, NY 10021","[40.77064110000001, -73.9679604]"
"880 5 AVENUE New York, NY 10021","[40.77064110000001, -73.9679604]"
"181 EAST 73RD STREET New York, NY 10021","[40.77063769999999, -73.96025159999999]"
"181 EAST 73 STREET New York, NY 10021","[40.77063769999999, -73.96025159999999]"
"114 EAST 72ND STREET New York, NY 10021","[40.7706312, -73.9631904]"
"435 EAST 77TH STREET New York, NY 10075","[40.7706042, -73.9522846]"
"435 E. 77TH ST. New York, NY 10075","[40.7706042, -73.9522846]"
"311 EAST 75 STREET New York, NY 10021","[40.7705866, -73.9559582]"
"10 EAST 70TH STREET New York, NY 10021","[40.7705461, -73.9670704]"
"126 EAST 72ND   STREET                    New York, NY 10021","[40.7705148, -73.9629149]"
"33 EAST 70TH   STREET New York, NY 10021","[40.770474, -73.9658606]"
"33 EAST 70TH STREET New York, NY 10021","[40.770474, -73.9658606]"
"730 PARK AVENUE New York, NY 10021","[40.7704689, -73.9648588]"
"370 EAST 76TH STRET New York, NY 10021","[40.7704513, -73.9548752]"
"370 EAST 76TH STREET New York, NY 10021","[40.7704513, -73.9548752]"
"370 E. 76 ST New York, NY 10021","[40.7704513, -73.9548752]"
"255 EAST 74TH STREET                      New York, NY 10021","[40.7704492, -73.95772749999999]"
"424 EAST 77TH STREET New York, NY 10075","[40.7704279, -73.9525371]"
"524 EAST 79TH   STREET                    New York, NY 10075","[40.770424, -73.94891]"
"140 E 72ND STREET New York, NY 10021","[40.7704055, -73.9625719]"
"737 PARK AVENUE New York, NY 10021","[40.7703877, -73.9638745]"
"41 EAST 70TH   STREET                     New York, NY 10021","[40.77035980000001, -73.96562399999999]"
"430 EAST 77 STREET New York, NY 10075","[40.7702956, -73.9522846]"
"165 EAST 72ND STREET New York, NY 10021","[40.7702466, -73.96075669999999]"
"157 EAST 72ND STREET                      New York, NY 10021","[40.7702246, -73.9610093]"
"875 FIFTH AVENUE New York, NY 10065","[40.7701916, -73.9682413]"
"215 EAST 73RD STREET New York, NY 10021","[40.7701914, -73.9590118]"
"720 PARK AVENUE New York, NY 10021","[40.7701197, -73.9648479]"
"15 E 69 New York, NY 10021","[40.770102, -73.9672326]"
"15 EAST 69TH STREET New York, NY 10021","[40.770102, -73.9672326]"
"516 EAST 78TH   STREET New York, NY 10075","[40.7700806, -73.9497454]"
"225 EAST 73RD ST New York, NY 10021","[40.770077, -73.95866699999999]"
"225 EAST 73RD STREET New York, NY 10021","[40.770077, -73.95866699999999]"
"872 FIFTH AVENUE New York, NY 10065","[40.7700638, -73.9684931]"
"508 EAST 78 STREET New York, NY 10075","[40.7700591, -73.95008039999999]"
"508 EAST 78TH STREET New York, NY 10075","[40.7700591, -73.95008039999999]"
"135 E 71ST STREET New York, NY 10021","[40.7700131, -73.9629538]"
"993 LEXINGTON AVENUE New York, NY 10021","[40.7699584, -73.962345]"
"235 EAST 73RD STREET New York, NY 10021","[40.7699425, -73.95835579999999]"
"315 EAST 74 STREET New York, NY 10021","[40.7699415, -73.9564403]"
"870 5 AVENUE New York, NY 10065","[40.7699404, -73.9686033]"
"317 EAST 74TH STREET New York, NY 10021","[40.7699284, -73.95634849999999]"
"300 EAST 74 ST New York, NY 10021","[40.7698738, -73.9571388]"
"210 EAST 73RD ST New York, NY 10021","[40.76986, -73.9593359]"
"210 EAST 73RD STREET New York, NY 10021","[40.76986, -73.9593359]"
"1251 3 AVENUE New York, NY 10021","[40.769846, -73.960242]"
"435 EAST 76TH STREET                      New York, NY 10021","[40.76983329999999, -73.9523286]"
"517 EAST 77 STREET New York, NY 10075","[40.7698276, -73.95008039999999]"
"517 EAST 77TH New York, NY 10075","[40.7698276, -73.95008039999999]"
"509 E. 77TH STREET New York, NY 10075","[40.7698012, -73.9502854]"
"509 EAST 77 STREET New York, NY 10075","[40.7698012, -73.9502854]"
"239 EAST 73RD STREET New York, NY 10021","[40.7697718, -73.9582312]"
"330 EAST 75TH STREET New York, NY 10021","[40.7697707, -73.9549916]"
"215 EAST 72ND STREET New York, NY 10021","[40.7697041, -73.9596547]"
"167 EAST 71ST STREET                      New York, NY 10021","[40.769661, -73.961941]"
"205 E 72 ST New York, NY 10021","[40.769659, -73.960151]"
"230 EAST 73RD STREET New York, NY 10021","[40.769594, -73.958705]"
"343 EAST 74TH STREET New York, NY 10021","[40.769506, -73.955786]"
"700 PARK AVENUE New York, NY 10021","[40.7695057, -73.965469]"
"715 PARK AVENUE New York, NY 10021","[40.7695022, -73.9644761]"
"36 EAST 69TH STREET New York, NY 10021","[40.7694676, -73.96640459999999]"
"36 EAST 69                                New York, NY 10021","[40.7694676, -73.96640459999999]"
"6 EAST 68TH STREET New York, NY 10065","[40.769433, -73.9683331]"
"404 EAST 75TH   STREET                    New York, NY 10021","[40.7693994, -73.95412139999999]"
"340 EAST 74TH   STREET New York, NY 10021","[40.7692488, -73.95577449999999]"
"340 EAST 74TH STREET New York, NY 10021","[40.7692488, -73.95577449999999]"
"245 EAST 72ND  STREET New York, NY 10021","[40.7692298, -73.958897]"
"48 EAST 69TH   STREET New York, NY 10021","[40.7692224, -73.9659867]"
"857 FIFTH AVENUE New York, NY 10065","[40.7692027, -73.96888410000001]"
"35 EAST 68TH STREET New York, NY 10065","[40.7691981, -73.96668009999999]"
"20 EAST 68TH STREET New York, NY 10065","[40.76919609999999, -73.96770839999999]"
"172 EAST 71ST STREET                      New York, NY 10021","[40.7691316, -73.9618014]"
"155 E 70 STREET New York, NY 10021","[40.7690787, -73.96265079999999]"
"401 EAST 74TH   STREET New York, NY 10021","[40.7690765, -73.9546283]"
"401 EAST 74TH STREET New York, NY 10021","[40.7690765, -73.9546283]"
"1231 3 AVENUE                             New York, NY 10021","[40.7690696, -73.960619]"
"304 EAST 73RD STREET New York, NY 10021","[40.769048, -73.957453]"
"136 EAST 70 STREET New York, NY 10021","[40.7690259, -73.96350029999999]"
"176 EAST 71ST STREET New York, NY 10021","[40.7690138, -73.96158319999999]"
"1420 YORK AVENUE                          New York, NY 10021","[40.7689957, -73.95182539999999]"
"1420 YORK AVENUE New York, NY 10021","[40.7689957, -73.95182539999999]"
"345 E. 73RD STREET New York, NY 10021","[40.76899239999999, -73.95614189999999]"
"345 EAST 73RD   STREET New York, NY 10021","[40.76899239999999, -73.95614189999999]"
"345 E 73 STREET New York, NY 10021","[40.76899239999999, -73.95614189999999]"
"1218 3 AVENUE                             New York, NY 10021","[40.768969, -73.96159899999999]"
"684 PARK AVENUE                           New York, NY 10065","[40.768923, -73.9659099]"
"417 EAST 74TH STREET                      New York, NY 10021","[40.76886469999999, -73.9540138]"
"1382 FIRST AVENUE                         New York, NY 10021","[40.7688437, -73.9549084]"
"1416 YORK AVENUE                          New York, NY 10021","[40.7688253, -73.9518483]"
"520 EAST 76TH   STREET                    New York, NY 10021","[40.7687718, -73.95092989999999]"
"520 EAST 76TH STREET New York, NY 10021","[40.7687718, -73.95092989999999]"
"129 EAST 69TH STREET New York, NY 10021","[40.7687653, -73.9638365]"
"955 LEXINGTON AVENUE New York, NY 10021","[40.7687502, -73.96312150000001]"
"315 EAST 72ND STREET New York, NY 10021","[40.7687502, -73.9571521]"
"444 E 75TH ST New York, NY 10021","[40.7686634, -73.9527438]"
"444 EAST 75TH STREET New York, NY 10021","[40.7686634, -73.9527438]"
"160 EAST 70TH   STREET New York, NY 10021","[40.7686629, -73.96271999999999]"
"511 EAST 75TH   STREET                    New York, NY 10021","[40.7685926, -73.95129730000001]"
"249 EAST 71ST   STREET New York, NY 10021","[40.7685799, -73.95941359999999]"
"1372 1 AVENUE                             New York, NY 10021","[40.7685626, -73.9551546]"
"174 EAST 70TH   STREET New York, NY 10021","[40.7685475, -73.9623065]"
"1 EAST 66TH New York, NY 10065","[40.7685235, -73.96926909999999]"
"1 EAST 66 STREET New York, NY 10065","[40.7685235, -73.96926909999999]"
"325 EAST 72 STREET New York, NY 10021","[40.7685152, -73.95699139999999]"
"530 EAST 76TH STREET New York, NY 10021","[40.7685029, -73.94998850000002]"
"530 EAST 76TH   STREET New York, NY 10021","[40.7685029, -73.94998850000002]"
"39 EAST 67TH STREET                       New York, NY 10065","[40.7684977, -73.9669097]"
"131 EAST 69TH STREET New York, NY 10021","[40.7684723, -73.963252]"
"482 EAST 74TH STREET New York, NY 10021","[40.7684699, -73.9539607]"
"188 EAST 70TH   STREET                    New York, NY 10021","[40.7684633, -73.96194679999999]"
"484 EAST 74TH   STREET                    New York, NY 10021","[40.7684569, -73.9538688]"
"1359 1 AVENUE                             New York, NY 10021","[40.7684496, -73.9558618]"
"147 EAST 69TH   STREET                    New York, NY 10021","[40.7683994, -73.96296079999999]"
"47 EAST 67TH STREET New York, NY 10065","[40.76836600000001, -73.966636]"
"1355 ONE AVENUE                           New York, NY 10021","[40.7683489, -73.9559582]"
"353 EAST 72ND   STREET New York, NY 10021","[40.768308, -73.956458]"
"353 EAST 72 STREET New York, NY 10021","[40.768308, -73.956458]"
"320 EAST 72ND   STREET New York, NY 10021","[40.7682884, -73.9577031]"
"230 EAST 71ST STREET New York, NY 10021","[40.7682671, -73.95972359999999]"
"53 EAST 67TH   STREET                     New York, NY 10065","[40.7682541, -73.966485]"
"660 PARK AVENUE New York, NY 10065","[40.76823600000001, -73.96632]"
"21 EAST 66TH STREET                       New York, NY 10065","[40.7682049, -73.968379]"
"21 EAST 66TH STREET New York, NY 10065","[40.7682049, -73.968379]"
"402 EAST 73RD STREET                      New York, NY 10021","[40.768147, -73.955125]"
"1347 1 AVENUE                             New York, NY 10021","[40.768137, -73.9559651]"
"44 EAST 67TH STREET                       New York, NY 10065","[40.7680929, -73.9670474]"
"340 EAST 72ND STREET New York, NY 10021","[40.76806879999999, -73.9572439]"
"116 EAST 68 STREET New York, NY 10065","[40.7680627, -73.9649353]"
"350 EAST 72ND   STREET New York, NY 10021","[40.7680605, -73.9569554]"
"410 EAST 73RD STREET New York, NY 10021","[40.767988, -73.9548446]"
"212 EAST 70TH   STREET                    New York, NY 10021","[40.7679382, -73.9608026]"
"53 EAST 66TH STREET New York, NY 10065","[40.767899, -73.96746499999999]"
"650 PARK AVENUE New York, NY 10065","[40.767871, -73.96673299999999]"
"321 EAST 71ST STREET New York, NY 10021","[40.767835, -73.9576342]"
"321 EAST 71ST   STREET New York, NY 10021","[40.767835, -73.9576342]"
"399 EAST 72ND STREET New York, NY 10021","[40.7678227, -73.9554976]"
"300 E 71ST STREET New York, NY 10021","[40.7678083, -73.9585353]"
"300 EAST 71ST ST New York, NY 10021","[40.7678083, -73.9585353]"
"300 EAST 71ST   STREET New York, NY 10021","[40.7678083, -73.9585353]"
"300 EAST 71ST STREET New York, NY 10021","[40.7678083, -73.9585353]"
"150 EAST 69TH ST New York, NY 10065","[40.7678001, -73.9629685]"
"150 EAST 69TH New York, NY 10065","[40.7678001, -73.9629685]"
"150 EAST 69TH STREET New York, NY 10065","[40.7678001, -73.9629685]"
"1344 1 AVENUE New York, NY 10021","[40.7677799, -73.9553634]"
"233 EAST 70TH STREET New York, NY 10021","[40.7677653, -73.9595518]"
"115 EAST 67TH STREET New York, NY 10065","[40.7677517, -73.9653256]"
"834 FIFTH AVENUE New York, NY 10065","[40.7676557, -73.9702157]"
"1325 1 AVENUE New York, NY 10021","[40.7675501, -73.9562785]"
"522 EAST 74TH   STREET                    New York, NY 10021","[40.767526, -73.9516646]"
"200 E. 69 ST                              New York, NY 10021","[40.76751, -73.96175400000001]"
"54 EAST 66TH STREET New York, NY 10065","[40.767504, -73.967587]"
"307 EAST 70TH   STREET                    New York, NY 10021","[40.7673999, -73.95864449999999]"
"20 EAST 65TH STREET New York, NY 10065","[40.7673323, -73.9692974]"
"315 EAST 70 STREET                        New York, NY 10021","[40.7673126, -73.9584378]"
"420 EAST 72 ST New York, NY 10021","[40.7672544, -73.9553153]"
"420 EAST 72ND STREET New York, NY 10021","[40.7672544, -73.9553153]"
"1160 THIRD AVE. New York, NY 10065","[40.7671346, -73.9629075]"
"1160 3RD AVE New York, NY 10065","[40.7671346, -73.9629075]"
"1156 3 AVENUE New York, NY 10065","[40.7671067, -73.96298999999999]"
"205 EAST 68TH   STREET New York, NY 10065","[40.7670912, -73.96162919999999]"
"310 E. 70TH STREET New York, NY 10021","[40.7670733, -73.9587952]"
"310 EAST 70 STREET New York, NY 10021","[40.7670733, -73.9587952]"
"310 EAST 70TH STREET New York, NY 10021","[40.7670733, -73.9587952]"
"825 FIFTH AVENUE                          New York, NY 10065","[40.7670294, -73.9705601]"
"825 5 AVENUE New York, NY 10065","[40.7670294, -73.9705601]"
"19-21 EAST 64TH STREET New York, NY 10065","[40.76701389999999, -73.9693216]"
"30 EAST 65TH STREET New York, NY 10065","[40.7669885, -73.96844089999999]"
"30 EAST 65TH   STREET New York, NY 10065","[40.7669885, -73.96844089999999]"
"55 EAST 65TH STREET New York, NY 10065","[40.7669715, -73.96743769999999]"
"422 EAST 72ND   STREET                    New York, NY 10021","[40.76691530000001, -73.9549414]"
"422 EAST 72ND STREET New York, NY 10021","[40.76691530000001, -73.9549414]"
"44 EAST 65TH STREET New York, NY 10065","[40.766878, -73.9680691]"
"733 MADISON AVENUE New York, NY 10065","[40.7668655, -73.9687442]"
"12-14 EAST 64TH STREET New York, NY 10065","[40.766839, -73.970028]"
"14 EAST 64TH STREET New York, NY 10065","[40.766839, -73.970028]"
"301 EAST 69TH STREET New York, NY 10021","[40.766825, -73.959278]"
"167 EAST 67TH STREET New York, NY 10065","[40.7668244, -73.9633087]"
"167 EAST 67 STREET New York, NY 10065","[40.7668244, -73.9633087]"
"116 E 66TH ST New York, NY 10065","[40.76672060000001, -73.9658077]"
"116 EAST 66 ST New York, NY 10065","[40.76672060000001, -73.9658077]"
"625 PARK AVENUE New York, NY 10065","[40.7667158, -73.96658830000001]"
"330 E. 70TH STREET New York, NY 10021","[40.7666941, -73.9578868]"
"330 EAST 70TH STREET New York, NY 10021","[40.7666941, -73.9578868]"
"29 EAST 64TH STREET New York, NY 10065","[40.7666912, -73.9687234]"
"31 EAST 64TH   STREET New York, NY 10065","[40.7666526, -73.9686435]"
"515 EAST 72ND   STREET                    New York, NY 10021","[40.7666261, -73.9528235]"
"515 EAST 72TH STREET New York, NY 10021","[40.7666261, -73.9528235]"
"515 EAST 72 STREET New York, NY 10021","[40.7666261, -73.9528235]"
"515 E. 72ND STREET                        New York, NY 10021","[40.7666261, -73.9528235]"
"515 EAST 72ND ST New York, NY 10021","[40.7666261, -73.9528235]"
"515 EAST 72ND STREET New York, NY 10021","[40.7666261, -73.9528235]"
"523 EAST 72ND   STREET                    New York, NY 10021","[40.7665605, -73.9523301]"
"521-523 EAST 72ND   STREET New York, NY 10021","[40.7665605, -73.9523301]"
"1306 SECOND AVENUE New York, NY 10065","[40.7665469, -73.95970059999999]"
"338 EAST 70TH   STREET                    New York, NY 10021","[40.7665101, -73.9575424]"
"201 EAST 67 ST New York, NY 10065","[40.7664934, -73.9624749]"
"316 EAST 69TH   STREET                    New York, NY 10021","[40.766452, -73.959313]"
"57 EAST 64TH   STREET                     New York, NY 10065","[40.76644, -73.967872]"
"139 EAST 66TH STREET New York, NY 10065","[40.7664148, -73.9639949]"
"139 EAST 66TH   STREET New York, NY 10065","[40.7664148, -73.9639949]"
"125 EAST 65TH   STREET                    New York, NY 10065","[40.76638639999999, -73.9658995]"
"252 EAST 68TH   STREET New York, NY 10065","[40.7663228, -73.960906]"
"712 MADISON AVENUE                        New York, NY 10065","[40.7663186, -73.9696991]"
"333 EAST 69TH New York, NY 10021","[40.7663184, -73.9580934]"
"333 EAST 69 STREET New York, NY 10021","[40.7663184, -73.9580934]"
"333 EAST 69TH ST New York, NY 10021","[40.7663184, -73.9580934]"
"812 FIFTH AVENUE New York, NY 10065","[40.7662799, -73.9711914]"
"219 EAST 67TH   STREET                    New York, NY 10065","[40.7662774, -73.9614685]"
"710 MADISON AVENUE                        New York, NY 10065","[40.766272, -73.9697106]"
"315 E. 68TH STREET New York, NY 10065","[40.7662371, -73.95960219999999]"
"531 EAST 72ND STREET New York, NY 10021","[40.7662286, -73.9517197]"
"715 MADISON AVENUE New York, NY 10065","[40.7662003, -73.9692055]"
"535 EAST 72ND STREET New York, NY 10021","[40.7661682, -73.9517316]"
"345 E 69TH ST New York, NY 10021","[40.7661653, -73.957714]"
"345 EAST 69TH STREET New York, NY 10021","[40.7661653, -73.957714]"
"400 EAST 70TH STREET New York, NY 10021","[40.7661506, -73.9568006]"
"810 FIFTH AVENUE New York, NY 10065","[40.766139, -73.971223]"
"520 EAST 72ND   STREET New York, NY 10021","[40.766117, -73.9527438]"
"520 EAST 72ND ST New York, NY 10021","[40.766117, -73.9527438]"
"105 EAST 64TH STREET New York, NY 10065","[40.76609699999999, -73.967055]"
"227 EAST 67TH   STREET                    New York, NY 10065","[40.7660791, -73.9612274]"
"222-250 EAST 67TH STREET                  New York, NY 10065","[40.7660738, -73.9609863]"
"201 EAST 66 New York, NY 10065","[40.7660538, -73.96290789999999]"
"360 EAST 69TH   STREET                    New York, NY 10021","[40.7659639, -73.958158]"
"162 EAST 66TH   STREET                    New York, NY 10065","[40.765952, -73.964022]"
"220 EAST 67TH   STREET New York, NY 10065","[40.7659473, -73.9619965]"
"220 E 67TH STREET New York, NY 10065","[40.7659473, -73.9619965]"
"26 EAST 63RD   STREET New York, NY 10065","[40.7658603, -73.96936149999999]"
"530 EAST 72ND STREET New York, NY 10021","[40.7657679, -73.9519172]"
"530 E 72 STREET New York, NY 10021","[40.7657679, -73.9519172]"
"132A EAST 65TH STREET                     New York, NY 10065","[40.7657118, -73.9650923]"
"593 PARK AVENUE                           New York, NY 10065","[40.7656561, -73.967277]"
"118 EAST 64TH STREET New York, NY 10065","[40.7655861, -73.9668523]"
"133 EAST 64TH STREET New York, NY 10065","[40.765571, -73.9660425]"
"181 EAST 65 STREET New York, NY 10065","[40.7655223, -73.96403]"
"181 EAST 65TH STREET New York, NY 10065","[40.7655223, -73.96403]"
"200 EAST 66TH  STREET New York, NY 10065","[40.7654964, -73.9631442]"
"200 EAST 66TH   STREET New York, NY 10065","[40.7654964, -73.9631442]"
"359 EAST 68TH   STREET                    New York, NY 10065","[40.7654584, -73.9580679]"
"359 EAST 68TH   STREET New York, NY 10065","[40.7654584, -73.9580679]"
"125 EAST 63RD   STREET New York, NY 10065","[40.7651694, -73.9667031]"
"30 EAST 62ND New York, NY 10065","[40.7651537, -73.9699861]"
"30 EAST 62ND STREET New York, NY 10065","[40.7651537, -73.9699861]"
"177 EAST 64TH   STREET                    New York, NY 10065","[40.76511259999999, -73.96487789999999]"
"21 EAST 61ST STREET New York, NY 10065","[40.7651038, -73.97100549999999]"
"34 E 62 STREET                            New York, NY 10065","[40.765065, -73.9696869]"
"575 PARK AVENUE New York, NY 10065","[40.76502199999999, -73.9676308]"
"575 PARK AVE New York, NY 10065","[40.76502199999999, -73.9676308]"
"200 EAST 65TH STREET                      New York, NY 10065","[40.7649552, -73.9634835]"
"200 EAST 65TH   STREET New York, NY 10065","[40.7649552, -73.9634835]"
"200 EAST 65TH STREET New York, NY 10065","[40.7649552, -73.9634835]"
"210 EAST 65TH   STREET                    New York, NY 10065","[40.7649526, -73.9633824]"
"675 MADISON AVENUE                        New York, NY 10065","[40.7649097, -73.9701698]"
"116 EAST 63RD STREET New York, NY 10065","[40.7648531, -73.9672732]"
"550 PARK AVENUE New York, NY 10065","[40.7648107, -73.96893]"
"124-126 EAST 63RD STREET                  New York, NY 10065","[40.7647744, -73.96695009999999]"
"130 EAST 63RD ST New York, NY 10065","[40.764758, -73.9667467]"
"139 EAST 63RD STREET New York, NY 10065","[40.7647349, -73.9660833]"
"139 EAST 63RD ST. New York, NY 10065","[40.7647349, -73.9660833]"
"563 PARK AVENUE New York, NY 10065","[40.7647217, -73.9678969]"
"220 EAST 65 ST                            New York, NY 10065","[40.7646582, -73.9623601]"
"220 EAST 65TH                             New York, NY 10065","[40.7646582, -73.9623601]"
"220 EAST 65TH   STREET New York, NY 10065","[40.7646582, -73.9623601]"
"220 EAST 65 STREET                        New York, NY 10065","[40.7646582, -73.9623601]"
"147 EAST 63RD STREET                      New York, NY 10065","[40.7646545, -73.9657273]"
"140 EAST 63RD STREET New York, NY 10065","[40.7644486, -73.9662417]"
"333 EAST 66TH STREET New York, NY 10065","[40.7644076, -73.9591725]"
"333 EAST 66TH ST New York, NY 10065","[40.7644076, -73.9591725]"
"400 EAST 67TH STREET                      New York, NY 10065","[40.7643329, -73.9582013]"
"530 PARK AVENUE New York, NY 10065","[40.764249, -73.9694581]"
"315 EAST 65 STREET New York, NY 10065","[40.764197, -73.960624]"
"152 EAST 63RD   STREET                    New York, NY 10065","[40.764175, -73.965949]"
"304 EAST 65TH STREET New York, NY 10065","[40.7641367, -73.96145]"
"1071 3 AVENUE New York, NY 10065","[40.7641, -73.964258]"
"166 EAST 63RD STREET                      New York, NY 10065","[40.7640866, -73.9651703]"
"166 EAST 63RD STREET New York, NY 10065","[40.7640866, -73.9651703]"
"166 EAST 63 STREET New York, NY 10065","[40.7640866, -73.9651703]"
"205 EAST  63RD STREET New York, NY 10065","[40.7640501, -73.964336]"
"250 EAST 65TH   STREET                    New York, NY 10065","[40.7640214, -73.9621214]"
"250 EAST 65TH STREET New York, NY 10065","[40.7640214, -73.9621214]"
"161 EAST 62ND   STREET                    New York, NY 10065","[40.76394700000001, -73.9658539]"
"794 LEXINGTON AVENUE                      New York, NY 10065","[40.7639085, -73.96726559999999]"
"1225 2 AVENUE                             New York, NY 10065","[40.7639021, -73.9619474]"
"341 EAST 65TH   STREET                    New York, NY 10065","[40.7638576, -73.9598498]"
"301 EAST 64TH STREET New York, NY 10065","[40.7637569, -73.9616521]"
"301 EAST 64 ST. New York, NY 10065","[40.7637569, -73.9616521]"
"1222 2 AVENUE                             New York, NY 10065","[40.7637547, -73.96179219999999]"
"175 E 62 ST New York, NY 10065","[40.7636632, -73.9655082]"
"175 EAST 62ND STREET New York, NY 10065","[40.7636632, -73.9655082]"
"118 EAST 61ST   STREET                    New York, NY 10065","[40.7636564, -73.96820679999999]"
"210 EAST 63RD STREET New York, NY 10065","[40.7636328, -73.96423209999999]"
"404 E 66TH STREET New York, NY 10065","[40.7635955, -73.95834599999999]"
"521 PARK AVENUE                           New York, NY 10065","[40.7635941, -73.9689015]"
"154 EAST 62ND   STREET                    New York, NY 10065","[40.7635456, -73.96593399999999]"
"156 EAST 62ND STREET                      New York, NY 10065","[40.76353590000001, -73.9658651]"
"132 EAST 61ST   STREET                    New York, NY 10065","[40.7634659, -73.96781659999999]"
"300 EAST 64TH   STREET                    New York, NY 10065","[40.7634372, -73.96171799999999]"
"201 EAST 62ND STREET New York, NY 10065","[40.7634085, -73.9647959]"
"230 EAST 63RD ST                          New York, NY 10065","[40.763241, -73.96342]"
"230 EAST 63RD   STREET                    New York, NY 10065","[40.763241, -73.96342]"
"150 EAST 61 STREET New York, NY 10065","[40.7632018, -73.9669387]"
"163 EAST 61ST   STREET                    New York, NY 10065","[40.7631844, -73.96617499999999]"
"301 E 63RD ST New York, NY 10065","[40.7631407, -73.9622031]"
"436 EAST 66TH STREET New York, NY 10065","[40.7631141, -73.9572669]"
"200 EAST 62ND New York, NY 10065","[40.7630942, -73.9649721]"
"200 EAST 62ND STREET New York, NY 10065","[40.7630942, -73.9649721]"
"200 EAST 62ND STREET                      New York, NY 10065","[40.7630942, -73.9649721]"
"210 EAST 62ND   STREET                    New York, NY 10065","[40.7630189, -73.9646712]"
"340 EAST 64TH                             New York, NY 10065","[40.7629691, -73.96032989999999]"
"340 EAST 64 STREET New York, NY 10065","[40.7629691, -73.96032989999999]"
"340 EAST 64 STREET                        New York, NY 10065","[40.7629691, -73.96032989999999]"
"340 EAST 64                               New York, NY 10065","[40.7629691, -73.96032989999999]"
"340 EAST 64TH STREET New York, NY 10065","[40.7629691, -73.96032989999999]"
"350 WEST 50TH STREET New York, NY 10002","[40.7629136, -73.9881449]"
"435 E 65TH STREET New York, NY 10065","[40.7628476, -73.9574276]"
"435 EAST 65 New York, NY 10065","[40.7628476, -73.9574276]"
"435 E 65TH ST New York, NY 10065","[40.7628476, -73.9574276]"
"228 EAST 62ND   STREET                    New York, NY 10065","[40.7628135, -73.9641087]"
"1031 3 AVENUE New York, NY 10065","[40.7627992, -73.96538559999999]"
"238 EAST 62ND   STREET                    New York, NY 10065","[40.7626907, -73.96378729999999]"
"200 EAST 61 STREET New York, NY 10065","[40.7625289, -73.9654889]"
"1010 3 AVENUE New York, NY 10065","[40.7625094, -73.9663128]"
"301 EAST 62D STREET New York, NY 10065","[40.7624212, -73.9625338]"
"300 EAST 62ND   STREET                    New York, NY 10065","[40.7622042, -73.9627869]"
"300 EAST 62ND STREET New York, NY 10065","[40.7622042, -73.9627869]"
"226 EAST 61ST STREET                      New York, NY 10065","[40.762158, -73.964715]"
"205 EAST 60TH   STREET                    New York, NY 10065","[40.7621449, -73.9655126]"
"207 EAST 60TH   STREET                    New York, NY 10065","[40.76214299999999, -73.9654259]"
"337 EAST 62ND STREET                      New York, NY 10065","[40.76214, -73.961552]"
"209 EAST 60TH   STREET                    New York, NY 10065","[40.7620874, -73.9653838]"
"238 EAST 61ST STREET                      New York, NY 10065","[40.7620679, -73.96429239999999]"
"347 E 62ND STREET New York, NY 10065","[40.762016, -73.9612609]"
"420 EAST 64RD STREET New York, NY 10065","[40.761988, -73.9584378]"
"420 EAST 64 STREET New York, NY 10065","[40.761988, -73.9584378]"
"420 EAST 64TH ST New York, NY 10065","[40.761988, -73.9584378]"
"420 EAST 64TH STREET New York, NY 10065","[40.761988, -73.9584378]"
"405 EAST 63RD STREET New York, NY 10065","[40.7619643, -73.9593562]"
"349 EAST 62ND STREET                      New York, NY 10065","[40.7619603, -73.9612963]"
"353 EAST 62ND   STREET                    New York, NY 10065","[40.7619149, -73.96111259999999]"
"1135 FIRST AVENUE                         New York, NY 10065","[40.7618544, -73.960619]"
"425 E. 63RD STREET New York, NY 10065","[40.7617185, -73.9587133]"
"1175 YORK AVENUE New York, NY 10065","[40.76167390000001, -73.95778159999999]"
"1175 YORK  AVENUE New York, NY 10065","[40.76167390000001, -73.95778159999999]"
"350 EAST 62ND STREET                      New York, NY 10065","[40.7615278, -73.9611465]"
"350 EAST 62ND ST                          New York, NY 10065","[40.7615278, -73.9611465]"
