,Full Address,LAT_LONG
143,"317 EAST 73RD STREET New York, NY 10021","(40.76921455, -73.9566687585396)"
144,"331 BROOME STREET                         New York, NY 10002","(40.71904935, -73.9939734301724)"
145,"315 WEST 99TH STREET New York, NY 10025","(40.79774975, -73.9725765622428)"
146,"315 EAST 70 STREET New York, NY 10021",
147,"340 EAST 93RD New York, NY 10128","(40.781365, -73.94647)"
148,"333 EAST 68 STREET New York, NY 10065",
149,"327 EAST 93RD STREET New York, NY 10128","(40.7818984, -73.9469922952169)"
150,"35 EAST 9TH New York, NY 10003","(40.7321016571429, -73.9939236857143)"
151,"317 WEST 87TH STREET New York, NY 10024","(40.7901367, -73.9782069652071)"
152,"330 E 94TH STREET New York, NY 10128","(40.78213675, -73.9466175053318)"
153,"345 EAST 77TH   STREET New York, NY 10075","(40.7714683, -73.9541444502863)"
154,"38 WEST 120TH STREET New York, NY 10027","(40.8036463, -73.9460695151989)"
155,"330 EAST 94TH STREET New York, NY 10128","(40.78213675, -73.9466175053318)"
156,"333 EAST 6TH   STREET                     New York, NY 10003","(40.72691375, -73.9868835327241)"
157,"333 EAST 14TH   STREET New York, NY 10003","(40.73193485, -73.9831726243632)"
158,"323 EAST 77TH STREET New York, NY 10075","(40.7718353469388, -73.9553528367347)"
159,"321 2ND AVENUE New York, NY 10003","(40.735248, -73.9831450878285)"
160,"340A LENOX AVENUE                         New York, NY 10027","(40.70734225, -73.5972505)"
161,"331 EAST 5TH STREET New York, NY 10003","(40.72634865, -73.9875042689829)"
162,"310 WEST 89TH STREET                      New York, NY 10024","(40.79095655, -73.9772504034875)"
163,"4 EAST 70TH STREET New York, NY 10021","(40.77064785, -73.9672952070054)"
164,"342 EAST 8TH   STREET                     New York, NY 10009","(40.72468495, -73.9788549167748)"
165,"335 WEST 35TH ST                          New York, NY 10001","(40.75368435, -73.9942836408576)"
166,"347 WEST 84TH   STREET                    New York, NY 10024","(40.78839605, -73.9803109296898)"
167,"335 W 38TH STREET New York, NY 10018","(40.7555994, -73.9931453468352)"
168,"329 EAST 12TH   STREET                    New York, NY 10003","(40.73064155, -73.9844907996916)"
169,"35 EAST 63RD   STREET                     New York, NY 10065","(40.76595095, -73.9687425545418)"
170,"381 LENOX AVENUE New York, NY 10027","(40.70619246875, -73.59696390625)"
171,"40 EAST 9TH   STREET New York, NY 10003","(40.7314975, -73.9934824)"
172,"39 WEST 95TH STREET                       New York, NY 10025","(40.7917361, -73.96649865)"
173,"38 WEST 96TH   STREET                     New York, NY 10025","(40.7920175, -73.9661451563242)"
174,"311 WEST 100TH STREET                     New York, NY 10025","(40.79827595, -73.9719547298618)"
175,"40 EAST 61ST   STREET New York, NY 10065","(40.7643009, -73.9698523674799)"
176,"400 CENTRAL PARK WEST                     New York, NY 10025","(40.7942295, -73.9636982057836)"
177,"340 E 93RD. ST. New York, NY 10128","(40.7813093, -73.9465082)"
178,"315 EAST 18TH   STREET                    New York, NY 10003","(40.73465975, -73.9822182990566)"
179,"37 WEST 88 STREET New York, NY 10024",
180,"315 EAST 65TH   STREET                    New York, NY 10065","(40.7642023, -73.960674726391)"
181,"315 EAST 65TH   STREET New York, NY 10065","(40.7642023, -73.960674726391)"
182,"4 EAST 72 ST New York, NY 10021",
183,"32 EAST 68TH   STREET                     New York, NY 10065","(40.7688514, -73.9669720560464)"
184,"363 E 76 ST New York, NY 10075",
185,"335 WEST 84TH   STREET New York, NY 10024","(40.78825405, -73.979984263516)"
186,"344 EAST 84TH STREET                      New York, NY 10028","(40.7757024, -73.95113775)"
187,"342 EAST 85TH STREET                      New York, NY 10028","(40.77635525, -73.950850357325)"
188,"330 EAST 126 STREET                       New York, NY 10002",
189,"346 EAST 15TH   STREET                    New York, NY 10003","(40.73212075, -73.9828063011833)"
190,"360 E 72ND ST New York, NY 10021","(40.7677332, -73.9563296)"
191,"35 EAST 10TH   STREET New York, NY 10003","(40.73248975, -73.9927124945574)"
192,"400 EAST 70TH   STREET                    New York, NY 10021","(40.7661623, -73.9567416)"
193,"319 WEST 80TH   STREET                    New York, NY 10024","(40.78550825, -73.9813833932133)"
194,"32 WEST 40TH   STREET New York, NY 10018","(40.752702, -73.9834906133937)"
195,"333 E 75TH STREET New York, NY 10021","(40.7702167, -73.9551702015103)"
196,"40 EAST 66TH ST                           New York, NY 10065","(40.7677589, -73.9679728)"
197,"340 EAST 80TH  STREET New York, NY 10075","(40.773365, -73.953044)"
198,"40 EAST 80TH ST New York, NY 10075","(40.7767214, -73.9614795369564)"
199,"335 EAST 90TH STREET New York, NY 10128","(40.77986055, -73.9480763469507)"
200,"328 EAST 4TH   STREET                     New York, NY 10009","(40.7217175, -73.9791709381831)"
201,"331 WEST 85 STREET New York, NY 10024",
202,"36 EAST 20TH STREET                       New York, NY 10003","(40.7385008, -73.9887071111785)"
203,"340 EAST 69TH   STREET New York, NY 10021","(40.7658363, -73.957728)"
204,"347 WEST END AVENUE                       New York, NY 10024","(40.78277205, -73.982638914546)"
205,"310 LENOX AVENUE                          New York, NY 10027","(40.7082849655172, -73.597309)"
206,"327 EAST 3RD STREET New York, NY 10009","(40.7208628, -73.9784408)"
207,"331 WEST 38TH STREET                      New York, NY 10018","(40.7554151, -73.9931681)"
208,"504 EAST 79TH   STREET                    New York, NY 10075","(40.7708841, -73.9500245167866)"
209,"155 EAST 72ND STREET New York, NY 10021","(40.7703698, -73.9614412414065)"
210,"118 WOOSTER STREET New York, NY 10012","(40.7248626, -74.0002186427724)"
211,"94 NASSAU STREET                          New York, NY 10038","(40.7469909, -73.1844364644708)"
212,"180 ORCHARD STREET                        New York, NY 10002","(40.7218111, -73.9882321)"
213,"134 WEST 83RD   STREET                    New York, NY 10024","(40.7849762, -73.9750878902819)"
214,"115 CROSBY STREET                         New York, NY 10012","(40.7243597, -73.9964361)"
215,"152 EAST 94TH   STREET New York, NY 10128","(40.7841338, -73.9513698416924)"
216,"169 EAST 71ST   STREET                    New York, NY 10021","(40.76960185, -73.9619198597958)"
217,"47-53 3 AVENUE                            New York, NY 10003","(40.600409, -74.144941)"
218,"1018 MADISON AVE                          New York, NY 10075","(40.77603505, -73.962676505396)"
219,"100 WEST 89TH STREET                      New York, NY 10024","(40.7885489, -73.9713275)"
220,"65 EAST SEVENTH STREET                    New York, NY 10003","(42.6580271, -73.7267394)"
221,"145 WEST 129 STREET                       New York, NY 10027",
222,"109 WEST 27TH STREET                      New York, NY 10001","(40.7513932, -74.0051843)"
223,"500 MANHATTAN AVENUE                      New York, NY 10027","(40.8078827, -73.9544515122647)"
224,"108 EAST 66TH   STREET New York, NY 10065","(40.76689365, -73.9662008514132)"
225,"109 WEST 128TH STREET                     New York, NY 10027","(40.8101181, -73.9446645306256)"
226,"174 1 AVENUE                              New York, NY 10009",
227,"5 WEST 127 STREET                         New York, NY 10027",
228,"831 BROADWAY                              New York, NY 10003","(40.7337655, -73.9911602)"
229,"137 WEST 25TH STREET                      New York, NY 10001","(40.7447136326531, -73.9928982040816)"
230,"546 EAST 87TH   STREET                    New York, NY 10128","(40.7757285, -73.9449605)"
231,"84 FORSYTH STREET                         New York, NY 10002","(40.71745095, -73.9929671694124)"
232,"101 WEST 79TH   STREET                    New York, NY 10024","(40.78233205, -73.9756571979539)"
233,"73 MONROE ST                              New York, NY 10002","(40.7119417, -73.9927414451264)"
234,"66 EAST 79TH   STREET New York, NY 10075","(40.7757674, -73.9614310256015)"
235,"1413 YORK AVENUE                          New York, NY 10021","(40.76916225, -73.9524433719961)"
236,"515 EAST 85TH   STREET New York, NY 10028","(40.7751586, -73.9468658197642)"
237,"580 8TH AVENUE                            New York, NY 10018","(40.7548337, -73.9911983044953)"
238,"107 WEST 109 STREET                       New York, NY 10025",
239,"55 WEST 95TH STREET                       New York, NY 10025","(40.7917147959184, -73.9666743061224)"
240,"135 WEST 79TH   STREET New York, NY 10024","(40.78274475, -73.9766825324)"
241,"131 MERCER STREET                         New York, NY 10012","(40.7243233, -73.9990384264479)"
242,"161 EAST 88TH   STREET New York, NY 10128","(40.7806283, -73.9537507894241)"
243,"177 EAST 73RD   STREET New York, NY 10021","(40.77085825, -73.9605542365045)"
244,"101 WEST 79TH ST                          New York, NY 10024","(40.78233205, -73.9756571979539)"
245,"1802 2 AVENUE                             New York, NY 10128","(40.5903373673469, -73.951705244898)"
246,"110 2 AVENUE                              New York, NY 10003","(40.587918961326, -73.9736980441989)"
247,"641 BROADWAY                              New York, NY 10012","(40.7264458, -73.9961087)"
248,"130 BEEKMAN STREET                        New York, NY 10038","(40.7076166, -74.0029248)"
249,"1355 1ST AVENUE                           New York, NY 10021","(40.7682841428571, -73.9557721428571)"
250,"115 DELANCEY STREET                       New York, NY 10002","(40.71791195, -73.98805255)"
251,"515 E. 72 STREET                          New York, NY 10021",
252,"1687 3 AVENUE                             New York, NY 10128","(40.590352750813, -73.9530730295693)"
253,"145 2 AVENUE                              New York, NY 10003","(40.5879328839779, -73.9735671325967)"
254,"112 WEST 87TH STREET                      New York, NY 10024","(40.7872568, -73.9723789033227)"
255,"77 WEST 127 STREET                        New York, NY 10027",
256,"169 WEST 85TH   STREET                    New York, NY 10024","(40.7869884, -73.9750022619867)"
257,"15 WEST 84TH   STREET New York, NY 10024","(40.7845803, -73.9711643749807)"
258,"159 WEST 126 STREET                       New York, NY 10027",
259,"180 EAST 79TH   STREET                    New York, NY 10075","(40.7744717, -73.9581477)"
260,"492 MANHATTAN AVENUE                      New York, NY 10027","(40.8076686, -73.9546227451563)"
261,"147 WEST 126TH STREET                     New York, NY 10027","(40.80930485, -73.9465713930521)"
262,"124 WEST HOUSTON STREET                   New York, NY 10012","(40.72781045, -74.0009977)"
263,"733 EAST 9TH STREET                       New York, NY 10009","(40.7248684, -73.9764852418421)"
264,"WEST 126 STREET                           New York, NY 10027",
265,"936 5 AVENUE                              New York, NY 10021","(40.5893167583893, -73.9609961342282)"
266,"127 EAST 62ND STREET                      New York, NY 10065","(40.76453005, -73.9673785)"
267,"160 WEST 130TH STREET                     New York, NY 10027","(40.8116507, -73.9453030553309)"
268,"58 WEST 87TH   STREET                     New York, NY 10024","(40.78674455, -73.97117605)"
269,"1760 2ND AVENUE                           New York, NY 10128","(40.78133765, -73.9488429957462)"
270,"73-75 SULLIVAN STREET                     New York, NY 10012","(40.724932, -74.0035162)"
271,"480 CENTRAL PARK WEST                     New York, NY 10025","(40.7996644, -73.9590777)"
272,"186 WEST 80TH STREET                      New York, NY 10024","(40.7836012, -73.9775398)"
273,"855 AVENUE OF THE AMER                    New York, NY 10001",
274,"955 LEXINGTON AVENUE                      New York, NY 10021","(40.7687885, -73.9631103094465)"
275,"145 EAST 76TH STREET                      New York, NY 10021","(40.7729947, -73.96003)"
276,"1571 THIRD AVENUE                         New York, NY 10128","(42.7992854593595, -73.9559660090582)"
277,"82 UNIVERSITY PLACE                       New York, NY 10003","(40.73357395, -73.9934535258198)"
278,"114 WEST 131 STREET                       New York, NY 10027",
279,"78 IRVING PLACE                           New York, NY 10003","(40.73684135, -73.9863679515277)"
280,"103 MORNINGSIDE AVENUE                    New York, NY 10027","(40.810203, -73.9544429431389)"
281,"151 WOOSTER STREET                        New York, NY 10012","(40.7262538, -73.9996631951507)"
282,"139 WOOSTER STREET                        New York, NY 10012","(40.7258163, -73.9998513)"
283,"17 EAST 79TH STREET                       New York, NY 10075","(40.77683005, -73.9626839750889)"
284,"838 5 AVENUE                              New York, NY 10065","(40.5892578926174, -73.9615242818792)"
285,"152 SPRING STREET                         New York, NY 10012","(40.72417675, -74.0016109967396)"
286,"120 WEST 132 STREET                       New York, NY 10027",
287,"16 WEST 123 STREET                        New York, NY 10027",
288,"114 WEST 80TH   STREET New York, NY 10024","(40.7828438, -73.9759839598443)"
289,"511 EAST 78TH   STREET New York, NY 10075","(40.7704009, -73.9499576)"
290,"135 WEST 4TH   STREET                     New York, NY 10012","(40.82738425, -73.137012)"
291,"110 WEST 130 STREET                       New York, NY 10027","(40.8137724, -73.9498821)"
292,"943 COLUMBUS AVENUE                       New York, NY 10025","(40.7993605, -73.9624588)"
293,"178 SPRING STREET                         New York, NY 10012","(40.72468455, -74.0025418460307)"
294,"64 EAST 66TH STREET                       New York, NY 10065","(40.76736, -73.9672959188466)"
295,"122 EAST 93RD   STREET New York, NY 10128","(40.78407095, -73.9531443844037)"
296,"7 WEST 96TH   STREET New York, NY 10025","(40.79221575, -73.9653096635488)"
297,"WEST 125 STREET                           New York, NY 10027",
298,"13 EAST 11TH   STREET                     New York, NY 10003","(40.7338278571429, -73.9943377142857)"
299,"530 EAST 76TH   STREET                    New York, NY 10021","(40.768234, -73.950073)"
300,"47 3 AVENUE                               New York, NY 10003","(40.5878939005525, -73.9739336850829)"
301,"112 WEST 129 STREET                       New York, NY 10027",
302,"134 EAST 93RD STREET                      New York, NY 10128","(40.7839404, -73.9526051)"
303,"151 EAST 83RD   STREET New York, NY 10028","(40.77744785, -73.9562209193862)"
304,"108 WEST 129 STREET                       New York, NY 10027",
305,"120 EAST 90TH STREET                      New York, NY 10128","(40.7820606, -73.9540587)"
306,"537 WEST 27TH   STREET                    New York, NY 10001","(40.7511512, -74.0040704475092)"
307,"507 EAST 84TH   STREET New York, NY 10028","(40.7744688, -73.9474612)"
308,"70 WEST 107 STREET                        New York, NY 10025",
309,"783 MADISON AVENUE                        New York, NY 10065","(40.76820045, -73.9677266885967)"
310,"732-734 WEST END AVE                      New York, NY 10025","(40.7949669, -73.9732939)"
311,"80 MAIDEN LANE                            New York, NY 10038","(40.7062866, -74.0064417)"
312,"156 EAST 89TH STREET                      New York, NY 10128","(40.7810182, -73.9536245108527)"
313,"148 WEST 127 STREET                       New York, NY 10027",
314,"1808 2 AVENUE                             New York, NY 10128","(40.5903414693878, -73.9516669795918)"
315,"137 ESSEX STREET                          New York, NY 10002","(40.7203317, -73.9876101096808)"
316,"530 EAST 76TH STREET                      New York, NY 10021","(40.768234, -73.950073)"
317,"1293 1 AVENUE                             New York, NY 10021","(40.5899422571429, -73.9568172285714)"
318,"119 HESTER STREET                         New York, NY 10002","(40.7167532, -73.9934405)"
319,"66 3 AVENUE                               New York, NY 10003","(40.5879014585635, -73.9738626187845)"
320,"1676 THIRD AVENUE                         New York, NY 10128","(42.799389, -73.956214)"
321,"513 EAST 86TH   STREET New York, NY 10028","(40.7759097, -73.9464594090628)"
322,"124 EAST 79TH ST                          New York, NY 10075","(40.77499525, -73.9596181798828)"
323,"131 WEST 122ND ST                         New York, NY 10027","(40.8065881, -73.9481580666844)"
324,"525 EAST 89TH   STREET New York, NY 10128","(40.77743785, -73.9442277350823)"
325,"1409 SECOND AVENUE                        New York, NY 10021","(42.8020272, -73.9503835)"
326,"135 EAST 83 STREET                        New York, NY 10028",
327,"128 EAST 93RD STREET                      New York, NY 10128","(40.7839925, -73.952942598248)"
328,"57 1 AVENUE                               New York, NY 10003","(40.5866094574468, -73.9855305531915)"
329,"157 EAST 84TH   STREET                    New York, NY 10028","(40.7779857, -73.9558288)"
330,"115 4 AVENUE                              New York, NY 10003","(40.6006278, -74.1427666)"
331,"128 MANHATTAN AVENUE                      New York, NY 10025","(40.79814555, -73.9615789759023)"
332,"133 NORFOLK STREET                        New York, NY 10002","(40.7199459, -73.9868232610545)"
333,"71 NASSAU STREET                          New York, NY 10038","(40.7096832, -74.0084164)"
334,"135 WEST 120TH STREET                     New York, NY 10027","(40.80542485, -73.9493392578481)"
335,"120 EAST 90TH ST                          New York, NY 10128","(40.7820606, -73.9540587)"
336,"510 WEST 28TH   STREET New York, NY 10001","(40.749189, -73.997073)"
337,"117-119 EAST 7TH   STREET                 New York, NY 10009","(40.7266789393939, -73.9847967272727)"
338,"127 AVENUE D                              New York, NY 10009","(40.7242372, -73.9759765538929)"
339,"173 EAST 71ST STREET                      New York, NY 10021","(40.7694943333333, -73.9619049166667)"
340,"1491 1 AVENUE                             New York, NY 10075","(40.5901436122449, -73.9549724693878)"
341,"701 MADISON AVENUE                        New York, NY 10065","(40.7658425, -73.9695831)"
342,"7 EAST 17 STREET                          New York, NY 10003",
343,"1169 2ND AVENUE                           New York, NY 10065","(40.76232, -73.963454027931)"
344,"64 EAST 94TH   STREET New York, NY 10128","(40.7854498, -73.9544919521971)"
345,"115 EAST 10TH   STREET New York, NY 10003","(40.73049205, -73.9880486536106)"
346,"145 WEST 87TH   STREET                    New York, NY 10024","(40.7878196, -73.972927)"
347,"125 MAIDEN LANE                           New York, NY 10038","(40.7064714, -74.006214)"
348,"171 EAST 84TH   STREET                    New York, NY 10028","(40.7778327, -73.9553297)"
349,"148 EAST 74TH   STREET New York, NY 10021","(40.7715318, -73.9610108)"
350,"62 WEST 126 STREET                        New York, NY 10027",
351,"135 EAST 93RD   STREET                    New York, NY 10128","(40.7840931, -73.9524575)"
352,"49 ANN STREET                             New York, NY 10038","(40.71041475, -74.006652631736)"
353,"170 EAST 77TH STREET                      New York, NY 10075","(40.77308115, -73.9591286651383)"
354,"11 EAST 86TH   STREET                     New York, NY 10028","(40.781285, -73.9592359997816)"
355,"112 WEST 129TH STREET                     New York, NY 10027","(40.8104298, -73.9444234998546)"
356,"186 W. 80TH STREET                        New York, NY 10024","(40.7836012, -73.9775398)"
357,"142 WEST 32ND STREET                      New York, NY 10001","(40.74903925, -73.9903753)"
358,"7 EAST 17TH   STREET                      New York, NY 10003","(40.7376943, -73.9914376)"
359,"149 BOWERY                                New York, NY 10002","(40.7191101, -73.994216344224)"
360,"PRINCE STREET                             New York, NY 10012","(40.726496, -74.00235)"
361,"1585 2 AVENUE                             New York, NY 10028","(40.5903166327236, -73.9534047809088)"
362,"130 EAST 12TH   STREET                    New York, NY 10003","(40.7320341, -73.9888031865713)"
363,"159 WEST 120 STREET                       New York, NY 10027",
364,"564 WEST 126 STREET                       New York, NY 10027",
365,"122 EAST 82ND   STREET New York, NY 10028","(40.77694085, -73.9580872797061)"
366,"54 WEST 120 STREET                        New York, NY 10027",
367,"131 WEST 80TH STREET                      New York, NY 10024","(40.7832001, -73.9758334045221)"
368,"1291 LEXINGTON AVENUE                     New York, NY 10128","(40.7799255, -73.9550982)"
369,"112 WEST 88TH   STREET                    New York, NY 10024","(40.78786435, -73.9718821655649)"
370,"55 EAST 93RD   STREET                     New York, NY 10128","(40.78523315, -73.9549592554183)"
371,"114 EAST 13TH STREET                      New York, NY 10003","(40.73299815, -73.9891430553458)"
372,"1542 SECOND AVENUE                        New York, NY 10028","(42.8020272, -73.9503835)"
373,"49 WEST 29TH   STREET                     New York, NY 10001","(40.74658015, -73.98956535)"
374,"11 EAST 89TH   STREET                     New York, NY 10128","(40.7832531, -73.9579646315476)"
375,"162 WEST 123 STREET                       New York, NY 10027",
376,"16 WEST 77TH   STREET New York, NY 10024","(40.7797825, -73.9746786)"
377,"176 WEST 86TH   STREET New York, NY 10024","(40.7874649, -73.9749029)"
378,"134 EAST 93RD   STREET                    New York, NY 10128","(40.7839404, -73.9526051)"
379,"6 EAST 79TH   STREET New York, NY 10075","(40.77651875, -73.9632066393736)"
380,"692 BROADWAY                              New York, NY 10012","(40.76647695, -73.2256995808464)"
381,"1573 THIRD AVENUE                         New York, NY 10128","(42.7992797836909, -73.9559852941254)"
382,"148-154 RIVINGTON STREET                  New York, NY 10002","(40.7193006666667, -73.9854966666667)"
383,"117 WEST 79TH   STREET                    New York, NY 10024","(40.7824345, -73.9759407558553)"
384,"5 EAST 17TH STREET                        New York, NY 10003","(40.7377464, -73.9915574)"
385,"179 EAST 80TH   STREET                    New York, NY 10075","(40.77537075, -73.9572931189831)"
386,"113 ELDRIDGE STREET                       New York, NY 10002","(40.7183576, -73.9922186419872)"
387,"112 EAST 71ST   STREET                    New York, NY 10021","(40.7699867, -73.9637819029602)"
388,"74 FORSYTH STREET                         New York, NY 10002","(40.7174337272727, -73.9932300909091)"
389,"517 EAST 11TH STREET                      New York, NY 10009","(40.72825795, -73.9808106494562)"
390,"504 CATHEDRAL PARKWAY                     New York, NY 10025","(40.803182, -73.964582)"
391,"50 BOND STREET                            New York, NY 10012","(40.7261116, -73.9926099130782)"
392,"820 MADISON AVENUE                        New York, NY 10065","(40.76971545, -73.9672510742328)"
393,"156 EAST 65TH   STREET                    New York, NY 10065","(40.76535035, -73.9644638385643)"
394,"667 MADISON AVENUE                        New York, NY 10065","(40.7644866, -73.9703323476464)"
395,"70 EAST END AVENUE                        New York, NY 10028","(40.772869, -73.9466232740198)"
396,"62 EAST 80TH   STREET New York, NY 10075","(40.7764745, -73.96084003693)"
397,"517 EAST 77TH   STREET New York, NY 10075","(40.76973135, -73.9498610063906)"
398,"516 EAST 79TH   STREET New York, NY 10075","(40.7707167, -73.9492457)"
399,"172 RIVINGTON                             New York, NY 10002","(40.7190281, -73.9845806)"
