,Full Address,LAT_LONG
3006,"60 WEST 125 STREET New York, NY 10027",
3007,"117 WEST 123RD STREET                     New York, NY 10027",
3008,"117 WEST 123 STREET New York, NY 10027",
3009,"609 WEST 114TH New York, NY 10025",
3010,"609 WEST 114 New York, NY 10025",
3011,"229 WEST 121 STREET                       New York, NY 10027",
3012,"212 WEST 122 STREET                       New York, NY 10027",
3013,"247 WEST 121 STREET                       New York, NY 10027",
3014,"417 RIVERSIDE DRIVE New York, NY 10025",
3015,"600 WEST 115TH STREET New York, NY 10025",
3016,"259 WEST 121ST                            New York, NY 10027",
3017,"2235 FREDERICK DOUGLAS BO New York, NY 10027",
3018,"2235 FREDERICK DOUGLASS B New York, NY 10027",
3019,"2235 FREDRICK DOUGLASS BL New York, NY 10027",
3020,"305 WEST 120 STREET                       New York, NY 10027",
3021,"215 WEST 122 STREET                       New York, NY 10027",
3022,"420 RIVERSIDE DR New York, NY 10025",
3023,"420 RIVERSIDE DRIVE New York, NY 10025",
3024,"138 WEST 124 STREET New York, NY 10027",
3025,"155 WEST 123RD ST                         New York, NY 10027",
3026,"317 WEST 120TH STREET                     New York, NY 10027",
3027,"13 WEST 126 STREET                        New York, NY 10027",
3028,"138-140 WEST 124TH STREET New York, NY 10027",
3029,"140 WEST 124 STREET New York, NY 10027",
3030,"75 WEST 125 STREET New York, NY 10027",
3031,"52 WEST 126 STREET                        New York, NY 10027",
3032,"291 LENOX AVENUE                          New York, NY 10027",
3033,"302A WEST 121 STREET                      New York, NY 10027",
3034,"242 WEST 122 STREET                       New York, NY 10027",
3035,"200-12 WEST 127TH STREET                  New York, NY 10027",
3036,"216 WEST 123 STREET                       New York, NY 10027",
3037,"2071 ADAM C POWELL BLVD                   New York, NY 10027",
3038,"2268 FREDRICK DOUGLASS BL                 New York, NY 10027",
3039,"355 WEST 120TH STREET New York, NY 10027",
3040,"355 WEST 120 STREET New York, NY 10027",
3041,"357 WEST 120TH STREET New York, NY 10027",
3042,"361 WEST 120 STREET                       New York, NY 10027",
3043,"265 WEST 122ND STREET                     New York, NY 10027",
3044,"497 MANHATTAN AVENUE New York, NY 10027",
3045,"13 WEST 127TH STREET                      New York, NY 10027",
3046,"371 WEST 120TH STREET New York, NY 10027",
3047,"145-57 MORNINGSIDE AVE New York, NY 10027",
3048,"59 MORNINGSIDE AVENUE New York, NY 10027",
3049,"252 WEST 123 STREET New York, NY 10027",
3050,"44 WEST 127 STREET New York, NY 10027",
3051,"2070 ADAM C POWELL BLVD New York, NY 10027",
3052,"50 WEST 127 STREET New York, NY 10027",
3053,"50 WEST 127TH STREET                      New York, NY 10027",
3054,"25 WEST 127 STREET New York, NY 10027",
3055,"302 WEST 122 STREET                       New York, NY 10027",
3056,"2280 FREDRICK DOUGLASS BL                 New York, NY 10027",
3057,"2280 FREDRICK DOUGLASS BL New York, NY 10027",
3058,"2280 FREDRICK DOUGLAS BOU New York, NY 10027",
3059,"148 WEST 125 STREET                       New York, NY 10027",
3060,"345 WEST 121 STREET                       New York, NY 10027",
3061,"76 WEST 127 STREET                        New York, NY 10027",
3062,"3 WEST 128 STREET                         New York, NY 10027",
3063,"251 WEST 123RD STREET New York, NY 10027",
3064,"57 WEST 127 STREET                        New York, NY 10027",
3065,"32 WEST 128 STREET                        New York, NY 10027",
3066,"2092-2094 5 AVENUE                        New York, NY 10027",
3067,"303 WEST 122 STREET New York, NY 10027",
3068,"303 WEST 122ND STREET New York, NY 10027",
3069,"N/A WEST 122 STREET                       New York, NY 10027",
3070,"440 RIVERSIDE DRIVE New York, NY 10027",
3071,"346 WEST 122 STREET                       New York, NY 10027",
3072,"125 WEST 126TH STREET                     New York, NY 10027",
3073,"18 WEST 129 STREET                        New York, NY 10027",
3074,"116 WEST 127 STREET                       New York, NY 10027",
3075,"2300 FREDRICK DOUGLASS BL New York, NY 10027",
3076,"2300 FREDERICK DOUGLASS B New York, NY 10027",
3077,"258 SAINT NICHOLAS AVE                    New York, NY 10027",
3078,"258 SAINT NICHOLAS AVENU New York, NY 10027",
3079,"250 WEST 125TH New York, NY 10027",
3080,"359 WEST 122 STREET New York, NY 10027",
3081,"155 WEST 126 STREET                       New York, NY 10027",
3082,"346 WEST 123 STREET New York, NY 10027",
3083,"175 WEST 126 ST New York, NY 10027",
3084,"414 WEST 121ST STREET New York, NY 10027",
3085,"270 ST NICHOLAS AVENUE New York, NY 10027",
3086,"239-241 WEST 125TH STREET                 New York, NY 10027",
3087,"58 WEST 129TH STREET                      New York, NY 10027",
3088,"58 WEST 129 STREET New York, NY 10027",
3089,"431 WEST 121ST New York, NY 10027",
3090,"109 WEST 128 STREET                       New York, NY 10027",
3091,"380 LENOX AVENUE New York, NY 10027",
3092,"380 LENOX AVENUE                          New York, NY 10027",
3093,"116 WEST 129 STREET New York, NY 10027",
3094,"2340 8 AVENUE New York, NY 10027",
3095,"381 LENOX AVE.                            New York, NY 10027",
3096,"523 WEST 121ST STREET New York, NY 10027",
3097,"501 WEST 122ND STREET New York, NY 10027",
3098,"280 WEST 127 STREET                       New York, NY 10027",
3099,"1264 AMSTERDAM AVENUE New York, NY 10027",
3100,"509 WEST 122ND STREET New York, NY 10027",
3101,"509 WEST 122ND ST. New York, NY 10027",
3102,"509 WEST 122 New York, NY 10027",
3103,"WEST 128 STREET New York, NY 10027",
3104,"307 WEST 126TH STREET                     New York, NY 10027",
3105,"159 WEST 129TH STREET                     New York, NY 10027",
3106,"321 ST NICHOLAS AVE New York, NY 10027",
3107,"321 ST NICHOLAS AVENUE New York, NY 10027",
3108,"377 WEST 125TH STREET New York, NY 10027",
3109,"134 WEST 130 STREET                       New York, NY 10027",
3110,"379 WEST 125 STREET New York, NY 10027",
3111,"111 WEST 130 STREET New York, NY 10027",
3112,"165 WEST 129 STREET                       New York, NY 10027",
3113,"113 WEST 130 STREET New York, NY 10027",
3114,"381 WEST 125TH STREET New York, NY 10027",
3115,"308 WEST 127 STREET                       New York, NY 10027",
3116,"145-47 MORNINGSIDE AVE New York, NY 10027",
3117,"501 WEST 123RD STREET New York, NY 10027",
3118,"501 WEST 123RD ST New York, NY 10027",
3119,"168 WEST 130 STREET                       New York, NY 10027",
3120,"2371 8 AVENUE New York, NY 10027",
3121,"2195 SEVENTH AVE                          New York, NY 10027",
3122,"2195 ADAM C POWELL BLVD                   New York, NY 10027",
3123,"2180 ADAM C POWELL BLVD                   New York, NY 10027",
3124,"211 WEST 129 STREET                       New York, NY 10027",
3125,"402 WEST 126 STREET New York, NY 10027",
3126,"148 WEST 131ST STREET New York, NY 10027",
3127,"152 WEST 131 STREET New York, NY 10027",
3128,"131 WEST 131ST STREET New York, NY 10027",
3129,"549 WEST 123TH STREET New York, NY 10027",
3130,"549 WEST 123RD STREET New York, NY 10027",
3131,"418 WEST 126 STREET New York, NY 10027",
3132,"245 WEST 129 STREET                       New York, NY 10027",
3133,"420 WEST 126 STREET New York, NY 10027",
3134,"118 WEST 132ND STREET New York, NY 10027",
3135,"153 WEST 131 STREET New York, NY 10027",
3136,"6 ST NICHOLAS TERRACE                     New York, NY 10027",
3137,"362 SAINT NICHOLAS AVENU New York, NY 10027",
3138,"5 ST NICHOLAS TERRACE New York, NY 10027",
3139,"80 LA SALLE STREET New York, NY 10027",
3140,"80 LASALLE STREET New York, NY 10027",
3141,"70 LA SALLE New York, NY 10027",
3142,"449 WEST 125 STREET                       New York, NY 10027",
3143,"171 WEST 131 STREET New York, NY 10027",
3144,"429 WEST 126 STREET New York, NY 10027",
3145,"6 CONVENT AVENUE New York, NY 10027",
3146,"400 WEST 128 STREET                       New York, NY 10027",
3147,"100 LASALLE New York, NY 10027",
3148,"100 LA SALLE STREET New York, NY 10027",
3149,"100 LASALLE STREET New York, NY 10027",
3150,"132 WEST 133 STREET                       New York, NY 10027",
3151,"25 ST NICHOLAS TERRACE                    New York, NY 10027",
3152,"213 WEST 131 STREET New York, NY 10027",
3153,"217 WEST 131 STREET                       New York, NY 10027",
3154,"219 WEST 131 STREET New York, NY 10027",
3155,"2247 7TH AVENUE                           New York, NY 10027",
3156,"3117 BROADWAY New York, NY 10027",
3157,"206 WEST 132 STREET                       New York, NY 10027",
3158,"125 WEST 133 STREET                       New York, NY 10027",
3159,"2253 7TH AVENUE                           New York, NY 10027",
3160,"1345 AMSTERDAM AVENUE                     New York, NY 10027",
3161,"2257 ADAM CLAYTON POWELL                  New York, NY 10027",
3162,"232 WEST 132ND STREET New York, NY 10027",
3163,"261 WEST 131ST STREET                     New York, NY 10027",
3164,"261 WEST 131 STREET                       New York, NY 10027",
3165,"242 WEST 132 STREET New York, NY 10027",
3166,"170 CLAREMONT AVENUE New York, NY 10027",
3167,"250 WEST 132ND STREET New York, NY 10027",
3168,"29 CONVENT AVE New York, NY 10027",
3169,"252 WEST 132 STREET                       New York, NY 10027",
3170,"410 ST NICHOLAS AVENUE                    New York, NY 10027",
3171,"270 WEST 132 STREET New York, NY 10027",
3172,"273 WEST 131 STREET                       New York, NY 10027",
3173,"36 CONVENT AVENUE New York, NY 10027",
3174,"2457 8TH AVE New York, NY 10027",
3175,"464 WEST 130TH STREET                     New York, NY 10027",
3176,"2467 FREDRICK DOUGLASS BL                 New York, NY 10027",
3177,"38 CONVENT AVENUE                         New York, NY 10027",
3178,"200 CLAREMONT AVENUE New York, NY 10027",
3179,"454 ST. NICHOLAS AVE                      New York, NY 10027",
3180,"55 TIEMANN PLACE New York, NY 10027",
3181,"1473 AMSTERDAM AVENUE                     New York, NY 10027",
3182,"1473 AMSTERDAM AVENUE New York, NY 10027",
3183,"600 WEST 133RD STREET New York, NY 10027",
3184,"296 EAST 2ND   STREET                     New York, NY 10009",
3185,"212 EAST 85TH   STREET New York, NY 10028",
3186,"2411 FREDERICK DOUGLASS B                 New York, NY 10027",
3187,"266-268 EAST 78TH STREET                  New York, NY 10075",
3188,"239 PARK AVENUE SOUTH                     New York, NY 10003",
3189,"264 EAST 10TH STREET                      New York, NY 10009",
3190,"300 EAST 62ND STREET                      New York, NY 10065",
3191,"240 WEST 40TH   STREET                    New York, NY 10018",
3192,"253 EAST 10TH   STREET                    New York, NY 10009",
3193,"261 WEST 28TH   STREET                    New York, NY 10001",
3194,"240 WEST 98TH   STREET                    New York, NY 10025",
3195,"254 WEST 35TH   STREET                    New York, NY 10001",
3196,"218 EAST 7TH   STREET                     New York, NY 10002",
3197,"3 EAST 69TH   STREET New York, NY 10021",
3198,"245 EAST 93RD   STREET                    New York, NY 10128",
3199,"300 EST 93RD STREET                       New York, NY 10128",
3200,"224 MULBERRY STREET                       New York, NY 10012",
3201,"28 EAST 10TH   STREET                     New York, NY 10003",
3202,"264 WEST 124 STREET                       New York, NY 10027",
3203,"251 WEST 98TH   STREET                    New York, NY 10025",
3204,"304 WEST 106 STREET                       New York, NY 10025",
3205,"232 EAST BROADWAY                         New York, NY 10002",
3206,"30 EAST 76 STREET                         New York, NY 10021",
3207,"215 WEST 88TH STREET                      New York, NY 10024",
3208,"224 EAST 68TH   STREET                    New York, NY 10065",
3209,"23 EAST 10TH STREET                       New York, NY 10003",
3210,"275 WEST 96TH STREET                      New York, NY 10025",
3211,"261 WEST 25TH   STREET                    New York, NY 10001",
3212,"254 WEST 88TH   STREET                    New York, NY 10024",
3213,"228 EAST 6TH   STREET                     New York, NY 10003",
3214,"227 EAST 7TH   STREET                     New York, NY 10009",
3215,"240 WEST 123 STREET                       New York, NY 10027",
3216,"251 WEST 39TH   STREET                    New York, NY 10018",
3217,"245 EAST 93                               New York, NY 10128",
3218,"276 5 AVENUE                              New York, NY 10001",
3219,"250-254 EAST 4TH   STREET                 New York, NY 10009",
3220,"22 WEST 32ND   STREET                     New York, NY 10001",
3221,"288 8TH AVENUE                            New York, NY 10001",
3222,"221-223 EAST 11TH STREET                  New York, NY 10003",
3223,"301 EAST 79TH STREET                      New York, NY 10075",
3224,"2280 FREDERICK DOUGLASS B                 New York, NY 10027",
3225,"235 EAST 62ND   STREET                    New York, NY 10065",
3226,"229 EAST 5TH   STREET                     New York, NY 10003",
3227,"26 LUDLOW STREET                          New York, NY 10002",
3228,"270 WEST 132 STREET                       New York, NY 10027",
3229,"251 WEST 89TH   STREET New York, NY 10024",
3230,"261 WEST 28TH ST                          New York, NY 10001",
3231,"224 EAST 83RD STREET                      New York, NY 10028",
3232,"234 EAST 9TH   STREET New York, NY 10003",
3233,"241 EAST 18TH STREET                      New York, NY 10003",
3234,"237 E 88TH STREET                         New York, NY 10128",
3235,"241 WEST 97TH STREET                      New York, NY 10025",
3236,"224 EAST 12TH   STREET                    New York, NY 10003",
3237,"305 EAST 70TH   STREET                    New York, NY 10021",
3238,"305 EAST 85TH   STREET                    New York, NY 10028",
3239,"230 EAST 75TH   STREET                    New York, NY 10021",
3240,"227 EAST 7TH STREET                       New York, NY 10009",
3241,"300 EAST 93RD   STREET New York, NY 10128",
3242,"215 EAST 72ND   STREET New York, NY 10021",
3243,"242 WEST 27TH   STREET                    New York, NY 10001",
3244,"241 E 76 ST                               New York, NY 10075",
3245,"301 EAST 66TH   STREET New York, NY 10065",
3246,"233 EAST 70TH STREET                      New York, NY 10021",
3247,"303 EAST 77TH STREET                      New York, NY 10075",
3248,"280 RECTOR PLACE                          New York, NY 10280",
3249,"309 EAST 87TH   STREET New York, NY 10128",
3250,"210 EAST 73RD   STREET New York, NY 10021",
3251,"215 EAST 81ST                             New York, NY 10028",
3252,"244 WEST 122 STREET                       New York, NY 10027",
3253,"25 BOND STREET                            New York, NY 10012",
3254,"215 WEST 78TH   STREET New York, NY 10024",
3255,"221 EAST 94TH   STREET                    New York, NY 10128",
3256,"251 EAST 61ST   STREET                    New York, NY 10065",
3257,"3 KING STREET                             New York, NY 10012",
3258,"220 E. 65TH ST                            New York, NY 10065",
3259,"2292 FREDERICK DOUGLAS BL                 New York, NY 10027",
3260,"236 EAST 6TH   STREET                     New York, NY 10003",
3261,"307 WEST 93RD   STREET                    New York, NY 10025",
3262,"247 BROOME STREET                         New York, NY 10002",
3263,"215 WEST 95TH ST                          New York, NY 10025",
3264,"264-266 WEST 25TH STREET                  New York, NY 10001",
3265,"308 EAST 72ND STREET                      New York, NY 10021",
3266,"225 EAST 86TH STREET                      New York, NY 10028",
3267,"27 EAST 11TH STREET                       New York, NY 10003",
3268,"23 WEST 35TH STREET                       New York, NY 10018",
3269,"309 EAST 75TH   STREET                    New York, NY 10021",
3270,"31 EAST 12TH   STREET New York, NY 10003",
3271,"292 ELIZABETH STREET                      New York, NY 10012",
3272,"220 MANHATTAN AVENUE                      New York, NY 10025",
3273,"273 EAST 7TH   STREET                     New York, NY 10009",
3274,"25 EAST 64TH   STREET                     New York, NY 10065",
3275,"254 EAST  7TH STREET New York, NY 10009",
3276,"2307 BROADWAY                             New York, NY 10024",
3277,"248 TENTH AVE                             New York, NY 10001",
3278,"215 WEST 28TH   STREET                    New York, NY 10001",
3279,"261 W 131 ST                              New York, NY 10027",
3280,"210 LAFAYETTE                             New York, NY 10012",
3281,"296 5 AVENUE                              New York, NY 10001",
3282,"307 W 126TH STREET                        New York, NY 10027",
3283,"305 EAST 61ST   STREET                    New York, NY 10065",
3284,"23 PARK ROW                               New York, NY 10038",
3285,"29 WEST 85TH STREET                       New York, NY 10024",
3286,"212 EAST 11TH STREET                      New York, NY 10003",
3287,"216 EAST 75TH   STREET New York, NY 10021",
3288,"215 WEST 29TH STREET                      New York, NY 10001",
3289,"253 WEST 101ST STREET                     New York, NY 10025",
3290,"247 WATER                                 New York, NY 10038",
3291,"250 WEST 90TH                             New York, NY 10024",
3292,"296 EAST 2ND STREET                       New York, NY 10009",
3293,"31 WEST 84TH STREET                       New York, NY 10024",
3294,"247 EAST BROADWAY                         New York, NY 10002",
3295,"212 EAST 95TH   STREET New York, NY 10128",
3296,"243 WEST 98TH                             New York, NY 10025",
3297,"235 CHERRY STREET                         New York, NY 10002",
3298,"261 7TH AVENUE                            New York, NY 10001",
3299,"229 WEST 28TH   STREET                    New York, NY 10001",
3300,"210 EAST 78TH   STREET New York, NY 10075",
3301,"2241-2249 BROADWAY                        New York, NY 10024",
3302,"2211 BROADWAY                             New York, NY 10024",
3303,"234 EAST 4TH   STREET                     New York, NY 10009",
3304,"212 EAST 84TH  STREET New York, NY 10028",
3305,"307 WEST 121 STREET                       New York, NY 10027",
3306,"219 WEST 25TH   STREET New York, NY 10001",
3307,"299 PEARL STREET                          New York, NY 10038",
3308,"2252 7TH AVENUE                           New York, NY 10027",
3309,"238 WEST 122 STREET                       New York, NY 10027",
3310,"27 EAST 61ST   STREET                     New York, NY 10065",
3311,"241 9 AVENUE                              New York, NY 10001",
3312,"280 8 AVENUE                              New York, NY 10001",
3313,"2450 FREDRICK DOUGLASS BL                 New York, NY 10027",
3314,"223 WEST 80TH   STREET New York, NY 10024",
3315,"249 EAST HOUSTON STREET                   New York, NY 10002",
3316,"255 WEST 85TH   STREET New York, NY 10024",
3317,"211 WEST 88 STREET                        New York, NY 10024",
3318,"235 EAST 5TH   STREET                     New York, NY 10003",
3319,"229 WEST 36TH   STREET New York, NY 10018",
3320,"216 LENOX AVENUE                          New York, NY 10027",
3321,"243 WEST 98TH STREET                      New York, NY 10025",
3322,"240 WEST 35TH STREET                      New York, NY 10001",
3323,"309 EAST 76TH   STREET                    New York, NY 10021",
3324,"255 WEST 36TH   STREET                    New York, NY 10018",
3325,"268 ELIZABETH STREET                      New York, NY 10012",
3326,"304 EAST 65TH STREET                      New York, NY 10065",
3327,"306-312 WEST 97TH   STREET                New York, NY 10025",
3328,"301 7 AVENUE                              New York, NY 10001",
3329,"230 EAST 83RD   STREET                    New York, NY 10028",
3330,"25 EAST 7TH   STREET                      New York, NY 10003",
3331,"227 EAST 11TH   STREET                    New York, NY 10003",
3332,"258 SAINT NICHOLAS AVENU                  New York, NY 10027",
3333,"223 EAST 74TH   STREET                    New York, NY 10021",
3334,"210 WEST 78TH STREET                      New York, NY 10024",
3335,"223 WEST 80TH STREET                      New York, NY 10024",
3336,"260-262 WEST 78TH   STREET                New York, NY 10024",
3337,"220 EAST 5TH   STREET New York, NY 10003",
3338,"250 WEST 89TH   STREET New York, NY 10024",
3339,"241 WEST 132 STREET                       New York, NY 10027",
3340,"304 8TH AVENUE                            New York, NY 10001",
3341,"30 WEST 126TH STREET                      New York, NY 10027",
3342,"30 EAST 65TH  STREET New York, NY 10065",
3343,"27 EAST 79TH   STREET                     New York, NY 10075",
3344,"25-27 PECK SLIP                           New York, NY 10038",
3345,"30 MORNINGSIDE DRIVE                      New York, NY 10025",
3346,"296 EAST 2ND   STREET New York, NY 10009",
3347,"221 EAST 76TH   STREET New York, NY 10021",
3348,"234 EAST 95TH   STREET                    New York, NY 10128",
3349,"28 WEST 96TH   STREET                     New York, NY 10025",
3350,"27 ALLEN STREET                           New York, NY 10002",
3351,"238 EAST 89TH   STREET                    New York, NY 10128",
3352,"250 WEST 39TH   STREET                    New York, NY 10018",
3353,"25-27 WEST 37TH   STREET                  New York, NY 10018",
3354,"211 EAST 13TH   STREET                    New York, NY 10003",
3355,"250 EAST 65TH   STREET New York, NY 10065",
3356,"245 WEST 131 STREET                       New York, NY 10027",
3357,"277 EAST 4TH   STREET                     New York, NY 10009",
3358,"267 WEST 124 STREET                       New York, NY 10027",
3359,"304 EAST 73RD   STREET New York, NY 10021",
3360,"215 EAST 73RD  STREET New York, NY 10021",
3361,"305 WEST 30TH   STREET                    New York, NY 10001",
3362,"233 WEST 99TH  STREET New York, NY 10025",
3363,"282 WEST 127TH STREET                     New York, NY 10027",
3364,"231 EAST 62ND   STREET                    New York, NY 10065",
3365,"263 WEST 132 STREET                       New York, NY 10027",
3366,"235 EAST 72ND   STREET                    New York, NY 10021",
3367,"215 EAST 96TH   STREET New York, NY 10128",
3368,"29 EAST 69TH   STREET                     New York, NY 10021",
3369,"301 EAST 87 New York, NY 10128",
3370,"300 EAST 71ST STREET                      New York, NY 10021",
3371,"214 EAST 70TH   STREET                    New York, NY 10021",
3372,"232 MOTT STREET                           New York, NY 10012",
3373,"258 ST NICHOLAS AVENUE                    New York, NY 10027",
3374,"305 EAST 72ND   STREET New York, NY 10021",
3375,"306 EAST 82ND STREET                      New York, NY 10028",
3376,"3 GREAT JONES STREET New York, NY 10012",
3377,"239 EAST  79TH STREET New York, NY 10075",
3378,"270 ST NICHOLAS AVENUE                    New York, NY 10027",
3379,"243 WEST 98TH   STREET New York, NY 10025",
3380,"213 EAST 88TH   STREET New York, NY 10128",
3381,"223 EAST 78TH STREET New York, NY 10075",
3382,"259 WEST 85TH   STREET                    New York, NY 10024",
3383,"244 EAST 7TH STREET New York, NY 10009",
3384,"246 EAST 68TH   STREET                    New York, NY 10065",
3385,"301 EAST 63 STREET New York, NY 10065",
3386,"26 EAST 93RD STREET New York, NY 10128",
3387,"240 EAST HOUSTON STREET                   New York, NY 10002",
3388,"264 WEST 25TH STREET                      New York, NY 10001",
3389,"285 LAFAYETTE STREET                      New York, NY 10012",
3390,"215 EAST 80TH STREET New York, NY 10075",
3391,"222 EAST 80TH ST New York, NY 10075",
3392,"23 EAST 17TH   STREET                     New York, NY 10003",
3393,"279 EAST 4TH   STREET                     New York, NY 10009",
3394,"233 EAST 88TH STREET New York, NY 10128",
3395,"280 LENOX AVENUE New York, NY 10027",
3396,"304 EAST 82ND   STREET                    New York, NY 10028",
3397,"210 EAST 84  STREET New York, NY 10028",
3398,"305 2ND AVENUE                            New York, NY 10003",
3399,"216 WEST 108 STREET New York, NY 10025",
3400,"222 RIVERSIDE DRIVE                       New York, NY 10025",
3401,"220 EAST 65TH STREET                      New York, NY 10065",
3402,"301 EAST 75TH STREE New York, NY 10021",
3403,"260 WEST 132 STREET                       New York, NY 10027",
3404,"239 HENRY STREET                          New York, NY 10002",
3405,"233 WEST 99 STREET New York, NY 10025",
3406,"282 GRAND STREET                          New York, NY 10002",
3407,"259 BOWERY New York, NY 10002",
3408,"229 WEST 97TH   STREET New York, NY 10025",
3409,"28 EAST 12TH   STREET                     New York, NY 10003",
3410,"211 EAST 76TH   STREET                    New York, NY 10021",
3411,"25 5TH AVENUE                             New York, NY 10003",
3412,"223-25 EAST 3RD STREET New York, NY 10009",
3413,"23 EAST 81ST   STREET                     New York, NY 10028",
3414,"299 PEARL  STREET New York, NY 10038",
3415,"251 EAST 10TH STREET New York, NY 10009",
3416,"225 WEST 83RD ST                          New York, NY 10024",
3417,"252 7TH AVE New York, NY 10001",
3418,"252 WEST 102ND New York, NY 10025",
3419,"280 9TH AVENUE New York, NY 10001",
3420,"264 EAST 7TH STREET                       New York, NY 10009",
3421,"26 WEST 39TH   STREET                     New York, NY 10018",
3422,"215 EAST BROADWAY                         New York, NY 10002",
3423,"241 EAST 76TH STREET New York, NY 10075",
3424,"215 WEST 105TH STREET                     New York, NY 10025",
3425,"271 EAST 7TH   STREET                     New York, NY 10009",
3426,"2294 FREDRICK DOUGLASS BL                 New York, NY 10027",
3427,"279 CENTRAL PARK WEST                     New York, NY 10024",
3428,"29 WEST 82ND STREET                       New York, NY 10024",
3429,"283 EAST 4TH STREET New York, NY 10009",
3430,"243 MULBERRY STREET New York, NY 10012",
3431,"308 WEST 40TH STREET                      New York, NY 10018",
3432,"304 WEST 88TH STREET New York, NY 10024",
3433,"26 WEST 97 STREET                         New York, NY 10025",
3434,"2861 BROADWAY                             New York, NY 10025",
3435,"264 WATER ST                              New York, NY 10038",
3436,"225 WEST 83RD   STREET                    New York, NY 10024",
3437,"261 MULBERRY STREET                       New York, NY 10012",
3438,"2788 BROADWAY New York, NY 10025",
3439,"211-213 EAST 60TH   STREET                New York, NY 10065",
3440,"306 WEST 97TH STREET                      New York, NY 10025",
3441,"287 EAST HOUSTON STREET                   New York, NY 10002",
3442,"225 HENRY STREET New York, NY 10002",
3443,"300 EIGHTH AVENUE                         New York, NY 10001",
3444,"307 1 AVENUE New York, NY 10003",
3445,"308 WEST 30TH STREET New York, NY 10001",
3446,"225 EAST 73RD   STREET New York, NY 10021",
3447,"300 EAST 79TH STREET                      New York, NY 10075",
3448,"261-263 WEST 34TH   STREET                New York, NY 10001",
3449,"2407 FREDRICK DOUGLASS BL                 New York, NY 10027",
3450,"233 MOTT STREET                           New York, NY 10012",
3451,"255 EAST 74TH STRET                       New York, NY 10021",
3452,"232 EAST 84TH STREET                      New York, NY 10028",
3453,"29 WEST 89TH   STREET New York, NY 10024",
3454,"221-223 WEST 82ND STREET New York, NY 10024",
3455,"250 EAST 65TH STREET                      New York, NY 10065",
3456,"270 RIVERSIDE DRIVE New York, NY 10025",
3457,"223 ST NICHOLAS AVENUE                    New York, NY 10027",
3458,"219 EAST 7 STREET New York, NY 10009",
3459,"304 WEST 78TH STREET New York, NY 10024",
3460,"2451 FREDRICK DOUGLASS BL                 New York, NY 10027",
3461,"291 CHERRY STREET New York, NY 10002",
3462,"301 EAST 64TH New York, NY 10065",
3463,"23 EAST 64TH STREET                       New York, NY 10065",
3464,"241 ELDRIDGE STREET New York, NY 10002",
3465,"309 WEST 86TH STREET New York, NY 10024",
3466,"304 WEST 89TH   STREET New York, NY 10024",
3467,"2401 8 AVENUE                             New York, NY 10027",
3468,"300 EAST 79TH   STREET                    New York, NY 10075",
3469,"300 EAST 77                               New York, NY 10075",
3470,"232 EAST 74TH STREET New York, NY 10021",
3471,"215 EAST 80 STREET New York, NY 10075",
3472,"255 EAST HOUSTON STREET                   New York, NY 10002",
3473,"233 EAST 86TH STREET New York, NY 10028",
3474,"26-28 HORATIO STREET New York, NY 10012",
3475,"217 EAST 5TH STREET                       New York, NY 10003",
3476,"235 WEST 35TH STREET                      New York, NY 10001",
3477,"226 WEST 132 STREET                       New York, NY 10027",
3478,"213 WEST 28TH   STREET                    New York, NY 10001",
3479,"219 WEST 80TH STREET New York, NY 10024",
3480,"210 EAST 88TH   STREET New York, NY 10128",
3481,"249 WEST 29TH STREET New York, NY 10001",
3482,"211 WEST 88TH STREET                      New York, NY 10024",
3483,"215 EAST 61 STREET                        New York, NY 10065",
3484,"246 WEST 132ND STREET                     New York, NY 10027",
3485,"216 EAST 95TH   STREET                    New York, NY 10128",
3486,"305 2 AVENUE                              New York, NY 10003",
3487,"217 EAST 7TH   STREET                     New York, NY 10009",
3488,"222 EAST 17TH STREET New York, NY 10003",
3489,"301 E 75TH STREET New York, NY 10021",
3490,"274 WATER STREET New York, NY 10038",
3491,"231 EAST 14TH STREET New York, NY 10003",
3492,"272 WEST 107TH STREET                     New York, NY 10025",
3493,"307 WEST 126 STREET                       New York, NY 10027",
3494,"261 WEST 34TH   STREET                    New York, NY 10001",
3495,"255 WEST 92ND STREET                      New York, NY 10025",
3496,"307 WEST 82ND STREET New York, NY 10024",
3497,"221 EAST 62ND STREET                      New York, NY 10065",
3498,"219 W 81ST STREET                         New York, NY 10024",
3499,"271 EAST 7TH STREET                       New York, NY 10009",
3500,"309 EAST 4TH STREET New York, NY 10009",
3501,"2300 FREDRICK DOUGLASS BL                 New York, NY 10027",
3502,"216 EAST 75TH   STREET                    New York, NY 10021",
3503,"211 WEST 79TH STREET                      New York, NY 10024",
3504,"215 WEST 28TH   STREET New York, NY 10001",
3505,"212 EAST 95TH STREET                      New York, NY 10128",
3506,"211 ELIZABETH STREET                      New York, NY 10012",
3507,"210 WEST 77TH STREET New York, NY 10024",
3508,"252 7 AVENUE New York, NY 10001",
3509,"240 PARK AVE S                            New York, NY 10003",
3510,"300 EAST 95TH   STREET                    New York, NY 10128",
3511,"264 WATER STREET New York, NY 10038",
3512,"230 EAST 18TH STREET New York, NY 10003",
3513,"301 EAST 63RD STREET New York, NY 10065",
3514,"302 ELIZABETH STREET New York, NY 10012",
3515,"243 RIVERSIDE DRIVE New York, NY 10025",
3516,"212 EAST 93RD   STREET                    New York, NY 10128",
