,Full Address,LatLong
1030,"930 5TH AVENUE New York, NY 10021",
1031,"530 EAST 84 STREET New York, NY 10028",
1032,"505 EAST 83RD STREET New York, NY 10028",
1033,"505 EAST 83RD New York, NY 10028",
1034,"154 EAST 78TH STREET                      New York, NY 10075",
1035,"1113 LEXINGTON AVENUE                     New York, NY 10075",
1036,"423 EAST 82ND   STREET                    New York, NY 10028",
1037,"423 EAST 82ND STREET New York, NY 10028",
1038,"450 EAST 83RD STREET New York, NY 10028",
1039,"450 EAST 83RD STREET                      New York, NY 10028",
1040,"450 EAST 83RD   STREET New York, NY 10028",
1041,"225 EAST 79TH STREET New York, NY 10075",
1042,"415 EAST 82ND STREET New York, NY 10028",
1043,"840 PARK AVENUE New York, NY 10075",
1044,"345 EAST 81 STREET New York, NY 10028",
1045,"345 EAST 81STREET New York, NY 10028",
1046,"345 EAST 81ST STREET New York, NY 10028",
1047,"345 E 81ST STREET New York, NY 10028",
1048,"169 EAST 78TH STREET New York, NY 10075",
1049,"11 EAST 75TH   STREET                     New York, NY 10021",
1050,"15 EAST 75TH   STREET                     New York, NY 10021",
1051,"30 EAST 76 STREET New York, NY 10021",
1052,"510 E 84 ST New York, NY 10028",
1053,"531 EAST 84TH STREET New York, NY 10028",
1054,"215 EAST 79TH STREET New York, NY 10075",
1055,"215 EAST 79 STREET New York, NY 10075",
1056,"529 EAST 84TH STREET New York, NY 10028",
1057,"936 FIFTH AVENUE New York, NY 10021",
1058,"936 5 AVENUE New York, NY 10021",
1059,"1544 SECOND AVENUE                        New York, NY 10028",
1060,"527 EAST 84TH STREET New York, NY 10028",
1061,"318 EAST 81ST   STREET                    New York, NY 10028",
1062,"9 EAST 75TH   STREET                      New York, NY 10021",
1063,"9 EAST 75TH STREET                        New York, NY 10021",
1064,"405 EAST 82ND ST New York, NY 10028",
1065,"1567 YORK AVENUE New York, NY 10028",
1066,"418 EAST 83RD   STREET New York, NY 10028",
1067,"149 EAST 78TH STREET                      New York, NY 10075",
1068,"155 EAST 78TH STREET                      New York, NY 10075",
1069,"416 EAST 83 New York, NY 10028",
1070,"416-18 EAST 83RD STREET New York, NY 10028",
1071,"850 PARK AVENUE New York, NY 10075",
1072,"201 EAST 79TH STREET New York, NY 10075",
1073,"201 EAST 79TH ST New York, NY 10075",
1074,"180 E 79TH ST New York, NY 10075",
1075,"180 EAST 79TH ST New York, NY 10075",
1076,"350 EAST 82ND STREET New York, NY 10028",
1077,"222 EAST 80TH   STREET                    New York, NY 10075",
1078,"222 EAST 80TH New York, NY 10075",
1079,"222 EAST 80TH STREET New York, NY 10075",
1080,"863 PARK AVE New York, NY 10075",
1081,"1556 2 AVENUE                             New York, NY 10028",
1082,"1571 YORK AVENUE New York, NY 10028",
1083,"536 EAST 85TH   STREET                    New York, NY 10028",
1084,"108 EAST 78TH STREET New York, NY 10075",
1085,"944 5 AVE                                 New York, NY 10021",
1086,"70 EAST 77TH STREET New York, NY 10075",
1087,"70 EAST 77TH   STREET New York, NY 10075",
1088,"156 EAST 79TH STREET New York, NY 10075",
1089,"120 EAST END AVENUE New York, NY 10028",
1090,"402 EAST 83RD STREET                      New York, NY 10028",
1091,"1555 2 AVENUE                             New York, NY 10028",
1092,"6 EAST 76TH STREET New York, NY 10021",
1093,"530 EAST 85TH STREET New York, NY 10028",
1094,"530 EAST 85TH   STREET New York, NY 10028",
1095,"528 EAST 85TH   STREET                    New York, NY 10028",
1096,"127 EAST 78TH STREET                      New York, NY 10075",
1097,"860 PARK AVENUE New York, NY 10075",
1098,"860 PARK AVE. New York, NY 10075",
1099,"427 EAST 83RD   STREET                    New York, NY 10028",
1100,"448 EAST 84TH   STREET New York, NY 10028",
1101,"179 EAST 79TH   STREET New York, NY 10075",
1102,"50 EAST 77TH STREET                       New York, NY 10075",
1103,"50 EAST 77TH STREET New York, NY 10075",
1104,"987 MADISON AVENUE                        New York, NY 10075",
1105,"351 EAST 82ND   STREET                    New York, NY 10028",
1106,"223 EAST 80TH   STREET                    New York, NY 10075",
1107,"444 EAST 84 STREET New York, NY 10028",
1108,"236 E. 81ST STREET                        New York, NY 10028",
1109,"234 EAST 81ST   STREET                    New York, NY 10028",
1110,"215 EAST 80TH   STREET                    New York, NY 10075",
1111,"228 EAST 81ST STREET                      New York, NY 10028",
1112,"136 EAST 79TH STREET New York, NY 10075",
1113,"201 EAST 80TH New York, NY 10075",
1114,"7 EAST 76TH   STREET                      New York, NY 10021",
1115,"226 EAST 81ST STREET New York, NY 10028",
1116,"61 EAST 77TH STREET New York, NY 10075",
1117,"340 EAST 83RD STREET New York, NY 10028",
1118,"428 EAST 84TH   STREET                    New York, NY 10028",
1119,"161 EAST 79TH STREET New York, NY 10075",
1120,"178 EAST 80TH ST New York, NY 10075",
1121,"950 FIFTH AVENUE New York, NY 10075",
1122,"124 EAST 79TH   STREET New York, NY 10075",
1123,"124 EAST 79TH STREET                      New York, NY 10075",
1124,"334 EAST 83 STREET New York, NY 10028",
1125,"334 EAST 83RD STREET New York, NY 10028",
1126,"155 EAST 79TH STREET New York, NY 10075",
1127,"950 FIFTH AVENUE New York, NY 10021",
1128,"891 PARK AVENUE New York, NY 10075",
1129,"418 EAST 84TH   STREET                    New York, NY 10028",
1130,"515 E 85TH STREET New York, NY 10028",
1131,"515 EAST 85TH STREET New York, NY 10028",
1132,"530 EAST 86TH ST New York, NY 10028",
1133,"52 EAST 78TH STREET New York, NY 10075",
1134,"330 EAST 83 STREET New York, NY 10028",
1135,"431 EAST 84TH   STREET                    New York, NY 10028",
1136,"1412 3 AVENUE                             New York, NY 10028",
1137,"139 EAST 79 STREET New York, NY 10075",
1138,"187 EAST 80TH STREET                      New York, NY 10028",
1139,"229 E 81ST STREET New York, NY 10028",
1140,"40 EAST 78TH STREET New York, NY 10075",
1141,"1425 THIRD AVENUE New York, NY 10028",
1142,"446 EAST 85TH   STREET New York, NY 10028",
1143,"888 PARK AVENUE New York, NY 10075",
1144,"320 EAST 83RD STREET New York, NY 10028",
1145,"12 HENDERSON PLACE                        New York, NY 10028",
1146,"419 EAST 84 STREET New York, NY 10028",
1147,"148 EAST END AVENUE                       New York, NY 10028",
1148,"310 EAST 83RD   STREET                    New York, NY 10028",
1149,"956 FIFTH AVENUE New York, NY 10075",
1150,"430 EAST 85TH STREET New York, NY 10028",
1151,"215 EAST 81ST STREET New York, NY 10028",
1152,"215 EAST 81ST ST New York, NY 10028",
1153,"215 EAST 81ST  STREET New York, NY 10028",
1154,"510 EAST 86TH STREET New York, NY 10028",
1155,"428 EAST 85TH STREET New York, NY 10028",
1156,"401 EAST 84TH STREET                      New York, NY 10028",
1157,"401 EAST 84TH   STREET                    New York, NY 10028",
1158,"222 EAST 82ND STREET New York, NY 10028",
1159,"220 EAST 82ND STREET New York, NY 10028",
1160,"960 FIFTH AVENUE New York, NY 10075",
1161,"22 EAST 78TH   STREET                     New York, NY 10075",
1162,"435 EAST 85TH New York, NY 10028",
1163,"435 EAST 85TH STREET New York, NY 10028",
1164,"72-76 EAST 79TH   STREET                  New York, NY 10075",
1165,"525 EAST 86TH STREET New York, NY 10028",
1166,"519 EAST 86TH STREET New York, NY 10028",
1167,"208 EAST 82ND STREET New York, NY 10028",
1168,"332 EAST 84TH STREET New York, NY 10028",
1169,"120 EAST 80TH STREET New York, NY 10075",
1170,"1593 2 AVENUE                             New York, NY 10028",
1171,"305 EAST 83 STREET New York, NY 10028",
1172,"446 EAST 86TH   STREET New York, NY 10028",
1173,"446 EAST 86TH STREET New York, NY 10028",
1174,"225 EAST 82ND   STREET                    New York, NY 10028",
1175,"444 EAST 86TH ST. New York, NY 10028",
1176,"444 EAST 86TH STREET New York, NY 10028",
1177,"911 PARK AVENUE New York, NY 10075",
1178,"965 5TH AVENUE New York, NY 10075",
1179,"221 EAST 82ND STREET                      New York, NY 10028",
1180,"1018 MADISON AVENUE New York, NY 10075",
1181,"400 EAST 85 STREET New York, NY 10028",
1182,"415 EAST 85TH STREET New York, NY 10028",
1183,"415 EAST 85 New York, NY 10028",
1184,"248 EAST 83RD   STREET                    New York, NY 10028",
1185,"1438 3 AVENUE                             New York, NY 10028",
1186,"1438 THIRD AVENUE New York, NY 10028",
1187,"1438 THIRD AVE New York, NY 10028",
1188,"140 EAST 81ST STREET New York, NY 10028",
1189,"170 EAST END AVENUE                       New York, NY 10128",
1190,"969 5 AVENUE New York, NY 10075",
1191,"900 PARK AVENUE New York, NY 10075",
1192,"1642 YORK AVENUE New York, NY 10028",
1193,"7 EAST 78TH STREET New York, NY 10075",
1194,"3 EAST 78TH   STREET                      New York, NY 10075",
1195,"531 EAST 87TH STREET New York, NY 10128",
1196,"455 EAST 86TH STREET New York, NY 10028",
1197,"120 EAST 81ST STREET New York, NY 10028",
1198,"445 EAST 86TH STREET New York, NY 10028",
1199,"39 EAST 79TH STREET New York, NY 10075",
1200,"420 EAST 86TH STREET                      New York, NY 10028",
1201,"311 EAST 84TH STREET New York, NY 10028",
1202,"1639 FIRST AVENUE                         New York, NY 10028",
1203,"522 EAST 88TH New York, NY 10128",
1204,"435 EAST 86 STREET New York, NY 10028",
1205,"929 PARK AVENUE New York, NY 10028",
1206,"431 EAST 86TH STREET New York, NY 10028",
1207,"322 E. 85TH ST. New York, NY 10028",
1208,"125 EAST 81ST   STREET                    New York, NY 10028",
1209,"520 EAST 88TH STREET                      New York, NY 10128",
1210,"50 EAST 80TH STREET New York, NY 10075",
1211,"425 EAST 86TH   STREET New York, NY 10028",
1212,"425 EAST 86 STREET New York, NY 10028",
1213,"1045 MADISON AVENUE New York, NY 10075",
1214,"180 EAST END AVENUE New York, NY 10128",
1215,"180 EAST END New York, NY 10128",
1216,"1628 SECOND AVENUE New York, NY 10028",
1217,"40 EAST 80TH STREET New York, NY 10075",
1218,"312 EAST 85TH STREET                      New York, NY 10028",
1219,"163 EAST 82ND STREET                      New York, NY 10028",
1220,"238 EAST 84TH STREET New York, NY 10028",
1221,"444 EAST 87TH STREET New York, NY 10128",
1222,"444 EAST 87TH ST New York, NY 10128",
1223,"339 EAST 85TH STREET New York, NY 10028",
1224,"159 EAST 82ND STREET New York, NY 10028",
1225,"21 EAST 79TH STREET New York, NY 10075",
1226,"1619 2 AVENUE New York, NY 10028",
1227,"529 EAST 88TH STREET New York, NY 10128",
1228,"323 EAST 85TH   STREET                    New York, NY 10028",
1229,"300 EAST 85TH STREET New York, NY 10028",
1230,"201 EAST 83RD New York, NY 10028",
1231,"201 EAST 83RD STREET New York, NY 10028",
1232,"504 EAST 88TH   STREET                    New York, NY 10128",
1233,"59 EAST 80TH   STREET                     New York, NY 10075",
1234,"335 EAST 85TH STREET New York, NY 10028",
1235,"122 EAST 82ND ST New York, NY 10028",
1236,"26 EAST 80TH   STREET                     New York, NY 10075",
1237,"941 PARK AVENUE New York, NY 10028",
1238,"443 EAST 87TH STREET                      New York, NY 10128",
1239,"208 EAST 84 STREET New York, NY 10028",
1240,"45 EAST 80TH STREET                       New York, NY 10075",
1241,"45 EAST 80TH   STREET                     New York, NY 10075",
1242,"980 FIFTH AVE New York, NY 10075",
1243,"980 FIFTH AVENUE New York, NY 10075",
1244,"212 EAST 84TH STREET New York, NY 10028",
1245,"152 EAST 83 STREET New York, NY 10028",
1246,"129 EAST 82ND STREET New York, NY 10028",
1247,"509 EAST 88TH STREET New York, NY 10128",
1248,"150 EAST 83RD STREET New York, NY 10028",
1249,"148 EAST 83RD STREET New York, NY 10028",
1250,"307 EAST 85TH   STREET                    New York, NY 10028",
1251,"305 EAST 85TH STREET New York, NY 10028",
1252,"140 EAST 83RD STREET New York, NY 10028",
1253,"140 EAST 83 STREET New York, NY 10028",
1254,"200 EAST 84TH   STREET New York, NY 10028",
1255,"1474 3 AVENUE                             New York, NY 10028",
1256,"955 PARK AVENUE New York, NY 10028",
1257,"520 EAST 89TH   STREET                    New York, NY 10128",
1258,"446 EAST 88TH   STREET                    New York, NY 10128",
1259,"1064 MADISON AVENUE                       New York, NY 10028",
1260,"1220 LEXINGTON AVENUE                     New York, NY 10028",
1261,"151 EAST 83RD STREET New York, NY 10028",
1262,"525 EAST 89TH STREET New York, NY 10128",
1263,"312 EAST 86TH   STREET                    New York, NY 10028",
1264,"1665 FIRST AVENUE                         New York, NY 10028",
1265,"128 EAST 83 STREET New York, NY 10028",
1266,"403 EAST 87TH STREET New York, NY 10128",
1267,"135 EAST 83RD STREET New York, NY 10028",
1268,"135 EAST 83RD New York, NY 10028",
1269,"120 EAST 83RD   STREET New York, NY 10028",
1270,"216 EAST 85TH STREET New York, NY 10028",
1271,"218 EAST 85 STREET New York, NY 10028",
1272,"112 EAST 83RD STREET New York, NY 10028",
1273,"344 E 87TH STREET New York, NY 10128",
1274,"344 EAST 87TH STREET New York, NY 10128",
1275,"515 EAST 89TH   STREET New York, NY 10128",
1276,"46 EAST 82ND   STREET                     New York, NY 10028",
1277,"410 EAST 88TH   STREET                    New York, NY 10128",
1278,"530 EAST 90TH STREET New York, NY 10128",
1279,"148 EAST 84TH STREET New York, NY 10028",
1280,"404-406 EAST 88TH   STREET                New York, NY 10128",
1281,"171 EAST 84TH STREET New York, NY 10028",
1282,"171 EAST 84 STREET                        New York, NY 10028",
1283,"171 EAST 84ST                             New York, NY 10028",
1284,"171 EAST 84TH   STREET New York, NY 10028",
1285,"960 PARK AVENUE New York, NY 10028",
1286,"1080 MADISON AVENUE New York, NY 10028",
1287,"975 PARK AVENUE New York, NY 10028",
1288,"975 PARK AVE New York, NY 10028",
1289,"305-315 EAST 86 STREET                    New York, NY 10028",
1290,"520 EAST 90 STREET New York, NY 10128",
1291,"995 FIFTH AVENUE New York, NY 10028",
1292,"1082 MADISON AVENUE New York, NY 10028",
1293,"339 EAST 87TH   STREET                    New York, NY 10128",
1294,"983 PARK AVENUE New York, NY 10028",
1295,"360 EAST 88 STREET                        New York, NY 10128",
1296,"145 EAST 84TH STREET New York, NY 10028",
1297,"124 EAST 84TH ST New York, NY 10028",
1298,"124 EAST 84TH STREET New York, NY 10028",
1299,"45 EAST 82ND STREET New York, NY 10028",
1300,"1725 YORK AVENUE New York, NY 10128",
1301,"355 EAST 88TH STREET                      New York, NY 10128",
1302,"233 EAST 86TH   STREET New York, NY 10028",
1303,"233 EAST 86TH ST New York, NY 10028",
1304,"48 EAST 83RD STREET New York, NY 10028",
1305,"150 EAST 85TH   STREET                    New York, NY 10028",
1306,"225 EAST 86 STREET                        New York, NY 10028",
1307,"225 EAST 86TH   STREET New York, NY 10028",
1308,"225 EAST 86TH STREET New York, NY 10028",
1309,"250 EAST 87 ST New York, NY 10028",
1310,"46 EAST 83RD   STREET                     New York, NY 10028",
1311,"231 EAST 86TH STREET New York, NY 10028",
1312,"242 EAST 87 STREET New York, NY 10128",
1313,"1001 5TH AVENUE New York, NY 10028",
1314,"302 EAST 88TH STREET New York, NY 10128",
1315,"40 EAST 83RD New York, NY 10028",
1316,"119 EAST 84 STREET New York, NY 10028",
1317,"119 EAST 84TH STREET New York, NY 10028",
1318,"1095 MADISON AVENUE New York, NY 10028",
1319,"151 EAST 85 STREET New York, NY 10028",
1320,"401 EAST 89TH   STREET                    New York, NY 10128",
1321,"401 EAST 89TH STREET New York, NY 10128",
1322,"1717 1 AVENUE                             New York, NY 10128",
1323,"360 EAST 89TH   STREET New York, NY 10128",
1324,"245 EAST 87 New York, NY 10128",
1325,"245 EAST 87 STREET New York, NY 10128",
1326,"220 EAST 87 New York, NY 10128",
1327,"1001 PARK AVENUE New York, NY 10028",
1328,"402 EAST 90TH STREET New York, NY 10128",
1329,"402 EAST 90TH   STREET                    New York, NY 10128",
1330,"348 EAST 89TH STREET New York, NY 10128",
1331,"427 EAST 90TH   STREET                    New York, NY 10128",
1332,"235 EAST 87 New York, NY 10128",
1333,"235 EAST 87 STREET New York, NY 10128",
1334,"235 EAST 87TH ST New York, NY 10128",
1335,"305 EAST 88TH STREET New York, NY 10128",
1336,"305 EAST 88TH New York, NY 10128",
1337,"417 EAST 90TH STRET New York, NY 10128",
1338,"417 EAST 90 STREET New York, NY 10128",
1339,"417 EAST 90TH STREET New York, NY 10128",
1340,"8 EAST 83 STREET New York, NY 10028",
1341,"8 EAST 83RD STREET New York, NY 10028",
1342,"214 EAST 87TH STREET                      New York, NY 10128",
1343,"389 EAST 89TH   STREET New York, NY 10128",
1344,"400 EAST 90 STREET                        New York, NY 10128",
1345,"227 EAST 87TH New York, NY 10128",
1346,"227 EAST 87TH  STREET New York, NY 10128",
1347,"312 EAST 89TH STREET New York, NY 10128",
1348,"1016 FIFTH AVENUE New York, NY 10028",
1349,"1115 MADISON AVENUE New York, NY 10028",
1350,"17 EAST 83RD STREET New York, NY 10028",
1351,"17 EAST 83RD   STREET New York, NY 10028",
1352,"1703 2 AVENUE                             New York, NY 10128",
1353,"111 EAST 85TH STREET New York, NY 10028",
1354,"111 EAST 85TH ST New York, NY 10028",
1355,"111 EAST 85 New York, NY 10028",
1356,"111 EAST 85TH New York, NY 10028",
1357,"111 E. 85TH STREET New York, NY 10028",
1358,"20 EAST 84TH STREET New York, NY 10028",
1359,"151 EAST 86TH   STREET                    New York, NY 10028",
1360,"214 EAST 88TH STREET New York, NY 10128",
1361,"1020 FIFTH AVENUE New York, NY 10028",
1362,"233 E 88TH ST New York, NY 10128",
1363,"210 EAST 88TH STREET New York, NY 10128",
1364,"313 EAST 89TH   STREET New York, NY 10128",
1365,"330 EAST 90TH STREET New York, NY 10128",
1366,"1025 5TH AVENUE New York, NY 10028",
1367,"1025 FIFTH AVENUE New York, NY 10028",
1368,"170 EAST 87TH STREET New York, NY 10128",
1369,"170 EAST 87TH STREET                      New York, NY 10128",
1370,"18 EAST 84TH STREET New York, NY 10028",
1371,"320 EAST 90TH STREET New York, NY 10128",
1372,"252 EAST 89TH ST New York, NY 10128",
1373,"1035 PARK AVE New York, NY 10028",
1374,"38 EAST 85TH STREET New York, NY 10028",
1375,"335 EAST 90TH   STREET New York, NY 10128",
1376,"123 EAST 86 STREET                        New York, NY 10028",
1377,"1724 2 AVENUE New York, NY 10128",
1378,"1724 SECOND AVENUE New York, NY 10128",
1379,"1724 2 AVENUE                             New York, NY 10128",
1380,"205 EAST 88TH STREET New York, NY 10128",
1381,"35 E 85TH STREET New York, NY 10028",
1382,"120 EAST 87 STREET New York, NY 10128",
1383,"120 E 87TH STREET New York, NY 10128",
1384,"120 EAST 87TH STREET New York, NY 10128",
1385,"350 EAST 91ST STREET New York, NY 10128",
1386,"30 EAST 85 STREET                         New York, NY 10028",
1387,"30 EAST 85TH   STREET New York, NY 10028",
1388,"159 EAST 87TH   STREET                    New York, NY 10128",
1389,"68 EAST 86TH STREET New York, NY 10028",
1390,"1045 PARK AVENUE New York, NY 10028",
1391,"64 EAST 86TH STREET New York, NY 10028",
1392,"333 E 91ST                                New York, NY 10128",
1393,"110 EAST 87TH STREET New York, NY 10128",
1394,"246 EAST 90TH STREET New York, NY 10128",
1395,"217 EAST 89TH STREET New York, NY 10128",
1396,"1049 PARK AVENUE New York, NY 10028",
1397,"200 EAST 89TH STREET New York, NY 10128",
1398,"200 EAST 89TH   STREET                    New York, NY 10128",
1399,"244 EAST 90TH   STREET New York, NY 10128",
1400,"215 EAST 89TH STREET New York, NY 10128",
1401,"1040 PARK AVENUE New York, NY 10028",
1402,"161 EAST 88TH STREET New York, NY 10128",
1403,"115 EAST 87 STREET New York, NY 10028",
1404,"203 EAST 89TH STREET New York, NY 10128",
1405,"141 EAST 88TH STREET                      New York, NY 10128",
1406,"141 EAST 88TH STREET New York, NY 10128",
1407,"61 EAST 86TH STREET New York, NY 10028",
1408,"1587 THIRD AVENUE New York, NY 10128",
1409,"55 EAST 86TH STREET                       New York, NY 10028",
1410,"62 EAST 87TH STREET New York, NY 10128",
1411,"206 EAST 90TH STREET New York, NY 10128",
1412,"204 EAST 90TH   STREET New York, NY 10128",
1413,"340 E 93RD                                New York, NY 10128",
1414,"340 EAST 93 STREET New York, NY 10128",
1415,"340 EAST 93RD ST New York, NY 10128",
1416,"340 EAST 93 New York, NY 10128",
1417,"340 E. 93RD STREET New York, NY 10128",
1418,"305 EAST 91ST STREET New York, NY 10128",
1419,"305 EAST 91 ST New York, NY 10128",
1420,"343 EAST 92ND   STREET New York, NY 10128",
1421,"56 EAST 87TH STREET New York, NY 10128",
1422,"56 EAST 87TH   STREET New York, NY 10128",
1423,"1049 5 AVENUE New York, NY 10028",
1424,"1049 5TH AVENUE                           New York, NY 10028",
1425,"331 EAST 92ND STREET New York, NY 10128",
1426,"123 EAST 88TH STREET New York, NY 10128",
1427,"333 EAST 92ND ST New York, NY 10128",
1428,"121 EAST 88TH STREET New York, NY 10128",
1429,"1075 PARK AVE New York, NY 10128",
1430,"1075 PARK AVENUE New York, NY 10128",
1431,"1060 PARK AVENUE New York, NY 10128",
1432,"11 EAST 86TH   STREET New York, NY 10028",
1433,"11 EAST 86 STREET New York, NY 10028",
1434,"11 EAST 86TH STREET New York, NY 10028",
1435,"1048 5 AVENUE                             New York, NY 10028",
1436,"55 EAST 87 New York, NY 10128",
1437,"1178 MADISON AVENUE New York, NY 10028",
1438,"1760 2 AVENUE                             New York, NY 10128",
1439,"1619 3 AVENUE New York, NY 10128",
1440,"1619 THIRD AVE New York, NY 10128",
1441,"1601 3 AVENUE                             New York, NY 10128",
1442,"334 EAST 93RD   STREET                    New York, NY 10128",
1443,"322 EAST 93RD   STREET                    New York, NY 10128",
1444,"12 EAST 87TH ST New York, NY 10128",
1445,"1342 LEXINGTON AVENUE New York, NY 10128",
1446,"181 EAST 90TH   STREET                    New York, NY 10128",
1447,"1766 SECOND AVENUE                        New York, NY 10128",
1448,"60 EAST 88TH   STREET                     New York, NY 10128",
1449,"345 EAST 93RD New York, NY 10128",
1450,"345 EAST 93RD   STREET                    New York, NY 10128",
1451,"345 EAST 93 STREET New York, NY 10128",
1452,"21 EAST 87TH STREET New York, NY 10128",
1453,"1082 PARK AVENUE New York, NY 10128",
1454,"1768 SECOND AVENUE                        New York, NY 10128",
1455,"1056 FIFTH AVENUE New York, NY 10028",
1456,"40 EAST 88TH STREET New York, NY 10128",
1457,"300 EAST 93 ST.                           New York, NY 10128",
1458,"300 EAST 93 STREET                        New York, NY 10128",
1459,"300 EAST 93RD STREET New York, NY 10128",
1460,"1623 3 AVE                                New York, NY 10128",
1461,"1623 3 AVENUE New York, NY 10128",
1462,"1623 THIRD AVENUE                         New York, NY 10128",
1463,"161 EAST 90TH STREET New York, NY 10128",
1464,"161 EAST 90TH ST New York, NY 10128",
1465,"11 EAST 87TH New York, NY 10128",
1466,"22 EAST 88TH STREET New York, NY 10128",
1467,"1623 3RD AVENUE New York, NY 10128",
1468,"1103 PARK AVENUE New York, NY 10128",
1469,"120 EAST 90TH STREET New York, NY 10128",
1470,"120 EAST 90TH   STREET                    New York, NY 10128",
1471,"1105 PARK AVENUE New York, NY 10128",
1472,"114 EAST 90TH STREET New York, NY 10128",
1473,"47 EAST 88TH STREET New York, NY 10128",
1474,"160 EAST 91ST STREET New York, NY 10128",
1475,"160 E 91 STREET New York, NY 10128",
1476,"160 EAST 91 STREET New York, NY 10128",
1477,"50 EAST 89TH   STREET New York, NY 10128",
1478,"50 EAST 89 New York, NY 10128",
1479,"50 EAST 89TH STREET New York, NY 10128",
1480,"50 EAST 89 ST New York, NY 10128",
1481,"1641 THIRD AVENUE New York, NY 10128",
1482,"1641 THIRD AVENUE                         New York, NY 10128",
1483,"1641 3 AVENUE                             New York, NY 10128",
1484,"1641 THIRD AVE New York, NY 10128",
1485,"1060 FIFTH AVENUE New York, NY 10128",
1486,"12 EAST 88TH   STREET                     New York, NY 10128",
1487,"1802 SECOND AVENUE                        New York, NY 10128",
1488,"1100 PARK AVENUE New York, NY 10128",
1489,"1368 LEXINGTON AVENUE New York, NY 10128",
1490,"161 EAST 91ST STREET New York, NY 10128",
1491,"1377-1379 LEXINGTON AVENUE                New York, NY 10128",
1492,"115 EAST 90TH ST New York, NY 10128",
1493,"1110 PARK AVENUE New York, NY 10128",
1494,"1810 2 AVENUE                             New York, NY 10128",
1495,"155 EAST 91 STREET New York, NY 10128",
1496,"124 EAST 91ST STREET New York, NY 10128",
1497,"245 EAST 93 STREET New York, NY 10128",
1498,"1112 PARK AVENUE New York, NY 10128",
1499,"114 EAST 91ST STREET New York, NY 10128",
1500,"108 EAST 91 New York, NY 10128",
1501,"301 EAST 94TH   STREET                    New York, NY 10128",
1502,"1120 PARK AVENU New York, NY 10128",
1503,"1120 PARK AVENUE                          New York, NY 10128",
1504,"1388 LEXINGTON AVE New York, NY 10128",
1505,"169 EAST 92ND   STREET                    New York, NY 10128",
1506,"17 EAST 89 STREET New York, NY 10128",
1507,"45 EAST 89TH STREET New York, NY 10128",
1508,"1133 PARK AVENUE New York, NY 10128",
1509,"1832 2 AVENUE                             New York, NY 10128",
1510,"121 EAST 91ST STREET                      New York, NY 10128",
1511,"188 EAST 93RD STREET New York, NY 10128",
1512,"3 AVENUE New York, NY 10128",
1513,"103 EAST 91ST   STREET                    New York, NY 10128",
1514,"107 EAST 91ST STREET                      New York, NY 10128",
1515,"1128 PARK AVENUE New York, NY 10128",
1516,"180 EAST 93 STREET                        New York, NY 10128",
1517,"180 EAST 93RD   STREET                    New York, NY 10128",
1518,"1261 MADISON AVENUE New York, NY 10128",
1519,"1664 3 AVENUE                             New York, NY 10128",
1520,"131 EAST 92ND   STREET New York, NY 10128",
1521,"21 EAST 90TH STREET New York, NY 10128",
1522,"150 EAST 93RD STREET New York, NY 10128",
1523,"224 EAST 95TH STREET New York, NY 10128",
1524,"203 EAST 94TH STREET                      New York, NY 10128",
1525,"177 EAST 93RD STREET New York, NY 10128",
1526,"177 EAST 93 STREET New York, NY 10128",
1527,"205 EAST 94TH   STREET                    New York, NY 10128",
1528,"134 EAST 93                               New York, NY 10128",
1529,"170 EAST 94TH   STREET New York, NY 10128",
1530,"170 EAST 94TH STREET New York, NY 10128",
1531,"170 E 94TH STREET New York, NY 10128",
1532,"47 EAST 91ST STREET New York, NY 10128",
1533,"47 EAST 91ST   STREET New York, NY 10128",
1534,"1691 3 AVENUE                             New York, NY 10128",
1535,"152 EAST 94 STREET New York, NY 10128",
1536,"152 EAST 94TH STREET New York, NY 10128",
1537,"131 EAST 93RD STREET New York, NY 10128",
1538,"131 EAST 93 STREET New York, NY 10128",
1539,"1449 LEXINGTON AVENUE New York, NY 10128",
1540,"178 EAST 95TH STREET                      New York, NY 10128",
1541,"1172 PARK AVENUE New York, NY 10128",
1542,"1185 PARK AVE New York, NY 10128",
1543,"1185 PARK AVENUE New York, NY 10128",
1544,"164 EAST 95TH STREET                      New York, NY 10128",
1545,"70 EAST 93RD STREET New York, NY 10128",
1546,"139 EAST 94TH STREET New York, NY 10128",
1547,"217 EAST 96TH   STREET New York, NY 10128",
1548,"1107 FIFTH AVENUE New York, NY 10128",
1549,"17 EAST 92ND   STREET                     New York, NY 10128",
1550,"1199 PARK AVENUE New York, NY 10128",
1551,"1199 PARK AVENUE                          New York, NY 10128",
1552,"215 EAST 96TH STREET New York, NY 10128",
1553,"140 EAST 95 STREET New York, NY 10128",
1554,"18 EAST 93RD STREET New York, NY 10128",
1555,"64 EAST 94TH STREET New York, NY 10128",
1556,"64 EAST 94TH ST New York, NY 10128",
1557,"29 EAST 93RD STREET New York, NY 10128",
1558,"1326 MADISON AVENUE New York, NY 10128",
1559,"9 EAST 93RD STREET New York, NY 10128",
1560,"1220 PARK AVENUE New York, NY 10128",
1561,"1235 PARK AVENUE New York, NY 10128",
1562,"27 EAST 94TH STREET                       New York, NY 10128",
1563,"1236 PARK AVENUE New York, NY 10128",
1564,"70 EAST 96TH   STREET New York, NY 10128",
1565,"22 EAST 95TH STREET New York, NY 10128",
