,Full Address,LatLong
2750,"130 EAST 94TH STREET New York, NY 10128",
2751,"14 EAST 96TH STREET New York, NY 10128",
2752,"300 EAST 85 STREET New York, NY 10028",
2753,"130 EAST 75TH STTREET New York, NY 10021",
2754,"1486 SECOND AVENUE                        New York, NY 10075",
2755,"61 EAST 77TH   STREET New York, NY 10075",
2756,"402 EAST 74TH   STREET                    New York, NY 10021",
2757,"110 EAST 64TH   STREET New York, NY 10065",
2758,"55 EAST 93 STREET                         New York, NY 10128",
2759,"403 EAST 62ND   STREET New York, NY 10065",
2760,"162 E 91ST ST New York, NY 10128",
2761,"534 EAST 87TH   STREET                    New York, NY 10128",
2762,"401 EAST 65TH New York, NY 10065",
2763,"325 EAST 77TH STREET New York, NY 10075",
2764,"415 EAST 81ST   STREET                    New York, NY 10028",
2765,"305 EAST 72ND   STREET New York, NY 10021",
2766,"3 EAST 94 STREET                          New York, NY 10128",
2767,"232 EAST 84TH STREET                      New York, NY 10028",
2768,"1090 PARK AVENUE New York, NY 10128",
2769,"150 E 61ST STREET New York, NY 10065",
2770,"1619 3RD AVENUE                           New York, NY 10128",
2771,"655 PARK AVENUE New York, NY 10065",
2772,"1030 FIFTH AVENUE New York, NY 10028",
2773,"309 EAST 93RD STREET                      New York, NY 10128",
2774,"515 EAST 85TH   STREET New York, NY 10028",
2775,"610 PARK AVENUE                           New York, NY 10065",
2776,"245 EAST 93RD ST                          New York, NY 10128",
2777,"860 LEXINGTON AVENUE                      New York, NY 10065",
2778,"415 EAST 80TH   STREET New York, NY 10075",
2779,"240 EAST 76TH STREET New York, NY 10021",
2780,"155 EAST 93RD ST New York, NY 10128",
2781,"1438 3RD AVENUE New York, NY 10028",
2782,"923 5 AVENUE New York, NY 10021",
2783,"245 EAST 93 STREET                        New York, NY 10128",
2784,"40 EAST 61ST   STREET New York, NY 10065",
2785,"115 EAST 73RD   STREET                    New York, NY 10021",
2786,"1307 MADISON AVENUE                       New York, NY 10128",
2787,"1349 LEXINGTON AVE New York, NY 10128",
2788,"402 EAST 83RD STREET New York, NY 10028",
2789,"125 EAST 83RD   STREET                    New York, NY 10028",
2790,"350 EAST 77 New York, NY 10075",
2791,"55 EAST 86TH   STREET                     New York, NY 10028",
2792,"1250 3RD AVENUE New York, NY 10021",
2793,"120 E 81 ST New York, NY 10028",
2794,"136 EAST 64TH STREET New York, NY 10065",
2795,"124 EAST 79TH   STREET                    New York, NY 10075",
2796,"1564 SECOND AVENUE                        New York, NY 10028",
2797,"200 EAST 61ST ST                          New York, NY 10065",
2798,"232 EAST 68TH   STREET New York, NY 10065",
2799,"212 EAST 77 STREET New York, NY 10075",
2800,"250 EAST 65TH   STREET New York, NY 10065",
2801,"1355 1ST AVENUE                           New York, NY 10021",
2802,"115 EAST 90TH   STREET New York, NY 10128",
2803,"931 LEXINGTON AVENUE New York, NY 10065",
2804,"55 EAST 82ND   STREET                     New York, NY 10028",
2805,"422 E. 72ND STREET                        New York, NY 10021",
2806,"173 EAST 74TH STREET New York, NY 10021",
2807,"1110 PARK AVENUE                          New York, NY 10128",
2808,"1045 MADISON AVENUE                       New York, NY 10075",
2809,"16 EAST 82ND STREET New York, NY 10028",
2810,"11 EAST 87TH STREET New York, NY 10128",
2811,"1104 LEXINGTON AVENUE                     New York, NY 10075",
2812,"130 EAST 63RD   STREET New York, NY 10065",
2813,"190 EAST 72ND STREET New York, NY 10021",
2814,"534 EAST 84TH STREET New York, NY 10028",
2815,"300 EAST 90TH   STREET                    New York, NY 10128",
2816,"1065 PARK AVENUE New York, NY 10128",
2817,"300 EAST 79TH STREET                      New York, NY 10075",
2818,"300 EAST 62ND STREET                      New York, NY 10065",
2819,"511 EAST 82ND   STREET New York, NY 10028",
2820,"1540R 2 AVENUE                            New York, NY 10028",
2821,"162 EAST 74 STREET New York, NY 10021",
2822,"15 EAST 69TH   STREET New York, NY 10021",
2823,"120 EAST 79TH   STREET New York, NY 10075",
2824,"161 EAST 89TH STREET                      New York, NY 10128",
2825,"1131 LEXINGTON AVENUE New York, NY 10075",
2826,"440 EAST 79TH STREET New York, NY 10075",
2827,"415 EAST 80TH New York, NY 10075",
2828,"301 EAST 69TH   STREET New York, NY 10021",
2829,"255 EAST 74TH STREET New York, NY 10021",
2830,"524 EAST 72ND   STREET                    New York, NY 10021",
2831,"181 EAST 93RD New York, NY 10128",
2832,"120 E 87TH ST                             New York, NY 10128",
2833,"1401 YORK AVENUE New York, NY 10021",
2834,"1466 LEXINGTON AVENUE New York, NY 10128",
2835,"120 EAST 90 STREET                        New York, NY 10128",
2836,"460 EAST 79TH STREET                      New York, NY 10075",
2837,"214 EAST 70TH   STREET New York, NY 10021",
2838,"120 EAST 81ST   STREET New York, NY 10028",
2839,"145 EAST 76TH   STREET New York, NY 10021",
2840,"527 EAST 72ND STREET New York, NY 10021",
2841,"898 PARK AVENUE New York, NY 10075",
2842,"405 EAST 90TH STREET                      New York, NY 10128",
2843,"1143 5 AVENUE                             New York, NY 10128",
2844,"49 EAST 86TH STREET New York, NY 10028",
2845,"165 EAST 80TH STREET                      New York, NY 10075",
2846,"167 EAST 61ST New York, NY 10065",
2847,"13 EAST 75TH   STREET                     New York, NY 10021",
2848,"1141 PARK AVENUE                          New York, NY 10128",
2849,"525 PARK AVENUE New York, NY 10065",
2850,"150 EAST 85 STREET                        New York, NY 10028",
2851,"170 EAST 87 STREET                        New York, NY 10128",
2852,"61 EAST 93RD   STREET                     New York, NY 10128",
2853,"305 EAST 85TH STREET                      New York, NY 10028",
2854,"1148 FIFTH AVE New York, NY 10128",
2855,"15 EAST 69TH STREET                       New York, NY 10021",
2856,"317 EAST 73RD STREET New York, NY 10021",
2857,"243 EAST 77TH   STREET New York, NY 10075",
2858,"515 EAST 72ND   STREET New York, NY 10021",
2859,"45 EAST 89 STREET New York, NY 10128",
2860,"166 EAST 61ST New York, NY 10065",
2861,"45 EAST 62ND STREET New York, NY 10065",
2862,"315 EAST 65TH New York, NY 10065",
2863,"737 PARK AVENUE                           New York, NY 10021",
2864,"16 EAST 94TH STREET                       New York, NY 10128",
2865,"127 EAST 94TH STREET                      New York, NY 10128",
2866,"233 EAST 69TH   STREET                    New York, NY 10021",
2867,"1429 LEXINGTON AVENUE New York, NY 10128",
2868,"220 EAST 65TH STREET                      New York, NY 10065",
2869,"11 EAST 68TH   STREET New York, NY 10065",
2870,"68 EAST 86TH New York, NY 10028",
2871,"509 EAST 77TH New York, NY 10075",
2872,"529 EAST 88 STREET New York, NY 10128",
2873,"221 EAST 78 STREET New York, NY 10075",
2874,"404 EAST 76TH   STREET                    New York, NY 10021",
2875,"538 EAST 84TH STREET New York, NY 10028",
2876,"444 EAST 86 STREET New York, NY 10028",
2877,"426 EAST 73RD   STREET New York, NY 10021",
2878,"120 EAST 90TH   STREET New York, NY 10128",
2879,"204 EAST 75TH STREET                      New York, NY 10021",
2880,"151 EAST 74TH   STREET                    New York, NY 10021",
2881,"1134 1 AVENUE                             New York, NY 10065",
2882,"404 EAST 76TH STREET New York, NY 10021",
2883,"425 EAST 78TH STREET New York, NY 10075",
2884,"113 EAST 91ST STREET                      New York, NY 10128",
2885,"1135 LEXINGTON AVENUE New York, NY 10075",
2886,"10 EAST END AVENUE New York, NY 10075",
2887,"184 EAST 64TH STREET                      New York, NY 10065",
2888,"944 PARK AVENUE New York, NY 10028",
2889,"152 EAST 94TH   STREET New York, NY 10128",
2890,"65 EAST 76TH STREET                       New York, NY 10021",
2891,"539 EAST 87 ST                            New York, NY 10128",
2892,"151 EAST 78TH STREET                      New York, NY 10075",
2893,"520 EAST 86TH STREET New York, NY 10028",
2894,"165 EAST 66TH STREET                      New York, NY 10065",
2895,"429 EAST 77TH   STREET                    New York, NY 10075",
2896,"120 EAST 79TH STREET New York, NY 10075",
2897,"404 EAST 66TH   STREET New York, NY 10065",
2898,"1230 3 AVENUE New York, NY 10021",
2899,"500 E 83RD STREET New York, NY 10028",
2900,"1573 THIRD AVENUE                         New York, NY 10128",
2901,"400 EAST 90TH   STREET                    New York, NY 10128",
2902,"136 EAST 95TH   STREET                    New York, NY 10128",
2903,"414 EAST 78TH   STREET                    New York, NY 10075",
2904,"1120 FIFTH AVENUE New York, NY 10128",
2905,"120 EAST 71ST STREET                      New York, NY 10021",
2906,"134 EAST 74TH   STREET                    New York, NY 10021",
2907,"106 EAST 85TH STREET New York, NY 10028",
2908,"3 EAST 95TH   STREET New York, NY 10128",
2909,"1035 FIFTH AVENUE New York, NY 10028",
2910,"236 EAST 81ST STREET                      New York, NY 10028",
2911,"129 EAST 95TH   STREET New York, NY 10128",
2912,"208 EAST 70 STREET New York, NY 10021",
2913,"950 PARK AVENUE New York, NY 10028",
2914,"1522 1 AVENUE New York, NY 10075",
2915,"151 EAST 79TH STREET New York, NY 10075",
2916,"234 EAST 95TH   STREET                    New York, NY 10128",
2917,"363 E 76 ST New York, NY 10075",
2918,"1293 1 AVENUE                             New York, NY 10021",
2919,"414 EAST 88TH STREET New York, NY 10128",
2920,"985 PARK AVENUE                           New York, NY 10028",
2921,"330 E 94TH STREET New York, NY 10128",
2922,"167 EAST 82ND STREET New York, NY 10028",
2923,"12 EAST 87TH STREET New York, NY 10128",
2924,"1437 3 AVENUE                             New York, NY 10028",
2925,"200 EAST 94TH   STREET New York, NY 10128",
2926,"525 EAST 89TH   STREET New York, NY 10128",
2927,"969 PARK AVE New York, NY 10028",
2928,"179 EAST 94TH   STREET                    New York, NY 10128",
2929,"542 EAST 79TH   STREET New York, NY 10075",
2930,"515 EAST 79TH   STREET New York, NY 10075",
2931,"940 PARK AVENUE New York, NY 10028",
2932,"524 EAST 85 STREET                        New York, NY 10028",
2933,"131 EAST 66TH New York, NY 10065",
2934,"150 EAST 77TH New York, NY 10075",
2935,"111 EAST 88TH STREET                      New York, NY 10128",
2936,"303 EAST 77TH STREET                      New York, NY 10075",
2937,"509 EAST 77TH   STREET New York, NY 10075",
2938,"504 EAST 63RD   STREET                    New York, NY 10065",
2939,"135 EAST 83 STREET                        New York, NY 10028",
2940,"535 EAST 78TH   STREET New York, NY 10075",
2941,"200 EAST 61ST   STREET New York, NY 10065",
2942,"766 MADISON AVENUE New York, NY 10065",
2943,"971 MADISON AVENUE                        New York, NY 10021",
2944,"1511 3 AVENUE                             New York, NY 10028",
2945,"3 EAST 77TH STREET New York, NY 10075",
2946,"55 EAST 65TH   STREET New York, NY 10065",
2947,"35 EAST 63RD   STREET                     New York, NY 10065",
2948,"163 EAST 89TH STREET                      New York, NY 10128",
2949,"1459 3 AVENUE                             New York, NY 10028",
2950,"899 LEXINGTON AVENUE New York, NY 10065",
2951,"135 EAST 71ST STREET New York, NY 10021",
2952,"700 PARK AVENUE                           New York, NY 10021",
2953,"12 EAST 88TH STREET New York, NY 10128",
2954,"315 EAST88 STREET New York, NY 10128",
2955,"188 EAST 76TH STREET                      New York, NY 10021",
2956,"433 EAST 74TH STREET                      New York, NY 10021",
2957,"205 EAST 85TH STREET New York, NY 10028",
2958,"1623 THIRD AVENUE New York, NY 10128",
2959,"740 MADISON AVENUE                        New York, NY 10065",
2960,"304 EAST 65TH STREET                      New York, NY 10065",
2961,"1334 3 AVENUE                             New York, NY 10075",
2962,"11 EAST 70TH   STREET New York, NY 10021",
2963,"895 PARK AVENUE New York, NY 10075",
2964,"511 EAST 82ND STREET New York, NY 10028",
2965,"252 EAST 89TH   STREET New York, NY 10128",
2966,"1012 PARK AVENUE                          New York, NY 10028",
2967,"778 PARK AVENUE New York, NY 10021",
2968,"131 EAST 66TH STREET New York, NY 10065",
2969,"1030 3 AVENUE                             New York, NY 10065",
2970,"1571 THIRD AVENUE                         New York, NY 10128",
2971,"330 EAST 94TH STREET New York, NY 10128",
2972,"510 EAST 80TH STREET                      New York, NY 10075",
2973,"149 EAST 67TH STREET                      New York, NY 10065",
2974,"116 EAST 66TH STREET New York, NY 10065",
2975,"250 EAST 65 STREET                        New York, NY 10065",
2976,"232 EAST 82ND STREET New York, NY 10028",
2977,"422 EAST 72ND   STREET New York, NY 10021",
2978,"340 EAST 69TH   STREET New York, NY 10021",
2979,"210 EAST 73RD  STREET New York, NY 10021",
2980,"60 EAST END AVENUE New York, NY 10028",
2981,"510 EAST 79TH   STREET                    New York, NY 10075",
2982,"980 5 AVENUE New York, NY 10075",
2983,"90 EAST END AVENUE                        New York, NY 10028",
2984,"363 E 76 STREET New York, NY 10075",
2985,"212 EAST 85TH   STREET New York, NY 10028",
2986,"141 EAST 72ND STREET New York, NY 10021",
2987,"5 EAST 93RD STREET                        New York, NY 10128",
2988,"132 EAST 72ND STREET New York, NY 10021",
2989,"14 EAST 63RD   STREET                     New York, NY 10065",
2990,"515 EAST 86TH   STREET                    New York, NY 10028",
2991,"11 EAST 89TH   STREET                     New York, NY 10128",
2992,"988 5 AVENUE                              New York, NY 10075",
2993,"1202 2 AVENUE New York, NY 10065",
2994,"215 EAST 72ND   STREET New York, NY 10021",
2995,"529 EAST 87TH STREET                      New York, NY 10128",
2996,"512 EAST 83 STREET New York, NY 10028",
2997,"912 5TH AVENUE New York, NY 10021",
2998,"1647 FIRST AVENUE                         New York, NY 10028",
2999,"1018 MADISON AVE                          New York, NY 10075",
3000,"420 EAST 64TH   STREET New York, NY 10065",
3001,"400 EAST 85TH New York, NY 10028",
3002,"125 EAST 93RD STREET New York, NY 10128",
3003,"150 EAST 61ST STREET New York, NY 10065",
3004,"15 EAST 91ST STREET New York, NY 10128",
3005,"315 E 68 ST New York, NY 10065",
3006,"162 EAST 80TH STREET New York, NY 10075",
3007,"237 E 88TH STREET                         New York, NY 10128",
3008,"1205 1 AVENUE                             New York, NY 10065",
3009,"161 EAST 88TH   STREET New York, NY 10128",
3010,"200 EAST 74 STREET New York, NY 10021",
3011,"23 EAST 81ST   STREET                     New York, NY 10028",
3012,"30 EAST 72ND   STREET New York, NY 10021",
3013,"230 EAST 71ST   STREET New York, NY 10021",
3014,"401 EAST 89TH   STREET New York, NY 10128",
3015,"215 EAST 80TH   STREET New York, NY 10075",
3016,"175 EAST 93RD STREET New York, NY 10128",
3017,"118 E 83RD                                New York, NY 10028",
3018,"408 EAST 79TH   STREET New York, NY 10075",
3019,"165 EAST 72ND ST New York, NY 10021",
3020,"30 EAST 65TH   STREET                     New York, NY 10065",
3021,"48 EAST 81ST   STREET                     New York, NY 10028",
3022,"173 EAST 74TH   STREET New York, NY 10021",
3023,"500 EAST 81ST STREET New York, NY 10028",
3024,"511 EAST 84TH STREET New York, NY 10028",
3025,"155 EAST 72ND STREET New York, NY 10021",
3026,"535 EAST 86TH STREET New York, NY 10028",
3027,"520 EAST 81ST STREET                      New York, NY 10028",
3028,"232 EAST 74TH STREET New York, NY 10021",
3029,"333 EAST 91ST New York, NY 10128",
3030,"900 5 AVENUE New York, NY 10021",
3031,"1060 5 AVENUE New York, NY 10128",
3032,"233 EAST 72ND STREET                      New York, NY 10021",
3033,"212 EAST 84TH  STREET New York, NY 10028",
3034,"201 EAST 80TH   STREET                    New York, NY 10075",
3035,"236 EAST 89TH   STREET                    New York, NY 10128",
3036,"1285 1 AVENUE New York, NY 10021",
3037,"501 EAST 79TH ST New York, NY 10075",
3038,"158 EAST 74TH STREET                      New York, NY 10021",
3039,"506 EAST 87TH   STREET                    New York, NY 10128",
3040,"115 EAST 87TH STREET New York, NY 10128",
3041,"16O EAST 88TH   STREET                    New York, NY 10128",
3042,"1693 3 AVENUE                             New York, NY 10128",
3043,"305 EAST 61ST   STREET                    New York, NY 10065",
3044,"445 EAST 86TH ST New York, NY 10028",
3045,"460 EAST 79TH STREET New York, NY 10075",
3046,"444 EAST 75TH ST New York, NY 10021",
3047,"14 EAST 90TH STREET New York, NY 10128",
3048,"140 EAST 63RD   STREET                    New York, NY 10065",
3049,"32 EAST 76 ST                             New York, NY 10021",
3050,"525 EAST 89TH New York, NY 10128",
3051,"14 EAST 81ST   STREET New York, NY 10028",
3052,"180 EAST 79TH   STREET New York, NY 10075",
3053,"110 EAST 87TH STREET                      New York, NY 10128",
3054,"40 EAST 88 New York, NY 10128",
3055,"404 EAST 79TH   STREET New York, NY 10075",
3056,"448 E 84 ST New York, NY 10028",
3057,"190 EAST 72 STREET New York, NY 10021",
3058,"508 E. 78TH STREET New York, NY 10075",
3059,"301 E 75TH STREET New York, NY 10021",
3060,"184 EAST 64TH   STREET                    New York, NY 10065",
3061,"120 EAST 75TH STREET New York, NY 10021",
3062,"108 EAST 82ND STREET New York, NY 10028",
3063,"250 E 65 STREET                           New York, NY 10065",
3064,"128 EAST 92ND   STREET                    New York, NY 10128",
3065,"55 EAST END AVENUE New York, NY 10028",
3066,"154 EAST 65TH New York, NY 10065",
3067,"177 EAST 77TH STREET                      New York, NY 10075",
3068,"155 EAST 91ST STREET New York, NY 10128",
3069,"180 EAST 79TH   STREET                    New York, NY 10075",
3070,"11E 68TH   STREET                         New York, NY 10065",
3071,"424-434 EAST 90TH STREET                  New York, NY 10128",
3072,"23 EAST 74TH STREET                       New York, NY 10021",
3073,"166 EAST 96 STREET New York, NY 10128",
3074,"251 EAST 61ST   STREET                    New York, NY 10065",
3075,"111 EAST 88 ST                            New York, NY 10128",
3076,"1516 1 AVENUE                             New York, NY 10075",
3077,"166 EAST 63RD   STREET                    New York, NY 10065",
3078,"420 E 64TH STREET New York, NY 10065",
3079,"1036 PARK AVENUE New York, NY 10028",
3080,"323 EAST 77TH STREET New York, NY 10075",
3081,"1001 FIFTH AVENUE New York, NY 10028",
3082,"126 EAST 95TH STREET                      New York, NY 10128",
3083,"155 EAST 79TH   STREET New York, NY 10075",
3084,"429 EAST 65TH STREET New York, NY 10065",
3085,"210 EAST 63 STREET New York, NY 10065",
3086,"30 EAST 72ND STREET New York, NY 10021",
3087,"1355 1 AVENUE                             New York, NY 10021",
3088,"1050 5TH AVENUE New York, NY 10028",
3089,"401 EAST 65TH STREET New York, NY 10065",
3090,"305 EAST 80TH   STREET                    New York, NY 10075",
3091,"170 EAST 92ND   STREET New York, NY 10128",
3092,"122 EAST 93RD   STREET New York, NY 10128",
3093,"1687 3 AVENUE                             New York, NY 10128",
3094,"326 EAST 73RD STREET New York, NY 10021",
3095,"165 EAST 94TH   STREET New York, NY 10128",
3096,"401 EAST 86TH STREET New York, NY 10028",
3097,"1115 FIFTH AVENUE                         New York, NY 10128",
3098,"1150 FIFTH AVENUE New York, NY 10128",
3099,"157 EAST 72ND   STREET                    New York, NY 10021",
3100,"112 EAST 71ST   STREET                    New York, NY 10021",
3101,"205 E. 78 STREET New York, NY 10075",
3102,"1080 MADISON AVENUE                       New York, NY 10028",
3103,"1045 5 AVENUE New York, NY 10028",
3104,"1161-1171 MADISON AVENUE                  New York, NY 10028",
3105,"445 E. 78TH STREET New York, NY 10075",
3106,"210 EAST 95TH   STREET                    New York, NY 10128",
3107,"16 EAST 95TH STREET                       New York, NY 10128",
3108,"1558 2 AVENUE                             New York, NY 10028",
3109,"518 EAST 88TH   STREET                    New York, NY 10128",
3110,"1645 YORK AVENUE New York, NY 10028",
3111,"170 EAST 90TH STREET New York, NY 10128",
3112,"148 EAST 74TH   STREET New York, NY 10021",
3113,"436 EAST 86TH   STREET New York, NY 10028",
3114,"162 EAST 91ST   STREET New York, NY 10128",
3115,"150 EAST 61 New York, NY 10065",
3116,"55 EAST 87TH   STREET New York, NY 10128",
3117,"181 EAST 65TH   STREET                    New York, NY 10065",
3118,"1080 5TH AVENUE New York, NY 10128",
3119,"1147 FIRST AVENUE                         New York, NY 10065",
3120,"1115 LEXINGTON AVENUE                     New York, NY 10075",
3121,"740 PARK AVENUE New York, NY 10021",
3122,"406 EAST 73RD   STREET New York, NY 10021",
3123,"167 EAST 82ND STREET                      New York, NY 10028",
3124,"315 EAST 65TH   STREET New York, NY 10065",
3125,"516 EAST 79TH   STREET New York, NY 10075",
3126,"515 EAST 88TH STREET New York, NY 10128",
3127,"166 EAST 71ST   STREET                    New York, NY 10021",
3128,"301 EAST 63RD STREET New York, NY 10065",
3129,"1169 2ND AVENUE                           New York, NY 10065",
3130,"55 EAST 65 STREET New York, NY 10065",
3131,"27 EAST 79TH   STREET                     New York, NY 10075",
3132,"241 E 76 ST                               New York, NY 10075",
3133,"755 PARK AVENUE New York, NY 10021",
3134,"401 E 65TH STREET New York, NY 10065",
3135,"304 EAST 65TH   STREET New York, NY 10065",
3136,"448 EAST 79TH   STREET                    New York, NY 10075",
3137,"156 EAST 79TH   STREET New York, NY 10075",
3138,"205 E. 78 ST New York, NY 10075",
3139,"535 EAST 78TH   STREET                    New York, NY 10075",
3140,"152 EAST 63RD STREET                      New York, NY 10065",
3141,"340 E 93                                  New York, NY 10128",
3142,"1239 MADISON AVENUE New York, NY 10128",
3143,"200 EAST 62ND   STREET                    New York, NY 10065",
3144,"180 E 79 ST New York, NY 10075",
3145,"157 EAST 72ND   STREET New York, NY 10021",
3146,"1113 YORK AVENUE                          New York, NY 10065",
3147,"38 EAST 68 STREET                         New York, NY 10065",
3148,"1641 3 AVENUE New York, NY 10128",
3149,"820 MADISON AVENUE                        New York, NY 10065",
3150,"147 EAST 86TH   STREET New York, NY 10028",
3151,"993 PARK AVE New York, NY 10028",
3152,"133 EAST 80TH STREET New York, NY 10075",
3153,"150 EAST 86TH   STREET New York, NY 10028",
3154,"181 EAST 90TH STREET New York, NY 10128",
3155,"342 EAST 85TH STREET                      New York, NY 10028",
3156,"141 EAST 88TH   STREET                    New York, NY 10128",
3157,"870 MADISON AVENUE                        New York, NY 10021",
3158,"1150 FIFTH AVE New York, NY 10128",
3159,"58 EAST 92ND   STREET                     New York, NY 10128",
3160,"50 EAST 72ND   STREET                     New York, NY 10021",
3161,"156 EAST 65TH   STREET                    New York, NY 10065",
3162,"401 EAST 89TH STREET                      New York, NY 10128",
3163,"178 EAST 94TH STREET                      New York, NY 10128",
3164,"221 EAST 94TH   STREET                    New York, NY 10128",
3165,"730 PARK AVE New York, NY 10021",
3166,"406 EAST 73RD STREET New York, NY 10021",
3167,"125 EAST 72ND STREET New York, NY 10021",
3168,"31 EAST 79TH STREET New York, NY 10075",
3169,"930 PARK AVENUE New York, NY 10028",
3170,"752 MADISON AVENUE                        New York, NY 10065",
3171,"301 EAST 75TH STREET New York, NY 10021",
3172,"22 EAST 82 STREET                         New York, NY 10028",
3173,"400 EAST 85TH STREET New York, NY 10028",
3174,"108 EAST 91ST STREET New York, NY 10128",
3175,"40 EAST 94 STREET                         New York, NY 10128",
3176,"1304 MADISON AVENUE                       New York, NY 10128",
3177,"1546 SECOND AVENUE                        New York, NY 10028",
3178,"219 EAST 72 STREET New York, NY 10021",
3179,"1595 2 AVENUE                             New York, NY 10028",
3180,"520 EAST 72ND STREET New York, NY 10021",
3181,"431 EAST 87TH   STREET                    New York, NY 10128",
3182,"920 FIFTH AVENUE New York, NY 10021",
3183,"1409 SECOND AVENUE                        New York, NY 10021",
3184,"515 E 89TH STREET New York, NY 10128",
3185,"441 EAST 87TH   STREET                    New York, NY 10128",
3186,"333 E 75TH STREET New York, NY 10021",
3187,"812 PARK AVENUE New York, NY 10021",
3188,"444 E. 75TH STREET New York, NY 10021",
3189,"21 EAST 90 STREET New York, NY 10128",
3190,"311 EAST 83RD STREET New York, NY 10028",
3191,"125 EAST 78TH   STREET                    New York, NY 10075",
3192,"300 EAST 74TH STREET New York, NY 10021",
3193,"245 E87TH STREET New York, NY 10128",
3194,"1760 2ND AVENUE                           New York, NY 10128",
3195,"3 EAST 85TH   STREET New York, NY 10028",
3196,"515 EAST 86TH   STREET New York, NY 10028",
3197,"516 E 78TH STREET New York, NY 10075",
3198,"50 EAST 86TH STREET                       New York, NY 10028",
3199,"1628 2 AVENUE                             New York, NY 10028",
3200,"148 EAST 83RD   STREET New York, NY 10028",
3201,"216 EAST 75TH   STREET New York, NY 10021",
3202,"1781 1 AVENUE                             New York, NY 10128",
3203,"1120 PARK AVENUE New York, NY 10128",
3204,"181 EAST 90TH STREET                      New York, NY 10128",
3205,"25 EAST 86TH STREET New York, NY 10028",
3206,"11 EAST 92ND STREET New York, NY 10128",
3207,"170 EAST 79TH STREET New York, NY 10075",
3208,"45 EAST 80TH STREET New York, NY 10075",
3209,"182 EAST 94TH   STREET New York, NY 10128",
3210,"530 EAST 84TH   STREET New York, NY 10028",
3211,"922 MADISON AVENUE                        New York, NY 10021",
3212,"130 EAST 67TH STREET New York, NY 10065",
3213,"402 EAST 90 STREET                        New York, NY 10128",
3214,"134 EAST 95TH STREET                      New York, NY 10128",
3215,"420 EAST 72 STREET New York, NY 10021",
3216,"1766 2 AVENUE                             New York, NY 10128",
3217,"789 MADISON AVENUE                        New York, NY 10065",
3218,"970 PARK AVE New York, NY 10028",
3219,"425 EAST 79TH STREET New York, NY 10075",
3220,"510 EAST 79TH   STREET New York, NY 10075",
3221,"25 EAST 83 STREET New York, NY 10028",
3222,"305 EAST 70TH   STREET                    New York, NY 10021",
3223,"520 EAST 81ST   STREET New York, NY 10028",
3224,"165 EAST 62ND   STREET                    New York, NY 10065",
3225,"130 E 63RD ST New York, NY 10065",
3226,"125 EAST 88TH   STREET                    New York, NY 10128",
3227,"338 EAST 67TH STREET New York, NY 10065",
3228,"370 EAST 76TH ST New York, NY 10021",
3229,"124 EAST 85TH STREET New York, NY 10028",
3230,"785 PARK AVENUE                           New York, NY 10021",
3231,"301 EAST 79TH STREET                      New York, NY 10075",
3232,"19 EAST 70TH STREET                       New York, NY 10021",
3233,"151 EAST 83RD   STREET New York, NY 10028",
3234,"121 EAST 81ST   STREET                    New York, NY 10028",
3235,"170 EAST 78TH STREET New York, NY 10075",
3236,"200 EAST 89 STREET                        New York, NY 10128",
3237,"150 EAST 69 ST New York, NY 10065",
3238,"70 EAST END AVENUE                        New York, NY 10028",
3239,"21 EAST 61 STREET New York, NY 10065",
3240,"35 EAST 75 STREET New York, NY 10021",
3241,"172 EAST 80TH   STREET                    New York, NY 10075",
3242,"120 EAST 90TH ST.                         New York, NY 10128",
3243,"215 EAST 80TH STREET New York, NY 10075",
3244,"64 EAST 66TH STREET                       New York, NY 10065",
3245,"1676 THIRD AVENUE                         New York, NY 10128",
3246,"130 EAST 75TH  STREET New York, NY 10021",
3247,"230 EAST 79TH STREET New York, NY 10075",
3248,"1148 FIFTH AVENUE New York, NY 10128",
3249,"309 EAST 87TH STREET New York, NY 10128",
3250,"783 MADISON AVENUE                        New York, NY 10065",
3251,"11 EAST 76TH   STREET                     New York, NY 10021",
3252,"448 EAST 87TH STREET New York, NY 10028",
3253,"140 EAST 63RD   STREET New York, NY 10065",
3254,"1041 MADISON AVENUE New York, NY 10075",
3255,"333 EAST 69 ST New York, NY 10021",
3256,"1293-1295 THIRD AVENUE                    New York, NY 10021",
3257,"1230 PARK AVENUE New York, NY 10128",
3258,"44 EAST 65TH   STREET New York, NY 10065",
3259,"525 EAST 80TH   STREET New York, NY 10075",
3260,"512 EAST 82ND STREET New York, NY 10028",
3261,"196 E 75 STREET New York, NY 10021",
3262,"519 EAST 86 STREET New York, NY 10028",
3263,"17 EAST 76TH STREET New York, NY 10021",
3264,"17 EAST 73RD STREET New York, NY 10021",
3265,"315 EAST 70 STREET New York, NY 10021",
3266,"115 EAST 61ST STREET                      New York, NY 10065",
3267,"26 EAST 63 STREET                         New York, NY 10065",
3268,"301 EAST 78 STREET New York, NY 10075",
3269,"439 EAST 88TH STREET New York, NY 10128",
3270,"535 EAST 86TH ST New York, NY 10028",
3271,"333 EAST 91 STREET New York, NY 10128",
3272,"188 EAST 78TH STREET New York, NY 10075",
3273,"211 EAST 76TH   STREET                    New York, NY 10021",
3274,"969 PARK AVENUE New York, NY 10028",
3275,"16 EAST 84TH   STREET                     New York, NY 10028",
3276,"333 EAST 92ND STREET New York, NY 10128",
