,LAT,LONG,YEAR,SALE PRICE
603,40.77513885,-73.95177635,2018,403000
604,40.775154,-73.962097,2017,973547
605,40.775265399999995,-73.9624098,2017,9145000
606,40.775265399999995,-73.9624098,2018,2425000
607,40.775298,-73.95784,2017,2410000
608,40.77536,-73.945371,2017,4840000
609,40.77536,-73.945371,2018,2050000
610,40.775387,-73.95555,2017,940000
611,40.775387,-73.946249,2017,3685000
612,40.775443,-73.961904,2018,599000
613,40.7754537,-73.9624503,2017,2897500
614,40.7754537,-73.9624503,2018,101400
615,40.7754688,-73.9554301,2017,2190000
616,40.775473999999996,-73.96394000000001,2017,4110000
617,40.775473999999996,-73.96394000000001,2018,1600000
618,40.7754939,-73.9466592,2017,1625000
619,40.775523,-73.949931,2017,1230000
620,40.775565,-73.94667700000001,2017,1160000
621,40.775570200000004,-73.9547872,2017,1672000
622,40.775616,-73.95510870000001,2017,365000
623,40.775616,-73.95510870000001,2018,372000
624,40.7756936,-73.94819759999999,2017,3666490
625,40.7756936,-73.94819759999999,2018,705000
626,40.77569415,-73.95516709,2017,430000
627,40.775726,-73.94584499999999,2017,3150000
628,40.775726,-73.94584499999999,2018,5100000
