,Unnamed: 0,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,LAT,LONG,LAT_LONG
4848,4852,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1746,23, ,C0,59 EAST 119 STREET, ,10035,3,0,3,2086,3764,2002,1,C0, -  ,2017-02-03 00:00:00,40.801847,-73.942864,"(40.801847, -73.942864)"
4885,4889,1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2A,1749,5, ,C9,3 EAST 124 STREET, ,10035,4,0,4,2018,2994,1900,2,C9,1100000,2017-01-10 00:00:00,40.805635,-73.942178,"(40.805635, -73.942178)"
5535,5539,1,HARLEM-CENTRAL,17 CONDO COOPS                             ,2,1745,1002, ,R9,"1825 MADISON AVENUE, 6I", ,10035,0,0,0, -  , -  ,2004,2,R9,635000,2017-02-13 00:00:00,40.801553,-73.943517,"(40.801553, -73.943517)"
5564,5568,1,HARLEM-CENTRAL,21 OFFICE BUILDINGS                        ,4,1774,56, ,O5,132 EAST 126 STREET, ,10035,0,6,6,9091,58948,2008,4,O5, -  ,2017-02-03 00:00:00,40.805052,-73.937639,"(40.805052, -73.937639)"
5567,5571,1,HARLEM-CENTRAL,22 STORE BUILDINGS                         ,4,1750,1, ,K4,2023 5 AVENUE, ,10035,0,10,10,16986,58000,1940,4,K4,15453750,2017-02-15 00:00:00,40.806266,-73.942262,"(40.806266, -73.942262)"
5569,5573,1,HARLEM-CENTRAL,22 STORE BUILDINGS                         ,4,1774,17, ,K4,127 EAST 125 STREET, ,10035,0,3,3,13891,43630,2001,4,K4, -  ,2017-02-03 00:00:00,40.804851,-73.938973,"(40.804851, -73.938973)"
5609,5613,1,HARLEM-CENTRAL,40 SELECTED GOVERNMENTAL FACILITIES        ,4,1773,62, ,Y1,120 EAST 125 STREET, ,10035,0,1,1,2523,8500,1950,4,Y1,1,2017-01-04 00:00:00,40.804498,-73.938114,"(40.804498, -73.938114)"
5610,5614,1,HARLEM-CENTRAL,41 TAX CLASS 4 - OTHER                     ,4,1751,35, ,Z9,1844 PARK AVENUE, ,10035,0,0,0,1725, -  ,0,4,Z9, -  ,2017-01-27 00:00:00,40.805941,-73.938599,"(40.805941, -73.938599)"
5611,5615,1,HARLEM-CENTRAL,41 TAX CLASS 4 - OTHER                     ,4,1751,37, ,Z9,1848 PARK AVENUE, ,10035,0,0,0,1494, -  ,0,4,Z9, -  ,2017-01-27 00:00:00,40.80608,-73.938522,"(40.80608, -73.938522)"
5612,5616,1,HARLEM-CENTRAL,41 TAX CLASS 4 - OTHER                     ,4,1751,38, ,Z9,1852 PARK AVENUE, ,10035,0,0,0,1500, -  ,0,4,Z9, -  ,2017-01-27 00:00:00,40.806218,-73.938445,"(40.806218, -73.938445)"
5613,5617,1,HARLEM-CENTRAL,41 TAX CLASS 4 - OTHER                     ,4,1751,137, ,Z9,1850 PARK AVENUE, ,10035,0,0,0,1500, -  ,0,4,Z9, -  ,2017-01-27 00:00:00,40.806149,-73.938483,"(40.806149, -73.938483)"
5646,5650,1,HARLEM-EAST,01 ONE FAMILY DWELLINGS                    ,1,1628,71, ,A5,104 EAST 101ST STREET, ,10029,1,0,1,1607,1466,1890,1,A5, -  ,2017-02-04 00:00:00,40.78951,-73.949938,"(40.78951, -73.949938)"
5650,5654,1,HARLEM-EAST,02 TWO FAMILY DWELLINGS                    ,1,1807,133, ,B1,436 EAST 120 STREET, ,10035,2,0,2,1682,3000,1899,1,B1,424797,2017-02-27 00:00:00,40.797846,-73.932152,"(40.797846, -73.932152)"
5651,5655,1,HARLEM-EAST,03 THREE FAMILY DWELLINGS                  ,1,1623,44, ,C0,60 EAST 118TH STREET, ,10035,3,0,3,1926,3864,2002,1,C0,10,2017-02-10 00:00:00,40.800864,-73.943255,"(40.800864, -73.943255)"
5696,5700,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1634,28, ,C4,159 EAST 106 STREET, ,10029,8,0,8,2851,7328,1910,2,C4,2245945,2017-02-21 00:00:00,40.792082,-73.945493,"(40.792082, -73.945493)"
5704,5708,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1638,140, ,C3,184 EAST 111 STREET, ,10029,4,0,4,1766,2412,1890,2,C3,1469500,2017-02-08 00:00:00,40.794879,-73.942914,"(40.794879, -73.942914)"
5785,5789,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1796,7, ,C4,311 EAST 119 STREET, ,10035,4,0,4,1892,4500,1900,2,C4, -  ,2017-01-28 00:00:00,40.798774,-73.935691,"(40.798774, -73.935691)"
5786,5790,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1796,7, ,C4,311 EAST 119 STREET, ,10035,4,0,4,1892,4500,1900,2,C4,1825000,2017-01-27 00:00:00,40.798774,-73.935691,"(40.798774, -73.935691)"
5790,5794,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1815,10, ,C4,515 EAST 118TH STREET, ,10035,8,0,8,1682,2394,1900,2,C4,1825000,2017-02-16 00:00:00,40.796106,-73.931257,"(40.796106, -73.931257)"
5793,5797,1,HARLEM-EAST,08 RENTALS - ELEVATOR APARTMENTS           ,2,1630,5, ,D3,109 EAST 102 STREET, ,10029,45,0,45,7570,30129,2003,2,D3,14700000,2017-01-19 00:00:00,40.790324,-73.949035,"(40.790324, -73.949035)"
5803,5807,1,HARLEM-EAST,09 COOPS - WALKUP APARTMENTS               ,2,1624,43, ,C6,"156 EAST 97TH   STREET, 1", ,10029,0,0,0, -  , -  ,1930,2,C6,200000,2017-02-06 00:00:00,40.786084,-73.949598,"(40.786084, -73.949598)"
5805,5809,1,HARLEM-EAST,09 COOPS - WALKUP APARTMENTS               ,2,1624,44, ,C6,"154 EAST 97TH STREET, 14", ,10029,0,0,0, -  , -  ,1930,2,C6,218000,2017-01-04 00:00:00,40.78612,-73.949684,"(40.78612, -73.949684)"
5828,5832,1,HARLEM-EAST,12 CONDOS - WALKUP APARTMENTS              ,2,1788,1115, ,R2,206 EAST 124 STREET,5B,10035,1,0,1, -  , -  ,1900,2,R2,497900,2017-01-24 00:00:00,40.802687,-73.935765,"(40.802687, -73.935765)"
5830,5834,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1616,1006, ,R4,77 EAST 110 STREET,3B,10029,1,0,1, -  , -  ,2013,2,R4,173394,2017-02-13 00:00:00,40.795804,-73.946495,"(40.795804, -73.946495)"
5832,5836,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1204, ,R4,1810 3 AVENUE,2A,10029,1,0,1, -  , -  ,2005,2,R4,595000,2017-02-28 00:00:00,40.78821,-73.94736,"(40.78821, -73.94736)"
5836,5840,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1209, ,R4,194 EAST 101 STREET,2B,10029,1,0,1, -  , -  ,2005,2,R4,710000,2017-01-31 00:00:00,40.788449,-73.947436,"(40.788449, -73.947436)"
5851,5855,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1249, ,R4,194 EAST 101 STREET,7B,10029,1,0,1, -  , -  ,2005,2,R4,755000,2017-01-06 00:00:00,40.788449,-73.947436,"(40.788449, -73.947436)"
5853,5857,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1253, ,R4,1810 3 AVENUE,8B,10029,1,0,1, -  , -  ,2005,2,R4,585292,2017-01-17 00:00:00,40.78821,-73.94736,"(40.78821, -73.94736)"
5854,5858,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1257, ,R4,194 EAST 101 STREET,8B,10029,1,0,1, -  , -  ,2005,2,R4,790000,2017-02-07 00:00:00,40.788449,-73.947436,"(40.788449, -73.947436)"
5855,5859,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1259, ,R4,194 EAST 101 STREET,8D,10029,1,0,1, -  , -  ,2005,2,R4,792163,2017-02-15 00:00:00,40.788449,-73.947436,"(40.788449, -73.947436)"
5864,5868,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1273, ,R4,1810 3 AVENUE,11B,10029,1,0,1, -  , -  ,2005,2,R4,605000,2017-02-08 00:00:00,40.78821,-73.94736,"(40.78821, -73.94736)"
5867,5871,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1629,1135, ,R4,1595 LEXINGTON AVENUE,4G,10029,1,0,1, -  , -  ,2007,2,R4,638000,2017-01-25 00:00:00,40.789192,-73.948331,"(40.789192, -73.948331)"
5873,5877,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1631,1035, ,R4,1635 LEXINGTON AVENUE,7C,10029,1,0,1, -  , -  ,2010,2,R4,801362,2017-02-10 00:00:00,40.790594,-73.947215,"(40.790594, -73.947215)"
5878,5882,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1638,1061, ,R4,161 EAST 110 STREET,7E,10029,1,0,1, -  , -  ,2006,2,R4, -  ,2017-01-19 00:00:00,40.794705,-73.943607,"(40.794705, -73.943607)"
5911,5915,1,HARLEM-EAST,14 RENTALS - 4-10 UNIT                     ,2A,1616,38, ,S3,94 EAST 111 STREET, ,10029,3,1,4,1615,2880,1910,2,S3, -  ,2017-01-31 00:00:00,40.796178,-73.945986,"(40.796178, -73.945986)"
5942,5946,1,HARLEM-EAST,17 CONDO COOPS                             ,2,1646,1002, ,R9,"215 EAST 96TH STREET, 39H", ,10029,0,0,0, -  , -  ,1987,2,R9,1255000,2017-02-15 00:00:00,40.785036,-73.948381,"(40.785036, -73.948381)"
5948,5952,1,HARLEM-EAST,17 CONDO COOPS                             ,2,1646,1103, ,R9,"215 EAST 96TH   STREET, CONDP", ,10128,0,0,0, -  , -  ,2005,2,R9,1450000,2017-01-05 00:00:00,40.785036,-73.948381,"(40.785036, -73.948381)"
5949,5953,1,HARLEM-EAST,17 CONDO COOPS                             ,2,1646,1103, ,R9,"215 EAST 96TH   STREET, CONDP", ,10128,0,0,0, -  , -  ,2005,2,R9,957500,2017-01-31 00:00:00,40.785036,-73.948381,"(40.785036, -73.948381)"
5950,5954,1,HARLEM-EAST,17 CONDO COOPS                             ,2,1646,1103, ,R9,"215 EAST 96TH   STREET, CONDP", ,10128,0,0,0, -  , -  ,2005,2,R9,870000,2017-01-19 00:00:00,40.785036,-73.948381,"(40.785036, -73.948381)"
5962,5966,1,HARLEM-EAST,22 STORE BUILDINGS                         ,4,1786,28, ,K1,2375 2ND AVENUE, ,10035,0,2,2,3750,3700,1997,4,K1, -  ,2017-01-19 00:00:00,40.800763,-73.935311,"(40.800763, -73.935311)"
5970,5974,1,HARLEM-EAST,31 COMMERCIAL VACANT LAND                  ,4,1616,36, ,V1,1516 PARK AVENUE, ,10029,0,0,0,5450, -  ,0,4,V1,10250000,2017-01-31 00:00:00,40.795616,-73.946041,"(40.795616, -73.946041)"
5984,5988,1,HARLEM-EAST,37 RELIGIOUS FACILITIES                    ,4,1620,40, ,M1,1713 MADISON AVENUE, ,10029,0,2,2,17163,12368,1968,4,M1,6925000,2017-02-16 00:00:00,40.798208,-73.946372,"(40.798208, -73.946372)"
5985,5989,1,HARLEM-EAST,42 CONDO CULTURAL/MEDICAL/EDUCATIONAL/ETC  ,4,1652,1001, ,RA,222 EAST 104 STREET,SCH,10029,0,0,1, -  , -  ,2013,4,RA, -  ,2017-02-10 00:00:00,40.78949,-73.944204,"(40.78949, -73.944204)"
5987,5991,1,HARLEM-EAST,43 CONDO OFFICE BUILDINGS                  ,4,1652,1003, ,RB,222 EAST 104 STREET,HRBI,10029,0,0,1, -  , -  ,2013,4,RB, -  ,2017-02-10 00:00:00,40.78949,-73.944204,"(40.78949, -73.944204)"
11684,11688,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1380,143, ,A7,58 EAST 66TH STREET, ,10065,1,0,1,2008,9600,1922,1,A7,24175000,2017-02-10 00:00:00,40.767519,-73.967404,"(40.767519, -73.967404)"
11685,11689,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1382,8, ,A4,7 EAST 67TH   STREET, ,10065,1,0,1,2510,7786,1910,1,A4, -  ,2017-02-21 00:00:00,40.769037,-73.968561,"(40.769037, -73.968561)"
11687,11691,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1387,65, ,A4,12 EAST 73RD STREET, ,10021,1,0,1,2299,6230,1899,1,A4,41000000,2017-01-31 00:00:00,40.772732,-73.965831,"(40.772732, -73.965831)"
11689,11693,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1389,133, ,A4,57 EAST 74TH   STREET, ,10021,1,0,1,1839,6282,1901,1,A4,200000,2017-01-20 00:00:00,40.772698,-73.963238,"(40.772698, -73.963238)"
11692,11696,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1398,64, ,A4,124 EAST 64TH STREET, ,10065,1,0,1,2000,4500,1915,1,A4,14000000,2017-01-24 00:00:00,40.76555,-73.966661,"(40.76555, -73.966661)"
11700,11704,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1408,50, ,S0,152 EAST 74TH   STREET, ,10021,1,2,3,1278,4836,1910,1,S0, -  ,2017-01-05 00:00:00,40.7715,-73.960917,"(40.7715, -73.960917)"
11705,11709,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1417,31, ,A4,232 EAST 63RD   STREET, ,10065,1,0,1,2510,10000,1925,1,A4,18500000,2017-02-27 00:00:00,40.763318,-73.963265,"(40.763318, -73.963265)"
11713,11717,1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1405,60, ,B1,132 EAST 71ST   STREET, ,10021,2,0,2,2209,4842,1920,1,B1,18000000,2017-01-23 00:00:00,40.769829,-73.963181,"(40.769829, -73.963181)"
11716,11720,1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1415,39, ,B3,220 EAST 61ST STREET, ,10065,2,0,2,2008,4000,1910,1,B3,7050000,2017-02-24 00:00:00,40.762331,-73.96484,"(40.762331, -73.96484)"
11721,11725,1,UPPER EAST SIDE (59-79),03 THREE FAMILY DWELLINGS                  ,1,1416,132, ,C0,236 EAST 62ND   STREET, ,10065,3,0,3,2008,3600,1905,1,C0,6982500,2017-01-20 00:00:00,40.762737,-73.963844,"(40.762737, -73.963844)"
11722,11726,1,UPPER EAST SIDE (59-79),03 THREE FAMILY DWELLINGS                  ,1,1416,132, ,C0,236 EAST 62ND   STREET, ,10065,3,0,3,2008,3600,1905,1,C0, -  ,2017-01-20 00:00:00,40.762737,-73.963844,"(40.762737, -73.963844)"
11725,11729,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2A,1428,32, ,C4,240 EAST 74TH STREET, ,10021,5,0,5,1703,4600,1920,2,C4,5850000,2017-01-27 00:00:00,40.77035,-73.958233,"(40.77035, -73.958233)"
11729,11733,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2B,1429,3, ,C7,1297 THIRD AVENUE, ,10021,8,1,9,2200,6100,1915,2,C7,26000000,2017-01-06 00:00:00,40.768823,-73.960257,"(40.768823, -73.960257)"
11730,11734,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2B,1429,4, ,C7,1299 THIRD AVENUE, ,10021,8,1,9,2200,5300,1915,2,C7, -  ,2017-01-06 00:00:00,40.768823,-73.960257,"(40.768823, -73.960257)"
11759,11763,1,UPPER EAST SIDE (59-79),08 RENTALS - ELEVATOR APARTMENTS           ,2,1431,38, ,D9,216 EAST 77TH   STREET, ,10075,20,0,20,2554,9945,1910,2,D9, -  ,2017-01-30 00:00:00,40.772459,-73.957313,"(40.772459, -73.957313)"
11765,11769,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1431,1, ,C6,1329 3 AVENUE, ,10075,0,0,0, -  , -  ,1910,2,C6,45000000,2017-01-26 00:00:00,40.772354,-73.958475,"(40.772354, -73.958475)"
11773,11777,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1447,46, ,C6,"308 EAST 73RD STREET, 2B", ,10021,0,0,0, -  , -  ,1910,2,C6,507500,2017-01-27 00:00:00,40.769116,-73.957272,"(40.769116, -73.957272)"
11783,11787,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2C,1460,32, ,C6,"436 EAST 66TH ST, 5W", ,10065,0,0,0, -  , -  ,1910,2,C6,400000,2017-02-23 00:00:00,40.763219,-73.957194,"(40.763219, -73.957194)"
11789,11793,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1473,14, ,C6,"421 EAST 78TH   STREET, 1B", ,10075,0,0,0, -  , -  ,1910,2,C6,310000,2017-02-22 00:00:00,40.771235,-73.95192,"(40.771235, -73.95192)"
11793,11797,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1473,20, ,C6,"445 E. 78TH STREET, 5A", ,10075,0,0,0, -  , -  ,1910,2,C6,340000,2017-02-24 00:00:00,40.771034,-73.951447,"(40.771034, -73.951447)"
11794,11798,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1473,20, ,C6,"445 E 78TH STREET, 4A", ,10075,0,0,0, -  , -  ,1910,2,C6,340000,2017-02-24 00:00:00,40.771034,-73.951447,"(40.771034, -73.951447)"
11795,11799,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1473,20, ,C6,"445 E. 78TH STREET, 4C", ,10075,0,0,0, -  , -  ,1910,2,C6,350000,2017-02-24 00:00:00,40.771034,-73.951447,"(40.771034, -73.951447)"
11796,11800,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1473,20, ,C6,"445 E. 78TH STREET, 3C", ,10075,0,0,0, -  , -  ,1910,2,C6,350000,2017-02-24 00:00:00,40.771034,-73.951447,"(40.771034, -73.951447)"
11797,11801,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1473,20, ,C6,"445 E. 78TH STREET, 3A", ,10075,0,0,0, -  , -  ,1910,2,C6,325000,2017-02-24 00:00:00,40.771034,-73.951447,"(40.771034, -73.951447)"
11798,11802,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1473,20, ,C6,"445 E. 78TH ST, 2C", ,10075,0,0,0, -  , -  ,1910,2,C6,350000,2017-02-24 00:00:00,40.771034,-73.951447,"(40.771034, -73.951447)"
11799,11803,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1473,20, ,C6,"445 E. 78TH STREET, 3B", ,10075,0,0,0, -  , -  ,1910,2,C6,325000,2017-02-24 00:00:00,40.771034,-73.951447,"(40.771034, -73.951447)"
11800,11804,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1473,20, ,C6,"445 E. 78TH ST, 2B", ,10075,0,0,0, -  , -  ,1910,2,C6,325000,2017-02-24 00:00:00,40.771034,-73.951447,"(40.771034, -73.951447)"
11801,11805,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1473,20, ,C6,"445 E. 78TH STREET, 1C", ,10075,0,0,0, -  , -  ,1910,2,C6,500000,2017-02-24 00:00:00,40.771034,-73.951447,"(40.771034, -73.951447)"
11802,11806,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1473,20, ,C6,"445 E. 78TH STREET, 5C", ,10075,0,0,0, -  , -  ,1910,2,C6,350000,2017-02-24 00:00:00,40.771034,-73.951447,"(40.771034, -73.951447)"
11803,11807,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1473,20, ,C6,"445 E. 78TH STREET, 5B", ,10075,0,0,0, -  , -  ,1910,2,C6,325000,2017-02-24 00:00:00,40.771034,-73.951447,"(40.771034, -73.951447)"
11809,11813,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1489,8, ,C6,"509 EAST 77TH STREET, 6P", ,10075,0,0,0, -  , -  ,1900,2,C6,395000,2017-01-05 00:00:00,40.769784,-73.95046,"(40.769784, -73.95046)"
11810,11814,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1489,8, ,C6,"517 EAST 77TH STREET, 5L", ,10075,0,0,0, -  , -  ,1900,2,C6,440000,2017-02-01 00:00:00,40.769625,-73.950078,"(40.769625, -73.950078)"
11811,11815,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1489,8, ,C6,"517 EAST 77TH   STREET, 3-J", ,10075,0,0,0, -  , -  ,1900,2,C6,603000,2017-02-14 00:00:00,40.769625,-73.950078,"(40.769625, -73.950078)"
11812,11816,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1489,8, ,C6,"517 EAST 77TH STREET, 4M", ,10075,0,0,0, -  , -  ,1900,2,C6,350000,2017-02-07 00:00:00,40.769625,-73.950078,"(40.769625, -73.950078)"
11817,11821,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1489,37, ,C6,"508 EAST 78TH STREET, 3M", ,10075,0,0,0, -  , -  ,1910,2,C6,350000,2017-02-08 00:00:00,40.770256,-73.950113,"(40.770256, -73.950113)"
11818,11822,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1489,37, ,C6,"516 EAST 78TH   STREET, 1N", ,10075,0,0,0, -  , -  ,1910,2,C6,555000,2017-02-16 00:00:00,40.770097,-73.949741,"(40.770097, -73.949741)"
11834,11838,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1376,15, ,D4,"21 EAST 61 STREET, S19", ,10065,0,0,0, -  , -  ,1951,2,D4,70980,2017-02-01 00:00:00,40.765098,-73.970843,"(40.765098, -73.970843)"
11842,11846,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1377,29, ,D4,"45 EAST 62ND STREET, 6B", ,10065,0,0,0, -  , -  ,1915,2,D4,1775000,2017-02-22 00:00:00,40.765182,-73.969105,"(40.765182, -73.969105)"
11848,11852,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2C,1378,65, ,D4,"12 EAST 64TH STREET, 5B", ,10065,0,0,0, -  , -  ,1920,2,D4,1465000,2017-02-01 00:00:00,40.766967,-73.970023,"(40.766967, -73.970023)"
11853,11857,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1378,70, ,D4,"825 FIFTH AVENUE, SR-42", ,10065,0,0,0, -  , -  ,1927,2,D4,125000,2017-01-23 00:00:00,40.764584,-73.963013,"(40.764584, -73.963013)"
11854,11858,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1378,70, ,D4,"825 FIFTH AVENUE, 10D", ,10065,0,0,0, -  , -  ,1927,2,D4,875000,2017-01-23 00:00:00,40.764584,-73.963013,"(40.764584, -73.963013)"
11857,11861,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1378,70, ,D4,"825 5 AVENUE, 23", ,10065,0,0,0, -  , -  ,1927,2,D4,115000,2017-01-25 00:00:00,40.767117,-73.970726,"(40.767117, -73.970726)"
11859,11863,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1379,1, ,D4,"834 5TH AVENUE, 12/14", ,10065,0,0,0, -  , -  ,1931,2,D4,900000,2017-02-22 00:00:00,40.767579,-73.970381,"(40.767579, -73.970381)"
11865,11869,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1379,51, ,D4,"30 EAST 65TH STREET, 16C", ,10065,0,0,0, -  , -  ,1962,2,D4, -  ,2017-01-05 00:00:00,40.767159,-73.968483,"(40.767159, -73.968483)"
11869,11873,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1381,1, ,D4,"1 EAST 66TH STREET, 15H", ,10065,0,0,0, -  , -  ,1949,2,D4,350000,2017-01-04 00:00:00,40.768524,-73.969269,"(40.768524, -73.969269)"
11871,11875,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1381,1, ,D4,"851 FIFTH AVENUE, CENOF", ,10065,0,0,0, -  , -  ,1949,2,D4,850000,2017-01-19 00:00:00,40.764584,-73.963013,"(40.764584, -73.963013)"
11876,11880,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1381,25, ,D4,"53 EAST 66TH STREET, 3D", ,10065,0,0,0, -  , -  ,1924,2,D4,2200000,2017-01-31 00:00:00,40.767811,-73.967595,"(40.767811, -73.967595)"
11881,11885,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1381,69, ,D4,"2 EAST 67TH STREET, 3RD F", ,10065,0,0,0, -  , -  ,1928,2,D4,30000000,2017-02-10 00:00:00,40.76905,-73.969099,"(40.76905, -73.969099)"
11886,11890,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1382,65, ,D4,"6 EAST 68TH STREET, 3", ,10065,0,0,0, -  , -  ,1920,2,D4,2725000,2017-01-17 00:00:00,40.769531,-73.968301,"(40.769531, -73.968301)"
11888,11892,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1382,69, ,D4,"860 FIFTH AVENUE, 5/6-B", ,10065,0,0,0, -  , -  ,1950,2,D4,3425000,2017-02-27 00:00:00,40.764584,-73.963013,"(40.764584, -73.963013)"
11893,11897,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1383,1, ,D4,"870 FIFTH AVENUE, 9F", ,10065,0,0,0, -  , -  ,1949,2,D4,2200000,2017-02-02 00:00:00,40.764584,-73.963013,"(40.764584, -73.963013)"
11910,11914,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1384,37, ,D4,"710 PARK AVENUE, 8B", ,10021,0,0,0, -  , -  ,1948,2,D4,1275000,2017-02-07 00:00:00,40.769705,-73.965154,"(40.769705, -73.965154)"
11917,11921,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1386,6, ,D4,"3 EAST 71ST STREET, 12E", ,10021,0,0,0, -  , -  ,1948,2,D4,1150000,2017-01-12 00:00:00,40.771564,-73.966774,"(40.771564, -73.966774)"
11918,11922,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1386,6, ,D4,"3 EAST 71ST STREET, 2A", ,10021,0,0,0, -  , -  ,1948,2,D4,1750000,2017-02-06 00:00:00,40.771564,-73.966774,"(40.771564, -73.966774)"
