,LAT,LONG,YEAR,count
273,40.769725799999996,-73.95999545,2017,9
274,40.76974605,-73.95899201,2017,5
275,40.769762,-73.952363,2017,1
276,40.7697707,-73.9549916,2017,1
277,40.769784,-73.95045999999999,2017,1
278,40.7698,-73.96119499999999,2017,6
279,40.7698148,-73.9550863,2017,4
280,40.7698148,-73.9550863,2018,2
281,40.769846,-73.95716999999999,2017,8
282,40.769846,-73.95716999999999,2018,1
283,40.769859999999994,-73.9593359,2017,3
284,40.769859999999994,-73.9593359,2018,3
285,40.76987379999999,-73.9571388,2017,1
286,40.76987379999999,-73.95229405,2017,1
287,40.769954,-73.962884,2017,3
288,40.769968,-73.95926800000001,2017,1
289,40.770004,-73.960803,2017,2
290,40.770011,-73.96162,2018,1
291,40.7700131,-73.9629538,2017,1
292,40.770042,-73.95354,2017,1
293,40.770042,-73.95354,2018,1
294,40.770057,-73.9587085,2017,2
295,40.770059100000005,-73.9500804,2017,4
296,40.770077,-73.958667,2017,3
297,40.770096,-73.96184699999999,2018,1
298,40.770097,-73.949741,2017,2
299,40.7701,-73.959066,2018,1
300,40.77019105,-73.95901794,2017,1
301,40.7701914,-73.9590118,2017,1
302,40.770191600000004,-73.96824129999999,2017,2
303,40.7702167,-73.9551702,2017,8
304,40.7702167,-73.9551702,2018,1
305,40.77022,-73.961093,2017,7
306,40.770223200000004,-73.95394163,2017,4
307,40.770224,-73.967484,2017,2
308,40.7702466,-73.9607567,2017,7
309,40.7702466,-73.9607567,2018,2
310,40.770255999999996,-73.950113,2017,1
311,40.770259,-73.95229221,2018,1
312,40.770283,-73.96146999999999,2017,1
313,40.770283,-73.96146999999999,2018,1
314,40.770325,-73.957633,2017,3
315,40.770355,-73.962456,2017,3
316,40.7704279,-73.95253709999999,2017,1
317,40.77044,-73.957909,2017,3
318,40.77044,-73.957909,2018,1
319,40.7704513,-73.9548752,2017,10
320,40.770474,-73.94779799999999,2017,2
321,40.770534000000005,-73.956159,2017,2
322,40.770546100000004,-73.9670704,2017,2
323,40.770546100000004,-73.9670704,2018,1
324,40.770577,-73.952292,2017,2
325,40.7706042,-73.95228459999998,2017,5
326,40.7706042,-73.95228459999998,2018,2
327,40.770606,-73.954364,2017,1
328,40.7706063,-73.9543643,2017,11
329,40.7706377,-73.96025159999999,2017,2
330,40.7706377,-73.96025159999999,2018,1
331,40.7706411,-73.96796040000001,2017,3
332,40.7706555,-73.95807049999999,2018,1
333,40.770664000000004,-73.955019,2018,1
334,40.770715,-73.96441800000001,2017,1
335,40.770715,-73.956579,2017,4
336,40.7707184,-73.9480822,2017,1
337,40.77072329999999,-73.9533504,2017,5
338,40.77072329999999,-73.9533504,2018,1
339,40.7707469,-73.96468270000001,2017,1
340,40.770765999999995,-73.959249,2017,1
341,40.770795,-73.963511,2018,1
342,40.770818,-73.9506838,2017,1
343,40.7708195,-73.9595235,2017,10
344,40.770902,-73.9587488,2017,5
345,40.770915,-73.96150300000001,2017,1
346,40.770922999999996,-73.94883399999999,2017,4
347,40.770922999999996,-73.94883399999999,2018,1
348,40.770951000000004,-73.953594,2017,1
349,40.7709564,-73.9487946,2017,1
350,40.770961,-73.947905,2017,6
351,40.770972,-73.964224,2017,2
352,40.770972,-73.964224,2018,1
353,40.771034,-73.951447,2017,1
354,40.771035,-73.961282,2017,2
355,40.771109,-73.9600038,2017,5
356,40.771109,-73.9600038,2018,1
357,40.771152,-73.951724,2017,3
358,40.771157200000005,-73.96463689,2018,1
359,40.771186,-73.949538,2017,6
360,40.771186,-73.949538,2018,2
361,40.771221000000004,-73.958326,2017,1
362,40.7712635,-73.95475235,2017,1
363,40.771326200000004,-73.95492226,2017,4
364,40.7713442,-73.95991070000001,2017,2
365,40.7713442,-73.95991070000001,2018,1
366,40.7713461,-73.9519402,2017,2
367,40.77135820000001,-73.95690379999999,2017,1
368,40.771361999999996,-73.960096,2017,1
369,40.771377,-73.950817,2017,2
370,40.771377,-73.950817,2018,2
371,40.77138,-73.955173,2017,1
372,40.771427200000005,-73.95002159999999,2017,5
373,40.771427200000005,-73.95002159999999,2018,1
374,40.77143,-73.956834,2017,6
375,40.77143,-73.956834,2018,3
376,40.77144106,-73.95486327,2017,6
377,40.771468299999995,-73.95414445,2017,1
378,40.771489,-73.965132,2018,1
379,40.771512200000004,-73.9469031,2017,4
380,40.77153,-73.948386,2017,2
381,40.771609000000005,-73.954777,2017,1
382,40.771615000000004,-73.956723,2017,6
383,40.771615000000004,-73.956723,2018,1
384,40.7716195,-73.94940359,2017,5
385,40.771634999999996,-73.96069399999999,2017,1
386,40.77163869,-73.95488567,2017,2
387,40.771658,-73.9667283,2017,3
388,40.77167,-73.95150600000001,2017,8
389,40.77167,-73.95150600000001,2018,2
390,40.77167365,-73.96457184,2018,1
391,40.7716811,-73.9494145,2017,2
392,40.7717029,-73.9566964,2017,2
393,40.771740799999996,-73.95954449999999,2017,8
394,40.771744399999996,-73.9605944,2017,1
395,40.771778999999995,-73.94685,2017,4
396,40.771808899999996,-73.954041,2017,1
397,40.771818700000004,-73.9628676,2017,3
398,40.771823,-73.955798,2017,3
399,40.7718652,-73.9599302,2017,1
400,40.771878,-73.949215,2017,1
401,40.771919,-73.9551546,2017,2
402,40.771919,-73.9551546,2018,1
403,40.771925,-73.952114,2017,2
404,40.7719586,-73.95231700000001,2018,1
405,40.771968,-73.951396,2017,4
406,40.771995600000004,-73.95565500000001,2017,1
407,40.771997999999996,-73.952279,2017,3
408,40.772008,-73.95732199999999,2017,1
409,40.7720164,-73.9483813,2017,2
410,40.772063,-73.94825,2017,1
411,40.77208579999999,-73.9669097,2017,1
412,40.772143,-73.96446,2017,1
413,40.772152,-73.94657600000001,2017,4
414,40.7722065,-73.94578670000001,2017,4
415,40.772345,-73.98969100000001,2017,2
416,40.772345,-73.98969100000001,2018,1
417,40.7724026,-73.9592035,2017,1
418,40.772405,-73.95750090000001,2017,4
419,40.7724196,-73.9483009,2017,1
420,40.772426,-73.95671999999999,2017,1
421,40.77246235,-73.9623417,2017,2
422,40.772469,-73.961251,2017,2
423,40.772478,-73.966459,2017,1
424,40.772478,-73.966459,2018,1
425,40.7725454,-73.96038933,2017,1
426,40.772559,-73.961481,2017,2
427,40.772565,-73.960973,2017,1
428,40.772565,-73.960973,2018,1
429,40.772575399999994,-73.95521490000002,2017,6
430,40.772575399999994,-73.95521490000002,2018,2
431,40.7726027,-73.9610816,2017,1
432,40.772614000000004,-73.9539377,2017,2
433,40.772614000000004,-73.9539377,2018,1
434,40.772615,-73.955189,2017,1
435,40.772661,-73.94680600000001,2017,3
436,40.772663,-73.952229,2017,1
437,40.7726839,-73.9521239,2017,1
438,40.7726885,-73.95186434,2017,1
439,40.7727054,-73.9665194,2017,1
440,40.772737,-73.96661999999999,2017,1
441,40.772748,-73.96141300000001,2017,1
442,40.772748,-73.96141300000001,2018,2
443,40.772753200000004,-73.9532061,2017,16
444,40.772768,-73.946111,2017,4
445,40.7727733,-73.9621113,2017,2
446,40.7727733,-73.9621113,2018,1
447,40.772796,-73.95213299999999,2017,1
448,40.77280579999999,-73.9531348,2018,1
449,40.77283,-73.951473,2017,5
450,40.772837,-73.947519,2017,2
451,40.772837,-73.947519,2018,1
452,40.77287020000001,-73.95753590000001,2017,3
453,40.7728706,-73.95953990000001,2017,2
454,40.772875799999994,-73.95753149999999,2017,3
455,40.772909999999996,-73.948255,2017,2
456,40.772909999999996,-73.948255,2018,1
457,40.772926,-73.954489,2017,6
458,40.772928,-73.95790699999999,2017,1
459,40.7729426,-73.9513662,2017,1
460,40.7729475,-73.9535703,2017,2
461,40.772949,-73.9615832,2017,2
462,40.7729756,-73.9578396,2017,2
463,40.772981,-73.958543,2017,10
464,40.77298425,-73.96552255,2017,1
465,40.7729898,-73.9567159,2017,1
466,40.773021,-73.960608,2017,4
467,40.773022499999996,-73.9609311,2017,2
468,40.77302375,-73.95597335,2017,1
469,40.773046,-73.95259200000001,2018,1
470,40.7730858,-73.9528703,2017,11
471,40.7730858,-73.9528703,2018,1
472,40.773119,-73.948181,2017,1
473,40.773133,-73.944848,2018,1
474,40.7731393,-73.9462962,2017,2
475,40.7731432,-73.9648387,2017,1
476,40.7731496,-73.95919549999999,2017,1
477,40.77318029999999,-73.9660602,2017,1
478,40.773263,-73.958658,2018,1
479,40.773264000000005,-73.96624200000001,2017,1
480,40.77327415,-73.95661855,2017,1
481,40.77328,-73.956777,2017,1
482,40.7732941,-73.9532948,2017,4
483,40.7732956,-73.9543759,2017,2
484,40.7732956,-73.9543759,2018,1
485,40.7732989,-73.9483124,2017,2
486,40.773317999999996,-73.961902,2017,1
487,40.773317999999996,-73.961902,2018,1
488,40.7733199,-73.9576802,2017,1
489,40.77333065,-73.95435808,2017,11
490,40.77333065,-73.95435808,2018,3
491,40.773334000000006,-73.95964599999999,2017,4
492,40.773334000000006,-73.95964599999999,2018,1
493,40.77333505,-73.95862799,2017,1
494,40.773357,-73.95620799999999,2017,4
495,40.773362,-73.96287,2017,2
496,40.773365000000005,-73.95304399999999,2017,1
497,40.773385,-73.94686999999999,2018,1
498,40.7734237,-73.95683309999998,2017,3
499,40.7734237,-73.95683309999998,2018,1
500,40.7734262,-73.9576391,2017,1
501,40.7734262,-73.9576391,2018,2
502,40.7734321,-73.9627427,2017,1
503,40.7734467,-73.9559498,2018,1
504,40.7734851,-73.95246829999999,2017,12
505,40.7734851,-73.95246829999999,2018,1
506,40.773503000000005,-73.95277,2017,5
507,40.773518700000004,-73.9573473,2017,1
508,40.773519,-73.957347,2017,2
509,40.773548999999996,-73.947784,2017,2
510,40.773548999999996,-73.947784,2018,2
511,40.7735677,-73.9574003,2017,8
512,40.773604999999996,-73.95806400000001,2017,8
513,40.773604999999996,-73.95806400000001,2018,1
514,40.773607,-73.9561,2017,3
515,40.77360824,-73.9533561,2017,1
516,40.7736175,-73.9530795,2017,1
517,40.7736909,-73.95548149999999,2017,1
518,40.773700399999996,-73.96256600000001,2017,1
519,40.7737134,-73.9636473,2017,1
520,40.773714,-73.949642,2017,2
521,40.773724,-73.94624300000001,2017,1
522,40.77373239999999,-73.9553281,2017,7
523,40.77373239999999,-73.9553281,2018,1
524,40.773747,-73.94774,2017,1
525,40.773762,-73.948295,2017,3
526,40.773762,-73.948295,2018,1
527,40.7737635,-73.9644574,2017,3
528,40.7737635,-73.9644574,2018,1
529,40.773765600000004,-73.94664343,2017,1
530,40.773796000000004,-73.958516,2017,2
531,40.77379620000001,-73.9535703,2017,2
532,40.7738231,-73.95552190000001,2017,2
533,40.773863,-73.946574,2017,2
534,40.773874,-73.95197759999999,2017,1
535,40.7738995,-73.95571446,2017,3
536,40.7738995,-73.95571446,2018,1
537,40.773914000000005,-73.956016,2017,1
538,40.7739859,-73.9489945,2017,3
539,40.774002200000005,-73.95596309999999,2017,3
540,40.774029999999996,-73.96244200000001,2017,5
541,40.774029999999996,-73.96244200000001,2018,1
542,40.7740363,-73.9502411,2017,1
543,40.774066600000005,-73.9522989,2017,4
544,40.774066600000005,-73.9522989,2018,2
545,40.77408912,-73.95872524,2017,1
546,40.7741027,-73.9584378,2017,1
547,40.774113,-73.962683,2017,1
548,40.774128999999995,-73.946641,2017,1
549,40.774136,-73.96342,2017,1
550,40.774148,-73.950671,2017,2
551,40.774151,-73.957205,2017,1
552,40.77415429999999,-73.95634799999999,2017,4
553,40.774162100000005,-73.94672209999999,2017,1
554,40.774174,-73.961474,2018,1
555,40.7741852,-73.96539440000001,2017,1
556,40.774186,-73.96337199999999,2017,1
557,40.77431,-73.956956,2017,1
558,40.7743218,-73.95689329999999,2017,2
559,40.7743218,-73.95689329999999,2018,3
560,40.77432279999999,-73.9579991,2017,1
561,40.7743326,-73.9519172,2017,4
562,40.774334100000004,-73.9558546,2017,3
563,40.7743355,-73.96109990000001,2017,1
564,40.774414,-73.95760899999999,2017,1
565,40.774418,-73.949854,2017,1
566,40.774471999999996,-73.958148,2017,2
567,40.774495,-73.960533,2017,1
568,40.774522999999995,-73.9624787,2017,1
569,40.77457415,-73.94745919,2018,1
570,40.774587100000005,-73.9465215,2017,1
571,40.774614,-73.957677,2018,1
572,40.774684,-73.96204399999999,2017,2
573,40.774684,-73.96204399999999,2018,1
574,40.774684,-73.95764764,2017,3
575,40.774704,-73.955861,2017,2
576,40.774704,-73.955861,2018,2
577,40.77471053,-73.95247624,2017,7
578,40.774743,-73.957984,2017,1
579,40.774743,-73.957984,2018,1
580,40.77475,-73.9488864,2017,1
581,40.774769,-73.948717,2017,1
582,40.774769,-73.948717,2018,1
583,40.774799,-73.945101,2017,1
584,40.774843,-73.948959,2017,2
585,40.774843,-73.948959,2018,1
586,40.7748666,-73.9593332,2017,1
587,40.77487360000001,-73.9563207,2017,1
588,40.77487360000001,-73.9563207,2018,3
589,40.7749146,-73.9532319,2017,1
590,40.7749467,-73.9622031,2017,1
591,40.775023,-73.960669,2017,2
592,40.7750345,-73.95970059999999,2017,2
593,40.7750345,-73.95970059999999,2018,1
594,40.775047,-73.957412,2017,6
595,40.7750744,-73.9515728,2018,1
596,40.775079999999996,-73.959562,2017,1
597,40.7751023,-73.9468888,2017,1
598,40.7751023,-73.9468888,2018,1
599,40.77513,-73.95970799999999,2017,5
600,40.77513,-73.95970799999999,2018,1
601,40.775138299999995,-73.94578670000001,2017,1
602,40.77513885,-73.95177635,2017,4
603,40.77513885,-73.95177635,2018,1
604,40.775154,-73.962097,2017,1
605,40.775265399999995,-73.9624098,2017,4
606,40.775265399999995,-73.9624098,2018,1
607,40.775298,-73.95784,2017,1
608,40.77536,-73.945371,2017,2
609,40.77536,-73.945371,2018,1
610,40.775387,-73.95555,2017,2
611,40.775387,-73.946249,2017,1
612,40.775443,-73.961904,2018,1
613,40.7754537,-73.9624503,2017,1
614,40.7754537,-73.9624503,2018,1
615,40.7754688,-73.9554301,2017,3
616,40.775473999999996,-73.96394000000001,2017,2
617,40.775473999999996,-73.96394000000001,2018,1
618,40.7754939,-73.9466592,2017,2
619,40.775523,-73.949931,2017,1
620,40.775565,-73.94667700000001,2017,1
621,40.775570200000004,-73.9547872,2017,2
622,40.775616,-73.95510870000001,2017,1
623,40.775616,-73.95510870000001,2018,1
624,40.7756936,-73.94819759999999,2017,6
625,40.7756936,-73.94819759999999,2018,2
626,40.77569415,-73.95516709,2017,1
627,40.775726,-73.94584499999999,2017,2
628,40.775726,-73.94584499999999,2018,2
629,40.775729999999996,-73.95594100000001,2017,1
630,40.7757597,-73.946223,2017,1
631,40.775781,-73.955421,2018,1
632,40.7758179,-73.95924140000001,2017,1
633,40.775822999999995,-73.958568,2017,1
634,40.7758274,-73.952409,2018,1
635,40.775923,-73.956847,2017,3
636,40.775923,-73.956847,2018,1
637,40.77595529999999,-73.95087290000001,2017,1
638,40.775972499999995,-73.9478532,2017,9
639,40.775972499999995,-73.9478532,2018,1
640,40.77598,-73.95983829999999,2017,1
641,40.77598,-73.956344,2017,2
642,40.776001,-73.949682,2017,4
643,40.776007,-73.949157,2017,2
644,40.776021,-73.944264,2017,5
645,40.776026,-73.94877159999999,2017,3
646,40.7760398,-73.9563255,2017,6
647,40.7760398,-73.9563255,2018,1
648,40.776045,-73.96187900000001,2017,3
649,40.7760492,-73.9577296,2017,4
650,40.7760838,-73.9640284,2017,1
651,40.776129600000004,-73.960619,2017,4
652,40.776153,-73.961327,2017,1
653,40.776189,-73.947328,2017,2
654,40.776239000000004,-73.945504,2018,1
655,40.77624779999999,-73.94734809999999,2017,2
656,40.776259700000004,-73.9584096,2017,4
657,40.776327,-73.947649,2017,1
658,40.7763285,-73.9475088,2017,3
659,40.7764162,-73.9596418,2018,1
660,40.776439,-73.947009,2018,1
661,40.776444399999995,-73.9580781,2017,1
662,40.776466,-73.94798,2017,1
663,40.776532,-73.948971,2017,1
664,40.7765576,-73.94789909999999,2017,1
665,40.776573,-73.948234,2017,2
666,40.776574,-73.956411,2017,1
667,40.776577,-73.95942509999999,2017,1
668,40.776582,-73.962343,2017,1
669,40.776602399999994,-73.95137975,2017,1
670,40.7766242,-73.9611815,2017,1
671,40.776629,-73.953914,2017,4
672,40.776629,-73.953914,2018,1
673,40.776632,-73.94501,2018,1
674,40.776635399999996,-73.94817459999999,2017,2
675,40.77666655,-73.95634091,2017,1
676,40.77666729999999,-73.94392690000001,2017,2
677,40.7766769,-73.95226159999999,2017,3
678,40.776680999999996,-73.961403,2017,3
679,40.776740000000004,-73.961366,2017,1
680,40.776781400000004,-73.9445927,2017,1
681,40.776784,-73.948711,2017,6
682,40.776784,-73.948711,2018,2
683,40.776824,-73.9519402,2017,2
684,40.776824,-73.9519402,2018,1
685,40.7768266,-73.95505440000001,2018,1
686,40.776896,-73.952013,2017,1
687,40.7769133,-73.94490082,2017,1
