,lat,long,year,price
132,40.764824133229205,-73.9627163096485,2016,4725030
133,40.7648454511964,-73.9607885771185,2014,6550000
134,40.7648454511964,-73.9607885771185,2016,499999
135,40.76485340319471,-73.9688532321078,2014,4500000
136,40.764872,-73.966713,2015,2688369
137,40.7648720177636,-73.9667125141557,2014,10401749
138,40.7648720177636,-73.9667125141557,2016,4184000
139,40.764879678888704,-73.96478478877621,2014,3280000
140,40.764879678888704,-73.96478478877621,2016,10440000
141,40.76488,-73.96478499999999,2015,16920000
142,40.7649736303945,-73.966911011749,2014,3275000
143,40.7649736303945,-73.966911011749,2016,5420000
144,40.764974,-73.966911,2015,4011875
145,40.7649740162114,-73.9682828003605,2016,3355000
146,40.765027,-73.963193,2015,16780047
147,40.7650273973191,-73.9631927123642,2014,26632500
148,40.7650273973191,-73.9631927123642,2016,11808000
149,40.765053,-73.967146,2015,6450000
150,40.7650532950504,-73.967145620535,2014,7050000
151,40.7650532950504,-73.967145620535,2016,9003000
152,40.765093321749,-73.96335151492251,2014,1400000
153,40.7651619918441,-73.96351392627159,2014,5445000
154,40.7651619918441,-73.96351392627159,2016,8925000
155,40.765162,-73.963514,2015,4850000
156,40.7651854229209,-73.95969816236291,2014,885000
157,40.7651854229209,-73.95969816236291,2016,445000
158,40.765218,-73.968106,2015,11374800
159,40.7652182493682,-73.9681057948472,2014,8902883
160,40.7652182493682,-73.9681057948472,2016,1917500
161,40.7652598045035,-73.969524499448,2014,106470
162,40.7652598045035,-73.969524499448,2016,1863200
163,40.765301,-73.969665,2015,4717500
164,40.7653669273398,-73.9698204697586,2014,1750000
165,40.7653669273398,-73.9698204697586,2016,9925000
166,40.765367,-73.96982,2015,1275000
167,40.765495557729395,-73.96843056194109,2014,7825000
168,40.765496,-73.96843100000001,2015,13825000
169,40.7655547676656,-73.9644017716083,2014,8725000
170,40.7655547676656,-73.9644017716083,2016,2527500
171,40.765555,-73.964402,2015,12320000
172,40.765569,-73.966427,2015,2500000
173,40.765569099324104,-73.96642697553229,2014,3550000
174,40.765569099324104,-73.96642697553229,2016,9710000
175,40.7656075383169,-73.96647027621441,2014,4762500
176,40.7656075383169,-73.96647027621441,2016,4000000
177,40.76562,-73.962846,2015,110620245
178,40.765620150200895,-73.962845824239,2014,100845618
179,40.765620150200895,-73.962845824239,2016,69717175
180,40.7656756384188,-73.96473382779571,2014,10425000
181,40.7656756384188,-73.96473382779571,2016,3343324
182,40.765676,-73.96473399999999,2015,14601025
183,40.765684681401,-73.9588928282007,2016,837000
184,40.765685,-73.958893,2015,849000
185,40.765747173783005,-73.9653005618767,2014,4925000
186,40.765747173783005,-73.9653005618767,2016,4925000
187,40.7657767059181,-73.9631742481875,2014,8392000
188,40.7657767059181,-73.9631742481875,2016,11002500
189,40.765777,-73.963174,2015,4725000
190,40.765800586999504,-73.9697841730982,2014,3300000
191,40.765800586999504,-73.9697841730982,2016,5210000
192,40.765868735351205,-73.95933313693979,2014,5578000
193,40.765868735351205,-73.95933313693979,2016,5935000
194,40.765869,-73.959333,2015,6376522
195,40.765943160608,-73.96920650472909,2014,4035000
196,40.765943160608,-73.96920650472909,2016,2400000
197,40.76599,-73.969365,2015,695000
198,40.7659978448157,-73.9596363003032,2014,8352375
199,40.7659978448157,-73.9596363003032,2016,16124500
200,40.765997999999996,-73.959636,2015,18226350
201,40.766048,-73.971401,2015,4000000
202,40.7660628699433,-73.957282521522,2016,870000
203,40.766228000000005,-73.96736899999999,2015,7170333
204,40.7662281079034,-73.9673688633848,2014,1050000
205,40.7662576942583,-73.957141604991,2014,4200000
206,40.766275959139,-73.9622786819208,2014,3071000
207,40.766275959139,-73.9622786819208,2016,5814500
208,40.766276,-73.96227900000001,2015,12647500
209,40.7663139448875,-73.9701341143785,2016,1980000
210,40.766314,-73.970134,2015,1200000
211,40.766329999999996,-73.96015200000001,2015,1221900
212,40.766345,-73.956625,2015,7413000
213,40.7663453327715,-73.9566253121517,2014,6925000
214,40.7663453327715,-73.9566253121517,2016,10141718
215,40.7664119602656,-73.9586757763932,2014,3807000
216,40.7664119602656,-73.9586757763932,2016,7199000
217,40.766412,-73.958676,2015,1999500
218,40.766455,-73.964614,2015,2462500
219,40.766455108341106,-73.9646142833747,2014,4580000
220,40.766455108341106,-73.9646142833747,2016,2800000
221,40.7664688420197,-73.9646467665423,2014,400000
222,40.766469,-73.964647,2015,695000
223,40.766496999999994,-73.958878,2015,5745000
224,40.7664970443344,-73.9671990591234,2014,7600000
225,40.766497119563496,-73.9588778865354,2014,3125000
226,40.766497119563496,-73.9588778865354,2016,4458500
227,40.766511306518204,-73.952917678503,2014,862000
228,40.766512788845795,-73.9647478247259,2014,1375000
229,40.766544,-73.953001,2015,1090000
230,40.766544277307204,-73.9530006864809,2016,1170000
231,40.7665525380187,-73.953065661666,2014,3124000
232,40.7665525380187,-73.953065661666,2016,6635000
233,40.766553,-73.953066,2015,9417500
234,40.766569,-73.953055,2015,825000
235,40.766569002050204,-73.95305481989179,2014,2020000
236,40.766569002050204,-73.95305481989179,2016,1305000
237,40.766588,-73.95314499999999,2015,17004000
238,40.7665882519735,-73.9531450577805,2014,5351000
239,40.7665882519735,-73.9531450577805,2016,10660000
240,40.766590982027104,-73.9531089552754,2014,1550000
241,40.76661,-73.953199,2015,6106460
242,40.7666102319079,-73.9531991932095,2014,3996500
243,40.7666102319079,-73.9531991932095,2016,8120100
244,40.7666155319265,-73.9688704583181,2016,2775000
245,40.766626,-73.959181,2015,3302500
246,40.766626230213795,-73.95918105187671,2014,887500
247,40.766626230213795,-73.95918105187671,2016,864000
248,40.766628999999995,-73.968899,2015,10273750
249,40.766629263430296,-73.96889933238171,2014,4598602
250,40.766629263430296,-73.96889933238171,2016,6600000
251,40.7666596665452,-73.9532713597147,2014,48741664
252,40.7666596665452,-73.9532713597147,2016,35820724
253,40.766659999999995,-73.953271,2015,34087588
254,40.766725,-73.959416,2015,6285000
255,40.7667251237755,-73.959415645529,2014,5000435
256,40.7667251237755,-73.959415645529,2016,7408000
257,40.766834,-73.95778,2015,2295000
258,40.7668343257345,-73.957780216583,2016,4145000
259,40.7668442673428,-73.96272961903921,2016,1537766
260,40.766853780127796,-73.9669172977795,2014,267958
261,40.766853999999995,-73.96691700000001,2015,1350000
262,40.766886,-73.965672,2015,7415000
263,40.7668863526568,-73.96567180599709,2014,2595000
264,40.7668863526568,-73.96567180599709,2016,2900000
265,40.766888,-73.96369,2015,5663500
266,40.7668884898312,-73.96368987407601,2014,5939500
267,40.7668884898312,-73.96368987407601,2016,8042500
268,40.7669497063673,-73.95805811942991,2014,2988000
269,40.76697,-73.962639,2015,2772000
270,40.766970496182,-73.9626392964289,2014,5446620
271,40.766970496182,-73.9626392964289,2016,2813000
272,40.7670126996154,-73.96597137760159,2014,3915000
273,40.7670126996154,-73.96597137760159,2016,1677711
274,40.767038939015,-73.96210135573492,2014,2104000
275,40.767038939015,-73.96210135573492,2016,4882200
276,40.767039000000004,-73.962101,2015,3300000
277,40.7670705751691,-73.9667800068903,2016,2000000
278,40.767078999999995,-73.96803299999999,2015,2739000
279,40.7670791637744,-73.9680327019779,2014,628500
280,40.7670791637744,-73.9680327019779,2016,3014000
281,40.7670824413752,-73.97001463695871,2014,1113750
282,40.7670824413752,-73.97001463695871,2016,1176078
283,40.7671137380322,-73.9642637550365,2014,4095000
284,40.7671137380322,-73.9642637550365,2016,3033000
285,40.767114,-73.964264,2015,4100000
286,40.767121,-73.97091400000001,2015,1175100
287,40.7671210981861,-73.9709135311855,2014,5725000
288,40.7671210981861,-73.9709135311855,2016,4567500
289,40.767136853269,-73.9682131786756,2014,1375000
290,40.767136853269,-73.9682131786756,2016,984000
291,40.767188686863996,-73.9585778219964,2014,3340000
292,40.767227,-73.968423,2015,8845000
293,40.7672274872867,-73.96842252079259,2014,8540800
294,40.7672274872867,-73.96842252079259,2016,5075000
295,40.7672298916785,-73.958671658786,2016,3429500
296,40.76723,-73.95867199999999,2015,7812500
297,40.767232654537395,-73.95872219837509,2014,4426000
298,40.767232654537395,-73.95872219837509,2016,3154000
299,40.767233000000004,-73.958722,2015,2719000
300,40.76725493963829,-73.96844055824721,2014,4048225
301,40.76725493963829,-73.96844055824721,2016,2883700
302,40.767255,-73.968441,2015,725000
303,40.767258,-73.960675,2015,10117500
304,40.7672580403689,-73.960675243751,2014,10356500
305,40.7672580403689,-73.960675243751,2016,13714000
306,40.767272967881105,-73.9563936619057,2016,1795000
307,40.767272999999996,-73.95639399999999,2015,1775000
308,40.767325,-73.964451,2015,4350000
309,40.767325141128204,-73.9644513666988,2014,2925000
310,40.767325141128204,-73.9644513666988,2016,3600000
311,40.767503000000005,-73.955314,2015,21525026
312,40.767503112476604,-73.95531408897541,2014,22955000
313,40.767503112476604,-73.95531408897541,2016,11900000
314,40.767513507854,-73.96128520120841,2014,3682500
315,40.767513507854,-73.96128520120841,2016,3010000
316,40.767514,-73.961285,2015,4545000
317,40.767516848775,-73.9553465707362,2014,10005425
318,40.767516848775,-73.9553465707362,2016,7683101
319,40.767517,-73.955347,2015,8400186
320,40.7675586961777,-73.9652779573802,2016,2195000
321,40.767559000000006,-73.965278,2015,2285000
322,40.767583732781894,-73.9664042992773,2016,1836000
323,40.7676679293988,-73.9556569394826,2014,2381000
324,40.7676679293988,-73.9556569394826,2016,2430000
325,40.767668,-73.95565699999999,2015,4130600
326,40.7676797786748,-73.96633565860029,2014,14636500
327,40.7676797786748,-73.96633565860029,2016,2200000
328,40.76768,-73.966336,2015,15350000
329,40.767746,-73.967668,2015,3400000
330,40.7677460339738,-73.9676677596847,2016,2250000
331,40.7677525024643,-73.961891562647,2014,26833292
332,40.7677525024643,-73.961891562647,2016,15400000
333,40.767753000000006,-73.961892,2015,14034000
334,40.7678009772789,-73.9678410189519,2014,4690000
335,40.7678335508367,-73.95816225646091,2014,248000
336,40.7678335508367,-73.95816225646091,2016,1329168
337,40.767834,-73.958162,2015,480100
338,40.7679013320611,-73.9559167133968,2016,1680000
339,40.767901959209205,-73.9658481788424,2016,7575000
340,40.7679049755706,-73.95833188768151,2014,4911499
341,40.767905,-73.958332,2015,2565000
342,40.767913920713205,-73.960346334643,2014,17198707
343,40.76792516081,-73.97033916927741,2014,1138500
344,40.7679468687735,-73.9603788062116,2014,3056400
345,40.7679468687735,-73.9603788062116,2016,4080111
346,40.767947,-73.960379,2015,4021500
347,40.767962680253504,-73.95851235821291,2014,18310400
348,40.767962680253504,-73.95851235821291,2016,11636000
349,40.767963,-73.958512,2015,13200000
350,40.768015560328294,-73.9605917633413,2016,2910116
351,40.7680265479298,-73.96061702779241,2016,1295000
352,40.768027000000004,-73.960617,2015,490000
353,40.768045778376,-73.9606675583408,2014,470000
354,40.768045778376,-73.9606675583408,2016,850000
355,40.768046000000005,-73.960668,2015,555000
356,40.7681288105277,-73.96274334074441,2014,1875000
357,40.7681288105277,-73.96274334074441,2016,4800000
358,40.768128999999995,-73.962743,2015,7300000
359,40.7681456331584,-73.9638552552299,2014,875000
360,40.768146,-73.96385500000001,2015,2700000
361,40.768187,-73.95570699999999,2015,1618486
362,40.768195,-73.96489100000001,2015,2185000
363,40.768195358863395,-73.9648913399144,2014,1175000
364,40.768195358863395,-73.9648913399144,2016,5560000
365,40.768217,-73.957,2015,18019500
366,40.7682173864692,-73.9569995481551,2014,26441026
367,40.7682173864692,-73.9569995481551,2016,18181748
368,40.768219,-73.96300699999999,2015,26410000
369,40.768219471870104,-73.96300683072342,2014,23579725
370,40.768219471870104,-73.96300683072342,2016,26928750
371,40.7682349171174,-73.9688263796201,2016,2719400
372,40.768235,-73.968826,2015,4900000
373,40.768249825416,-73.95568543322919,2016,3500000
374,40.76825,-73.955685,2015,1501919
375,40.7682805545156,-73.9571042017183,2014,1443000
376,40.7682805545156,-73.9571042017183,2016,6211000
377,40.768281,-73.957104,2015,1810000
378,40.7682825119355,-73.95503919461319,2014,655000
379,40.7682825119355,-73.95503919461319,2016,475000
380,40.768288812910704,-73.95716917910629,2014,1350000
381,40.768289,-73.957169,2015,1967000
382,40.768296,-73.955072,2015,2624000
383,40.7683602377651,-73.957335200268,2014,1543500
384,40.7683602377651,-73.957335200268,2016,3035000
385,40.768390942981,-73.9672956005529,2014,2807500
386,40.768390942981,-73.9672956005529,2016,5300000
387,40.768390999999994,-73.96729599999999,2015,8737500
388,40.7683925069909,-73.9633713603551,2014,1950000
389,40.768431663711,-73.9575048319431,2014,6680000
390,40.768431663711,-73.9575048319431,2016,6856000
391,40.768432000000004,-73.957505,2015,3500000
392,40.7684838443652,-73.9575878323498,2014,5869550
393,40.7684838443652,-73.9575878323498,2016,1458600
394,40.768484,-73.957588,2015,4169000
395,40.768503,-73.957674,2015,3615000
396,40.7685030894064,-73.957674463982,2014,2375000
397,40.7685030894064,-73.957674463982,2016,3200000
398,40.7685230470815,-73.95254079931729,2014,449000
399,40.7685535086493,-73.9695807548812,2014,5941988
400,40.768553999999995,-73.969581,2015,1195000
401,40.768558,-73.957761,2015,11665000
402,40.76855801600129,-73.9577610730338,2014,15874000
403,40.76855801600129,-73.9577610730338,2016,5285000
404,40.7685725209708,-73.9599488242744,2014,1249000
405,40.7685725209708,-73.9599488242744,2016,1180000
406,40.768572999999996,-73.959949,2015,1572050
407,40.768588,-73.957877,2015,1900000
408,40.7685882504343,-73.95787657918991,2014,6885000
409,40.7685882504343,-73.95787657918991,2016,17142000
410,40.76859,-73.963841,2015,2195000
411,40.7686088947721,-73.96199215730358,2014,14875000
412,40.7686088947721,-73.96199215730358,2016,4375000
413,40.768609000000005,-73.96199200000001,2015,10790000
414,40.768613727163896,-73.96004988419641,2014,1895000
415,40.768613727163896,-73.96004988419641,2016,3945000
416,40.768614,-73.96005,2015,2190000
417,40.768629,-73.957931,2015,6974000
418,40.768629441318105,-73.9579307056694,2014,8084500
419,40.768629441318105,-73.9579307056694,2016,3589000
420,40.768724,-73.96222,2015,2295000
421,40.7687242486527,-73.962219532427,2014,7030000
422,40.768726707233796,-73.9613566994353,2014,1950000
423,40.768789,-73.952555,2015,2642500
424,40.768789292787794,-73.9525550502961,2014,3156000
425,40.768789292787794,-73.9525550502961,2016,3025150
426,40.768867,-73.963328,2015,510000
427,40.7688673332227,-73.96332777702371,2014,11425000
428,40.7688673332227,-73.96332777702371,2016,3181500
429,40.7689575750701,-73.9546741100175,2014,4025000
430,40.7689575750701,-73.9546741100175,2016,3973372
431,40.768958000000005,-73.954674,2015,4997726
432,40.768985,-73.954696,2015,12182900
433,40.76898503098629,-73.95469575246041,2014,9357000
434,40.76898503098629,-73.95469575246041,2016,6709500
435,40.769026995557205,-73.9567607528461,2014,2307400
436,40.769026995557205,-73.9567607528461,2016,7653890
437,40.769027,-73.956761,2015,5390535
438,40.7690635875451,-73.9521216317865,2014,2429200
439,40.7690635875451,-73.9521216317865,2016,3005000
440,40.769076843814794,-73.9510096827401,2014,7789000
441,40.769076843814794,-73.9510096827401,2016,6740000
442,40.769077,-73.95101,2015,13374000
443,40.769125911519396,-73.95704228389499,2014,615000
444,40.769125911519396,-73.95704228389499,2016,1275000
445,40.769126,-73.957042,2015,360000
446,40.769139648672294,-73.95707837699929,2014,327000
447,40.769139648672294,-73.95707837699929,2016,299000
448,40.7691455343263,-73.951179311468,2014,2296000
449,40.7691455343263,-73.951179311468,2016,1897500
450,40.769146,-73.95117900000001,2015,3458000
451,40.7691712505303,-73.9610459644486,2014,2125000
452,40.769195,-73.95930899999999,2015,2567340
453,40.769211,-73.957201,2015,755000
454,40.769228000000005,-73.957234,2015,1145000
455,40.7692687640069,-73.95738155088121,2014,3129000
456,40.7692687640069,-73.95738155088121,2016,444500
457,40.769269,-73.957382,2015,355000
458,40.769298980161295,-73.95744651523741,2014,655000
459,40.769298980161295,-73.95744651523741,2016,710000
460,40.769299,-73.957447,2015,2238700
461,40.769318952728,-73.9595548629038,2014,3570000
462,40.769318952728,-73.9595548629038,2016,6054000
463,40.769319,-73.95955500000001,2015,7437500
464,40.769344,-73.961793,2015,4675000
465,40.7693444193648,-73.96179317611991,2014,6017500
466,40.7693444193648,-73.96179317611991,2016,6665000
467,40.769354,-73.965115,2015,140000
468,40.769464,-73.967894,2015,11074000
469,40.7694643048276,-73.96789436896509,2014,3300000
470,40.7694643048276,-73.96789436896509,2016,3670000
471,40.76947,-73.969205,2015,8400000
472,40.769470152027104,-73.9692048739141,2014,10960000
473,40.769470152027104,-73.9692048739141,2016,9249000
474,40.769519,-73.96003499999999,2015,4600000
475,40.7695194862674,-73.9600348999872,2014,6450000
476,40.7695194862674,-73.9600348999872,2016,3251000
477,40.769573,-73.964956,2015,5670000
478,40.7695732380626,-73.9649555974863,2014,14964000
479,40.7695732380626,-73.9649555974863,2016,10705000
480,40.769574,-73.968154,2015,2285000
481,40.7695741665515,-73.9681542518341,2016,2650000
482,40.769588160992605,-73.9601973187104,2014,1215000
483,40.7695979275339,-73.9649122618398,2014,4785000
484,40.7695979275339,-73.9649122618398,2016,6400000
485,40.769597999999995,-73.964912,2015,4850000
486,40.76960189590999,-73.96022980249529,2014,5730883
487,40.76960189590999,-73.96022980249529,2016,2740000
488,40.769602,-73.96023000000001,2015,3960000
489,40.769623592794396,-73.968230042873,2016,903166
490,40.76963,-73.962468,2015,3100000
491,40.7696300941733,-73.9624681239319,2016,250000
492,40.769662,-73.966432,2015,850000
493,40.769677,-73.956378,2015,9499750
494,40.769677,-73.956334,2015,8569000
495,40.76967733817379,-73.9563343239723,2014,9006000
496,40.76967733817379,-73.9563343239723,2016,9375000
497,40.769677354584104,-73.9563776466698,2014,4260787
498,40.769677354584104,-73.9563776466698,2016,2184000
499,40.7696812829477,-73.96841413686221,2014,3795000
500,40.769719732035,-73.9684971538652,2014,2400000
501,40.769763,-73.95658,2015,272500
502,40.769802,-73.96842099999999,2015,6975000
503,40.7698020534676,-73.96842130004741,2014,5095000
504,40.7698020534676,-73.96842130004741,2016,13752000
505,40.7698490217918,-73.96051847371079,2016,1196443
506,40.769852,-73.954515,2015,480000
507,40.7698572621941,-73.9605365200023,2014,1545000
508,40.769912,-73.961017,2015,1150000
509,40.769912320440895,-73.96101664907509,2014,4400600
510,40.769912320440895,-73.96101664907509,2016,4700000
511,40.769919,-73.951009,2015,1063457
512,40.7699194788141,-73.95100906287941,2014,1704000
513,40.7699194788141,-73.95100906287941,2016,1841591
514,40.76993,-73.951027,2015,320000
515,40.7699432193371,-73.96316472378021,2016,2750000
516,40.769949,-73.964681,2015,3850000
517,40.769954999999996,-73.951092,2015,1431000
518,40.7699551957007,-73.9510920721447,2014,2901534
519,40.7699551957007,-73.9510920721447,2016,2352500
520,40.769963,-73.957053,2015,6039000
521,40.769963061102,-73.9570525746245,2014,4491207
522,40.769963061102,-73.9570525746245,2016,10328494
523,40.770024698646296,-73.95322206541921,2014,1985000
524,40.770025,-73.953222,2015,3307500
525,40.770068,-73.959222,2015,10617500
526,40.7700681495317,-73.9592222652014,2014,3161925
527,40.7700681495317,-73.9592222652014,2016,3808600
528,40.770078999999996,-73.959298,2015,1600000
529,40.770079155296,-73.95929807365809,2014,2733000
530,40.770079155296,-73.95929807365809,2016,3229000
531,40.770113153016204,-73.9624209184562,2014,7499411
532,40.770134805786704,-73.961496682142,2014,7403500
533,40.770134805786704,-73.961496682142,2016,15530500
534,40.770134999999996,-73.961497,2015,11407000
535,40.7701368253968,-73.9593846844247,2014,6190000
536,40.7701368253968,-73.9593846844247,2016,6706000
537,40.770137,-73.959385,2015,10653537
538,40.770140000000005,-73.961558,2015,2620000
539,40.7701403157586,-73.961558053218,2014,2750000
540,40.7701410010496,-73.9636700494815,2016,2500000
541,40.770147829783795,-73.95945688273609,2014,6490000
542,40.770147829783795,-73.95945688273609,2016,3570000
543,40.770148,-73.959457,2015,5070000
544,40.770162,-73.968696,2015,800000
545,40.770162976026796,-73.9637241912718,2014,3775000
546,40.770162976026796,-73.9637241912718,2016,3550000
547,40.770163000000004,-73.963724,2015,2198888
548,40.77020073130271,-73.961651884947,2014,2860000
549,40.77020073130271,-73.961651884947,2016,5426000
550,40.770201,-73.961652,2015,3955000
551,40.770202755025295,-73.95954349539691,2014,4386000
552,40.770202755025295,-73.95954349539691,2016,1900000
553,40.770203,-73.95954300000001,2015,13863200
554,40.770214,-73.953717,2015,9752500
555,40.7702142853936,-73.9537165371673,2014,11466000
556,40.7702142853936,-73.9537165371673,2016,14342500
557,40.77021446820971,-73.9616915898386,2014,4510000
558,40.77021446820971,-73.9616915898386,2016,1520000
559,40.7702165053173,-73.95961930239571,2014,8554000
560,40.7702165053173,-73.95961930239571,2016,7070000
561,40.770216999999995,-73.95961899999999,2015,4931999
562,40.7702439754664,-73.95968427035329,2014,2675000
563,40.7702467584576,-73.9686304840459,2014,6937814
564,40.7702467584576,-73.9686304840459,2016,4771480
565,40.770247,-73.96863,2015,9556500
566,40.770292,-73.949965,2015,1951000
567,40.770292314980104,-73.94996542371359,2014,2557000
568,40.770292314980104,-73.94996542371359,2016,1653431
569,40.770338670535004,-73.9559403718468,2014,4700000
570,40.770361,-73.966096,2015,1400000
571,40.7703646255352,-73.968060007015,2016,1925000
572,40.770365000000005,-73.96806,2015,7305000
573,40.77038262497229,-73.956041430157,2014,2284000
574,40.77038262497229,-73.956041430157,2016,5298109
575,40.770382641492795,-73.95608475331309,2014,5194926
576,40.770382641492795,-73.95608475331309,2016,15510645
577,40.770383,-73.956085,2015,10552487
