,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,ADDRESS_clean,FullAddress,LAT_LONG
5176,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1513,15, ,D4,"125 EAST 84TH STREET, 6B", ,10028,0,0,0,0,0,1928,2,D4,2700000,6/30/17 0:00,125 EAST 84TH STREET,"125 EAST 84TH STREET New York, NY 10028",0
5177,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1513,15, ,D4,"125 EAST 84TH STREET, 4B", ,10028,0,0,0,0,0,1928,2,D4,2775000,11/9/17 0:00,125 EAST 84TH STREET,"125 EAST 84TH STREET New York, NY 10028",0
5178,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1513,20, ,D4,"145 EAST 84TH STREET, 3G", ,10028,0,0,0,0,0,1963,2,D4,597000,4/17/17 0:00,145 EAST 84TH STREET,"145 EAST 84TH STREET New York, NY 10028","[40.7782061, -73.95621919999999]"
5179,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1513,20, ,D4,"145 EAST 84TH STREET, 9D", ,10028,0,0,0,0,0,1963,2,D4,850000,1/29/18 0:00,145 EAST 84TH STREET,"145 EAST 84TH STREET New York, NY 10028","[40.7782061, -73.95621919999999]"
5180,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1513,20, ,D4,"145 EAST 84TH STREET, 9E", ,10028,0,0,0,0,0,1963,2,D4,765000,1/29/18 0:00,145 EAST 84TH STREET,"145 EAST 84TH STREET New York, NY 10028","[40.7782061, -73.95621919999999]"
5181,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1513,20, ,D4,"145 EAST 84TH STREET, 8F", ,10028,0,0,0,0,0,1963,2,D4,1465239,11/30/17 0:00,145 EAST 84TH STREET,"145 EAST 84TH STREET New York, NY 10028","[40.7782061, -73.95621919999999]"
5182,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1514,8, ,D4,"111 EAST 85TH, 4E", ,10028,0,0,0,0,0,1971,2,D4,1700000,9/18/17 0:00,111 EAST 85TH,"111 EAST 85TH New York, NY 10028","[40.7794706, -73.95671589999999]"
5183,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1514,8, ,D4,"111 EAST 85TH STREET, 21F", ,10028,0,0,0,0,0,1971,2,D4,1415000,10/2/17 0:00,111 EAST 85TH STREET,"111 EAST 85TH STREET New York, NY 10028","[40.7794706, -73.95671589999999]"
5184,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1514,8, ,D4,"111 EAST 85TH STREET, 31ADE", ,10028,0,0,0,0,0,1971,2,D4,5235000,11/1/17 0:00,111 EAST 85TH STREET,"111 EAST 85TH STREET New York, NY 10028","[40.7794706, -73.95671589999999]"
5185,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1514,8, ,D4,"111 EAST 85TH STREET, 4C", ,10028,0,0,0,0,0,1971,2,D4,840000,2/23/18 0:00,111 EAST 85TH STREET,"111 EAST 85TH STREET New York, NY 10028","[40.7794706, -73.95671589999999]"
5186,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1514,66, ,D4,"108 EAST 86TH STREET, 8N", ,10028,0,0,0,0,0,1924,2,D4,1740000,6/13/17 0:00,108 EAST 86TH STREET,"108 EAST 86TH STREET New York, NY 10028",0
5187,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1514,66, ,D4,"108 EAST 86TH STREET, 14S", ,10028,0,0,0,0,0,1924,2,D4,2215000,8/7/17 0:00,108 EAST 86TH STREET,"108 EAST 86TH STREET New York, NY 10028",0
5188,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1514,69, ,D4,"1035 PARK AVENUE, 11B", ,10028,0,0,0,0,0,1926,2,D4,3137000,12/15/17 0:00,1035 PARK AVENUE,"1035 PARK AVENUE New York, NY 10028",0
5189,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1514,69, ,D4,"1035 PARK AVENUE, 16B", ,10028,0,0,0,0,0,1926,2,D4,3375000,12/22/17 0:00,1035 PARK AVENUE,"1035 PARK AVENUE New York, NY 10028",0
5190,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1515,1, ,D4,"1045 PARK AVENUE, 4C", ,10028,0,0,0,0,0,1923,2,D4,1795000,6/28/17 0:00,1045 PARK AVENUE,"1045 PARK AVENUE New York, NY 10028","[40.7802712, -73.9567847]"
5191,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1515,1, ,D4,"1045 PARK AVENUE, HALLW", ,10028,0,0,0,0,0,1923,2,D4,14167,6/26/17 0:00,1045 PARK AVENUE,"1045 PARK AVENUE New York, NY 10028","[40.7802712, -73.9567847]"
5192,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1515,1, ,D4,"1045 PARK AVENUE, 5-A", ,10028,0,0,0,0,0,1923,2,D4,2600000,7/31/17 0:00,1045 PARK AVENUE,"1045 PARK AVENUE New York, NY 10028","[40.7802712, -73.9567847]"
5193,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1515,1, ,D4,"1045 PARK AVENUE, 7AB", ,10028,0,0,0,0,0,1923,2,D4,6400000,7/31/17 0:00,1045 PARK AVENUE,"1045 PARK AVENUE New York, NY 10028","[40.7802712, -73.9567847]"
5194,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1515,1, ,D4,"1045 PARK AVENUE, 14A", ,10028,0,0,0,0,0,1923,2,D4,2700000,10/31/17 0:00,1045 PARK AVENUE,"1045 PARK AVENUE New York, NY 10028","[40.7802712, -73.9567847]"
5195,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1515,8, ,D4,"115 EAST 86TH STREET, 153", ,10028,0,0,0,0,0,1928,2,D4,3495000,5/3/17 0:00,115 EAST 86TH STREET,"115 EAST 86TH STREET New York, NY 10028",0
5196,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1515,8, ,D4,"115 EAST 86TH STREET, 63", ,10028,0,0,0,0,0,1928,2,D4,850000,6/14/17 0:00,115 EAST 86TH STREET,"115 EAST 86TH STREET New York, NY 10028",0
5197,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1515,8, ,D4,"115 EAST 86TH STREET, 31", ,10028,0,0,0,0,0,1928,2,D4,2750000,9/27/17 0:00,115 EAST 86TH STREET,"115 EAST 86TH STREET New York, NY 10028",0
5198,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1516,1, ,D4,"1065 PARK AVENUE, 18D", ,10128,0,0,0,0,0,1973,2,D4,625000,3/15/17 0:00,1065 PARK AVENUE,"1065 PARK AVENUE New York, NY 10128",0
5199,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1516,1, ,D4,"1065 PARK AVENUE, 15D", ,10128,0,0,0,0,0,1973,2,D4,0,5/4/17 0:00,1065 PARK AVENUE,"1065 PARK AVENUE New York, NY 10128",0
5200,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1516,1, ,D4,"1065 PARK AVENUE, 6B", ,10128,0,0,0,0,0,1973,2,D4,1340000,6/30/17 0:00,1065 PARK AVENUE,"1065 PARK AVENUE New York, NY 10128",0
5201,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1516,1, ,D4,"1065 PARK AVENUE, 28D", ,10128,0,0,0,0,0,1973,2,D4,625000,7/19/17 0:00,1065 PARK AVENUE,"1065 PARK AVENUE New York, NY 10128",0
5202,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1516,1, ,D4,"1065 PARK AVENUE, 14A", ,10128,0,0,0,0,0,1973,2,D4,2175000,9/7/17 0:00,1065 PARK AVENUE,"1065 PARK AVENUE New York, NY 10128",0
5203,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1516,1, ,D4,"1065 PARK AVENUE, 17C", ,10128,0,0,0,0,0,1973,2,D4,820000,12/20/17 0:00,1065 PARK AVENUE,"1065 PARK AVENUE New York, NY 10128",0
5204,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1516,1, ,D4,"1065 PARK AVENUE, 3C", ,10128,0,0,0,0,0,1973,2,D4,800000,2/27/18 0:00,1065 PARK AVENUE,"1065 PARK AVENUE New York, NY 10128",0
5205,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1516,1, ,D4,"1065 PARK AVENUE, 7B", ,10128,0,0,0,0,0,1973,2,D4,1235000,2/27/18 0:00,1065 PARK AVENUE,"1065 PARK AVENUE New York, NY 10128",0
5206,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1516,42, ,D4,"170 EAST 88TH STREET, 6A", ,10128,0,0,0,0,0,1980,2,D4,810000,6/16/17 0:00,170 EAST 88TH STREET,"170 EAST 88TH STREET New York, NY 10128",0
5207,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1516,42, ,D4,"170 EAST 88TH STREET, 4D", ,10128,0,0,0,0,0,1980,2,D4,875000,8/1/17 0:00,170 EAST 88TH STREET,"170 EAST 88TH STREET New York, NY 10128",0
5208,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1516,69, ,D4,"1075 PARK AVENUE, 13C", ,10128,0,0,0,0,0,1922,2,D4,3650000,11/2/17 0:00,1075 PARK AVENUE,"1075 PARK AVENUE New York, NY 10128","[40.7811822, -73.95619479999999]"
5209,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1517,69, ,D4,"1095 PARK AVENUE, 16C", ,10128,0,0,0,0,0,1930,2,D4,6700000,6/15/17 0:00,1095 PARK AVENUE,"1095 PARK AVENUE New York, NY 10128",0
5210,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1517,69, ,D4,"1095 PARK AVENUE, 1A", ,10128,0,0,0,0,0,1930,2,D4,1000000,9/8/17 0:00,1095 PARK AVENUE,"1095 PARK AVENUE New York, NY 10128",0
5211,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1518,1, ,D4,"1103 PARK AVENUE, 1-D/F", ,10128,0,0,0,0,0,1923,2,D4,947000,2/14/18 0:00,1103 PARK AVENUE,"1103 PARK AVENUE New York, NY 10128","[40.7820344, -73.955355]"
5212,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1518,49, ,D4,"1349 LEXINGTON AVENUE, 4A", ,10128,0,0,0,0,0,1922,2,D4,585000,3/7/17 0:00,1349 LEXINGTON AVENUE,"1349 LEXINGTON AVENUE New York, NY 10128",0
5213,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1518,49, ,D4,"1349 LEXINGTON AVENUE, 3D", ,10128,0,0,0,0,0,1922,2,D4,1637000,12/15/17 0:00,1349 LEXINGTON AVENUE,"1349 LEXINGTON AVENUE New York, NY 10128",0
5214,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1518,49, ,D4,"1349 LEXINGTON AVENUE, 6G", ,10128,0,0,0,0,0,1922,2,D4,1290000,12/28/17 0:00,1349 LEXINGTON AVENUE,"1349 LEXINGTON AVENUE New York, NY 10128",0
5215,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1518,49, ,D4,"1349 LEXINGTON AVENUE, 3C", ,10128,0,0,0,0,0,1922,2,D4,1800000,1/11/18 0:00,1349 LEXINGTON AVENUE,"1349 LEXINGTON AVENUE New York, NY 10128",0
5216,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1518,61, ,D4,"114 EAST 90TH STREET, 7C", ,10128,0,0,0,0,0,1925,2,D4,1250000,5/12/17 0:00,114 EAST 90TH STREET,"114 EAST 90TH STREET New York, NY 10128","[40.7821142, -73.95441989999999]"
5217,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1518,61, ,D4,"114 EAST 90TH STREET, 9C", ,10128,0,0,0,0,0,1925,2,D4,1450000,7/17/17 0:00,114 EAST 90TH STREET,"114 EAST 90TH STREET New York, NY 10128","[40.7821142, -73.95441989999999]"
5218,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1518,61, ,D4,"114 EAST 90TH STREET, 8C", ,10128,0,0,0,0,0,1925,2,D4,1460000,8/30/17 0:00,114 EAST 90TH STREET,"114 EAST 90TH STREET New York, NY 10128","[40.7821142, -73.95441989999999]"
5219,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1518,61, ,D4,"114 EAST 90TH STREET, 2B", ,10128,0,0,0,0,0,1925,2,D4,2037500,1/31/18 0:00,114 EAST 90TH STREET,"114 EAST 90TH STREET New York, NY 10128","[40.7821142, -73.95441989999999]"
5220,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1518,69, ,D4,"1111 PARK AVENUE, 7B", ,10128,0,0,0,0,0,1925,2,D4,5200000,4/11/17 0:00,1111 PARK AVENUE,"1111 PARK AVENUE New York, NY 10128",0
5221,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1518,69, ,D4,"1111 PARK AVENUE, 7A", ,10128,0,0,0,0,0,1925,2,D4,0,10/23/17 0:00,1111 PARK AVENUE,"1111 PARK AVENUE New York, NY 10128",0
5222,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1518,69, ,D4,"1111 PARK AVENUE, 4C", ,10128,0,0,0,0,0,1925,2,D4,3240000,2/23/18 0:00,1111 PARK AVENUE,"1111 PARK AVENUE New York, NY 10128",0
5223,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,1, ,D4,"1125 PARK AVENUE, 10E", ,10128,0,0,0,0,0,1926,2,D4,4575000,3/28/17 0:00,1125 PARK AVENUE,"1125 PARK AVENUE New York, NY 10128",0
5224,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,8, ,D4,"115 EAST 90TH   STREET, 8C", ,10128,0,0,0,0,0,1923,2,D4,550000,5/3/17 0:00,115 EAST 90TH   STREET,"115 EAST 90TH   STREET New York, NY 10128",0
5225,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,8, ,D4,"115 EAST 90TH STREET, 7E", ,10128,0,0,0,0,0,1923,2,D4,930000,5/18/17 0:00,115 EAST 90TH STREET,"115 EAST 90TH STREET New York, NY 10128",0
5226,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,8, ,D4,"115 EAST 90TH STREET, 5D", ,10128,0,0,0,0,0,1923,2,D4,750000,8/10/17 0:00,115 EAST 90TH STREET,"115 EAST 90TH STREET New York, NY 10128",0
5227,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,8, ,D4,"115 EAST 90TH STREET, 4C", ,10128,0,0,0,0,0,1923,2,D4,730000,9/22/17 0:00,115 EAST 90TH STREET,"115 EAST 90TH STREET New York, NY 10128",0
5228,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,25, ,D4,"161 EAST 90TH ST, 3A", ,10128,0,0,0,0,0,1926,2,D4,799000,4/28/17 0:00,161 EAST 90TH ST,"161 EAST 90TH ST New York, NY 10128","[40.7819597, -73.9529275]"
5229,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,46, ,D4,"160 EAST 91ST STREET, 5N", ,10128,0,0,0,0,0,1941,2,D4,485000,3/27/17 0:00,160 EAST 91ST STREET,"160 EAST 91ST STREET New York, NY 10128","[40.7822552, -73.9528356]"
5230,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,46, ,D4,"160 EAST 91ST STREET, 3J", ,10128,0,0,0,0,0,1941,2,D4,335000,6/21/17 0:00,160 EAST 91ST STREET,"160 EAST 91ST STREET New York, NY 10128","[40.7822552, -73.9528356]"
5231,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,46, ,D4,"160 EAST 91ST STREET, 3C", ,10128,0,0,0,0,0,1941,2,D4,510000,7/13/17 0:00,160 EAST 91ST STREET,"160 EAST 91ST STREET New York, NY 10128","[40.7822552, -73.9528356]"
5232,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,46, ,D4,"160 EAST 91ST STREET, 1I", ,10128,0,0,0,0,0,1941,2,D4,395000,7/24/17 0:00,160 EAST 91ST STREET,"160 EAST 91ST STREET New York, NY 10128","[40.7822552, -73.9528356]"
5233,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,46, ,D4,"160 EAST 91ST STREET, 5F", ,10128,0,0,0,0,0,1941,2,D4,499000,8/17/17 0:00,160 EAST 91ST STREET,"160 EAST 91ST STREET New York, NY 10128","[40.7822552, -73.9528356]"
5234,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,46, ,D4,"160 EAST 91ST STREET, 2H", ,10128,0,0,0,0,0,1941,2,D4,485000,8/29/17 0:00,160 EAST 91ST STREET,"160 EAST 91ST STREET New York, NY 10128","[40.7822552, -73.9528356]"
5235,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,46, ,D4,"160 EAST 91ST STREET, 3B", ,10128,0,0,0,0,0,1941,2,D4,0,10/20/17 0:00,160 EAST 91ST STREET,"160 EAST 91ST STREET New York, NY 10128","[40.7822552, -73.9528356]"
5236,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,46, ,D4,"160 EAST 91, 2F", ,10128,0,0,0,0,0,1941,2,D4,485000,12/14/17 0:00,160 EAST 91,"160 EAST 91 New York, NY 10128",0
5237,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,60, ,D4,"124 EAST 91ST STREET, 3C", ,10128,0,0,0,0,0,1910,2,D4,650000,10/24/17 0:00,124 EAST 91ST STREET,"124 EAST 91ST STREET New York, NY 10128","[40.7826915, -73.9538688]"
5238,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,67, ,D4,"108 EAST 91ST STREET, 9D", ,10128,0,0,0,0,0,1928,2,D4,510000,6/13/17 0:00,108 EAST 91ST STREET,"108 EAST 91ST STREET New York, NY 10128",0
5239,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,67, ,D4,"108 EAST 91ST STREET, 3B", ,10128,0,0,0,0,0,1928,2,D4,1075000,7/13/17 0:00,108 EAST 91ST STREET,"108 EAST 91ST STREET New York, NY 10128",0
5240,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,67, ,D4,"108 EAST 91ST STREET, 1D", ,10128,0,0,0,0,0,1928,2,D4,525000,12/6/17 0:00,108 EAST 91ST STREET,"108 EAST 91ST STREET New York, NY 10128",0
5241,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,69, ,D4,"1133 PARK AVENUE, PHW", ,10128,0,0,0,0,0,1924,2,D4,2300000,6/8/17 0:00,1133 PARK AVENUE,"1133 PARK AVENUE New York, NY 10128","[40.7831046, -73.95460349999999]"
5242,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1520,4, ,D4,"1155 PARK AVENUE, 3NE", ,10128,0,0,0,0,0,1915,2,D4,3200000,4/4/17 0:00,1155 PARK AVENUE,"1155 PARK AVENUE New York, NY 10128",0
5243,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1520,4, ,D4,"1155 PARK AVENUE, 10E", ,10128,0,0,0,0,0,1915,2,D4,0,10/26/17 0:00,1155 PARK AVENUE,"1155 PARK AVENUE New York, NY 10128",0
5244,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1520,41, ,D4,"166 EAST 92ND STREET, 1C", ,10128,0,0,0,0,0,1941,2,D4,572000,5/23/17 0:00,166 EAST 92ND STREET,"166 EAST 92ND STREET New York, NY 10128",0
5245,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1520,41, ,D4,"166 EAST 92ND STREET, 1D", ,10128,0,0,0,0,0,1941,2,D4,400000,5/22/17 0:00,166 EAST 92ND STREET,"166 EAST 92ND STREET New York, NY 10128",0
5246,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1520,41, ,D4,"166 EAST 92ND STREET, 4D", ,10128,0,0,0,0,0,1941,2,D4,519407,8/23/17 0:00,166 EAST 92ND STREET,"166 EAST 92ND STREET New York, NY 10128",0
5247,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1520,41, ,D4,"166 EAST 92ND   STREET, 4C", ,10128,0,0,0,0,0,1941,2,D4,610000,9/18/17 0:00,166 EAST 92ND   STREET,"166 EAST 92ND   STREET New York, NY 10128","(40.78270175, -73.9519471060206)"
5248,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1521,1, ,D4,"1165 PARK AVENUE, 14A", ,10128,0,0,0,0,0,1925,2,D4,4750000,9/6/17 0:00,1165 PARK AVENUE,"1165 PARK AVENUE New York, NY 10128",0
5249,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1521,51, ,D4,"150 EAST 93RD STREET, 2B", ,10128,0,0,0,0,0,1923,2,D4,525000,7/17/17 0:00,150 EAST 93RD STREET,"150 EAST 93RD STREET New York, NY 10128","[40.7836666, -73.9522501]"
5250,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1521,51, ,D4,"150 EAST 93RD STREET, 7A", ,10128,0,0,0,0,0,1923,2,D4,1215000,2/7/18 0:00,150 EAST 93RD STREET,"150 EAST 93RD STREET New York, NY 10128","[40.7836666, -73.9522501]"
5251,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1521,69, ,D4,"1175 PARK AVENUE, 5C", ,10128,0,0,0,0,0,1925,2,D4,6050000,12/21/17 0:00,1175 PARK AVENUE,"1175 PARK AVENUE New York, NY 10128",0
5252,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,1, ,D4,"1185 PARK AVENUE, 3K", ,10128,0,0,0,0,0,1929,2,D4,3900000,7/11/17 0:00,1185 PARK AVENUE,"1185 PARK AVENUE New York, NY 10128","[40.7847265, -73.95343419999999]"
5253,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,1, ,D4,"1185 PARK AVENUE, 16E", ,10128,0,0,0,0,0,1929,2,D4,3500000,6/27/17 0:00,1185 PARK AVENUE,"1185 PARK AVENUE New York, NY 10128","[40.7847265, -73.95343419999999]"
5254,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,1, ,D4,"1185 PARK AVENUE, 11-C", ,10128,0,0,0,0,0,1929,2,D4,5820750,9/27/17 0:00,1185 PARK AVENUE,"1185 PARK AVENUE New York, NY 10128","[40.7847265, -73.95343419999999]"
5255,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,1, ,D4,"1185 PARK AVENUE, 5H", ,10128,0,0,0,0,0,1929,2,D4,0,11/15/17 0:00,1185 PARK AVENUE,"1185 PARK AVENUE New York, NY 10128","[40.7847265, -73.95343419999999]"
5256,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,1, ,D4,"1185 PARK AVENUE, 9F", ,10128,0,0,0,0,0,1929,2,D4,4825000,1/3/18 0:00,1185 PARK AVENUE,"1185 PARK AVENUE New York, NY 10128","[40.7847265, -73.95343419999999]"
5257,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,1, ,D4,"1185 PARK AVENUE, 3F", ,10128,0,0,0,0,0,1929,2,D4,5325000,1/23/18 0:00,1185 PARK AVENUE,"1185 PARK AVENUE New York, NY 10128","[40.7847265, -73.95343419999999]"
5258,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,12, ,D4,"125 EAST 93RD STREET, 6B/7B", ,10128,0,0,0,0,0,1924,2,D4,1309169,10/30/17 0:00,125 EAST 93RD STREET,"125 EAST 93RD STREET New York, NY 10128",0
5259,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,14, ,D4,"131 EAST 93RD STREET, 5B", ,10128,0,0,0,0,0,1923,2,D4,1100000,5/26/17 0:00,131 EAST 93RD STREET,"131 EAST 93RD STREET New York, NY 10128","[40.7842443, -73.9525831]"
5260,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,14, ,D4,"131 EAST 93RD STREET, 9A", ,10128,0,0,0,0,0,1923,2,D4,870000,11/14/17 0:00,131 EAST 93RD STREET,"131 EAST 93RD STREET New York, NY 10128","[40.7842443, -73.9525831]"
5261,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,14, ,D4,"131 EAST 93RD STREET, 7B", ,10128,0,0,0,0,0,1923,2,D4,1199000,12/7/17 0:00,131 EAST 93RD STREET,"131 EAST 93RD STREET New York, NY 10128","[40.7842443, -73.9525831]"
5262,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,14, ,D4,"131 EAST 93RD STREET, 1B", ,10128,0,0,0,0,0,1923,2,D4,780000,1/30/18 0:00,131 EAST 93RD STREET,"131 EAST 93RD STREET New York, NY 10128","[40.7842443, -73.9525831]"
5263,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,20, ,D4,"155 EAST 93RD STREET, 10C", ,10128,0,0,0,0,0,1928,2,D4,865000,7/20/17 0:00,155 EAST 93RD STREET,"155 EAST 93RD STREET New York, NY 10128",0
