,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,ADDRESS_clean,FullAddress,LAT_LONG
0,1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS             ,2,375,28, ,C4,738 EAST 6TH STREET, ,10009,11,0,11,1750,6500,1900,2,C4,3750000,4/3/17 0:00,738 EAST 6TH STREET,"738 EAST 6TH STREET New York, NY 10009",0
1,1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS             ,2,385,36, ,C7,27 AVENUE C, ,10009,24,1,25,2650,9960,1910,2,C7,5235000,7/11/17 0:00,27 AVENUE C,"27 AVENUE C New York, NY 10009","[40.7215057, -73.98096269999999]"
2,1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS             ,2A,392,5, ,C2,151 AVENUE B, ,10009,5,0,5,2139,4416,1900,2,C2,0,6/16/17 0:00,151 AVENUE B,"151 AVENUE B New York, NY 10009",0
3,1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS             ,2A,392,6, ,C2,153 AVENUE B, ,10009,5,0,5,1633,6440,1900,2,C2,6625000,7/19/17 0:00,153 AVENUE B,"153 AVENUE B New York, NY 10009",0
4,1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS             ,2,400,61, ,C7,193 EAST 4TH   STREET, ,10009,11,1,12,2388,8045,1900,2,C7,7675000,11/13/17 0:00,193 EAST 4TH   STREET,"193 EAST 4TH   STREET New York, NY 10009",0
5,1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS             ,2,405,16, ,C4,516 EAST 12TH   STREET, ,10009,20,0,20,2581,9730,1900,2,C4,0,7/20/17 0:00,516 EAST 12TH   STREET,"516 EAST 12TH   STREET New York, NY 10009",0
6,1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS             ,2,407,18, ,C7,520 EAST 14TH   STREET, ,10009,44,2,46,5163,21007,1900,2,C7,0,7/20/17 0:00,520 EAST 14TH   STREET,"520 EAST 14TH   STREET New York, NY 10009","[40.7296685, -73.97939869999999]"
7,1,ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS           ,2,379,34, ,D5,141 AVENUE D, ,10009,15,0,15,5626,21957,1920,2,D5,0,6/20/17 0:00,141 AVENUE D,"141 AVENUE D New York, NY 10009",0
8,1,ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS           ,2,394,44, ,D7,181 AVENUE C, ,10009,30,4,34,4295,21328,1910,2,D7,0,7/20/17 0:00,181 AVENUE C,"181 AVENUE C New York, NY 10009","[40.7267061, -73.97725799999999]"
9,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,373,40, ,C6,"327 EAST 3 STREET, 1C", ,10009,0,0,0,0,0,1920,2,C6,499000,3/10/17 0:00,327 EAST 3 STREET,"327 EAST 3 STREET New York, NY 10009",
10,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,373,40, ,C6,"327 EAST 3 STREET, 3A", ,10009,0,0,0,0,0,1920,2,C6,10,4/28/17 0:00,327 EAST 3 STREET,"327 EAST 3 STREET New York, NY 10009",
11,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,373,40, ,C6,"327 EAST 3 STREET, 2E", ,10009,0,0,0,0,0,1920,2,C6,423000,7/14/17 0:00,327 EAST 3 STREET,"327 EAST 3 STREET New York, NY 10009",
12,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,373,40, ,C6,"327 EAST 3 STREET, 1B", ,10009,0,0,0,0,0,1920,2,C6,400,12/15/17 0:00,327 EAST 3 STREET,"327 EAST 3 STREET New York, NY 10009",
13,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,373,40, ,C6,"327 EAST 3RD STREET, 5A", ,10009,0,0,0,0,0,1920,2,C6,529500,6/9/17 0:00,327 EAST 3RD STREET,"327 EAST 3RD STREET New York, NY 10009",
14,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,373,46, ,C6,"317 EAST 3RD STREET, 12", ,10009,0,0,0,0,0,1925,2,C6,501000,3/16/17 0:00,317 EAST 3RD STREET,"317 EAST 3RD STREET New York, NY 10009","(40.7213312753623, -73.9795636666667)"
15,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,373,46, ,C6,"317 EAST 3RD STREET, 11", ,10009,0,0,0,0,0,1925,2,C6,445000,1/3/18 0:00,317 EAST 3RD STREET,"317 EAST 3RD STREET New York, NY 10009","(40.7213312753623, -73.9795636666667)"
16,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,373,49, ,C6,"311 EAST 3RD, 22", ,10009,0,0,0,0,0,1920,2,C6,510000,8/17/17 0:00,311 EAST 3RD,"311 EAST 3RD New York, NY 10009","(41.049186, -73.859414)"
17,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,373,49, ,C6,"311 EAST 3RD STREET, 12", ,10009,0,0,0,0,0,1920,2,C6,449000,11/6/17 0:00,311 EAST 3RD STREET,"311 EAST 3RD STREET New York, NY 10009",0
18,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,375,30, ,C6,"742 EAST 6TH STREET, 1", ,10009,0,0,0,0,0,1902,2,C6,350000,8/30/17 0:00,742 EAST 6TH STREET,"742 EAST 6TH STREET New York, NY 10009",0
19,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,375,30, ,C6,"742 EAST 6TH STREET, 3", ,10009,0,0,0,0,0,1902,2,C6,240000,7/28/17 0:00,742 EAST 6TH STREET,"742 EAST 6TH STREET New York, NY 10009",0
20,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,376,5, ,C6,"98 AVENUE C, 5D", ,10009,0,0,0,0,0,1900,2,C6,379000,11/2/17 0:00,98 AVENUE C,"98 AVENUE C New York, NY 10009","[40.7237208, -73.9787783]"
21,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,376,14, ,C6,244 EAST 7TH STREET, ,10009,24,0,24,4131,16776,1928,2,C6,11900000,6/21/17 0:00,244 EAST 7TH STREET,"244 EAST 7TH STREET New York, NY 10009",0
22,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,376,14, ,C6,244 EAST 7TH STREET, ,10009,0,0,0,0,0,1928,2,C6,11900000,6/21/17 0:00,244 EAST 7TH STREET,"244 EAST 7TH STREET New York, NY 10009",0
23,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,376,16, ,C6,"248 EAST 7TH STREET, 2", ,10009,0,0,0,0,0,1928,2,C6,404000,7/7/17 0:00,248 EAST 7TH STREET,"248 EAST 7TH STREET New York, NY 10009",0
24,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,376,18, ,C6,"252 EAST 7TH STREET, 23", ,10009,0,0,0,0,0,1928,2,C6,350000,2/27/18 0:00,252 EAST 7TH STREET,"252 EAST 7TH STREET New York, NY 10009","(40.7234828, -73.9779597108094)"
25,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,376,19, ,C6,"254 EAST  7TH STREET, 4", ,10009,0,0,0,0,0,1910,2,C6,535000,6/21/17 0:00,254 EAST  7TH STREET,"254 EAST  7TH STREET New York, NY 10009",0
26,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2C,377,54, ,C6,"267 EAST 7 ST, 4", ,10009,0,0,0,0,0,1920,2,C6,1400000,8/4/17 0:00,267 EAST 7 ST,"267 EAST 7 ST New York, NY 10009","[40.7235678, -73.97724699999999]"
27,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,379,15, ,C6,"414 EAST 10TH   STREET, 4E", ,10009,0,0,0,0,0,1930,2,C6,355000,4/18/17 0:00,414 EAST 10TH   STREET,"414 EAST 10TH   STREET New York, NY 10009",0
28,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,379,15, ,C6,"414 EAST 10TH STREET, 1C", ,10009,0,0,0,0,0,1930,2,C6,0,6/19/17 0:00,414 EAST 10TH STREET,"414 EAST 10TH STREET New York, NY 10009","[40.7254066, -73.9768462]"
29,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,379,15, ,C6,"414 EAST 10TH STREET, 1D", ,10009,0,0,0,0,0,1930,2,C6,455000,1/18/18 0:00,414 EAST 10TH STREET,"414 EAST 10TH STREET New York, NY 10009","[40.7254066, -73.9768462]"
30,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,389,9, ,C6,"184 EAST 7TH ST, 6", ,10009,0,0,0,0,0,1900,2,C6,690000,1/11/18 0:00,184 EAST 7TH ST,"184 EAST 7TH ST New York, NY 10009",0
31,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,389,20, ,C6,"204 EAST 7TH STREET, 10", ,10009,0,0,0,0,0,1900,2,C6,360000,11/22/17 0:00,204 EAST 7TH STREET,"204 EAST 7TH STREET New York, NY 10009","[40.724401, -73.980205]"
32,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,389,20, ,C6,"204 EAST 7TH STREET, 6", ,10009,0,0,0,0,0,1900,2,C6,505000,2/8/18 0:00,204 EAST 7TH STREET,"204 EAST 7TH STREET New York, NY 10009","[40.724401, -73.980205]"
33,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,389,21, ,C6,"206 EAST 7TH STREET, 17,18", ,10009,0,0,0,0,0,1900,2,C6,805000,8/28/17 0:00,206 EAST 7TH STREET,"206 EAST 7TH STREET New York, NY 10009","(40.72438645, -73.9801176075302)"
34,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2C,389,49, ,C6,"623 EAST 6TH STREET, 8", ,10009,0,0,0,0,0,1910,2,C6,475000,5/10/17 0:00,623 EAST 6TH STREET,"623 EAST 6TH STREET New York, NY 10009",0
35,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2C,389,49, ,C6,"623 EAST 6TH STREET, 3", ,10009,0,0,0,0,0,1910,2,C6,465000,11/21/17 0:00,623 EAST 6TH STREET,"623 EAST 6TH STREET New York, NY 10009",0
36,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,389,54, ,C6,"613 EAST 6TH STREET, 4A", ,10009,0,0,0,0,0,1920,2,C6,1025250,12/5/17 0:00,613 EAST 6TH STREET,"613 EAST 6TH STREET New York, NY 10009","[40.724317, -73.980683]"
37,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,390,42, ,C6,"219 EAST 7TH STREET, 19", ,10009,0,0,0,0,0,1910,2,C6,540000,9/6/17 0:00,219 EAST 7TH STREET,"219 EAST 7TH STREET New York, NY 10009",0
38,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,390,42, ,C6,"219 EAST 7 STREET, 5", ,10009,0,0,0,0,0,1910,2,C6,0,11/21/17 0:00,219 EAST 7 STREET,"219 EAST 7 STREET New York, NY 10009",0
39,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,390,55, ,C6,"199 EAST 7TH   STREET, 2C", ,10009,0,0,0,0,0,1935,2,C6,810000,6/28/17 0:00,199 EAST 7TH   STREET,"199 EAST 7TH   STREET New York, NY 10009","(40.724752, -73.9801964)"
40,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,391,14, ,C6,"618 EAST 9TH STREET, 2 E", ,10009,0,0,0,0,0,1910,2,C6,300000,8/24/17 0:00,618 EAST 9TH STREET,"618 EAST 9TH STREET New York, NY 10009",0
41,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,391,14, ,C6,"620 EAST 9TH STREET, 3E", ,10009,0,0,0,0,0,1910,2,C6,300000,8/30/17 0:00,620 EAST 9TH STREET,"620 EAST 9TH STREET New York, NY 10009","[40.7257497, -73.9795365]"
42,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,391,48, ,C6,"323 EAST 8TH STREET, 2A", ,10009,0,0,0,0,0,1910,2,C6,579000,6/27/17 0:00,323 EAST 8TH STREET,"323 EAST 8TH STREET New York, NY 10009","(40.72530995, -73.9793857130419)"
43,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,391,48, ,C6,"323 EAST 8TH STREET, 2B", ,10009,0,0,0,0,0,1910,2,C6,525000,9/1/17 0:00,323 EAST 8TH STREET,"323 EAST 8TH STREET New York, NY 10009","(40.72530995, -73.9793857130419)"
44,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,391,57, ,C6,"303 EAST 8TH STREET, 3F", ,10009,0,0,0,0,0,1900,2,C6,1500000,3/17/17 0:00,303 EAST 8TH STREET,"303 EAST 8TH STREET New York, NY 10009","[40.725589, -73.9800209]"
45,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,391,57, ,C6,"303 EAST 8TH STREET, 5F", ,10009,0,0,0,0,0,1900,2,C6,1450000,10/6/17 0:00,303 EAST 8TH STREET,"303 EAST 8TH STREET New York, NY 10009","[40.725589, -73.9800209]"
46,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2C,392,36, ,C6,"149 AVENUE C, 5/6R", ,10009,0,0,0,0,0,1900,2,C6,1265000,12/19/17 0:00,149 AVENUE C,"149 AVENUE C New York, NY 10009",0
47,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2C,393,39, ,C6,"163 AVENUE C, 2", ,10009,0,0,0,0,0,1900,2,C6,25000,6/14/17 0:00,163 AVENUE C,"163 AVENUE C New York, NY 10009",0
48,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2C,393,39, ,C6,"393 EAST 10TH STREET, 4", ,10009,0,0,0,0,0,1900,2,C6,0,9/5/17 0:00,393 EAST 10TH STREET,"393 EAST 10TH STREET New York, NY 10009","(40.7260567, -73.9777383)"
49,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,394,52, ,C6,"633 EAST 11TH STREET, 19", ,10009,0,0,0,0,0,1937,2,C6,500000,4/21/17 0:00,633 EAST 11TH STREET,"633 EAST 11TH STREET New York, NY 10009",0
50,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,394,52, ,C6,"633 E 11TH ST, 17", ,10009,0,0,0,0,0,1937,2,C6,510000,6/29/17 0:00,633 E 11TH ST,"633 E 11TH ST New York, NY 10009",0
51,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,396,20, ,C6,"626 EAST 14TH STREET, 5", ,10009,0,0,0,0,0,1920,2,C6,0,3/20/17 0:00,626 EAST 14TH STREET,"626 EAST 14TH STREET New York, NY 10009","[40.728582, -73.97678499999999]"
52,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,396,20, ,C6,"626 EAST 14TH STREET, 9", ,10009,0,0,0,0,0,1920,2,C6,490000,6/29/17 0:00,626 EAST 14TH STREET,"626 EAST 14TH STREET New York, NY 10009","[40.728582, -73.97678499999999]"
53,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,396,20, ,C6,"632 EAST 14TH STREET, 15", ,10009,0,0,0,0,0,1920,2,C6,0,3/20/17 0:00,632 EAST 14TH STREET,"632 EAST 14TH STREET New York, NY 10009",0
54,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,396,20, ,C6,"632 EAST 14TH STREET, 3", ,10009,0,0,0,0,0,1920,2,C6,425000,4/13/17 0:00,632 EAST 14TH STREET,"632 EAST 14TH STREET New York, NY 10009",0
55,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,396,20, ,C6,"630 EAST 14TH STREET, 2", ,10009,0,0,0,0,0,1920,2,C6,405600,2/21/18 0:00,630 EAST 14TH STREET,"630 EAST 14TH STREET New York, NY 10009",0
56,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,397,25, ,C6,"185 EAST 2ND STREET, C", ,10009,0,0,0,0,0,1915,2,C6,409000,6/6/17 0:00,185 EAST 2ND STREET,"185 EAST 2ND STREET New York, NY 10009","[40.722149, -73.984376]"
57,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,397,25, ,C6,"185 EAST 2ND STREET, 2B", ,10009,0,0,0,0,0,1915,2,C6,415000,7/17/17 0:00,185 EAST 2ND STREET,"185 EAST 2ND STREET New York, NY 10009","[40.722149, -73.984376]"
58,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,398,58, ,C6,"162 EAST 2ND STREET, 1C", ,10009,0,0,0,0,0,1950,2,C6,435000,7/13/17 0:00,162 EAST 2ND STREET,"162 EAST 2ND STREET New York, NY 10009",0
59,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,398,58, ,C6,"162 EAST 2ND STREET, 3D", ,10009,0,0,0,0,0,1950,2,C6,410000,11/29/17 0:00,162 EAST 2ND STREET,"162 EAST 2ND STREET New York, NY 10009",0
60,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,400,45, ,C6,"225 EAST 4TH STREET, 1", ,10009,0,0,0,0,0,1937,2,C6,575000,5/17/17 0:00,225 EAST 4TH STREET,"225 EAST 4TH STREET New York, NY 10009","[40.7237738, -73.9830259]"
61,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,400,45, ,C6,"225 EAST 4TH STREET, 20", ,10009,0,0,0,0,0,1937,2,C6,605000,8/28/17 0:00,225 EAST 4TH STREET,"225 EAST 4TH STREET New York, NY 10009","[40.7237738, -73.9830259]"
62,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2C,401,12, ,C6,"504 EAST 6TH STREET, 1", ,10009,0,0,0,0,0,1900,2,C6,799000,5/31/17 0:00,504 EAST 6TH STREET,"504 EAST 6TH STREET New York, NY 10009","[40.7251262, -73.9835768]"
63,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2C,401,12, ,C6,"504 EAST 6TH STREET, 5", ,10009,0,0,0,0,0,1900,2,C6,800000,7/12/17 0:00,504 EAST 6TH STREET,"504 EAST 6TH STREET New York, NY 10009","[40.7251262, -73.9835768]"
64,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2C,402,47, ,C6,"537 EAST 6TH STREET, 5", ,10009,0,0,0,0,0,1900,2,C6,1475000,5/3/17 0:00,537 EAST 6TH STREET,"537 EAST 6TH STREET New York, NY 10009",0
65,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,404,10, ,C6,"512 EAST 11TH STREET, 3C", ,10009,0,0,0,0,0,1929,2,C6,345000,11/21/17 0:00,512 EAST 11TH STREET,"512 EAST 11TH STREET New York, NY 10009","[40.7279922, -73.98118939999999]"
66,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,404,13, ,C6,"518 EAST 11TH STREET, 2B", ,10009,0,0,0,0,0,1900,2,C6,790000,9/8/17 0:00,518 EAST 11TH STREET,"518 EAST 11TH STREET New York, NY 10009","[40.7278342, -73.9810287]"
67,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,404,21, ,C6,"534 EAST 11TH STREET, 21", ,10009,0,0,0,0,0,1920,2,C6,490000,8/7/17 0:00,534 EAST 11TH STREET,"534 EAST 11TH STREET New York, NY 10009",0
68,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,405,51, ,C6,"519 EAST 11TH STREET, 4W", ,10009,0,0,0,0,0,1910,2,C6,380000,8/9/17 0:00,519 EAST 11TH STREET,"519 EAST 11TH STREET New York, NY 10009",0
69,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,406,40, ,C6,"549 EAST 12 STREET, 3B", ,10009,0,0,0,0,0,1900,2,C6,10,2/7/18 0:00,549 EAST 12 STREET,"549 EAST 12 STREET New York, NY 10009","[40.7283699, -73.9791395]"
70,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,406,50, ,C6,"527 EAST 12TH   STREET, E2", ,10009,0,0,0,0,0,1901,2,C6,430000,4/7/17 0:00,527 EAST 12TH   STREET,"527 EAST 12TH   STREET New York, NY 10009",0
71,1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,406,50, ,C6,"529 EAST 12TH STREET, B1B3", ,10009,0,0,0,0,0,1901,2,C6,750000,1/10/18 0:00,529 EAST 12TH STREET,"529 EAST 12TH STREET New York, NY 10009",0
72,1,ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS             ,2,379,45, ,D0,"735 EAST 9 STREET, 3RW", ,10009,0,0,0,0,0,1920,2,D0,499900,4/13/17 0:00,735 EAST 9 STREET,"735 EAST 9 STREET New York, NY 10009","[40.7247753, -73.9763454]"
73,1,ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS             ,2,385,56, ,D4,"226-8 EAST 2ND STREET, 4A", ,10009,0,0,0,0,0,1900,2,D4,0,11/15/17 0:00,226-8 EAST 2ND STREET,"226-8 EAST 2ND STREET New York, NY 10009",0
74,1,ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS             ,2,385,56, ,D4,"226 EAST 2ND, 1B", ,10009,0,0,0,0,0,1900,2,D4,1100000,1/5/18 0:00,226 EAST 2ND,"226 EAST 2ND New York, NY 10009",0
75,1,ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS             ,2,386,36, ,D0,"300 EAST 4TH STREET, 1D", ,10009,0,0,0,0,0,1940,2,D0,1400000,5/11/17 0:00,300 EAST 4TH STREET,"300 EAST 4TH STREET New York, NY 10009","[40.7222634, -73.9805466]"
76,1,ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS             ,2,386,58, ,D4,"223 EAST 3RD STREET, 4B", ,10009,0,0,0,0,0,1900,2,D4,790000,12/9/17 0:00,223 EAST 3RD STREET,"223 EAST 3RD STREET New York, NY 10009","[40.72246699999999, -73.981917]"
77,1,ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS             ,2,387,44, ,D4,"283 EAST 4TH STREET, 5A", ,10009,0,0,0,0,0,1920,2,D4,435000,1/31/18 0:00,283 EAST 4TH STREET,"283 EAST 4TH STREET New York, NY 10009",0
78,1,ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS             ,2,398,8, ,D4,"160 EAST 3RD   STREET, 6B", ,10009,0,0,0,0,0,1940,2,D4,0,12/28/17 0:00,160 EAST 3RD   STREET,"160 EAST 3RD   STREET New York, NY 10009","(40.7232219, -73.9846814840206)"
79,1,ALPHABET CITY,11A CONDO-RENTALS                           ,2,394,1602, ,RR,183-189 AVENUE B,2,10009,40,0,40,8467,35228,2013,2,RR,8058923,8/9/17 0:00,183-189 AVENUE B,"183-189 AVENUE B New York, NY 10009","[40.7278562, -73.97890199999999]"
80,1,ALPHABET CITY,42 CONDO CULTURAL/MEDICAL/EDUCATIONAL/ETC  ,4,394,1601, ,RA,183-189 AVENUE B,1,10009,0,0,1,0,0,2013,4,RA,0,8/9/17 0:00,183-189 AVENUE B,"183-189 AVENUE B New York, NY 10009","[40.7278562, -73.97890199999999]"
81,1,ALPHABET CITY,12 CONDOS - WALKUP APARTMENTS              ,2,398,1016, ,R2,182 EAST 2ND   STREET,3B,10009,1,0,1,0,0,0,2,R2,820000,7/11/17 0:00,182 EAST 2ND   STREET,"182 EAST 2ND   STREET New York, NY 10009",0
82,1,ALPHABET CITY,12 CONDOS - WALKUP APARTMENTS              ,2,405,1202, ,R2,511 EAST 11TH   STREET,A2,10009,1,0,1,0,0,0,2,R2,1865000,9/15/17 0:00,511 EAST 11TH   STREET,"511 EAST 11TH   STREET New York, NY 10009",0
83,1,ALPHABET CITY,12 CONDOS - WALKUP APARTMENTS              ,2,405,1211, ,R2,511 EAST 11TH STREET,C3,10009,1,0,1,0,0,0,2,R2,0,7/20/17 0:00,511 EAST 11TH STREET,"511 EAST 11TH STREET New York, NY 10009","[40.7282845, -73.9809368]"
84,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,375,1004, ,R4,754 EAST 6TH   STREET,2B,10009,1,0,1,0,0,0,2,R4,875000,3/31/17 0:00,754 EAST 6TH   STREET,"754 EAST 6TH   STREET New York, NY 10009",0
85,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,378,1001, ,R4,399 EAST 8TH   STREET,1A,10009,1,0,1,0,0,2014,2,R4,0,5/25/17 0:00,399 EAST 8TH   STREET,"399 EAST 8TH   STREET New York, NY 10009","(40.7244257945205, -73.9775576712329)"
86,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,378,1002, ,R4,399 EAST 8TH   STREET,1B,10009,1,0,1,0,0,2014,2,R4,0,5/25/17 0:00,399 EAST 8TH   STREET,"399 EAST 8TH   STREET New York, NY 10009","(40.7244257945205, -73.9775576712329)"
87,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,378,1003, ,R4,399 EAST 8TH   STREET,2A,10009,1,0,1,0,0,2014,2,R4,0,7/14/17 0:00,399 EAST 8TH   STREET,"399 EAST 8TH   STREET New York, NY 10009","(40.7244257945205, -73.9775576712329)"
88,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,378,1004, ,R4,399 EAST 8TH   STREET,2B,10009,1,0,1,0,0,2014,2,R4,0,7/14/17 0:00,399 EAST 8TH   STREET,"399 EAST 8TH   STREET New York, NY 10009","(40.7244257945205, -73.9775576712329)"
89,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,378,1005, ,R4,399 EAST 8TH   STREET,2C,10009,1,0,1,0,0,2014,2,R4,0,5/25/17 0:00,399 EAST 8TH   STREET,"399 EAST 8TH   STREET New York, NY 10009","(40.7244257945205, -73.9775576712329)"
90,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,378,1006, ,R4,399 EAST 8TH   STREET,2D,10009,1,0,1,0,0,2014,2,R4,0,5/25/17 0:00,399 EAST 8TH   STREET,"399 EAST 8TH   STREET New York, NY 10009","(40.7244257945205, -73.9775576712329)"
91,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,378,1007, ,R4,399 EAST 8TH   STREET,3A,10009,1,0,1,0,0,2014,2,R4,0,5/25/17 0:00,399 EAST 8TH   STREET,"399 EAST 8TH   STREET New York, NY 10009","(40.7244257945205, -73.9775576712329)"
92,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,378,1009, ,R4,399 EAST 8TH   STREET,3C,10009,1,0,1,0,0,2014,2,R4,0,5/25/17 0:00,399 EAST 8TH   STREET,"399 EAST 8TH   STREET New York, NY 10009","(40.7244257945205, -73.9775576712329)"
93,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,378,1010, ,R4,399 EAST 8TH   STREET,3D,10009,1,0,1,0,0,2014,2,R4,0,7/14/17 0:00,399 EAST 8TH   STREET,"399 EAST 8TH   STREET New York, NY 10009","(40.7244257945205, -73.9775576712329)"
94,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,378,1011, ,R4,399 EAST 8TH   STREET,4A,10009,1,0,1,0,0,2014,2,R4,0,5/25/17 0:00,399 EAST 8TH   STREET,"399 EAST 8TH   STREET New York, NY 10009","(40.7244257945205, -73.9775576712329)"
