"Filing.Year","index","LATITUDE","LONGITUDE"
1990,100,40.770625,-73.950705
1990,100,40.770659,-73.95276
1990,100,40.77069,-73.962818
1990,100,40.770722,-73.959886
1990,100,40.770743,-73.965056
1990,100,40.770755,-73.958929
1990,100,40.770766,-73.95385
1990,100,40.770792,-73.949041
1990,100,40.770803,-73.95507
1990,100,40.770819,-73.947781
1990,100,40.770835,-73.961922
1990,100,40.770873,-73.967316
1990,100,40.770889,-73.959207
1990,100,40.770891,-73.966074
1990,100,40.770915,-73.961233
1990,100,40.77094,-73.949387
1990,100,40.770979,-73.950723
1990,100,40.771002,-73.967666
1990,100,40.771006,-73.949499
1990,100,40.771014,-73.949561
1990,100,40.77104,-73.96776
1990,100,40.77105,-73.949647
1990,100,40.771081,-73.950672
1990,100,40.771086,-73.949734
1990,100,40.77116,-73.949907
1990,100,40.771219,-73.947466
1990,100,40.771248,-73.950073
1990,100,40.771249,-73.953496
1990,100,40.771251,-73.950521
1990,100,40.771315,-73.953449
1990,100,40.77132,-73.958308
1990,100,40.771346,-73.963637
1990,100,40.771425,-73.962489
1990,100,40.771446,-73.966727
1990,100,40.771513,-73.946903
1990,100,40.771523,-73.966915
1990,100,40.771524,-73.952846
1990,100,40.77154,-73.960749
1990,100,40.771559,-73.960842
1990,100,40.771579,-73.95499
1990,100,40.771585,-73.96346
1990,100,40.771621,-73.96346
1990,100,40.771631,-73.961008
1990,100,40.771637,-73.955124
1990,100,40.771671,-73.965142
1990,100,40.771752,-73.949152
1990,100,40.77178,-73.95542
1990,100,40.771791,-73.949289
1990,100,40.77187,-73.961575
1990,100,40.771882,-73.956131
1990,100,40.771912,-73.957745
1990,100,40.771921,-73.951708
1990,100,40.771925,-73.961665
1990,100,40.771929,-73.957734
1990,100,40.771938,-73.946942
1990,100,40.771954,-73.958979
1990,100,40.77197,-73.96738
1990,100,40.771972,-73.963203
1990,100,40.771974,-73.959817
1990,100,40.772004,-73.952946
1990,100,40.772009,-73.957968
1990,100,40.772032,-73.961918
1990,100,40.772045,-73.951997
1990,100,40.77205,-73.966088
1990,100,40.772063,-73.965243
1990,100,40.772064,-73.952903
1990,100,40.772152,-73.952257
1990,100,40.77216,-73.946783
1990,100,40.772169,-73.946801
1990,100,40.772239,-73.958795
1990,100,40.772308,-73.94653
1990,100,40.772439,-73.955722
1990,100,40.772439,-73.949686
1990,100,40.772439,-73.948816
1990,100,40.772443,-73.946577
1990,100,40.772448,-73.952621
1990,100,40.77249,-73.952567
1990,100,40.772496,-73.963311
1990,100,40.772501,-73.946559
1990,100,40.772527,-73.949621
1990,100,40.772546,-73.957286
1990,100,40.77255,-73.95925
1990,100,40.772551,-73.962755
1990,100,40.772607,-73.951184
1990,100,40.772627,-73.961409
1990,100,40.772629,-73.951278
1990,100,40.772633,-73.961376
1990,100,40.772654,-73.966886
1990,100,40.772689,-73.965449
1990,100,40.772736,-73.957733
1990,100,40.77275,-73.957766
1990,100,40.772791,-73.957863
1990,100,40.772818,-73.957885
1990,100,40.772833,-73.946295
1990,100,40.772839,-73.953892
1990,100,40.772842,-73.963842
1990,100,40.772855,-73.953924
1990,100,40.772906,-73.966246
1990,100,40.772913,-73.962517
1990,100,40.772919,-73.964618
1990,100,40.77296,-73.964167
1990,100,40.772968,-73.954151
1990,100,40.773025,-73.954289
1990,100,40.773031,-73.948248
1990,100,40.773124,-73.95457
1990,100,40.773155,-73.956758
1990,100,40.77316,-73.960701
1990,100,40.773171,-73.948584
1990,100,40.773217,-73.958874
1990,100,40.77323,-73.966456
1990,100,40.773242,-73.962278
1990,100,40.773249,-73.956982
1990,100,40.773263,-73.950768
1990,100,40.773299,-73.94502
1990,100,40.773309,-73.96495
1990,100,40.77331,-73.95088
1990,100,40.773342,-73.965029
1990,100,40.773399,-73.962137
1990,100,40.773428,-73.953129
1990,100,40.773436,-73.945327
1990,100,40.773438,-73.95739
1990,100,40.773494,-73.953288
1990,100,40.773508,-73.953368
1990,100,40.773538,-73.945558
1990,100,40.773593,-73.953523
1990,100,40.773597,-73.963665
1990,100,40.773681,-73.947822
1990,100,40.773753,-73.947992
1990,100,40.773759,-73.948721
1990,100,40.773822,-73.948204
1990,100,40.773833,-73.96395
1990,100,40.773844,-73.950223
1990,100,40.773845,-73.959697
1990,100,40.773864,-73.965997
1990,100,40.773913,-73.957577
1990,100,40.773941,-73.958621
1990,100,40.773958,-73.959613
1990,100,40.773988,-73.959617
1990,100,40.773994,-73.959588
1990,100,40.774001,-73.964617
1990,100,40.774017,-73.964704
1990,100,40.774053,-73.956729
1990,100,40.77408,-73.956837
1990,100,40.774081,-73.951403
1990,100,40.774108,-73.956902
1990,100,40.774121,-73.961635
1990,100,40.77413,-73.950854
1990,100,40.774154,-73.95445
1990,100,40.774178,-73.961148
1990,100,40.774253,-73.963296
1990,100,40.774253,-73.963253
1990,100,40.774267,-73.963328
1990,100,40.774291,-73.948309
1990,100,40.774326,-73.953335
1990,100,40.774414,-73.947637
1990,100,40.774417,-73.953504
1990,100,40.774444,-73.953569
1990,100,40.774471,-73.959877
1990,100,40.774472,-73.953634
1990,100,40.774509,-73.957144
1990,100,40.774549,-73.964003
1990,100,40.774565,-73.954172
1990,100,40.774602,-73.950006
1990,100,40.774634,-73.963368
1990,100,40.774687,-73.957013
1990,100,40.774711,-73.96118
1990,100,40.774755,-73.954031
1990,100,40.77476,-73.962494
1990,100,40.774796,-73.953977
1990,100,40.774799,-73.963245
1990,100,40.774811,-73.958523
1990,100,40.774824,-73.962685
1990,100,40.77484,-73.962722
1990,100,40.774853,-73.953959
1990,100,40.774881,-73.9479
1990,100,40.774983,-73.964758
1990,100,40.775058,-73.956717
1990,100,40.775087,-73.947752
1990,100,40.775158,-73.962985
1990,100,40.775168,-73.959367
1990,100,40.775195,-73.957313
1990,100,40.775235,-73.955489
1990,100,40.775289,-73.959703
1990,100,40.7753,-73.960772
1990,100,40.775322,-73.960169
1990,100,40.775332,-73.956544
1990,100,40.775352,-73.958623
1990,100,40.775377,-73.945795
1990,100,40.775411,-73.962107
1990,100,40.775414,-73.949962
1990,100,40.77542,-73.956479
1990,100,40.77542,-73.956453
1990,100,40.775426,-73.951962
1990,100,40.775428,-73.949994
1990,100,40.775432,-73.945972
1990,100,40.775496,-73.962306
1990,100,40.775586,-73.946286
1990,100,40.775605,-73.953388
1990,100,40.775718,-73.953305
1990,100,40.775768,-73.964609
1990,100,40.775939,-73.958172
1990,100,40.775941,-73.955142
1990,100,40.775948,-73.961266
1990,100,40.775976,-73.961331
1990,100,40.775992,-73.947065
1990,100,40.776003,-73.960233
1990,100,40.776011,-73.959302
1990,100,40.776022,-73.960768
1990,100,40.776035,-73.943978
1990,100,40.776077,-73.95941
1990,100,40.776093,-73.951611
1990,100,40.776111,-73.963992
1990,100,40.776112,-73.957565
1990,100,40.776125,-73.963757
1990,100,40.776176,-73.946953
1990,100,40.776233,-73.945733
1990,100,40.776344,-73.948134
1990,100,40.776355,-73.948159
1990,100,40.776362,-73.946036
1990,100,40.776363,-73.948134
1990,100,40.776375,-73.949733
1990,100,40.77641,-73.948242
1990,100,40.776422,-73.949723
1990,100,40.776459,-73.962432
1990,100,40.776501,-73.943646
1990,100,40.776526,-73.956579
1990,100,40.776542,-73.949636
1990,100,40.776559,-73.957716
1990,100,40.776586,-73.954716
1990,100,40.776614,-73.949556
1990,100,40.776638,-73.961908
1990,100,40.776641,-73.962851
1990,100,40.77671,-73.951069
1990,100,40.776738,-73.951134
1990,100,40.776744,-73.959716
1990,100,40.776857,-73.961262
1990,100,40.776858,-73.949307
1990,100,40.776976,-73.94331
1990,100,40.777017,-73.95529
1990,100,40.777028,-73.963211
1990,100,40.77714,-73.949195
1990,100,40.777182,-73.956174
1990,100,40.777194,-73.95985
1990,100,40.777224,-73.959366
1990,100,40.777285,-73.962323
1990,100,40.777287,-73.95834
1990,100,40.7773,-73.949079
1990,100,40.777318,-73.962395
1990,100,40.777349,-73.962471
1990,100,40.777353,-73.958539
1990,100,40.777358,-73.956586
1990,100,40.777379,-73.948483
1990,100,40.7774,-73.952076
1990,100,40.777405,-73.959214
1990,100,40.777406,-73.948548
1990,100,40.777418,-73.96341
1990,100,40.777451,-73.956763
1990,100,40.777455,-73.960713
1990,100,40.777462,-73.950783
1990,100,40.777476,-73.950772
1990,100,40.777509,-73.944901
1990,100,40.777663,-73.959499
1990,100,40.777704,-73.951314
1990,100,40.777788,-73.948721
1990,100,40.777843,-73.955722
1990,100,40.777844,-73.957694
1990,100,40.777851,-73.954708
1990,100,40.777857,-73.948674
1990,100,40.777917,-73.963041
1990,100,40.777925,-73.948624
1990,100,40.777939,-73.956733
1990,100,40.777939,-73.947862
1990,100,40.777972,-73.956029
1990,100,40.777989,-73.956069
1990,100,40.77799,-73.960008
1990,100,40.778011,-73.956166
1990,100,40.778094,-73.960254
1990,100,40.778118,-73.944406
1990,100,40.778298,-73.954357
1990,100,40.778322,-73.952779
1990,100,40.778364,-73.954996
1990,100,40.778378,-73.948291
1990,100,40.778401,-73.95709
1990,100,40.778402,-73.953014
1990,100,40.778413,-73.947053
1990,100,40.778415,-73.958477
1990,100,40.778447,-73.957159
1990,100,40.778452,-73.955249
1990,100,40.778457,-73.95314
1990,100,40.778471,-73.953133
1990,100,40.77852,-73.947309
1990,100,40.778578,-73.953389
1990,100,40.778588,-73.945193
1990,100,40.778605,-73.953494
1990,100,40.778633,-73.962546
1990,100,40.778639,-73.955689
1990,100,40.778671,-73.947623
1990,100,40.778706,-73.957769
1990,100,40.778751,-73.962077
1990,100,40.778775,-73.95995
1990,100,40.778895,-73.951252
1990,100,40.778924,-73.961972
1990,100,40.778926,-73.95392
1990,100,40.779024,-73.950443
1990,100,40.779095,-73.956725
1990,100,40.779117,-73.956776
1990,100,40.779124,-73.946789
1990,100,40.779127,-73.947745
1990,100,40.779132,-73.952605
1990,100,40.779168,-73.954779
1990,100,40.779183,-73.956935
1990,100,40.7792,-73.957906
1990,100,40.779234,-73.954938
1990,100,40.779252,-73.957094
1990,100,40.779267,-73.955017
1990,100,40.77927,-73.955736
1990,100,40.779271,-73.950713
1990,100,40.779279,-73.957209
1990,100,40.779284,-73.955097
1990,100,40.779287,-73.955057
1990,100,40.779311,-73.961459
1990,100,40.779324,-73.959946
1990,100,40.779328,-73.955205
1990,100,40.779339,-73.955714
1990,100,40.779344,-73.955241
1990,100,40.779358,-73.955277
1990,100,40.779388,-73.961394
1990,100,40.779403,-73.959426
1990,100,40.779414,-73.957249
1990,100,40.779509,-73.949605
1990,100,40.779523,-73.950533
1990,100,40.779558,-73.961531
1990,100,40.779591,-73.947409
1990,100,40.779651,-73.947337
1990,100,40.779722,-73.946225
1990,100,40.779755,-73.954125
1990,100,40.779774,-73.952222
1990,100,40.779813,-73.960379
1990,100,40.779824,-73.954244
1990,100,40.779843,-73.954288
1990,100,40.779843,-73.946474
1990,100,40.779854,-73.960473
1990,100,40.779902,-73.950258
1990,100,40.779973,-73.955226
1990,100,40.780022,-73.948878
1990,100,40.780026,-73.958938
1990,100,40.780028,-73.950168
1990,100,40.780069,-73.955158
1990,100,40.780251,-73.95003
1990,100,40.780351,-73.946827
1990,100,40.780393,-73.957028
1990,100,40.780453,-73.953785
1990,100,40.780466,-73.953857
1990,100,40.780488,-73.946119
1990,100,40.780511,-73.956945
1990,100,40.78057,-73.959014
1990,100,40.7806,-73.958176
1990,100,40.780621,-73.95689
1990,100,40.780835,-73.949575
1990,100,40.780912,-73.951023
1990,100,40.780917,-73.949062
1990,100,40.780955,-73.960826
1990,100,40.78109,-73.956522
1990,100,40.781137,-73.956486
1990,100,40.781165,-73.957464
1990,100,40.78128,-73.958522
1990,100,40.781293,-73.956399
1990,100,40.781295,-73.95984
1990,100,40.78135,-73.95997
1990,100,40.78137,-73.949181
1990,100,40.781374,-73.957912
1990,100,40.781377,-73.960039
1990,100,40.781389,-73.948271
1990,100,40.781416,-73.948339
1990,100,40.781418,-73.960179
1990,100,40.781425,-73.949141
1990,100,40.781476,-73.952044
1990,100,40.781483,-73.958179
1990,100,40.781702,-73.956074
1990,100,40.78177,-73.953918
1990,100,40.781774,-73.956045
1990,100,40.78182,-73.948855
1990,100,40.781861,-73.948827
1990,100,40.781861,-73.9474
1990,100,40.781869,-73.95325
1990,100,40.781872,-73.955976
1990,100,40.781891,-73.947469
1990,100,40.781956,-73.959338
1990,100,40.78198,-73.95741
1990,100,40.782043,-73.94978
1990,100,40.782097,-73.948682
1990,100,40.782107,-73.959988
1990,100,40.782126,-73.959471
1990,100,40.782217,-73.952177
1990,100,40.782223,-73.948299
1990,100,40.782295,-73.955669
1990,100,40.782309,-73.955633
1990,100,40.782479,-73.956647
1990,100,40.782557,-73.958832
1990,100,40.782575,-73.956922
1990,100,40.782635,-73.948284
1990,100,40.78272,-73.948194
1990,100,40.782727,-73.959236
1990,100,40.782761,-73.94819
1990,100,40.782833,-73.9497
1990,100,40.782852,-73.948118
1990,100,40.782941,-73.957741
1990,100,40.782968,-73.957264
1990,100,40.782973,-73.955152
1990,100,40.783003,-73.955712
1990,100,40.783006,-73.950154
1990,100,40.783032,-73.952166
1990,100,40.783077,-73.955098
1990,100,40.783116,-73.950859
1990,100,40.783142,-73.946587
1990,100,40.783155,-73.958254
1990,100,40.783202,-73.958369
1990,100,40.783236,-73.947836
1990,100,40.783301,-73.9586
1990,100,40.783512,-73.930157
1990,100,40.783534,-73.951364
1990,100,40.78355,-73.950544
1990,100,40.783553,-73.958936
1990,100,40.783632,-73.956777
1990,100,40.783635,-73.949652
1990,100,40.783698,-73.957607
1990,100,40.783739,-73.950381
1990,100,40.783742,-73.949908
1990,100,40.783771,-73.954592
1990,100,40.783802,-73.95036
1990,100,40.783811,-73.957928
1990,100,40.783933,-73.954447
1990,100,40.78396,-73.947283
1990,100,40.783989,-73.950226
1990,100,40.784037,-73.94725
1990,100,40.784081,-73.954339
1990,100,40.784156,-73.948991
1990,100,40.784178,-73.956379
1990,100,40.78424,-73.95422
1990,100,40.784248,-73.952103
1990,100,40.784254,-73.954797
1990,100,40.784438,-73.954075
1990,100,40.784494,-73.956173
1990,100,40.784557,-73.94378
1990,100,40.784621,-73.957856
1990,100,40.784695,-73.951775
1990,100,40.784713,-73.948174
1990,100,40.784724,-73.9482
1990,100,40.784732,-73.948221
1990,100,40.78476,-73.955952
1990,100,40.784799,-73.950521
1990,100,40.784817,-73.9538
1990,100,40.784826,-73.949611
1990,100,40.784999,-73.956837
1990,100,40.785009,-73.953688
1990,100,40.785114,-73.955114
1990,100,40.785246,-73.957696
1990,100,40.785298,-73.957263
1990,100,40.785337,-73.951799
1990,100,40.785338,-73.953424
1990,100,40.78548,-73.952092
1990,100,40.785512,-73.950113
1990,100,40.785526,-73.950098
1990,100,40.785743,-73.956902
1990,100,40.785971,-73.950864
1990,100,40.785977,-73.95298
1990,100,40.786023,-73.951326
1990,100,40.786071,-73.942634
1990,100,40.786076,-73.952886
1990,100,40.786143,-73.948646
1990,100,40.786155,-73.957024
1990,100,40.786274,-73.952766
1990,100,40.786337,-73.952694
1990,100,40.786396,-73.956851
1990,100,40.786647,-73.952149
1990,100,40.786676,-73.950325
1990,100,40.786898,-73.950166
1990,100,40.786909,-73.956478
1990,100,40.78696,-73.952239
1990,100,40.786982,-73.953604
1990,100,40.787012,-73.953672
1990,100,40.787087,-73.955962
1990,100,40.787205,-73.95594
1990,100,40.787205,-73.954091
1990,100,40.787293,-73.954102
1990,100,40.787606,-73.955077
1990,100,40.787622,-73.955499
1990,100,40.787718,-73.95534
1990,100,40.787735,-73.955333
1990,100,40.787889,-73.955329
1990,100,40.788067,-73.95408
1990,100,40.788352,-73.954993
1990,100,40.788733,-73.940728
1990,100,40.788915,-73.954144
1990,100,40.789074,-73.954476
1990,100,40.789156,-73.954433
1990,100,40.789508,-73.941901
1990,100,40.789516,-73.943234
1990,100,40.789922,-73.947961
1990,100,40.789971,-73.954245
1990,100,40.79007,-73.947852
1990,100,40.790169,-73.947805
1990,100,40.790211,-73.949871
1990,100,40.790411,-73.942605
1990,100,40.790559,-73.953814
1990,100,40.791173,-73.945804
1990,100,40.791206,-73.945883
1990,100,40.791515,-73.944525
1990,100,40.791791,-73.94727
1990,100,40.791985,-73.946457
1990,100,40.792122,-73.951961
1990,100,40.792224,-73.952206
1990,100,40.792238,-73.940306
1990,100,40.792241,-73.952289
1990,100,40.792293,-73.9404
1990,100,40.79235,-73.940581
1990,100,40.792364,-73.940613
1990,100,40.792451,-73.950364
1990,100,40.792517,-73.950317
1990,100,40.792608,-73.946027
1990,100,40.792618,-73.950245
1990,100,40.792696,-73.945268
1990,100,40.792844,-73.939771
1990,100,40.793076,-73.943585
1990,100,40.793377,-73.940414
1990,100,40.793646,-73.941634
1990,100,40.79367,-73.9402
1990,100,40.793694,-73.943776
1990,100,40.793706,-73.951519
1990,100,40.793738,-73.943108
1990,100,40.793746,-73.937929
1990,100,40.793918,-73.942277
1990,100,40.793928,-73.934469
1990,100,40.794227,-73.944819
1990,100,40.794475,-73.941655
1990,100,40.794489,-73.941688
1990,100,40.794641,-73.944519
1990,100,40.794709,-73.941973
1990,100,40.794938,-73.935027
1990,100,40.794993,-73.935114
1990,100,40.79503,-73.943016
1990,100,40.795105,-73.943143
1990,100,40.795127,-73.943193
1990,100,40.795204,-73.949228
1990,100,40.795238,-73.935955
1990,100,40.795308,-73.943666
1990,100,40.795327,-73.943713
1990,100,40.795443,-73.934106
1990,100,40.795509,-73.934214
1990,100,40.79559,-73.932351
1990,100,40.795722,-73.948545
1990,100,40.795818,-73.948769
1990,100,40.795832,-73.948758
1990,100,40.796111,-73.935344
1990,100,40.796227,-73.931873
1990,100,40.796248,-73.935246
1990,100,40.796257,-73.947584
1990,100,40.796274,-73.943972
1990,100,40.796383,-73.947468
1990,100,40.796688,-73.937991
1990,100,40.796982,-73.933704
1990,100,40.797211,-73.934512
1990,100,40.797319,-73.931514
1990,100,40.79762,-73.940247
1990,100,40.797636,-73.934198
1990,100,40.797706,-73.948608
1990,100,40.797804,-73.940139
1990,100,40.798216,-73.946152
1990,100,40.798396,-73.938954
1990,100,40.798749,-73.935945
1990,100,40.79878,-73.937956
1990,100,40.798877,-73.939322
1990,100,40.799086,-73.936262
1990,100,40.799202,-73.94121
1990,100,40.799505,-73.943677
1990,100,40.799524,-73.94372
1990,100,40.799549,-73.945154
1990,100,40.799907,-73.935615
1990,100,40.801877,-73.945261
1990,100,40.802222,-73.933973
1990,100,40.802261,-73.933944
1990,100,40.802299,-73.933915
1990,100,40.802305,-73.945253
1990,100,40.803034,-73.932184
1990,100,40.803243,-73.938751
1990,100,40.803388,-73.938151
1990,100,40.803583,-73.942272
1990,100,40.804077,-73.94191
1990,100,40.804167,-73.936904
1990,100,40.804558,-73.933808
1990,100,40.804802,-73.93846
1990,100,40.806129,-73.940348
1990,100,40.806552,-73.940517
1990,100,40.80671,-73.938953
1990,100,40.807276,-73.939538
1990,100,40.807485,-73.940798
1990,100,40.808096,-73.938331
1990,100,40.808189,-73.938872
1991,100,40.760097,-73.958687
1991,100,40.760561,-73.960336
1991,100,40.760619,-73.962387
1991,200,40.760933,-73.957748
1991,100,40.760948,-73.960989
1991,100,40.761204,-73.961859
1991,100,40.761226,-73.96191
1991,50,40.761306,-73.962137
1991,200,40.761317,-73.962162
1991,100,40.761362,-73.95778
1991,750,40.761368,-73.960343
1991,100,40.761499,-73.95869
1991,100,40.761579,-73.958834
1991,100,40.76188,-73.957361
1991,100,40.761895,-73.961595
1991,100,40.76196,-73.957303
1991,100,40.762045,-73.965786
1991,100,40.762209,-73.963187
1991,100,40.762316,-73.964537
1991,100,40.762416,-73.965945
1991,100,40.76242,-73.962833
1991,100,40.762434,-73.962822
1991,100,40.762465,-73.965909
