"Filing.Year","LATITUDE","LONGITUDE","Total"
1992,40.776479,-73.948408,3
1992,40.77649,-73.948437,3
1992,40.776501,-73.943646,2
1992,40.776524,-73.959854,3
1992,40.776586,-73.954716,3
1992,40.776614,-73.949556,1
1992,40.77664,-73.954842,2
1992,40.77668,-73.951044,1
1992,40.776692,-73.961868,1
1992,40.776692,-73.960915,2
1992,40.776701,-73.962991,1
1992,40.77671,-73.951069,2
1992,40.776734,-73.955066,1
1992,40.776744,-73.959716,1
1992,40.776801,-73.959648,2
1992,40.776802,-73.952517,2
1992,40.776804,-73.959157,1
1992,40.776858,-73.949307,2
1992,40.7769,-73.952445,1
1992,40.776947,-73.945519,1
1992,40.776963,-73.945559,1
1992,40.776976,-73.94331,2
1992,40.77698,-73.951755,2
1992,40.777028,-73.963211,5
1992,40.777037,-73.951888,1
1992,40.777051,-73.951878,3
1992,40.77707,-73.957871,1
1992,40.777074,-73.9539,1
1992,40.777095,-73.959438,1
1992,40.777114,-73.957929,1
1992,40.777114,-73.957312,2
1992,40.777126,-73.95521,5
1992,40.777139,-73.946249,1
1992,40.777194,-73.95985,3
1992,40.777224,-73.959366,2
1992,40.777245,-73.949094,2
1992,40.777271,-73.959308,2
1992,40.777277,-73.95438,2
1992,40.777278,-73.957189,2
1992,40.777318,-73.962395,4
1992,40.777332,-73.95451,1
1992,40.777347,-73.950513,1
1992,40.777351,-73.961363,1
1992,40.777352,-73.949043,1
1992,40.777353,-73.958539,3
1992,40.777357,-73.954614,1
1992,40.777365,-73.948408,2
1992,40.777373,-73.955055,1
1992,40.777378,-73.961366,2
1992,40.77739,-73.962522,2
1992,40.7774,-73.952076,1
1992,40.777421,-73.956734,2
1992,40.777432,-73.950718,1
1992,40.777448,-73.948945,3
1992,40.777455,-73.960713,1
1992,40.777472,-73.963002,1
1992,40.77749,-73.950852,2
1992,40.777503,-73.950841,2
1992,40.777535,-73.960947,1
1992,40.777568,-73.962994,4
1992,40.777663,-73.951884,1
1992,40.777704,-73.951314,1
1992,40.777735,-73.947382,4
1992,40.77776,-73.953607,1
1992,40.777763,-73.947443,2
1992,40.777813,-73.956802,2
1992,40.777843,-73.954686,1
1992,40.777851,-73.954708,4
1992,40.777857,-73.948674,3
1992,40.77787,-73.961008,1
1992,40.7779,-73.954672,1
1992,40.777917,-73.963041,6
1992,40.777925,-73.948624,1
1992,40.777939,-73.956733,2
1992,40.77795,-73.961929,1
1992,40.77795,-73.956022,1
1992,40.77795,-73.954635,11
1992,40.777973,-73.95166,1
1992,40.777998,-73.945598,1
1992,40.778014,-73.95877,1
1992,40.778036,-73.95878,12
1992,40.778038,-73.956661,1
1992,40.778042,-73.960131,1
1992,40.778055,-73.956224,1
1992,40.778065,-73.962933,2
1992,40.778067,-73.960236,2
1992,40.778072,-73.95873,3
1992,40.778094,-73.960254,1
1992,40.77819,-73.944576,1
1992,40.778246,-73.962359,7
1992,40.778298,-73.954357,3
1992,40.778346,-73.944897,5
1992,40.778349,-73.945367,1
1992,40.778378,-73.948291,5
1992,40.778402,-73.953014,2
1992,40.778415,-73.958477,6
1992,40.778416,-73.953046,3
1992,40.778419,-73.95517,2
1992,40.778428,-73.956379,1
1992,40.778429,-73.953079,2
1992,40.778436,-73.955209,2
1992,40.778443,-73.953111,2
1992,40.778457,-73.95314,2
1992,40.778471,-73.953173,3
1992,40.778493,-73.962622,4
1992,40.77852,-73.960535,8
1992,40.778525,-73.953259,1
1992,40.77853,-73.957401,2
1992,40.778537,-73.953335,5
1992,40.778591,-73.953418,1
1992,40.778605,-73.953494,2
1992,40.778633,-73.962546,21
1992,40.778633,-73.953559,7
1992,40.778639,-73.955689,2
1992,40.778658,-73.954093,1
1992,40.778662,-73.9583,3
1992,40.778671,-73.947623,3
1992,40.778676,-73.959712,3
1992,40.778706,-73.957769,2
1992,40.778715,-73.95405,2
1992,40.778751,-73.961817,4
1992,40.778761,-73.945067,5
1992,40.778768,-73.949789,2
1992,40.778775,-73.95995,3
1992,40.778895,-73.951252,1
1992,40.778905,-73.947908,1
1992,40.778914,-73.956,3
1992,40.778924,-73.961972,1
1992,40.778994,-73.950941,1
1992,40.779002,-73.958051,5
1992,40.779011,-73.95236,1
1992,40.779025,-73.952392,1
1992,40.779034,-73.953844,2
1992,40.77906,-73.958032,7
1992,40.779132,-73.960083,3
1992,40.779135,-73.960751,3
1992,40.779138,-73.953768,3
1992,40.779149,-73.954739,1
1992,40.779162,-73.96082,1
1992,40.779185,-73.954819,4
1992,40.779201,-73.954859,2
1992,40.779206,-73.94698,2
1992,40.779242,-73.953692,3
1992,40.779252,-73.957094,1
1992,40.77927,-73.955736,4
1992,40.779271,-73.950713,1
1992,40.779284,-73.955097,1
1992,40.779287,-73.955057,2
1992,40.779302,-73.947164,2
1992,40.779303,-73.9551,1
1992,40.779304,-73.957852,1
1992,40.779308,-73.953064,2
1992,40.779311,-73.961459,11
1992,40.779316,-73.959924,1
1992,40.779329,-73.950699,1
1992,40.779336,-73.95518,2
1992,40.779339,-73.955714,6
1992,40.779349,-73.953161,15
1992,40.779388,-73.961394,2
1992,40.779403,-73.959426,1
1992,40.779414,-73.957249,4
1992,40.779427,-73.950627,2
1992,40.779438,-73.949435,1
1992,40.779558,-73.961531,2
1992,40.779587,-73.950489,2
1992,40.779596,-73.953436,2
1992,40.779602,-73.955519,7
1992,40.779651,-73.947337,1
1992,40.779685,-73.95757,3
1992,40.779733,-73.953309,1
1992,40.779741,-73.952096,2
1992,40.77977,-73.956252,7
1992,40.779774,-73.952222,2
1992,40.779793,-73.952222,2
1992,40.7798,-73.956281,1
1992,40.77981,-73.947247,1
1992,40.779813,-73.960379,2
1992,40.779881,-73.946615,1
1992,40.779902,-73.950258,1
1992,40.779922,-73.946669,11
1992,40.779925,-73.953193,1
1992,40.779927,-73.956627,1
1992,40.779934,-73.960657,2
1992,40.779937,-73.954555,1
1992,40.77995,-73.96156,5
1992,40.779965,-73.950215,1
1992,40.779969,-73.958797,1
1992,40.779974,-73.957335,1
1992,40.779992,-73.954685,2
1992,40.780026,-73.956811,1
1992,40.780034,-73.957313,2
1992,40.780069,-73.955158,3
1992,40.780073,-73.95909,2
1992,40.780093,-73.961029,2
1992,40.780201,-73.950066,2
1992,40.780224,-73.952977,1
1992,40.78023,-73.961151,6
1992,40.780255,-73.9469,3
1992,40.780264,-73.955013,1
1992,40.780272,-73.955031,1
1992,40.780279,-73.952933,1
1992,40.780284,-73.957133,6
1992,40.780309,-73.959198,2
1992,40.78032,-73.945722,3
1992,40.780338,-73.954984,1
1992,40.780356,-73.959754,2
1992,40.780389,-73.952854,2
1992,40.780393,-73.957028,2
1992,40.780444,-73.952814,2
1992,40.780466,-73.961184,1
1992,40.780472,-73.953825,2
1992,40.780473,-73.949842,1
1992,40.780488,-73.946119,2
1992,40.780505,-73.953908,1
1992,40.780511,-73.956945,2
1992,40.78054,-73.952041,2
1992,40.780551,-73.960212,2
1992,40.780551,-73.954063,2
1992,40.78057,-73.959014,4
1992,40.78058,-73.956035,1
1992,40.780591,-73.958205,1
1992,40.7806,-73.958176,1
1992,40.780606,-73.952243,3
1992,40.780612,-73.961075,2
1992,40.780619,-73.952232,2
1992,40.780621,-73.95689,12
1992,40.780626,-73.95619,1
1992,40.780678,-73.948531,2
1992,40.780703,-73.954691,3
1992,40.780835,-73.949575,1
1992,40.78089,-73.949037,1
1992,40.780912,-73.951023,1
1992,40.780926,-73.951055,3
1992,40.780926,-73.94951,4
1992,40.780955,-73.960826,10
1992,40.780955,-73.954507,2
1992,40.781016,-73.949441,2
1992,40.781041,-73.956883,1
1992,40.78107,-73.953344,2
1992,40.78107,-73.953301,2
1992,40.781102,-73.959378,5
1992,40.781121,-73.958634,2
1992,40.781226,-73.952225,1
1992,40.781227,-73.955673,2
1992,40.781235,-73.960616,4
1992,40.781239,-73.957598,4
1992,40.781242,-73.952239,2
1992,40.78128,-73.958522,1
1992,40.781293,-73.956399,5
1992,40.781308,-73.9578,1
1992,40.781322,-73.959905,1
1992,40.781332,-73.956345,7
1992,40.781345,-73.949224,3
1992,40.781389,-73.948271,6
1992,40.781416,-73.948339,4
1992,40.781476,-73.952044,3
1992,40.78148,-73.949101,1
1992,40.781501,-73.946592,1
1992,40.781501,-73.946545,3
1992,40.781545,-73.948599,4
1992,40.781614,-73.956139,1
1992,40.781624,-73.960331,5
1992,40.781755,-73.95186,4
1992,40.78177,-73.953918,1
1992,40.781789,-73.953925,1
1992,40.781841,-73.95902,2
1992,40.781861,-73.948827,1
1992,40.781864,-73.955229,2
1992,40.781872,-73.955976,8
1992,40.781877,-73.95386,1
1992,40.781925,-73.955915,2
1992,40.781966,-73.95742,1
1992,40.78198,-73.95741,2
1992,40.782005,-73.957514,1
1992,40.782107,-73.959988,3
1992,40.782107,-73.9516,1
1992,40.782126,-73.959471,9
1992,40.782192,-73.951538,1
1992,40.782209,-73.953622,1
1992,40.782217,-73.952177,3
1992,40.782226,-73.953582,1
1992,40.782259,-73.954174,4
1992,40.782271,-73.951451,2
1992,40.782283,-73.954232,2
1992,40.782309,-73.955633,3
1992,40.782315,-73.951419,1
1992,40.782319,-73.953538,2
1992,40.782344,-73.954419,2
1992,40.782422,-73.958511,1
1992,40.782429,-73.953459,1
1992,40.782434,-73.95269,1
1992,40.782458,-73.95855,2
1992,40.782473,-73.955513,1
1992,40.782499,-73.95131,1
1992,40.782543,-73.951278,1
1992,40.782557,-73.958832,1
1992,40.782575,-73.956922,1
1992,40.782648,-73.958998,1
1992,40.78265,-73.959594,4
1992,40.782663,-73.95751,1
1992,40.78269,-73.948219,2
1992,40.782727,-73.959236,3
1992,40.782774,-73.953181,3
1992,40.782869,-73.957095,2
1992,40.782913,-73.950981,2
1992,40.782925,-73.959391,6
1992,40.782928,-73.953094,1
1992,40.782973,-73.955152,4
1992,40.783003,-73.955712,5
1992,40.783007,-73.950938,6
1992,40.783077,-73.955098,2
1992,40.783119,-73.958214,1
1992,40.783121,-73.954321,2
1992,40.783126,-73.955062,9
1992,40.783134,-73.952408,1
1992,40.783137,-73.947908,1
1992,40.783151,-73.954636,4
1992,40.783171,-73.950819,2
1992,40.783183,-73.946644,2
1992,40.783202,-73.958369,3
1992,40.783274,-73.947782,1
1992,40.783345,-73.958752,3
1992,40.783553,-73.958936,3
1992,40.783577,-73.956842,4
1992,40.783592,-73.945514,1
1992,40.783632,-73.956777,4
1992,40.783698,-73.957607,1
1992,40.783714,-73.949847,4
1992,40.783742,-73.949952,1
1992,40.783752,-73.95578,3
1992,40.78377,-73.951923,1
1992,40.783776,-73.951981,2
1992,40.783794,-73.955874,2
1992,40.783811,-73.957928,9
1992,40.783844,-73.957964,3
1992,40.783874,-73.958033,1
1992,40.78389,-73.95661,1
1992,40.783903,-73.947326,5
1992,40.783933,-73.954447,5
1992,40.783989,-73.950226,4
1992,40.784079,-73.948814,2
1992,40.784108,-73.9472,1
1992,40.784111,-73.95223,5
1992,40.784148,-73.948929,1
1992,40.784182,-73.952176,2
1992,40.78424,-73.95422,6
1992,40.784254,-73.954797,3
1992,40.784274,-73.957069,5
1992,40.784279,-73.954191,1
1992,40.784378,-73.949475,3
1992,40.7844,-73.955411,1
1992,40.784404,-73.951518,1
1992,40.784405,-73.954126,6
1992,40.784425,-73.955429,2
1992,40.784438,-73.954075,3
1992,40.78444,-73.951988,3
1992,40.784521,-73.955703,1
1992,40.784524,-73.955664,1
1992,40.784537,-73.95574,1
1992,40.784557,-73.94378,5
1992,40.784621,-73.957856,1
1992,40.784707,-73.95388,1
1992,40.784709,-73.952204,5
1992,40.784713,-73.948174,3
1992,40.784724,-73.9482,4
1992,40.784743,-73.948247,2
1992,40.784753,-73.952305,1
1992,40.78476,-73.955952,5
1992,40.784799,-73.950521,2
1992,40.784817,-73.9538,14
1992,40.784818,-73.949593,5
1992,40.784826,-73.949611,1
1992,40.784845,-73.948528,5
1992,40.784933,-73.955851,1
1992,40.785009,-73.953688,6
1992,40.785099,-73.953175,2
1992,40.785114,-73.955114,1
1992,40.785166,-73.949243,2
1992,40.785207,-73.955649,1
1992,40.785246,-73.957696,3
1992,40.785252,-73.957389,3
1992,40.785298,-73.957263,8
1992,40.785337,-73.951799,2
1992,40.785338,-73.953424,2
1992,40.785455,-73.949932,1
1992,40.785512,-73.950113,2
1992,40.785535,-73.952222,2
1992,40.785586,-73.956223,2
1992,40.785696,-73.956519,2
1992,40.785743,-73.956902,5
1992,40.785824,-73.954894,2
1992,40.785977,-73.95298,1
1992,40.786155,-73.957024,3
1992,40.786174,-73.950715,2
1992,40.786254,-73.951878,7
1992,40.786306,-73.951997,3
1992,40.786396,-73.956851,2
1992,40.786561,-73.956374,3
1992,40.786641,-73.95065,1
1992,40.786676,-73.950325,1
1992,40.786723,-73.950293,1
1992,40.786736,-73.95451,2
1992,40.786767,-73.95026,2
1992,40.786777,-73.955214,1
1992,40.786802,-73.955276,1
1992,40.786811,-73.950227,4
1992,40.786854,-73.950199,2
1992,40.78688,-73.952297,2
1992,40.786909,-73.956478,1
1992,40.78696,-73.952239,1
1992,40.786982,-73.953604,1
1992,40.787,-73.949617,3
1992,40.787019,-73.956399,4
1992,40.78703,-73.949686,3
1992,40.787205,-73.954091,4
1992,40.787437,-73.952585,1
1992,40.787488,-73.948764,2
1992,40.787622,-73.955499,7
1992,40.787632,-73.951758,2
1992,40.787633,-73.955142,1
1992,40.787661,-73.955207,1
1992,40.787718,-73.95534,1
1992,40.787861,-73.947695,3
1992,40.787882,-73.953693,4
1992,40.787889,-73.955329,2
1992,40.787921,-73.947836,4
1992,40.788067,-73.95408,2
1992,40.788174,-73.954332,1
1992,40.788201,-73.948547,4
1992,40.788313,-73.953379,2
1992,40.788352,-73.954993,3
1992,40.788575,-73.948944,2
1992,40.788607,-73.940822,3
1992,40.788673,-73.947716,2
1992,40.788706,-73.947752,2
1992,40.788738,-73.940075,2
1992,40.78874,-73.948825,2
1992,40.788883,-73.95011,6
1992,40.788891,-73.943697,1
1992,40.788898,-73.942389,1
1992,40.788915,-73.954144,3
1992,40.788919,-73.950197,2
1992,40.788989,-73.954549,5
1992,40.789018,-73.940522,2
1992,40.789071,-73.954516,5
1992,40.789074,-73.954476,4
1992,40.78911,-73.942898,2
1992,40.789153,-73.940425,2
1992,40.789233,-73.948463,3
1992,40.789297,-73.950525,2
1992,40.789341,-73.949258,1
1992,40.789386,-73.952595,2
1992,40.789451,-73.949518,1
1992,40.789477,-73.941789,2
1992,40.789508,-73.941901,2
1992,40.789686,-73.954451,1
1992,40.789765,-73.946004,2
1992,40.789958,-73.94877,3
1992,40.789971,-73.954245,15
1992,40.789994,-73.948896,2
1992,40.79007,-73.947852,4
1992,40.790092,-73.947123,3
1992,40.790211,-73.949871,3
1992,40.790227,-73.949409,3
1992,40.790415,-73.946032,1
1992,40.790423,-73.944028,2
1992,40.790471,-73.942561,5
1992,40.790476,-73.946173,1
1992,40.790544,-73.945411,1
1992,40.790559,-73.953814,8
1992,40.790695,-73.945302,5
1992,40.790767,-73.946808,1
1992,40.790979,-73.943294,2
1992,40.790988,-73.943316,2
1992,40.791059,-73.943485,1
1992,40.791233,-73.945995,3
1992,40.791305,-73.946161,2
1992,40.791563,-73.940664,3
1992,40.791584,-73.950997,5
1992,40.79159,-73.95269,4
1992,40.791666,-73.944594,2
1992,40.791709,-73.937064,1
1992,40.791791,-73.94727,1
1992,40.79181,-73.9529,3
1992,40.791847,-73.938454,1
1992,40.792065,-73.946244,1
1992,40.792068,-73.945832,1
1992,40.792501,-73.946081,3
1992,40.792536,-73.950992,2
1992,40.792618,-73.950245,3
1992,40.792741,-73.947428,2
1992,40.792773,-73.939602,2
1992,40.792844,-73.939771,2
1992,40.792858,-73.939807,3
1992,40.793017,-73.940132,2
1992,40.793056,-73.94067,2
1992,40.793173,-73.938558,5
1992,40.793272,-73.950829,1
1992,40.793293,-73.942787,1
1992,40.793334,-73.937373,3
1992,40.793651,-73.939684,1
1992,40.793673,-73.940226,1
1992,40.793676,-73.939749,1
1992,40.793763,-73.937968,2
1992,40.793938,-73.942963,1
1992,40.793978,-73.939976,2
1992,40.794041,-73.939929,5
1992,40.794051,-73.949193,2
1992,40.794181,-73.951175,3
1992,40.794313,-73.941269,2
1992,40.794317,-73.94327,2
1992,40.794327,-73.941301,2
1992,40.794528,-73.941825,2
1992,40.794627,-73.944006,1
1992,40.794668,-73.942428,1
1992,40.794805,-73.93627,2
1992,40.794831,-73.950344,4
1992,40.794878,-73.940636,2
1992,40.794904,-73.933276,2
1992,40.794938,-73.935027,3
1992,40.794966,-73.936151,1
1992,40.79498,-73.940878,2
1992,40.795004,-73.93519,2
1992,40.795032,-73.935211,1
1992,40.79505,-73.95055,3
1992,40.795057,-73.93532,1
1992,40.795087,-73.935341,2
1992,40.795175,-73.942055,1
1992,40.795204,-73.949228,3
1992,40.795228,-73.948332,1
1992,40.795238,-73.935955,1
1992,40.795344,-73.944027,2
1992,40.795418,-73.933998,5
1992,40.795423,-73.9329,1
1992,40.79549,-73.934214,1
1992,40.795623,-73.936638,2
1992,40.79563,-73.934543,6
1992,40.795679,-73.95008,1
1992,40.795821,-73.942853,6
1992,40.795824,-73.932581,3
1992,40.795881,-73.932567,2
1992,40.795898,-73.932527,3
1992,40.795967,-73.949119,3
1992,40.795972,-73.949859,2
1992,40.796079,-73.937731,2
1992,40.796114,-73.941372,2
1992,40.796247,-73.943344,2
1992,40.796274,-73.943972,1
1992,40.796274,-73.933928,2
1992,40.796281,-73.935196,3
1992,40.796284,-73.932007,3
1992,40.796295,-73.932032,2
1992,40.796318,-73.943315,2
1992,40.796368,-73.934195,1
1992,40.796435,-73.941137,2
1992,40.796527,-73.93811,3
1992,40.796589,-73.932046,3
1992,40.796594,-73.932017,3
1992,40.796696,-73.93707,2
1992,40.796762,-73.942968,2
1992,40.79678,-73.934856,2
1992,40.796922,-73.937601,1
1992,40.797035,-73.944885,1
1992,40.797138,-73.942718,2
1992,40.797152,-73.949013,1
1992,40.797155,-73.937651,2
1992,40.797229,-73.948165,2
1992,40.797251,-73.937608,5
1992,40.797347,-73.937535,1
1992,40.797353,-73.944654,2
1992,40.797489,-73.936856,1
1992,40.797502,-73.934324,7
1992,40.797598,-73.934227,1
1992,40.797636,-73.934198,2
1992,40.797673,-73.941461,3
1992,40.797706,-73.948608,3
1992,40.797718,-73.939456,2
1992,40.797743,-73.944368,2
1992,40.797751,-73.93414,7
1992,40.797781,-73.934114,7
1992,40.797845,-73.934071,1
1992,40.797851,-73.935718,6
1992,40.797865,-73.935754,6
1992,40.797895,-73.935819,6
1992,40.798063,-73.936989,1
1992,40.798185,-73.933822,4
1992,40.798216,-73.946152,2
1992,40.798227,-73.940706,1
1992,40.798237,-73.933785,2
1992,40.79828,-73.941861,1
1992,40.798293,-73.940864,1
1992,40.798344,-73.943931,2
1992,40.798411,-73.941095,5
1992,40.798432,-73.933623,3
1992,40.79846,-73.939633,2
1992,40.79865,-73.936584,2
1992,40.79865,-73.935659,3
1992,40.798862,-73.938148,4
1992,40.798876,-73.93818,2
1992,40.799037,-73.941304,8
1992,40.799052,-73.938595,3
1992,40.799079,-73.938657,1
1992,40.799123,-73.942778,3
1992,40.799373,-73.932961,2
1992,40.799409,-73.938924,4
1992,40.799414,-73.93745,2
1992,40.799505,-73.939671,2
1992,40.799552,-73.938844,4
1992,40.799587,-73.943919,2
1992,40.799601,-73.938786,1
1992,40.79965,-73.938772,4
1992,40.799664,-73.938739,2
1992,40.799699,-73.942091,1
1992,40.799769,-73.944995,3
1992,40.79978,-73.944381,3
1992,40.799988,-73.938526,2
1992,40.800112,-73.935405,1
1992,40.800205,-73.938374,1
1992,40.800343,-73.945721,2
1992,40.800356,-73.939739,1
1992,40.800398,-73.945847,3
1992,40.800431,-73.946616,1
1992,40.80045,-73.945973,3
1992,40.800499,-73.944463,2
1992,40.80081,-73.946341,1
1992,40.800885,-73.937059,4
1992,40.800912,-73.937124,2
1992,40.801294,-73.937586,1
1992,40.801547,-73.934389,4
1992,40.801565,-73.936769,2
1992,40.80157,-73.941559,1
1992,40.801585,-73.943693,3
1992,40.80162,-73.941522,2
1992,40.801684,-73.943621,11
1992,40.801764,-73.944997,2
1992,40.801775,-73.934251,5
1992,40.801952,-73.935692,3
1992,40.802,-73.934121,3
1992,40.802032,-73.937047,1
1992,40.802074,-73.939113,2
1992,40.802126,-73.939048,3
1992,40.80221,-73.936895,1
1992,40.802753,-73.935645,1
1992,40.802983,-73.940087,3
1992,40.803133,-73.932415,1
1992,40.803145,-73.934525,3
1992,40.803159,-73.934557,1
1992,40.803163,-73.938292,7
1992,40.803171,-73.932502,2
1992,40.803186,-73.934622,1
1992,40.803196,-73.93256,2
1992,40.8032,-73.934611,1
1992,40.803273,-73.938212,1
1992,40.803286,-73.942489,2
1992,40.803388,-73.938151,7
1992,40.803442,-73.94022,2
1992,40.803583,-73.942272,5
1992,40.804048,-73.940711,2
1992,40.804076,-73.940776,2
1992,40.80408,-73.937648,1
1992,40.804121,-73.937619,1
1992,40.804665,-73.938132,2
1992,40.804773,-73.941382,3
1992,40.804885,-73.938612,1
1992,40.804895,-73.937026,3
1992,40.804935,-73.94083,2
1992,40.80505,-73.940851,1
1992,40.806171,-73.941703,2
1992,40.806305,-73.942024,4
1992,40.806322,-73.942013,3
1992,40.806552,-73.940517,3
1992,40.806617,-73.940019,3
1992,40.806849,-73.941933,6
1992,40.806986,-73.941836,4
1992,40.807342,-73.940459,2
1992,40.807383,-73.939433,6
1992,40.807422,-73.941517,2
1992,40.807745,-73.939173,1
1992,40.807987,-73.940061,1
1992,40.808019,-73.938197,3
1992,40.808096,-73.938331,1
1992,40.808115,-73.938923,3
1992,40.808513,-73.939371,5
1992,40.808564,-73.940704,2
1992,40.808667,-73.939692,2
1992,NA,NA,3
1993,40.760328,-73.961463,6
1993,40.760391,-73.961416,2
1993,40.760454,-73.961372,2
1993,40.760459,-73.958196,5
1993,40.760518,-73.961325,2
1993,40.760561,-73.960336,21
1993,40.760619,-73.962387,1
1993,40.760704,-73.961192,3
1993,40.760854,-73.958141,4
1993,40.760933,-73.957748,3
1993,40.760948,-73.960989,1
1993,40.761104,-73.957726,1
1993,40.761251,-73.962011,1
1993,40.761306,-73.962137,11
1993,40.761362,-73.95778,2
1993,40.761382,-73.960332,1
1993,40.76148,-73.957661,6
1993,40.761499,-73.95869,1
1993,40.761582,-73.960538,2
1993,40.76161,-73.962812,2
1993,40.761616,-73.963592,3
1993,40.761632,-73.960502,3
1993,40.76165,-73.957534,3
1993,40.761762,-73.963483,2
1993,40.761849,-73.961483,3
1993,40.761921,-73.957332,1
1993,40.76196,-73.957303,2
1993,40.761969,-73.960252,1
1993,40.761978,-73.96179,1
1993,40.761996,-73.959844,1
1993,40.762083,-73.963277,1
1993,40.762269,-73.963144,1
1993,40.76227,-73.96605,2
1993,40.762278,-73.966071,1
1993,40.762292,-73.964432,1
1993,40.762316,-73.964537,4
1993,40.762332,-73.963097,1
1993,40.762341,-73.963068,1
1993,40.762342,-73.959985,1
1993,40.76242,-73.962833,1
1993,40.76244,-73.964826,1
1993,40.762454,-73.964858,3
1993,40.762488,-73.961064,1
1993,40.762512,-73.965873,4
1993,40.762569,-73.965855,1
1993,40.762668,-73.965786,3
1993,40.762715,-73.96575,1
1993,40.76278,-73.956707,2
1993,40.76289,-73.956628,6
1993,40.762904,-73.965612,4
1993,40.762918,-73.958155,2
1993,40.762927,-73.959573,1
1993,40.762928,-73.962663,1
1993,40.762943,-73.967648,2
1993,40.762962,-73.958256,1
1993,40.762984,-73.95831,1
1993,40.763,-73.96554,2
1993,40.763005,-73.962234,1
1993,40.763049,-73.965504,1
1993,40.763059,-73.962367,2
1993,40.763059,-73.959479,2
1993,40.763089,-73.959429,1
1993,40.763091,-73.96545,1
1993,40.763107,-73.964421,1
1993,40.763176,-73.966526,2
1993,40.763179,-73.96658,3
1993,40.763272,-73.958995,2
1993,40.763283,-73.964879,1
1993,40.763292,-73.961035,3
1993,40.763296,-73.964869,1
1993,40.763319,-73.966912,5
1993,40.763336,-73.961093,1
1993,40.763592,-73.961703,1
1993,40.763611,-73.962165,1
1993,40.763618,-73.967157,3
1993,40.763626,-73.967179,1
1993,40.763629,-73.967605,3
1993,40.763654,-73.967706,2
1993,40.763654,-73.967663,1
1993,40.763667,-73.958031,1
1993,40.76372,-73.969197,10
1993,40.763736,-73.965912,3
1993,40.763765,-73.956021,11
1993,40.763774,-73.964103,3
1993,40.76378,-73.968009,1
1993,40.7638,-73.96806,1
1993,40.763802,-73.958934,1
1993,40.763816,-73.958385,1
1993,40.76384,-73.964266,3
1993,40.763851,-73.966229,3
1993,40.763863,-73.968164,6
1993,40.763893,-73.969074,2
1993,40.763895,-73.964352,5
1993,40.764138,-73.961089,3
1993,40.764149,-73.955251,45
1993,40.764193,-73.970644,2
1993,40.764194,-73.967045,1
1993,40.764199,-73.955695,7
1993,40.764236,-73.958616,2
1993,40.764263,-73.957515,2
1993,40.764265,-73.964615,1
1993,40.764299,-73.967294,4
1993,40.764308,-73.968796,8
1993,40.764316,-73.968767,9
1993,40.76432,-73.964576,1
1993,40.764376,-73.967478,1
1993,40.764394,-73.965579,7
1993,40.764395,-73.967478,1
1993,40.764431,-73.958471,1
1993,40.764452,-73.963735,2
1993,40.764479,-73.963839,2
1993,40.764485,-73.965796,2
1993,40.764502,-73.965835,1
1993,40.764506,-73.970756,79
1993,40.764526,-73.96585,1
1993,40.764534,-73.963969,1
1993,40.764543,-73.968124,4
1993,40.764543,-73.96589,1
1993,40.764592,-73.966052,1
1993,40.764602,-73.961424,2
1993,40.764613,-73.97024,11
1993,40.764632,-73.970027,8
1993,40.764639,-73.966113,1
1993,40.764662,-73.960395,2
1993,40.764673,-73.97012,4
1993,40.764698,-73.970182,3
1993,40.764703,-73.960496,1
1993,40.764711,-73.970211,2
1993,40.764717,-73.960529,1
1993,40.764739,-73.970236,4
1993,40.764747,-73.960597,2
1993,40.764771,-73.968135,5
1993,40.764774,-73.960666,1
1993,40.764788,-73.960698,1
1993,40.764817,-73.958168,6
1993,40.764854,-73.968853,3
1993,40.76489,-73.961207,1
1993,40.764891,-73.96416,2
1993,40.764943,-73.957139,4
1993,40.764962,-73.96498,3
1993,40.764974,-73.966911,3
1993,40.764986,-73.970377,1
1993,40.765008,-73.955078,19
1993,40.765028,-73.963193,8
1993,40.765041,-73.970337,1
1993,40.765054,-73.967146,3
1993,40.765086,-73.965276,2
1993,40.765101,-73.959496,1
1993,40.765113,-73.963972,3
1993,40.765148,-73.9712,1
1993,40.765151,-73.970257,2
1993,40.765159,-73.970279,5
1993,40.765162,-73.963514,1
1993,40.765206,-73.972315,4
1993,40.765211,-73.953886,14
1993,40.765219,-73.968106,2
1993,40.765222,-73.969478,1
1993,40.76526,-73.969524,2
1993,40.765321,-73.969669,3
1993,40.765359,-73.960059,1
1993,40.765367,-73.96982,4
1993,40.76537,-73.970098,3
1993,40.765409,-73.971864,20
1993,40.765421,-73.95637,2
1993,40.765434,-73.956362,2
1993,40.765496,-73.968431,1
1993,40.765506,-73.957691,2
1993,40.765553,-73.957629,2
1993,40.765558,-73.965741,5
1993,40.765569,-73.966427,2
1993,40.765594,-73.965716,3
1993,40.765608,-73.96647,1
1993,40.765609,-73.972022,1
1993,40.765615,-73.962792,1
1993,40.76562,-73.962846,2
1993,40.765636,-73.967824,9
1993,40.765664,-73.970481,3
1993,40.765664,-73.969911,1
1993,40.765676,-73.964734,6
1993,40.765677,-73.96668,1
1993,40.765683,-73.95459,9
1993,40.765733,-73.963546,1
1993,40.765775,-73.964972,2
1993,40.765777,-73.963174,3
1993,40.765784,-73.966932,1
1993,40.765809,-73.953377,2
1993,40.765826,-73.954481,2
