"","sale_id","year","nbhd","block","lot","address","zip","sale_date","price","long","lat"
"1",38505,"2015","HARLEM-EAST","1621","63","16 EAST 116 STREET","10029","04/28/2015",2750000,-73.945786,40.80037
"2",38507,"2015","HARLEM-EAST","1625","53","1511 LEXINGTON AVE","10029","12/08/2015",405000,-73.950227,40.78681
"3",38508,"2015","HARLEM-EAST","1627","20","1557 LEXINGTON AVENUE","10029","12/08/2015",4200000,-73.949306,40.788081
"4",38509,"2015","HARLEM-EAST","1627","30","167 EAST 99TH   STREET","10029","05/18/2015",4373833,-73.948905,40.787548
"5",38510,"2015","HARLEM-EAST","1627","31","169 EAST 99TH   STREET","10029","05/18/2015",4373833,-73.948858,40.787526
"6",38511,"2015","HARLEM-EAST","1627","32","171 EAST 99TH   STREET","10029","05/18/2015",4373833,-73.948811,40.787507
"7",38512,"2015","HARLEM-EAST","1633","32","175 EAST 105 STREET","10029","03/18/2015",3380000,-73.945883,40.791205
"8",38513,"2015","HARLEM-EAST","1634","17","1698 LEXINGTON AVENUE","10029","11/10/2015",320000,-73.946088,40.792523
"9",38514,"2015","HARLEM-EAST","1634","32","167 EAST 106 STREET","10029","02/20/2015",2365000,-73.945554,40.791949
"10",38516,"2015","HARLEM-EAST","1635","41","178 EAST 108 STREET","10029","10/02/2015",800000,-73.944372,40.793137
"11",38517,"2015","HARLEM-EAST","1638","140","184 EAST 111TH STREET","10029","11/18/2015",950000,-73.942922,40.794989
"12",38524,"2015","HARLEM-EAST","1683","1","2162 2 AVENUE","10029","02/06/2015",2650000,-73.940027,40.793912
"13",38536,"2015","HARLEM-EAST","1627","43","166 EAST 100TH","10029","02/26/2015",800000,-73.948453,40.788163
"14",38544,"2015","HARLEM-EAST","1624","44","154 EAST 97TH STREET, 1","10029","03/16/2015",115000,-73.949957,40.786335
"15",38545,"2015","HARLEM-EAST","1625","68","112 EAST 98, 2R","10029","10/09/2015",400000,-73.951155,40.787659
"16",38555,"2015","HARLEM-EAST","1683","27","2159 1ST AVENUE, 2E","10029","05/13/2015",225000,-73.937438,40.79324
"17",38561,"2015","HARLEM-EAST","1632","1012","165 EAST 104 STREET","10029","07/07/2015",380000,-73.946458,40.790618
"18",38562,"2015","HARLEM-EAST","1632","1012","165 EAST 104 STREET","10029","02/12/2015",240000,-73.946458,40.790618
"19",38563,"2015","HARLEM-EAST","1660","1004","2141 2 AVENUE","10029","10/16/2015",415000,-73.940504,40.793286
"20",38564,"2015","HARLEM-EAST","1676","1002","311 EAST 104 STREET","10029","03/31/2015",375000,-73.942866,40.789096
"21",38571,"2015","HARLEM-EAST","1627","1005","158 EAST 100 STREET","10029","02/17/2015",490000,-73.948641,40.788242
"22",38572,"2015","HARLEM-EAST","1627","1012","158 EAST 100 STREET","10029","07/15/2015",655000,-73.948641,40.788242
"23",38573,"2015","HARLEM-EAST","1627","1013","158 EAST 100 STREET","10029","09/03/2015",690000,-73.948641,40.788242
"24",38574,"2015","HARLEM-EAST","1629","1104","1595 LEXINGTON AVENUE","10029","12/28/2015",510000,-73.94842,40.789291
"25",38575,"2015","HARLEM-EAST","1629","1105","1595 LEXINGTON AVENUE","10029","11/17/2015",498000,-73.94842,40.789291
"26",38576,"2015","HARLEM-EAST","1629","1123","1595 LEXINGTON AVENUE","10029","02/10/2015",1690295,-73.94842,40.789291
"27",38577,"2015","HARLEM-EAST","1630","1210","117 EAST 102 STREET","10029","12/21/2015",589000,-73.948943,40.790032
"28",38578,"2015","HARLEM-EAST","1631","1003","1635 LEXINGTON AVENUE","10029","09/25/2015",1134686,-73.947538,40.790501
"29",38579,"2015","HARLEM-EAST","1631","1015","1635 LEXINGTON AVENUE","10029","04/07/2015",934753,-73.947538,40.790501
"30",38580,"2015","HARLEM-EAST","1631","1020","1635 LEXINGTON AVENUE","10029","09/09/2015",914388,-73.947538,40.790501
"31",38581,"2015","HARLEM-EAST","1631","1022","1635 LEXINGTON AVENUE","10029","01/15/2015",710738,-73.947538,40.790501
"32",38582,"2015","HARLEM-EAST","1631","1025","1635 LEXINGTON AVENUE","10029","09/25/2015",358702,-73.947538,40.790501
"33",38583,"2015","HARLEM-EAST","1631","1031","1635 LEXINGTON AVENUE","10029","09/25/2015",358702,-73.947538,40.790501
"34",38584,"2015","HARLEM-EAST","1638","1013","169 EAST 110 STREET","10029","07/07/2015",650000,-73.9434,40.794391
"35",38585,"2015","HARLEM-EAST","1638","1015","161 EAST 110TH STREET","10029","01/23/2015",530000,-73.943685,40.794509
"36",38587,"2015","HARLEM-EAST","1638","1029","161 EAST 110 STREET","10029","12/07/2015",800000,-73.943685,40.794509
"37",38588,"2015","HARLEM-EAST","1638","1032","161 EAST 110TH STREET","10029","09/18/2015",485000,-73.943685,40.794509
"38",38589,"2015","HARLEM-EAST","1638","1035","161 EAST 110 STREET","10029","08/12/2015",690000,-73.943685,40.794509
"39",38590,"2015","HARLEM-EAST","1638","1054","161 EAST 110TH STREET","10029","10/06/2015",527500,-73.943685,40.794509
"40",38591,"2015","HARLEM-EAST","1661","1008","227 EAST 111 STREET","10029","12/23/2015",435000,-73.94159,40.794448
"41",38592,"2015","HARLEM-EAST","1661","1012","227 EAST 111 STREET","10029","09/30/2015",425000,-73.94159,40.794448
"42",38595,"2015","HARLEM-EAST","1676","1421","2019 1 AVENUE","10029","06/25/2015",899000,-73.94096,40.788417
"43",38596,"2015","HARLEM-EAST","1676","1425","2019 1 AVENUE","10029","11/10/2015",870000,-73.94096,40.788417
"44",38597,"2015","HARLEM-EAST","1676","1430","2019 1 AVENUE","10029","07/27/2015",471350,-73.94096,40.788417
"45",38598,"2015","HARLEM-EAST","1677","1204","319 EAST 105 STREET","10029","08/21/2015",420000,-73.942262,40.789678
"46",38599,"2015","HARLEM-EAST","1677","1221","319 EAST 105 STREET","10029","02/06/2015",421000,-73.942262,40.789678
"47",38600,"2015","HARLEM-EAST","1677","1222","319 EAST 105 STREET","10029","10/15/2015",455000,-73.942262,40.789678
"48",38601,"2015","HARLEM-EAST","1680","1029","309 EAST 108TH STREET","10029","03/26/2015",780000,-73.940906,40.791664
"49",38603,"2015","HARLEM-EAST","1680","1104","330 EAST 109 STREET","10029","10/14/2015",499000,-73.940173,40.79218
"50",38605,"2015","HARLEM-EAST","1680","1108","330 EAST 109TH STREET","10029","11/10/2015",499000,-73.940173,40.79218
"51",38606,"2015","HARLEM-EAST","1680","1120","330 EAST 109","10029","06/02/2015",535000,-73.940173,40.79218
"52",38607,"2015","HARLEM-EAST","1681","1014","2132 2 AVENUE","10029","02/18/2015",390000,-73.940772,40.792888
"53",38608,"2015","HARLEM-EAST","1681","1021","2132 2 AVENUE","10029","03/30/2015",712775,-73.940772,40.792888
"54",38609,"2015","HARLEM-EAST","1681","1028","2132 2 AVENUE","10029","12/14/2015",590000,-73.940772,40.792888
"55",38610,"2015","HARLEM-EAST","1681","1035","2132 2 AVENUE","10029","06/24/2015",2240150,-73.940772,40.792888
"56",38611,"2015","HARLEM-EAST","1681","1115","342 EAST 110 STREET","10029","02/13/2015",520000,-73.939501,40.792731
"57",38612,"2015","HARLEM-EAST","1681","1135","342 EAST 110 STREET","10029","08/31/2015",708000,-73.939501,40.792731
"58",38613,"2015","HARLEM-EAST","1681","1222","333 EAST 109 STREET","10029","04/17/2015",763000,-73.940126,40.79218
"59",38625,"2015","HARLEM-EAST","1622","30","89 EAST 116 STREET","10029","11/05/2015",4800000,-73.94372,40.799524
"60",38626,"2015","HARLEM-EAST","1644","21","147 EAST 116 STREET","10029","03/30/2015",1875000,-73.941294,40.798493
"61",38628,"2015","HARLEM-EAST","1675","51","2014 2 AVENUE","10029","08/18/2015",2500000,-73.943635,40.78897
"62",38631,"2015","HARLEM-EAST","1687","124","2243 1ST AVENUE","10029","05/12/2015",1110000,-73.935774,40.795518
"63",38632,"2015","HARLEM-EAST","1687","130","354 EAST 116TH ST","10029","07/09/2015",2200000,-73.936471,40.796443
"64",38634,"2015","HARLEM-EAST","1624","1002","110 EAST 97TH   STREET","10029","01/05/2015",1395000,-73.951441,40.786956
"65",38635,"2015","HARLEM-EAST","1629","1006","119 EAST 101 STREET","10029","06/12/2015",535000,-73.949474,40.789431
"66",38636,"2015","HARLEM-EAST","1629","1008","119 EAST 101ST STREET","10029","03/05/2015",485000,-73.949474,40.789431
"67",38637,"2015","HARLEM-EAST","1633","1001","170 EAST 106 STREET","10029","05/26/2015",3800000,-73.945428,40.791878
"68",38647,"2015","HARLEM-EAST","1677","1008","307 EAST 105 STREET","10029","12/07/2015",555000,-73.942465,40.789763
"69",38845,"2016","HARLEM-EAST","1632","145","164 E 105TH STREET","10029","02/04/2016",2400000,-73.9461215630497,40.7912878094617
"70",38849,"2016","HARLEM-EAST","1635","26","159 EAST 107TH STREET","10029","07/28/2016",750000,-73.9452175575792,40.7926926855681
"71",38850,"2016","HARLEM-EAST","1635","45","168 EAST 108 STREET","10029","12/08/2016",1300000,-73.9445706629304,40.7932221092791
"72",38851,"2016","HARLEM-EAST","1636","23","1737 LEXINGTON AVENUE","10029","10/11/2016",2300000,-73.9452420545109,40.7936451186702
"73",38855,"2016","HARLEM-EAST","1638","141","180 EAST 111 STREET","10029","11/07/2016",1900000,-73.9430161691535,40.7950301283449
"74",38862,"2016","HARLEM-EAST","1660","42","214 EAST 111 STREET","10029","07/28/2016",2006500,-73.9417922881579,40.7945135075792
"75",38863,"2016","HARLEM-EAST","1660","43","212 EAST 111 STREET","10029","12/28/2016",4373570,-73.941824780307,40.7945272476328
"76",38864,"2016","HARLEM-EAST","1661","16","233 EAST 111TH STREET","10029","12/16/2016",3425000,-73.9414926218168,40.7944063113891
"77",38865,"2016","HARLEM-EAST","1661","17","235 EAST 111TH STREET","10029","12/16/2016",3450000,-73.9414601273817,40.7943953159703
"78",38866,"2016","HARLEM-EAST","1661","18","237 EAST 111TH STREET","10029","12/16/2016",3300000,-73.9414312469364,40.7943815776488
"79",38868,"2016","HARLEM-EAST","1665","5","205 EAST 115TH STREET","10029","09/21/2016",2300000,-73.9403885776362,40.7972163485873
"80",38884,"2016","HARLEM-EAST","1675","104","301 EAST 103RD STREET","10029","03/18/2016",3450000,-73.9434875735587,40.7885418162006
"81",38886,"2016","HARLEM-EAST","1677","41","318 EAST 106 STREET","10029","12/16/2016",4500000,-73.9415143520815,40.7902260972914
"82",38895,"2016","HARLEM-EAST","1687","19","337 EAST 115 STREET","10029","10/14/2016",1030000,-73.9367241633328,40.7956581337928
"83",38903,"2016","HARLEM-EAST","1708","10","417 EAST 114TH STREET","10029","12/16/2016",2250000,-73.9355696759568,40.7943811948618
"84",38904,"2016","HARLEM-EAST","1708","11","419 EAST 114TH STREET","10029","12/16/2016",2450000,-73.9355046943967,40.7943537112181
"85",38905,"2016","HARLEM-EAST","1708","12","421 EAST 114TH STREET","10029","12/16/2016",1675000,-73.9354397128902,40.7943262275378
"86",38906,"2016","HARLEM-EAST","1708","13","423 EAST 114TH STREET","10029","12/16/2016",2225000,-73.935371119878,40.7942987417956
"87",38907,"2016","HARLEM-EAST","1709","7","415-421 EAST 115 STREET","10029","12/28/2016",3112400,-73.9353414623127,40.79508646267
"88",38911,"2016","HARLEM-EAST","1709","24","291 PLEASANT AVENUE","10029","12/16/2016",4300000,-73.9333915376908,40.794745005826
"89",38937,"2016","HARLEM-EAST","1624","44","154 EAST 97TH STREET, 10","10029","05/23/2016",213000,-73.9499569787291,40.7863352969267
"90",38940,"2016","HARLEM-EAST","1625","67","114 EAST 98TH STREET, 2W","10029","08/18/2016",350000,-73.9510718712726,40.7876230554074
"91",38941,"2016","HARLEM-EAST","1625","68","112 EAST 98TH STREET, 2E","10029","01/26/2016",399000,-73.951154902644,40.7876587721524
"92",38952,"2016","HARLEM-EAST","1638","40","186 EAST 111 STREET, APT 4","10029","06/27/2016",580000,-73.9428753685934,40.7949696745966
"93",38953,"2016","HARLEM-EAST","1638","40","186 E. 111TH ST, 3","10029","12/19/2016",545000,-73.9428753685934,40.7949696745966
"94",38959,"2016","HARLEM-EAST","1683","27","2159 1ST AVENUE, 4C","10029","06/09/2016",150000,-73.9374379275702,40.7932404162404
"95",38962,"2016","HARLEM-EAST","1630","1012","169 EAST 102 STREET","10029","11/14/2016",277105,-73.9473437498624,40.7893478490576
"96",38963,"2016","HARLEM-EAST","1630","1014","169 EAST 102 STREET","10029","05/25/2016",570000,-73.9473437498624,40.7893478490576
"97",38964,"2016","HARLEM-EAST","1630","1017","169 EAST 102ND STREET","10029","09/19/2016",600000,-73.9473437498624,40.7893478490576
"98",38966,"2016","HARLEM-EAST","1632","1005","165 EAST 104 STREET","10029","10/31/2016",390000,-73.9464579615226,40.7906182517728
"99",38967,"2016","HARLEM-EAST","1632","1010","165 EAST 104 STREET","10029","07/28/2016",543000,-73.9464579615226,40.7906182517728
"100",38970,"2016","HARLEM-EAST","1616","1004","77 EAST 110 STREET","10029","09/27/2016",173394,-73.9468763272335,40.7958361778153
"101",38971,"2016","HARLEM-EAST","1616","1005","77 EAST 110 STREET","10029","05/10/2016",173394,-73.9468763272335,40.7958361778153
"102",38972,"2016","HARLEM-EAST","1616","1007","77 EAST 110 STREET","10029","10/31/2016",173394,-73.9468763272335,40.7958361778153
"103",38973,"2016","HARLEM-EAST","1616","1009","77 EAST 110 STREET","10029","04/06/2016",842806,-73.9468763272335,40.7958361778153
"104",38974,"2016","HARLEM-EAST","1616","1010","77 EAST 110 STREET","10029","03/31/2016",800000,-73.9468763272335,40.7958361778153
"105",38975,"2016","HARLEM-EAST","1616","1011","77 EAST 110 STREET","10029","05/10/2016",589874,-73.9468763272335,40.7958361778153
"106",38976,"2016","HARLEM-EAST","1616","1015","77 EAST 110TH STREET","10029","04/05/2016",940000,-73.9468763272335,40.7958361778153
"107",38977,"2016","HARLEM-EAST","1616","1018","77 EAST 110 STREET","10029","06/10/2016",993812,-73.9468763272335,40.7958361778153
"108",38978,"2016","HARLEM-EAST","1616","1019","77 EAST 110 STREET","10029","04/05/2016",941881,-73.9468763272335,40.7958361778153
"109",38979,"2016","HARLEM-EAST","1616","1020","77 EAST 110 STREET","10029","03/31/2016",1100000,-73.9468763272335,40.7958361778153
"110",38980,"2016","HARLEM-EAST","1616","1021","77 EAST 110 STREET","10029","03/31/2016",1285000,-73.9468763272335,40.7958361778153
"111",38982,"2016","HARLEM-EAST","1627","1007","158 EAST 100TH STREET","10029","01/19/2016",252000,-73.9486410567096,40.7882423073685
"112",38983,"2016","HARLEM-EAST","1628","1205","1810 3 AVENUE","10029","09/02/2016",545000,-73.9472581095111,40.7880468067835
"113",38985,"2016","HARLEM-EAST","1628","1208","194 EAST 101 STREET","10029","11/28/2016",700000,-73.9473407985349,40.7885134491174
"114",38986,"2016","HARLEM-EAST","1628","1210","194 EAST 101 STREET","10029","07/21/2016",566045,-73.9473407985349,40.7885134491174
"115",38987,"2016","HARLEM-EAST","1628","1211","1810 THIRD AVENUE","10029","10/25/2016",725000,-73.9472581095111,40.7880468067835
"116",38989,"2016","HARLEM-EAST","1628","1214","1810 3 AVENUE","10029","08/31/2016",681159,-73.9472581095111,40.7880468067835
"117",38990,"2016","HARLEM-EAST","1628","1215","1810 3 AVENUE","10029","07/19/2016",696483,-73.9472581095111,40.7880468067835
"118",38991,"2016","HARLEM-EAST","1628","1217","194 EAST 101 STREET","10029","09/27/2016",737000,-73.9473407985349,40.7885134491174
"119",38992,"2016","HARLEM-EAST","1628","1218","194 EAST 101 STREET","10029","10/17/2016",595383,-73.9473407985349,40.7885134491174
"120",38993,"2016","HARLEM-EAST","1628","1219","194 EAST 101 STREET","10029","08/24/2016",700000,-73.9473407985349,40.7885134491174
"121",38994,"2016","HARLEM-EAST","1628","1221","1810 3 AVENUE","10029","07/22/2016",575500,-73.9472581095111,40.7880468067835
"122",38995,"2016","HARLEM-EAST","1628","1222","1810 THIRD AVENUE","10029","08/17/2016",695000,-73.9472581095111,40.7880468067835
"123",38996,"2016","HARLEM-EAST","1628","1223","1810 THIRD AVENUE","10029","08/09/2016",680000,-73.9472581095111,40.7880468067835
"124",38998,"2016","HARLEM-EAST","1628","1226","194 EAST 101 STREET","10029","08/23/2016",610950,-73.9473407985349,40.7885134491174
"125",38999,"2016","HARLEM-EAST","1628","1227","194 EAST 101 STREET","10029","07/26/2016",763687,-73.9473407985349,40.7885134491174
"126",39000,"2016","HARLEM-EAST","1628","1228","1810 THIRD AVENUE","10029","08/17/2016",619335,-73.9472581095111,40.7880468067835
"127",39001,"2016","HARLEM-EAST","1628","1230","1810 3 AVENUE","10029","08/18/2016",666953,-73.9472581095111,40.7880468067835
"128",39004,"2016","HARLEM-EAST","1628","1233","194 EAST 101 STREET","10029","07/25/2016",808490,-73.9473407985349,40.7885134491174
"129",39005,"2016","HARLEM-EAST","1628","1234","194 EAST 101 STREET","10029","07/28/2016",565892,-73.9473407985349,40.7885134491174
"130",39006,"2016","HARLEM-EAST","1628","1235","194 EAST 101 STREET","10029","09/29/2016",738231,-73.9473407985349,40.7885134491174
"131",39007,"2016","HARLEM-EAST","1628","1236","1810 THIRD AVENUE","10029","12/15/2016",550875,-73.9472581095111,40.7880468067835
"132",39008,"2016","HARLEM-EAST","1628","1237","1810 3 AVENUE","10029","08/29/2016",560000,-73.9472581095111,40.7880468067835
"133",39009,"2016","HARLEM-EAST","1628","1238","1810 3 AVENUE","10029","09/01/2016",722957,-73.9472581095111,40.7880468067835
"134",39010,"2016","HARLEM-EAST","1628","1239","1810 THIRD AVENUE","10029","08/02/2016",660000,-73.9472581095111,40.7880468067835
"135",39012,"2016","HARLEM-EAST","1628","1241","194 EAST 101 STREET","10029","08/12/2016",802348,-73.9473407985349,40.7885134491174
"136",39013,"2016","HARLEM-EAST","1628","1242","194 EAST 101 STREET","10029","08/04/2016",585000,-73.9473407985349,40.7885134491174
"137",39014,"2016","HARLEM-EAST","1628","1243","194 EAST 101 STREET","10029","09/20/2016",750000,-73.9473407985349,40.7885134491174
"138",39015,"2016","HARLEM-EAST","1628","1245","1810 3 AVENUE","10029","07/13/2016",672948,-73.9472581095111,40.7880468067835
"139",39016,"2016","HARLEM-EAST","1628","1246","1810 3 AVENUE","10029","07/20/2016",702500,-73.9472581095111,40.7880468067835
"140",39018,"2016","HARLEM-EAST","1628","1248","194 EAST 101 STREET","10029","09/06/2016",785000,-73.9473407985349,40.7885134491174
"141",39019,"2016","HARLEM-EAST","1628","1250","194 EAST 101 STREET","10029","08/31/2016",600000,-73.9473407985349,40.7885134491174
"142",39020,"2016","HARLEM-EAST","1628","1251","194 EAST 101 STREET","10029","10/13/2016",760000,-73.9473407985349,40.7885134491174
"143",39021,"2016","HARLEM-EAST","1628","1252","1810 3 AVENUE","10029","07/18/2016",566000,-73.9472581095111,40.7880468067835
"144",39022,"2016","HARLEM-EAST","1628","1254","1810 3 AVENUE","10029","08/01/2016",788125,-73.9472581095111,40.7880468067835
"145",39023,"2016","HARLEM-EAST","1628","1255","1810 3 AVENUE","10029","08/03/2016",710000,-73.9472581095111,40.7880468067835
"146",39024,"2016","HARLEM-EAST","1628","1258","194 EAST 101 STREET","10029","08/04/2016",585000,-73.9473407985349,40.7885134491174
"147",39026,"2016","HARLEM-EAST","1628","1262","1810 3 AVENUE","10029","07/25/2016",661862,-73.9472581095111,40.7880468067835
"148",39028,"2016","HARLEM-EAST","1628","1264","194 EAST 101 STREET","10029","09/15/2016",799000,-73.9473407985349,40.7885134491174
"149",39029,"2016","HARLEM-EAST","1628","1266","1810 3RD AVENUE","10029","07/14/2016",657664,-73.9472581095111,40.7880468067835
"150",39030,"2016","HARLEM-EAST","1628","1267","194 EAST 101 STREET","10029","12/07/2016",775000,-73.9473407985349,40.7885134491174
"151",39031,"2016","HARLEM-EAST","1628","1268","1810 3 AVENUE","10029","12/08/2016",615000,-73.9472581095111,40.7880468067835
"152",39032,"2016","HARLEM-EAST","1628","1272","1810 3 AVENUE","10029","08/29/2016",625000,-73.9472581095111,40.7880468067835
"153",39033,"2016","HARLEM-EAST","1628","1274","1810 3 AVENUE","10029","07/28/2016",575000,-73.9472581095111,40.7880468067835
"154",39034,"2016","HARLEM-EAST","1628","1275","1810 3 AVENUE","10029","07/21/2016",651680,-73.9472581095111,40.7880468067835
"155",39035,"2016","HARLEM-EAST","1628","1276","1810 3 AVENUE","10029","10/21/2016",641497,-73.9472581095111,40.7880468067835
"156",39036,"2016","HARLEM-EAST","1628","1277","1810 THIRD AVENUE","10029","10/11/2016",630000,-73.9472581095111,40.7880468067835
"157",39038,"2016","HARLEM-EAST","1628","1279","1810 3 AVENUE","10029","08/23/2016",656771,-73.9472581095111,40.7880468067835
"158",39039,"2016","HARLEM-EAST","1630","1207","117 EAST 102 STREET","10029","11/30/2016",705000,-73.9489430277805,40.7900320068632
"159",39040,"2016","HARLEM-EAST","1631","1008","1635 LEXINGTON AVENUE","10029","08/03/2016",853293,-73.9475378512092,40.7905007249227
"160",39041,"2016","HARLEM-EAST","1631","1032","1635 LEXINGTON AVENUE","10029","09/22/2016",610000,-73.9475378512092,40.7905007249227
"161",39043,"2016","HARLEM-EAST","1631","1040","1635 LEXINGTON AVENUE","10029","12/22/2016",958650,-73.9475378512092,40.7905007249227
"162",39044,"2016","HARLEM-EAST","1638","1006","161 EAST 110TH STREET","10029","02/24/2016",710000,-73.9436847561918,40.7945089582843
"163",39047,"2016","HARLEM-EAST","1638","1017","161 EAST 110TH STREET","10029","05/11/2016",775000,-73.9436847561918,40.7945089582843
"164",39048,"2016","HARLEM-EAST","1638","1018","161 EAST 110TH STREET","10029","11/21/2016",850000,-73.9436847561918,40.7945089582843
"165",39049,"2016","HARLEM-EAST","1638","1041","161 EAST 110TH ST","10029","09/30/2016",645000,-73.9436847561918,40.7945089582843
"166",39050,"2016","HARLEM-EAST","1638","1045","161 EAST 110 STREET","10029","02/18/2016",880000,-73.9436847561918,40.7945089582843
"167",39051,"2016","HARLEM-EAST","1638","1048","161 EAST 110 STREET","10029","06/03/2016",629000,-73.9436847561918,40.7945089582843
"168",39052,"2016","HARLEM-EAST","1638","1061","161 EAST 110TH STREET","10029","11/03/2016",1020000,-73.9436847561918,40.7945089582843
"169",39053,"2016","HARLEM-EAST","1661","1004","227 EAST 111 STREET","10029","02/25/2016",750000,-73.9415900979619,40.7944475317766
"170",39054,"2016","HARLEM-EAST","1661","1019","227 EAST 111 STREET","10029","10/05/2016",534233,-73.9415900979619,40.7944475317766
"171",39056,"2016","HARLEM-EAST","1661","1201","225 EAST 111 STREET","10029","03/31/2016",774123,-73.9416225900372,40.7944612718874
"172",39057,"2016","HARLEM-EAST","1661","1202","225 EAST 111 STREET","10029","04/13/2016",522500,-73.9416225900372,40.7944612718874
"173",39058,"2016","HARLEM-EAST","1661","1204","225 EAST 111 STREET","10029","03/24/2016",294060,-73.9416225900372,40.7944612718874
"174",39059,"2016","HARLEM-EAST","1661","1205","225 EAST 111 STREET","10029","03/24/2016",294060,-73.9416225900372,40.7944612718874
"175",39060,"2016","HARLEM-EAST","1661","1206","225 EAST 111 STREET","10029","04/11/2016",605858,-73.9416225900372,40.7944612718874
"176",39061,"2016","HARLEM-EAST","1661","1207","225 EAST 111 STREET","10029","04/25/2016",544942,-73.9416225900372,40.7944612718874
"177",39062,"2016","HARLEM-EAST","1661","1208","225 EAST 111 STREET","10029","04/12/2016",618150,-73.9416225900372,40.7944612718874
"178",39063,"2016","HARLEM-EAST","1661","1209","225 EAST 111 STREET","10029","04/12/2016",628542,-73.9416225900372,40.7944612718874
"179",39064,"2016","HARLEM-EAST","1661","1210","225 EAST 111 STREET","10029","04/01/2016",587938,-73.9416225900372,40.7944612718874
"180",39065,"2016","HARLEM-EAST","1661","1211","225 EAST 111 STREET","10029","06/28/2016",606484,-73.9416225900372,40.7944612718874
"181",39066,"2016","HARLEM-EAST","1661","1212","225 EAST 111 STREET","10029","04/12/2016",1019947,-73.9416225900372,40.7944612718874
"182",39067,"2016","HARLEM-EAST","1676","1409","2019 FIRST AVENUE","10029","08/19/2016",627500,-73.9409598099461,40.7884170360561
"183",39068,"2016","HARLEM-EAST","1676","1413","2019-2021 1 AVENUE","10029","02/26/2016",622000,-73.9409598099461,40.7884170360561
"184",39069,"2016","HARLEM-EAST","1676","1417","2021 FIRST AVENUE","10029","06/21/2016",485000,-73.940912807793,40.7884801408172
"185",39070,"2016","HARLEM-EAST","1676","1437","2019 1 AVENUE","10029","02/08/2016",830000,-73.9409598099461,40.7884170360561
"186",39072,"2016","HARLEM-EAST","1677","1205","319 EAST 105TH","10029","05/18/2016",633000,-73.9422623752661,40.789677528071
"187",39073,"2016","HARLEM-EAST","1677","1213","319 EAST 105 STREET","10029","11/18/2016",295000,-73.9422623752661,40.789677528071
"188",39074,"2016","HARLEM-EAST","1677","1216","319 EAST 105TH STREET","10029","03/31/2016",455000,-73.9422623752661,40.789677528071
"189",39075,"2016","HARLEM-EAST","1677","1230","319 EAST 105TH STREET","10029","02/17/2016",190000,-73.9422623752661,40.789677528071
"190",39076,"2016","HARLEM-EAST","1680","1016","305 EAST 108 STREET","10029","10/14/2016",1050000,-73.9410652146158,40.7917299813434
"191",39077,"2016","HARLEM-EAST","1680","1022","305 EAST 108 STREET","10029","12/09/2016",1070000,-73.9410652146158,40.7917299813434
"192",39078,"2016","HARLEM-EAST","1680","1113","330 E 109TH STREET","10029","08/26/2016",545000,-73.940172789301,40.7921796574568
"193",39080,"2016","HARLEM-EAST","1680","1119","330 EAST 109TH STREET","10029","02/26/2016",535000,-73.940172789301,40.7921796574568
"194",39081,"2016","HARLEM-EAST","1680","1122","330 EAST 109TH STREET","10029","08/31/2016",527500,-73.940172789301,40.7921796574568
"195",39082,"2016","HARLEM-EAST","1681","1005","2132 SECOND AVENUE","10029","12/28/2016",570000,-73.9407716591168,40.7928881073036
"196",39083,"2016","HARLEM-EAST","1681","1006","2132 SECOND AVENUE","10029","04/20/2016",685000,-73.9407716591168,40.7928881073036
"197",39085,"2016","HARLEM-EAST","1681","1032","2132 2 AVENUE","10029","07/27/2016",436020,-73.9407716591168,40.7928881073036
"198",39086,"2016","HARLEM-EAST","1681","1034","2132 2ND AVE","10029","05/17/2016",495846,-73.9407716591168,40.7928881073036
"199",39087,"2016","HARLEM-EAST","1681","1106","342 EAST 110 STREET","10029","02/04/2016",750000,-73.9395005592528,40.7927309974642
"200",39088,"2016","HARLEM-EAST","1681","1117","342 EAST 110TH STREET","10029","08/22/2016",801000,-73.9395005592528,40.7927309974642
"201",39089,"2016","HARLEM-EAST","1681","1125","342 EAST 110TH STREET","10029","12/27/2016",622500,-73.9395005592528,40.7927309974642
"202",39090,"2016","HARLEM-EAST","1681","1127","342 EAST 110TH STREET","10029","08/11/2016",815000,-73.9395005592528,40.7927309974642
"203",39091,"2016","HARLEM-EAST","1681","1133","342 EAST 110 STREET","10029","10/14/2016",647500,-73.9395005592528,40.7927309974642
"204",39092,"2016","HARLEM-EAST","1681","1207","333 EAST 109 STREET","10029","12/29/2016",830000,-73.9401258405206,40.7921796330775
"205",39096,"2016","HARLEM-EAST","1683","1019","324 EAST 112TH STREET","10029","09/29/2016",980000,-73.938834766901,40.7941249691397
"206",39097,"2016","HARLEM-EAST","1683","1020","324 EAST 112 STREET","10029","07/14/2016",850000,-73.938834766901,40.7941249691397
"207",39117,"2016","HARLEM-EAST","1661","23","2165 2 AVENUE","10029","10/20/2016",2925000,-73.9399544217239,40.7940432159582
"208",39125,"2016","HARLEM-EAST","1676","1304","306 EAST 105TH STREET","10029","03/02/2016",440557,-73.9424753808367,40.7897489976129
"209",39136,"2016","HARLEM-EAST","1646","1002","217 EAST 96TH STREET, 37E","10029","06/28/2016",925000,-73.9483476187759,40.7847838123754
