"","sale_id","year","nbhd","block","lot","address","zip","sale_date","price","long","lat"
"2909",50343,"2016","UPPER EAST SIDE (79-96)","1577","1040","520 EAST 81ST   STREET","10028","08/17/2016",498465,-73.948790462632,40.7724079929511
"2910",50344,"2016","UPPER EAST SIDE (79-96)","1577","1070","520 EAST 81ST   STREET","10028","08/17/2016",498465,-73.948790462632,40.7724079929511
"2911",50345,"2015","UPPER EAST SIDE (59-79)","1420","1053","200 EAST 66TH STREET","10065","09/24/2015",1825000,-73.962846,40.76562
"2912",50345,"2016","UPPER EAST SIDE (79-96)","1577","1074","520 EAST 81ST STREET","10028","09/01/2016",550000,-73.948790462632,40.7724079929511
"2913",50346,"2015","UPPER EAST SIDE (59-79)","1420","1101","200 EAST 66TH STREET","10065","09/24/2015",1949948,-73.962846,40.76562
"2914",50346,"2016","UPPER EAST SIDE (79-96)","1577","1079","520 EAST 81ST   STREET","10028","02/17/2016",550000,-73.948790462632,40.7724079929511
"2915",50347,"2015","UPPER EAST SIDE (59-79)","1420","1127","200 EAST 66TH   STREET","10065","06/30/2015",2067047,-73.962846,40.76562
"2916",50347,"2016","UPPER EAST SIDE (79-96)","1577","1081","520 EAST 81ST   STREET","10028","06/08/2016",606000,-73.948790462632,40.7724079929511
"2917",50348,"2015","UPPER EAST SIDE (59-79)","1420","1134","200 EAST 66TH STREET","10065","11/19/2015",2087412,-73.962846,40.76562
"2918",50348,"2016","UPPER EAST SIDE (79-96)","1577","1108","520 EAST 81ST   STREET","10028","07/06/2016",550000,-73.948790462632,40.7724079929511
"2919",50349,"2015","UPPER EAST SIDE (59-79)","1420","1156","200 EAST 66TH STREET","10065","10/20/2015",2026317,-73.962846,40.76562
"2920",50349,"2016","UPPER EAST SIDE (79-96)","1577","1111","520 EAST 81ST   STREET","10028","07/13/2016",757500,-73.948790462632,40.7724079929511
"2921",50350,"2015","UPPER EAST SIDE (59-79)","1420","1171","200 EAST 66TH STREET","10065","10/28/2015",3207487,-73.962846,40.76562
"2922",50350,"2016","UPPER EAST SIDE (79-96)","1577","1116","520 EAST 81ST","10028","02/22/2016",395000,-73.9483214549827,40.7719686252786
"2923",50351,"2015","UPPER EAST SIDE (59-79)","1420","1186","200 EAST 66TH STREET","10065","10/15/2015",3044567,-73.962846,40.76562
"2924",50351,"2016","UPPER EAST SIDE (79-96)","1577","1135","520 EAST 81ST STREET","10028","05/24/2016",545000,-73.948790462632,40.7724079929511
"2925",50352,"2016","UPPER EAST SIDE (79-96)","1577","1136","520 EAST 81ST   STREET","10028","07/22/2016",595000,-73.948790462632,40.7724079929511
"2926",50353,"2015","UPPER EAST SIDE (59-79)","1420","1214","200 EAST 66TH   STREET","10065","09/17/2015",3175000,-73.962846,40.76562
"2927",50354,"2015","UPPER EAST SIDE (59-79)","1420","1220","200 EAST 66TH STREET","10065","11/30/2015",3400955,-73.962846,40.76562
"2928",50354,"2016","UPPER EAST SIDE (79-96)","1577","1154","520 EAST 81ST   STREET","10028","08/09/2016",619500,-73.948790462632,40.7724079929511
"2929",50355,"2015","UPPER EAST SIDE (59-79)","1420","1233","200 EAST 66TH STREET","10065","07/10/2015",3250000,-73.962846,40.76562
"2930",50356,"2015","UPPER EAST SIDE (59-79)","1420","1234","200 EAST 66TH STREET","10065","02/11/2015",3025000,-73.962846,40.76562
"2931",50356,"2016","UPPER EAST SIDE (79-96)","1577","1201","525 EAST 80TH   STREET","10075","01/06/2016",2520000,-73.9491520007779,40.7717521603858
"2932",50357,"2015","UPPER EAST SIDE (59-79)","1420","1283","200 EAST 66TH   STREET","10065","04/28/2015",3360225,-73.962846,40.76562
"2933",50358,"2016","UPPER EAST SIDE (79-96)","1577","1214","525 EAST 80TH STREET","10075","09/15/2016",1529000,-73.9491520007779,40.7717521603858
"2934",50359,"2015","UPPER EAST SIDE (59-79)","1420","1319","200 EAST 66TH STREET","10065","12/17/2015",3156575,-73.962846,40.76562
"2935",50359,"2016","UPPER EAST SIDE (79-96)","1577","1236","525 EAST 80TH   STREET","10075","06/21/2016",1695000,-73.9491520007779,40.7717521603858
"2936",50360,"2015","UPPER EAST SIDE (59-79)","1420","1330","200 EAST 66TH   STREET","10065","10/06/2015",4330000,-73.962846,40.76562
"2937",50360,"2016","UPPER EAST SIDE (79-96)","1577","1262","525 EAST 80TH   STREET","10075","08/29/2016",2700000,-73.9491520007779,40.7717521603858
"2938",50361,"2015","UPPER EAST SIDE (59-79)","1420","1332","200 EAST 66TH STREET","10065","06/25/2015",4550000,-73.962846,40.76562
"2939",50361,"2016","UPPER EAST SIDE (79-96)","1577","1266","525 EAST 80TH   STREET","10075","10/11/2016",972196,-73.9491520007779,40.7717521603858
"2940",50362,"2015","UPPER EAST SIDE (59-79)","1420","1334","200 EAST 66TH STREET","10065","09/25/2015",4582125,-73.962846,40.76562
"2941",50362,"2016","UPPER EAST SIDE (79-96)","1577","1305","507 EAST 80TH   STREET","10075","05/23/2016",775000,-73.9494479546631,40.7718758038816
"2942",50363,"2015","UPPER EAST SIDE (59-79)","1420","1335","200 EAST 66TH","10065","12/14/2015",3207487,-73.962846,40.76562
"2943",50364,"2015","UPPER EAST SIDE (59-79)","1420","1336","200 EAST 66TH STREET","10065","12/08/2015",3200000,-73.962846,40.76562
"2944",50367,"2015","UPPER EAST SIDE (59-79)","1420","1383","200 EAST 66TH   STREET","10065","11/12/2015",3022500,-73.962846,40.76562
"2945",50367,"2016","UPPER EAST SIDE (79-96)","1578","1002","52 EAST END AVENUE","10028","06/23/2016",1200000,-73.9468013380849,40.7721682994325
"2946",50368,"2015","UPPER EAST SIDE (59-79)","1420","1385","200 EAST 66TH STREET","10065","05/21/2015",3044567,-73.962846,40.76562
"2947",50368,"2016","UPPER EAST SIDE (79-96)","1578","1028","52 EAST END AVENUE","10028","06/21/2016",3520000,-73.9468013380849,40.7721682994325
"2948",50369,"2015","UPPER EAST SIDE (59-79)","1420","1398","200 EAST 66TH STREET","10065","06/02/2015",3385681,-73.962846,40.76562
"2949",50370,"2015","UPPER EAST SIDE (59-79)","1420","1408","200 EAST 66TH STREET","10065","08/07/2015",3258400,-73.962846,40.76562
"2950",50371,"2015","UPPER EAST SIDE (59-79)","1420","1410","200 EAST 66TH STREET","10065","09/17/2015",3250000,-73.962846,40.76562
"2951",50371,"2016","UPPER EAST SIDE (79-96)","1578","1054","52 EAST END AVENUE","10028","06/16/2016",3525000,-73.9468013380849,40.7721682994325
"2952",50372,"2015","UPPER EAST SIDE (59-79)","1420","1424","200 EAST 66TH STREET","10065","02/24/2015",4800000,-73.962846,40.76562
"2953",50373,"2016","UPPER EAST SIDE (79-96)","1578","1082","52 EAST END AVENUE","10028","09/08/2016",3065000,-73.9468013380849,40.7721682994325
"2954",50374,"2015","UPPER EAST SIDE (59-79)","1420","1432","200 EAST 66TH STREET","10065","03/02/2015",1998000,-73.962846,40.76562
"2955",50374,"2016","UPPER EAST SIDE (79-96)","1578","1126","50 EAST END AVENUE","10028","03/16/2016",457000,-73.9468338663816,40.7721243986181
"2956",50375,"2015","UPPER EAST SIDE (59-79)","1420","1433","200 EAST 66TH STREET","10065","03/27/2015",2168872,-73.962846,40.76562
"2957",50376,"2015","UPPER EAST SIDE (59-79)","1420","1441","200 EAST 66TH   STREET","10065","03/25/2015",4395000,-73.962846,40.76562
"2958",50376,"2016","UPPER EAST SIDE (79-96)","1580","1013","90 EAST END AVENUE","10028","07/11/2016",2696600,-73.9459013574125,40.7734002682121
"2959",50377,"2015","UPPER EAST SIDE (59-79)","1420","1443","200 EAST 66TH","10065","01/16/2015",1965222,-73.962846,40.76562
"2960",50378,"2015","UPPER EAST SIDE (59-79)","1420","1469","200 EAST 66TH STREET","10065","08/06/2015",2058615,-73.962846,40.76562
"2961",50379,"2015","UPPER EAST SIDE (59-79)","1420","1474","200 EAST 66TH","10065","06/16/2015",2138325,-73.962846,40.76562
"2962",50380,"2015","UPPER EAST SIDE (59-79)","1420","1497","200 EAST 66TH   STREET","10065","01/20/2015",1600000,-73.962846,40.76562
"2963",50381,"2015","UPPER EAST SIDE (59-79)","1420","1499","200 EAST 66TH STREET","10065","12/31/2015",1635000,-73.962846,40.76562
"2964",50382,"2015","UPPER EAST SIDE (59-79)","1420","1529","200 EAST 66TH STREET","10065","01/16/2015",3528236,-73.962846,40.76562
"2965",50383,"2015","UPPER EAST SIDE (59-79)","1420","1549","200 EAST 66TH STREET","10065","11/20/2015",1980496,-73.962846,40.76562
"2966",50384,"2015","UPPER EAST SIDE (59-79)","1420","1564","200 EAST 66TH","10065","12/09/2015",1934675,-73.962846,40.76562
"2967",50385,"2015","UPPER EAST SIDE (59-79)","1420","1568","200 EAST 66TH STREET","10065","12/29/2015",3436593,-73.962846,40.76562
"2968",50386,"2015","UPPER EAST SIDE (59-79)","1423","1141","200 EAST 69TH STREET","10021","07/08/2015",570000,-73.961892,40.767753
"2969",50387,"2015","UPPER EAST SIDE (59-79)","1423","1144","200 EAST 69TH STREET","10021","07/22/2015",700000,-73.961892,40.767753
"2970",50390,"2015","UPPER EAST SIDE (59-79)","1423","1182","200 EAST 69TH STREET","10021","12/01/2015",610000,-73.961892,40.767753
"2971",50391,"2015","UPPER EAST SIDE (59-79)","1423","1203","200 EAST 69TH   STREET","10021","07/21/2015",1450000,-73.961892,40.767753
"2972",50394,"2015","UPPER EAST SIDE (59-79)","1423","1244","200 EAST 69TH   STREET","10021","08/26/2015",1450000,-73.961892,40.767753
"2973",50396,"2015","UPPER EAST SIDE (59-79)","1423","1294","200 EAST 69TH STREET","10021","02/23/2015",3800000,-73.961892,40.767753
"2974",50396,"2016","UPPER EAST SIDE (79-96)","1526","1401","236 EAST 81ST STREET","10028","08/17/2016",2795000,-73.9554280662575,40.7752076402085
"2975",50398,"2016","UPPER EAST SIDE (79-96)","1527","1202","225 EAST 81ST   STREET","10028","10/31/2016",2975000,-73.9555904794596,40.7752982792657
"2976",50399,"2016","UPPER EAST SIDE (79-96)","1527","1205","225 EAST 81ST STREET","10028","10/06/2016",3300000,-73.9555904794596,40.7752982792657
"2977",50400,"2016","UPPER EAST SIDE (79-96)","1544","1202","306 EAST 82ND   STREET","10028","04/15/2016",840000,-73.9531751800039,40.7750914677462
"2978",50401,"2016","UPPER EAST SIDE (79-96)","1544","1207","306 EAST 82ND STREET","10028","09/27/2016",2300000,-73.9531751800039,40.7750914677462
"2979",50402,"2015","UPPER EAST SIDE (59-79)","1423","1332","200 EAST 69 STREET","10021","08/06/2015",999000,-73.961892,40.767753
"2980",50402,"2016","UPPER EAST SIDE (79-96)","1578","1202","554 EAST 82ND STREET","10028","01/27/2016",1950000,-73.9477539756054,40.7728027700602
"2981",50403,"2015","UPPER EAST SIDE (59-79)","1423","1335","200 EAST 69TH   STREET","10021","04/14/2015",940000,-73.961892,40.767753
"2982",50403,"2016","UPPER EAST SIDE (79-96)","1578","1204","554 EAST 82ND STREET","10028","06/14/2016",3600000,-73.9477539756054,40.7728027700602
"2983",50404,"2015","UPPER EAST SIDE (59-79)","1423","1361","200 EAST 69 STREET","10021","06/12/2015",2300000,-73.961892,40.767753
"2984",50404,"2016","UPPER EAST SIDE (79-96)","1495","1002","25 EAST 83RD STREET, 7D","10028","07/28/2016",1050000,-73.9607512768331,40.7791345501699
"2985",50405,"2016","UPPER EAST SIDE (79-96)","1495","1002","25 EAST 83RD STREET, 10B","10028","08/12/2016",625000,-73.9607512768331,40.7791345501699
"2986",50406,"2015","UPPER EAST SIDE (59-79)","1423","1364","200 EAST 69TH   STREET","10021","04/14/2015",1215000,-73.961892,40.767753
"2987",50406,"2016","UPPER EAST SIDE (79-96)","1495","1002","25 EAST 83RD STREET, 2A","10028","12/15/2016",1945000,-73.9607512768331,40.7791345501699
"2988",50407,"2015","UPPER EAST SIDE (59-79)","1423","1378","205 EAST 68TH   STREET","10065","12/18/2015",595000,-73.962101,40.767039
"2989",50408,"2015","UPPER EAST SIDE (59-79)","1423","1403","205 EAST 68TH STREET","10065","06/02/2015",900000,-73.962101,40.767039
"2990",50409,"2015","UPPER EAST SIDE (59-79)","1423","1408","205 EAST 68TH   STREET","10065","08/13/2015",640000,-73.962101,40.767039
"2991",50410,"2015","UPPER EAST SIDE (59-79)","1423","1412","205 EAST 68TH   STREET","10065","12/29/2015",1165000,-73.962101,40.767039
"2992",50412,"2015","UPPER EAST SIDE (59-79)","1429","1168","255 EAST 74TH   STREET","10021","02/18/2015",3763573,-73.958439,40.770567
"2993",50414,"2015","UPPER EAST SIDE (59-79)","1432","1019","213 EAST 77TH   STREET","10075","11/19/2015",730000,-73.957722,40.772752
"2994",50417,"2016","UPPER EAST SIDE (79-96)","1511","1002","129 EAST 82ND   STREET, 10C","10028","04/18/2016",1913000,-73.957928956398,40.7771134282071
"2995",50418,"2015","UPPER EAST SIDE (59-79)","1436","1050","300 EAST 62ND   STREET","10065","11/03/2015",830000,-73.962833,40.76242
"2996",50418,"2016","UPPER EAST SIDE (79-96)","1511","1002","129 EAST 82ND   STREET, 9BC","10028","09/26/2016",2600000,-73.957928956398,40.7771134282071
"2997",50419,"2015","UPPER EAST SIDE (59-79)","1436","1051","300 EAST 62ND STREET","10065","11/03/2015",695000,-73.962833,40.76242
"2998",50419,"2016","UPPER EAST SIDE (79-96)","1514","1003","120 EAST 86TH STREET, 4B","10028","09/29/2016",1038000,-73.9562518795052,40.7797697086181
"2999",50421,"2015","UPPER EAST SIDE (59-79)","1436","1061","300 EAST 62ND STREET","10065","11/04/2015",565000,-73.962833,40.76242
"3000",50422,"2015","UPPER EAST SIDE (59-79)","1436","1067","300 EAST 62ND   STREET","10065","10/07/2015",819000,-73.962833,40.76242
"3001",50423,"2015","UPPER EAST SIDE (59-79)","1436","1071","300 EAST 62ND STREET","10065","07/28/2015",530000,-73.962833,40.76242
"3002",50424,"2015","UPPER EAST SIDE (59-79)","1436","1079","300 EAST 62ND   STREET","10065","03/11/2015",3550000,-73.962833,40.76242
"3003",50427,"2015","UPPER EAST SIDE (59-79)","1436","1105","300 EAST 62ND  STREET","10065","12/17/2015",1862500,-73.962833,40.76242
"3004",50428,"2015","UPPER EAST SIDE (59-79)","1436","1109","300 EAST 62ND   STREET","10065","12/15/2015",2860000,-73.962833,40.76242
"3005",50429,"2015","UPPER EAST SIDE (59-79)","1436","1227","350 EAST 62ND STREET","10065","08/10/2015",540000,-73.961483,40.761848
"3006",50430,"2015","UPPER EAST SIDE (59-79)","1436","1229","350 EAST 62ND STREET","10065","09/25/2015",727500,-73.961483,40.761848
"3007",50431,"2015","UPPER EAST SIDE (59-79)","1436","1231","350 EAST 62ND   STREET","10065","04/02/2015",525000,-73.961483,40.761848
"3008",50432,"2015","UPPER EAST SIDE (59-79)","1436","1233","350 EAST 62ND   STREET","10065","09/01/2015",535000,-73.961483,40.761848
"3009",50435,"2015","UPPER EAST SIDE (59-79)","1436","1247","350 EAST 62ND STREET","10065","04/10/2015",487000,-73.961483,40.761848
"3010",50436,"2015","UPPER EAST SIDE (59-79)","1436","1254","350 EAST 62ND STREET","10065","02/05/2015",599000,-73.961483,40.761848
"3011",50437,"2015","UPPER EAST SIDE (59-79)","1436","1259","350 EAST 62ND   STREET","10065","04/28/2015",899000,-73.961483,40.761848
"3012",50438,"2015","UPPER EAST SIDE (59-79)","1436","1260","350 EAST 62ND STREET","10065","09/30/2015",595000,-73.961483,40.761848
"3013",50439,"2015","UPPER EAST SIDE (59-79)","1436","1267","350 EAST 62ND   STREET","10065","10/26/2015",500000,-73.961483,40.761848
"3014",50441,"2015","UPPER EAST SIDE (59-79)","1438","210","340 EAST 64TH STREET","10065","04/06/2015",1500000,-73.961035,40.763292
"3015",50443,"2015","UPPER EAST SIDE (59-79)","1438","313","340 EAST 64TH   STREET","10065","04/21/2015",2160000,-73.961035,40.763292
"3016",50444,"2015","UPPER EAST SIDE (59-79)","1438","405","340 EAST 64TH STREET","10065","10/27/2015",1025000,-73.961035,40.763292
"3017",50445,"2015","UPPER EAST SIDE (59-79)","1438","506","340 EAST 64TH   STREET","10065","08/31/2015",1300000,-73.961035,40.763292
"3018",50446,"2015","UPPER EAST SIDE (59-79)","1438","601","340 EAST 64TH STREET","10065","12/01/2015",1075000,-73.961035,40.763292
"3019",50447,"2015","UPPER EAST SIDE (59-79)","1438","811","340 EAST 64TH STREET","10065","04/15/2015",2550000,-73.961035,40.763292
"3020",50448,"2015","UPPER EAST SIDE (59-79)","1438","816","340 EAST 64TH STREET","10065","10/08/2015",1800000,-73.961035,40.763292
"3021",50449,"2015","UPPER EAST SIDE (59-79)","1438","1101","340 EAST 64TH   STREET","10065","09/02/2015",1170000,-73.961035,40.763292
"3022",50450,"2015","UPPER EAST SIDE (59-79)","1438","2303","340 EAST 64TH   STREET","10065","10/30/2015",1950000,-73.961035,40.763292
"3023",50452,"2015","UPPER EAST SIDE (59-79)","1438","2604","340 EAST 64TH   STREET","10065","01/23/2015",2329525,-73.961035,40.763292
"3024",50453,"2015","UPPER EAST SIDE (59-79)","1438","2702","340 EAST 64TH   STREET","10065","08/18/2015",1945000,-73.961035,40.763292
"3025",50456,"2015","UPPER EAST SIDE (59-79)","1438","3303","340 EAST 64TH   STREET","10065","03/07/2015",925000,-73.961035,40.763292
"3026",50459,"2015","UPPER EAST SIDE (59-79)","1438","3603","300 EAST 64TH   STREET","10065","07/10/2015",925000,-73.961713,40.763578
"3027",50460,"2015","UPPER EAST SIDE (59-79)","1438","3604","300 EAST 64TH   STREET","10065","07/20/2015",915000,-73.961713,40.763578
"3028",50461,"2015","UPPER EAST SIDE (59-79)","1438","3605","300 EAST 64TH   STREET","10065","07/28/2015",722957,-73.961713,40.763578
"3029",50462,"2015","UPPER EAST SIDE (59-79)","1438","3606","300 EAST 64TH   STREET","10065","07/16/2015",705000,-73.961713,40.763578
"3030",50463,"2015","UPPER EAST SIDE (59-79)","1438","3607","300 EAST 64TH   STREET","10065","08/07/2015",1120075,-73.961713,40.763578
"3031",50464,"2015","UPPER EAST SIDE (59-79)","1438","3609","300 EAST 64TH   STREET","10065","11/19/2015",695000,-73.961713,40.763578
"3032",50465,"2015","UPPER EAST SIDE (59-79)","1438","3610","300 EAST 64TH   STREET","10065","07/24/2015",945000,-73.961713,40.763578
"3033",50466,"2015","UPPER EAST SIDE (59-79)","1438","3611","300 EAST 64TH   STREET","10065","07/20/2015",957155,-73.961713,40.763578
"3034",50467,"2015","UPPER EAST SIDE (59-79)","1438","3612","300 EAST 64TH STREET","10065","06/24/2015",715000,-73.961713,40.763578
"3035",50468,"2015","UPPER EAST SIDE (59-79)","1438","3613","300 EAST 64TH   STREET","10065","07/10/2015",715000,-73.961713,40.763578
"3036",50469,"2015","UPPER EAST SIDE (59-79)","1438","3614","300 EAST 64TH STREET","10065","06/30/2015",980000,-73.961713,40.763578
"3037",50470,"2015","UPPER EAST SIDE (59-79)","1438","3615","300 EAST 64TH   STREET","10065","07/20/2015",1034353,-73.961713,40.763578
"3038",50471,"2015","UPPER EAST SIDE (59-79)","1438","3616","300 EAST 64TH   STREET","10065","12/16/2015",715000,-73.961713,40.763578
"3039",50472,"2015","UPPER EAST SIDE (59-79)","1438","3618","300 EAST 64TH   STREET","10065","07/15/2015",950000,-73.961713,40.763578
"3040",50473,"2015","UPPER EAST SIDE (59-79)","1438","3619","300 EAST 64TH STREET","10065","06/30/2015",920000,-73.961713,40.763578
"3041",50474,"2015","UPPER EAST SIDE (59-79)","1438","3621","300 EAST 64TH   STREET","10065","08/13/2015",758596,-73.961713,40.763578
"3042",50475,"2015","UPPER EAST SIDE (59-79)","1438","3630","300 EAST 64TH   STREET","10065","07/27/2015",925000,-73.961713,40.763578
"3043",50476,"2015","UPPER EAST SIDE (59-79)","1438","3632","300 EAST 64TH   STREET","10065","08/31/2015",1210950,-73.961713,40.763578
"3044",50477,"2015","UPPER EAST SIDE (59-79)","1438","3633","300 EAST 64TH STREET","10065","07/01/2015",1650000,-73.961713,40.763578
"3045",50478,"2015","UPPER EAST SIDE (59-79)","1438","3634","300 EAST 64TH   STREET","10065","08/10/2015",987702,-73.961713,40.763578
"3046",50479,"2015","UPPER EAST SIDE (59-79)","1438","3635","300 EAST 64TH   STREET","10065","07/13/2015",1475000,-73.961713,40.763578
"3047",50480,"2015","UPPER EAST SIDE (59-79)","1438","3636","300 EAST 64TH STREET","10065","06/23/2015",1185000,-73.961713,40.763578
"3048",50481,"2015","UPPER EAST SIDE (59-79)","1438","3641","300 EAST 64TH STREET","10065","07/07/2015",1690000,-73.961713,40.763578
"3049",50482,"2015","UPPER EAST SIDE (59-79)","1438","3642","300 EAST 64TH   STREET","10065","11/12/2015",993988,-73.961713,40.763578
"3050",50483,"2015","UPPER EAST SIDE (59-79)","1438","3643","300 EAST 64TH   STREET","10065","07/29/2015",1555000,-73.961713,40.763578
"3051",50485,"2015","UPPER EAST SIDE (59-79)","1438","3644","300 EAST 64TH   STREET","10065","07/29/2015",1288086,-73.961713,40.763578
"3052",50486,"2015","UPPER EAST SIDE (59-79)","1438","3645","300 EAST 64TH   STREET","10065","07/15/2015",1740000,-73.961713,40.763578
"3053",50487,"2015","UPPER EAST SIDE (59-79)","1438","3646","300 EAST 64TH STREET","10065","07/01/2015",997885,-73.961713,40.763578
"3054",50488,"2015","UPPER EAST SIDE (59-79)","1438","3647","300 EAST 64TH STREET","10065","06/25/2015",1535000,-73.961713,40.763578
"3055",50489,"2015","UPPER EAST SIDE (59-79)","1438","3649","300 EAST 64TH STREET","10065","07/01/2015",1850000,-73.961713,40.763578
"3056",50490,"2015","UPPER EAST SIDE (59-79)","1438","3650","300 EAST 64TH   STREET","10065","07/23/2015",1069162,-73.961713,40.763578
"3057",50491,"2015","UPPER EAST SIDE (59-79)","1438","3651","300 EAST 64TH   STREET","10065","08/21/2015",1585000,-73.961713,40.763578
"3058",50492,"2015","UPPER EAST SIDE (59-79)","1438","3653","300 EAST 64TH   STREET","10065","07/17/2015",1800000,-73.961713,40.763578
"3059",50492,"2016","UPPER EAST SIDE (96-110)","1602","60","12 EAST 97TH STREET, 1B","10029","07/05/2016",940000,-73.9540796942858,40.7880661950353
"3060",50493,"2015","UPPER EAST SIDE (59-79)","1438","3654","300 EAST 64TH STREET","10065","06/24/2015",1070000,-73.961713,40.763578
"3061",50493,"2016","UPPER EAST SIDE (96-110)","1602","69","1158 FIFTH AVENUE, 5D","10029","02/25/2016",3400000,-73.9549931404601,40.7883520075345
"3062",50494,"2015","UPPER EAST SIDE (59-79)","1438","3658","300 EAST 64TH   STREET","10065","12/17/2015",1075000,-73.961713,40.763578
"3063",50494,"2016","UPPER EAST SIDE (96-110)","1602","69","1158 FIFTH AVENUE, 7D","10029","03/29/2016",2250000,-73.9549931404601,40.7883520075345
"3064",50495,"2015","UPPER EAST SIDE (59-79)","1438","3659","300 EAST 64TH   STREET","10065","07/23/2015",1649919,-73.961713,40.763578
"3065",50495,"2016","UPPER EAST SIDE (96-110)","1603","60","16 EAST 98TH STREET, 5D","10029","03/23/2016",380000,-73.9541441121388,40.7889143429576
"3066",50496,"2015","UPPER EAST SIDE (59-79)","1438","3661","300 EAST 64TH   STREET","10065","07/15/2015",2031408,-73.961713,40.763578
"3067",50496,"2016","UPPER EAST SIDE (96-110)","1603","60","16 EAST 98TH STREET, 9C","10029","03/24/2016",548500,-73.9541441121388,40.7889143429576
"3068",50497,"2015","UPPER EAST SIDE (59-79)","1438","3665","300 EAST 64TH   STREET","10065","07/14/2015",2109071,-73.961713,40.763578
"3069",50497,"2016","UPPER EAST SIDE (96-110)","1603","60","16 EAST 98TH STREET, 4DE","10029","08/04/2016",1851000,-73.9541441121388,40.7889143429576
"3070",50498,"2015","UPPER EAST SIDE (59-79)","1438","3669","300 EAST 64TH   STREET","10065","07/15/2015",2158690,-73.961713,40.763578
"3071",50499,"2015","UPPER EAST SIDE (59-79)","1438","3671","300 EAST 64TH STREET","10065","07/06/2015",1605000,-73.961713,40.763578
"3072",50499,"2016","UPPER EAST SIDE (96-110)","1603","60","16 EAST 98 STREET, 9E","10029","12/21/2016",999000,-73.9541441121388,40.7889143429576
"3073",50500,"2015","UPPER EAST SIDE (59-79)","1438","3672","300 EAST 64TH   STREET","10065","09/08/2015",1407729,-73.961713,40.763578
"3074",50500,"2016","UPPER EAST SIDE (96-110)","1604","1","1170 5TH AVENUE, 2D","10029","12/15/2016",837500,-73.9544328482576,40.789155993896
"3075",50501,"2015","UPPER EAST SIDE (59-79)","1438","3674","300 EAST 64TH   STREET","10065","07/17/2015",1191352,-73.961713,40.763578
"3076",50502,"2015","UPPER EAST SIDE (59-79)","1438","3676","300 EAST 64TH   STREET","10065","07/23/2015",2016135,-73.961713,40.763578
"3077",50502,"2016","UPPER EAST SIDE (96-110)","1614","1","1270 FIFTH AVENUE, 10-L","10029","01/14/2016",895000,-73.9500799741923,40.7956784155109
"3078",50503,"2015","UPPER EAST SIDE (59-79)","1438","3677","300 EAST 64TH STREET","10065","06/26/2015",1175000,-73.961713,40.763578
"3079",50503,"2016","UPPER EAST SIDE (96-110)","1614","1","1270 FIFTH AVENUE, 1B","10029","02/05/2016",485000,-73.9500799741923,40.7956784155109
"3080",50504,"2015","UPPER EAST SIDE (59-79)","1438","3680","300 EAST 64TH STREET","10065","07/06/2015",2050000,-73.961713,40.763578
"3081",50504,"2016","UPPER EAST SIDE (96-110)","1614","1","1270 FIFTH AVENUE, 2H","10029","03/08/2016",500000,-73.9500799741923,40.7956784155109
"3082",50505,"2015","UPPER EAST SIDE (59-79)","1438","3682","300 EAST 64TH   STREET","10065","07/14/2015",1700000,-73.961713,40.763578
"3083",50505,"2016","UPPER EAST SIDE (96-110)","1614","1","1270 FIFTH AVENUE, 14T","10029","03/10/2016",1300000,-73.9500799741923,40.7956784155109
"3084",50506,"2015","UPPER EAST SIDE (59-79)","1438","3683","300 EAST 64TH   STREET","10065","07/16/2015",1425000,-73.961713,40.763578
"3085",50506,"2016","UPPER EAST SIDE (96-110)","1614","1","1270 5TH AVENUE, 12C","10029","05/09/2016",668000,-73.9500799741923,40.7956784155109
"3086",50507,"2015","UPPER EAST SIDE (59-79)","1438","3688","300 EAST 64TH STREET","10065","07/06/2015",2800000,-73.961713,40.763578
"3087",50507,"2016","UPPER EAST SIDE (96-110)","1614","1","1270 FIFTH AVENUE, 9E","10029","05/27/2016",580000,-73.9500799741923,40.7956784155109
"3088",50508,"2015","UPPER EAST SIDE (59-79)","1438","3699","300 EAST 64TH STREET","10065","06/30/2015",2700000,-73.961713,40.763578
"3089",50508,"2016","UPPER EAST SIDE (96-110)","1614","1","1270 FIFTH AVENUE, 5F","10029","07/07/2016",675000,-73.9500799741923,40.7956784155109
"3090",50509,"2015","UPPER EAST SIDE (59-79)","1439","1029","304 EAST 65TH STREET","10065","11/13/2015",1995000,-73.96119,40.764179
"3091",50509,"2016","UPPER EAST SIDE (96-110)","1614","1","1270 FIFTH AVENUE, 4E","10029","07/18/2016",750007,-73.9500799741923,40.7956784155109
"3092",50510,"2015","UPPER EAST SIDE (59-79)","1439","1058","304 EAST 65TH   STREET","10065","12/11/2015",886000,-73.96119,40.764179
"3093",50510,"2016","UPPER EAST SIDE (96-110)","1614","1","1270 FIFTH AVENUE, 2M","10029","07/28/2016",609000,-73.9500799741923,40.7956784155109
"3094",50511,"2015","UPPER EAST SIDE (59-79)","1439","1089","304 EAST 65TH   STREET","10065","03/30/2015",875000,-73.96119,40.764179
"3095",50511,"2016","UPPER EAST SIDE (96-110)","1614","1","1270 FIFTH AVENUE, 7M","10029","08/30/2016",727400,-73.9500799741923,40.7956784155109
"3096",50512,"2015","UPPER EAST SIDE (59-79)","1439","1090","304 EAST 65TH STREET","10065","04/15/2015",830000,-73.96119,40.764179
